w,vector_semantico
lower,"['humiliated', 'lower_berth', 'low-down', 'low-pitched', 'abject', 'dispirited', 'down', 'lowly', 'low', 'crushed', 'low-spirited', 'broken', 'frown', 'lour', 'take_down', 'get_down', 'depressed', 'depleted', 'scummy', 'lower', 'humble', 'low-toned', 'down_in_the_mouth', 'glower', 'miserable', 'depress', 'blue', 'let_down', 'downhearted', 'gloomy', 'downcast', 'scurvy', 'modest', 'turn_down', 'bring_down', 'grim', 'small', 'humbled']",Rhode Island Legislative Council. Research Report Number 1
$.09,[],Rhode Island Legislative Council. Research Report Number 1
retained,"['continue', 'keep', 'hold_back', 'retain', 'retained', 'keep_on', 'keep_back', 'hold', 'maintained']",Rhode Island Legislative Council. Research Report Number 1
",",[],Rhode Island Legislative Council. Research Report Number 1
assigning,"['put', 'assignment', 'set_apart', 'delegate', 'designate', 'assigning', 'portion', 'ascribe', 'allot', 'impute', 'specify', 'depute', 'attribute', 'assign', 'arrogate']",Rhode Island Legislative Council. Research Report Number 1
such,['such'],Rhode Island Legislative Council. Research Report Number 1
rapidly,"['chop-chop', 'quickly', 'apace', 'speedily', 'rapidly']",Rhode Island Legislative Council. Research Report Number 1
mile,"['stat_mi', 'nautical_mile', 'mi', 'geographical_mile', 'international_nautical_mile', 'Admiralty_mile', 'international_mile', 'statute_mile', 'land_mile', 'Swedish_mile', 'mil', 'Roman_mile', 'sea_mile', 'knot', 'mile', 'air_mile', 'naut_mi']",Rhode Island Legislative Council. Research Report Number 1
billed,"['billed', 'bill', 'placard', 'charge']",Rhode Island Legislative Council. Research Report Number 1
general,"['general', 'cosmopolitan', 'universal', 'world-wide', 'ecumenical', 'worldwide', 'full_general', 'oecumenical', 'superior_general']",Rhode Island Legislative Council. Research Report Number 1
procedures,"['subroutine', 'process', 'procedure', 'operation', 'subprogram', 'routine', 'function']",Rhode Island Legislative Council. Research Report Number 1
shed,"['spill', 'pour_forth', 'throw', 'shake_off', 'shed', 'cast', 'cast_off', 'moult', 'drop', 'exuviate', 'throw_off', 'throw_away', 'caducous', 'molt', 'slough', 'disgorge']",Rhode Island Legislative Council. Research Report Number 1
construction,"['building', 'grammatical_construction', 'structure', 'construction', 'mental_synthesis', 'expression', 'twist']",Rhode Island Legislative Council. Research Report Number 1
1942,[],Rhode Island Legislative Council. Research Report Number 1
assigns,"['put', 'set_apart', 'delegate', 'designate', 'portion', 'ascribe', 'allot', 'impute', 'specify', 'depute', 'attribute', 'assign', 'arrogate']",Rhode Island Legislative Council. Research Report Number 1
vehicle,"['fomite', 'vehicle']",Rhode Island Legislative Council. Research Report Number 1
reimbursement,['reimbursement'],Rhode Island Legislative Council. Research Report Number 1
And,[],Rhode Island Legislative Council. Research Report Number 1
Rhode,[],Rhode Island Legislative Council. Research Report Number 1
.,[],Rhode Island Legislative Council. Research Report Number 1
when,[],Rhode Island Legislative Council. Research Report Number 1
Island's,[],Rhode Island Legislative Council. Research Report Number 1
does,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'Energy_Department', 'make_out', 'execute', 'do', 'set', 'Energy', 'exercise', 'dress', 'practice', 'doe', 'DOE', 'coiffe', 'Department_of_Energy', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",Rhode Island Legislative Council. Research Report Number 1
While,"['patch', 'spell', 'piece', 'while']",Rhode Island Legislative Council. Research Report Number 1
acquisition,"['skill', 'learning', 'acquisition', 'accomplishment', 'acquirement', 'attainment']",Rhode Island Legislative Council. Research Report Number 1
itself,[],Rhode Island Legislative Council. Research Report Number 1
reasons,"['intellect', 'reason', 'reason_out', 'reasonableness', 'rationality', 'argue', 'understanding', 'conclude', 'cause', 'grounds', 'ground']",Rhode Island Legislative Council. Research Report Number 1
transferred,"['transplant', 'channelise', 'channelize', 'remove', 'shift', 'transfer', 'transpose', 'transport', 'change', 'transmit', 'channel', 'reassign']",Rhode Island Legislative Council. Research Report Number 1
by,"['away', 'by', 'aside', 'past']",Rhode Island Legislative Council. Research Report Number 1
Regulations,"['regulation', 'regulating', 'regularisation', 'regularization', 'ordinance', 'rule']",Rhode Island Legislative Council. Research Report Number 1
),[],Rhode Island Legislative Council. Research Report Number 1
traveled,"['traveled', 'move', 'move_around', 'journey', 'travelled', 'jaunt', 'go', 'trip', 'travel', 'locomote']",Rhode Island Legislative Council. Research Report Number 1
comparison,"['comparison', 'compare', 'equivalence', 'comparability', 'comparing']",Rhode Island Legislative Council. Research Report Number 1
problem,"['trouble', 'problem', 'job']",Rhode Island Legislative Council. Research Report Number 1
as,"['A', 'atomic_number_33', 'axerophthol', 'amp', 'American_Samoa', 'type_A', 'adenine', 'as', 'group_A', 'every_bit', 'AS', 'Eastern_Samoa', 'vitamin_A', 'equally', 'deoxyadenosine_monophosphate', 'angstrom', 'a', 'ampere', 'arsenic', 'As', 'angstrom_unit', 'antiophthalmic_factor']",Rhode Island Legislative Council. Research Report Number 1
respectively,"['respectively', 'severally']",Rhode Island Legislative Council. Research Report Number 1
