w,vector_semantico
spirit,"['disembodied_spirit', 'spirit', 'intent', 'life', 'tone', 'spirit_up', 'feeling', 'flavour', 'emotional_state', 'inspirit', 'look', 'purport', 'heart', 'flavor', 'smell', 'liveliness', 'sprightliness', 'feel']",The Providence Journal
rapists,"['raper', 'rapist']",The Providence Journal
who,"['World_Health_Organization', 'WHO']",The Providence Journal
David,"['St._David', 'David', 'Saint_David', 'Jacques_Louis_David']",The Providence Journal
Morgan,"['Daniel_Morgan', 'Thomas_Hunt_Morgan', 'Lewis_Henry_Morgan', 'J._P._Morgan', 'Morgan', 'Sir_Henry_Morgan', 'Henry_Morgan', 'John_Pierpont_Morgan']",The Providence Journal
view,"['scene', 'take_in', 'see', 'persuasion', 'opinion', 'position', 'vista', 'panorama', 'watch', 'reckon', 'catch', 'horizon', 'purview', 'perspective', 'sight', 'view', 'survey', 'thought', 'prospect', 'sentiment', 'regard', 'consider', 'look_at', 'aspect', 'eyeshot']",The Providence Journal
settings,"['place_setting', 'stage_setting', 'setting', 'scene', 'circumstance', 'mise_en_scene', 'mount', 'context', 'background', 'scope']",The Providence Journal
author,"['generator', 'author', 'source', 'writer']",The Providence Journal
This,[],The Providence Journal
playing,"['playact', 'dally', 'bring', 'bet', 'meet', 'spiel', 'trifle', 'wreak', 'recreate', 'encounter', 'toy', 'acting', 'work', 'diddle', 'represent', 'take_on', 'play', 'roleplay', 'act_as', 'playing', 'make_for', 'flirt', 'run', 'fiddle', 'act', 'wager', 'playacting', 'performing']",The Providence Journal
end,"['cease', 'closing', 'conclusion', 'remnant', 'remainder', 'finish', 'goal', 'close', 'terminal', 'stop', 'terminate', 'destruction', 'oddment', 'end', 'final_stage', 'last', 'death', 'ending']",The Providence Journal
Hollywood,['Hollywood'],The Providence Journal
In,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Providence Journal
close,"['closing', 'stuffy', 'finis', 'fill_up', 'snug', 'tight', 'shut_down', 'closelipped', 'come_together', 'closely', 'faithful', 'closemouthed', 'conclude', 'last', 'ending', 'skinny', 'conclusion', 'finale', 'shut', 'secretive', 'penny-pinching', 'fold', 'cheeseparing', 'end', 'close', 'near', 'tightlipped', 'close-fitting', 'close_up', 'nigh', 'stopping_point', 'finish', 'airless', 'confining', 'closing_curtain', 'close_down', 'unaired']",The Providence Journal
direction,"['instruction', 'centering', 'steering', 'counsel', 'focal_point', 'way', 'management', 'guidance', 'focus', 'counseling', 'commission', 'charge', 'focusing', 'counselling', 'focussing', 'direction']",The Providence Journal
company,"['caller', 'society', 'fellowship', 'companion', 'accompany', 'company', ""ship's_company"", 'keep_company', 'party', 'companionship', 'troupe']",The Providence Journal
For,[],The Providence Journal
promoted,"['promote', 'boost', 'encourage', 'advertise', 'upgrade', 'advertize', 'push', 'further', 'elevate', 'kick_upstairs', 'raise', 'advance']",The Providence Journal
nightclub,"['nightspot', 'night_club', 'cabaret', 'club', 'nightclub']",The Providence Journal
troubles,"['distract', 'inconvenience_oneself', 'incommode', 'upset', 'fuss', 'trouble_oneself', 'ail', 'disoblige', 'problem', 'inconvenience', 'perturb', 'put_out', 'worry', 'unhinge', 'disquiet', 'trouble', 'pain', 'cark', 'difficulty', 'hassle', 'bother', 'discommode', 'disorder', 'disturb']",The Providence Journal
Gary,['Gary'],The Providence Journal
north,"['northwards', 'due_north', 'north', 'northward', 'Frederick_North', 'Second_Earl_of_Guilford', 'N', 'compass_north', 'Union', 'magnetic_north', 'northerly', 'North']",The Providence Journal
senior,"['fourth-year', 'aged', 'senior', 'older', 'elder', 'elderly']",The Providence Journal
made,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'make_up', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'made', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",The Providence Journal
Amy,[],The Providence Journal
carries,"['dribble', 'expect', 'deport', 'behave', 'have_a_bun_in_the_oven', 'stockpile', 'express', 'gestate', 'channel', 'impart', 'stock', 'post', 'bear', 'persuade', 'convey', 'transport', 'acquit', 'contain', 'carry', 'comport', 'pack', 'run', 'take', 'conduct', 'sway', 'extend', 'hold', 'transmit']",The Providence Journal
performing,"['perform', 'playacting', 'execute', 'do', 'playing', 'performing', 'acting']",The Providence Journal
So,"['sol', 'thusly', 'therefore', 'indeed', 'and_so', 'soh', 'thus', 'thence', 'then', 'and_then', 'hence', 'so']",The Providence Journal
wasn't,[],The Providence Journal
memories,"['retentivity', 'computer_storage', 'memory_board', 'retentiveness', 'retention', 'computer_memory', 'memory', 'remembering', 'storage', 'store']",The Providence Journal
unstilted,['unstilted'],The Providence Journal
body,"['trunk', 'dead_body', 'body', 'consistence', 'eubstance', 'torso', 'organic_structure', 'physical_structure', 'personify', 'soundbox', 'consistency']",The Providence Journal
portrayal,"['portraying', 'portrayal', 'enactment', 'delineation', 'personation', 'portraiture', 'portrait', 'characterization', 'depiction', 'depicting']",The Providence Journal
life,"['lifetime', 'life-time', 'spirit', 'aliveness', 'life', 'lifespan', 'biography', 'life_story', 'life_sentence', 'animation', 'life_history', 'liveliness', 'sprightliness', 'living']",The Providence Journal
war,"['war', 'state_of_war', 'warfare']",The Providence Journal
perfect,"['staring', 'perfective_tense', 'perfective', 'gross', 'perfect', 'consummate', 'sodding', 'thoroughgoing', 'arrant', 'pure', 'stark', 'double-dyed', 'perfect_tense', 'everlasting', 'hone', 'unadulterated', 'complete', 'utter']",The Providence Journal
called,"['ring', 'shout_out', 'anticipate', 'promise', 'cry', 'shout', 'yell', 'predict', 'foretell', 'call_off', 'forebode', 'squall', 'visit', 'call', 'phone', 'hollo', 'call_in', 'name', 'prognosticate', 'holler', 'telephone', 'send_for', 'address', 'scream', 'bid', 'call_up']",The Providence Journal
minimum,"['minimal', 'minimum', 'lower_limit']",The Providence Journal
sharp,"['tart', 'acutely', 'sharp', 'sharp-worded', 'penetrating', 'crisp', 'sharply', 'shrill', 'incisive', 'abrupt', 'astute', 'penetrative', 'keen', 'shrewd', 'precipitous', 'discriminating', 'acuate', 'knifelike', 'needlelike', 'piercing', 'acute']",The Providence Journal
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Providence Journal
to,[],The Providence Journal
Politics,"['politics', 'political_relation', 'political_sympathies', 'government', 'political_science']",The Providence Journal
recently,"['latterly', 'of_late', 'recently', 'lately', 'late']",The Providence Journal
Brazilian,['Brazilian'],The Providence Journal
down,"['pour_down', 'down_pat', 'bolt_down', 'shoot_down', 'dispirited', 'down', 'go_through', 'kill', 'low', 'drink_down', 'pull_down', 'low-spirited', 'pile', 'downwards', 'Down', 'devour', 'consume', 'depressed', 'belt_down', 'pop', 'fine-tune', 'refine', 'polish', 'down_in_the_mouth', 'cut_down', 'downward', 'downwardly', 'blue', 'knock_down', 'gloomy', 'John_L._H._Down', 'downcast', 'down_feather', 'push_down', 'land', 'toss_off', 'mastered', 'downhearted', 'grim']",The Providence Journal
comedy,"['comedy', 'funniness', 'drollery', 'clowning']",The Providence Journal
boards,"['plug-in', 'gameboard', 'plank', 'boards', 'display_board', 'circuit_board', 'circuit_card', 'add-in', 'panel', 'board', 'get_on', 'display_panel', 'control_panel', 'control_board', 'instrument_panel', 'dining_table', 'room', 'card', 'table']",The Providence Journal
Side,"['side_of_meat', 'face', 'side', 'incline', 'English', 'position', 'slope']",The Providence Journal
happy,"['felicitous', 'well-chosen', 'happy', 'glad']",The Providence Journal
forgotten,"['forgotten', 'forget', 'block', 'disregarded', 'bury', 'blank_out', 'draw_a_blank', 'leave']",The Providence Journal
Performed,"['perform', 'execute', 'do']",The Providence Journal
around,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'round', 'just_about']",The Providence Journal
interruption,"['intermission', 'pause', 'interruption', 'suspension', 'gap', 'break', 'disruption']",The Providence Journal
West,"['due_west', 'west', 'Occident', 'Benjamin_West', 'W', 'West', 'Rebecca_West', 'westward', 'Dame_Rebecca_West', 'western_United_States', 'Cicily_Isabel_Fairfield', 'Mae_West']",The Providence Journal
managed,"['make_do', 'oversee', 'cope', 'care', 'deal', 'make_out', 'get_by', 'do', 'wield', 'finagle', 'grapple', 'negociate', 'carry_off', 'handle', 'contend', 'supervise', 'wangle', 'superintend', 'manage', 'pull_off', 'bring_off']",The Providence Journal
makes,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'brand', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'shuffling', 'make_up', 'shuffle', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",The Providence Journal
finished,"['cease', 'land_up', 'finish', 'wind_up', 'fetch_up', 'stop', 'finished', 'terminate', 'ruined', 'finish_up', 'polish_off', 'end_up', 'eat_up', 'end', 'complete']",The Providence Journal
becomes,"['get', 'suit', 'go', 'turn', 'become']",The Providence Journal
opener,"['untier', 'opener', 'undoer', 'unfastener']",The Providence Journal
turns,"['number', 'round', 'change_by_reversal', 'reverse', 'flex', 'grow', 'crook', 'rick', 'move_around', 'sprain', 'change_state', 'tour', 'spell', 'work', 'twist', 'good_turn', 'turn_over', 'turning', 'call_on', 'release', 'plow', 'plough', 'deform', 'play', 'become', 'bend', 'wrench', 'act', 'bit', 'bout', 'go', 'turn', 'turn_of_events', 'sour', 'ferment', 'routine', 'wrick']",The Providence Journal
acting,"['dissemble', 'behave', 'act', 'move', 'playact', 'represent', 'playacting', 'do', 'play', 'roleplay', 'act_as', 'playing', 'performing', 'acting', 'pretend', 'work']",The Providence Journal
complete,"['perfect', 'discharge', 'nail', 'pure', 'fill_out', 'sodding', 'utter', 'gross', 'all_over', 'make_out', 'stark', 'over', 'accomplished', 'complete', 'ended', 'terminated', 'consummate', 'thoroughgoing', 'everlasting', 'unadulterated', 'staring', 'dispatch', 'finish', 'fill_in', 'arrant', 'double-dyed', 'concluded']",The Providence Journal
entertain,"['entertain', 'nurse', 'harbour', 'flirt_with', 'harbor', 'think_of', 'hold', 'think_about', 'toy_with']",The Providence Journal
Gennaro,[],The Providence Journal
actor,"['role_player', 'histrion', 'actor', 'player', 'doer', 'thespian', 'worker']",The Providence Journal
Aunt,"['aunty', 'aunt', 'auntie']",The Providence Journal
Osborne,"['John_Osborne', 'Osborne', 'John_James_Osborne']",The Providence Journal
spectacle,['spectacle'],The Providence Journal
break,"['break_up', 'happy_chance', 'cave_in', 'break_away', 'interrupt', 'breaking', 'prison-breaking', 'time_out', 'split', 'transgress', 'intermission', 'conk_out', 'rupture', 'offend', 'weaken', 'divulge', 'breakage', 'jailbreak', 'violate', 'better', 'let_on', 'discover', 'split_up', 'pause', 'break_out', 'break_of_serve', 'break_in', 'gap', 'fail', 'break_dance', 'break_off', 'suspension', 'ruin', 'wear_out', 'intermit', 'die', 'discontinue', 'interruption', 'wear', 'come_apart', 'disruption', 'go_bad', 'respite', 'break', 'bankrupt', 'separate', 'rift', 'shift', 'give_away', 'part', 'recrudesce', 'faulting', 'give_way', 'get_out', 'break_down', 'damp', 'snap_off', 'erupt', 'severance', 'get_around', 'open_frame', 'fracture', 'fall_in', 'recess', 'burst', 'reveal', 'go_against', 'develop', 'fall_apart', 'bust', 'bump', 'founder', 'falling_out', 'good_luck', 'give_out', 'crack', 'stop', 'demote', 'let_out', 'unwrap', 'gaolbreak', 'bring_out', 'collapse', 'infract', 'break-dance', 'disclose', 'soften', 'kick_downstairs', 'relegate', 'check', 'geological_fault', 'dampen', 'expose', 'prisonbreak', 'go', 'give', 'breakout', 'fault', 'breach', 'smash']",The Providence Journal
Carroll,"['Lewis_Carroll', 'Dodgson', 'Reverend_Dodgson', 'Charles_Lutwidge_Dodgson', 'Charles_Dodgson', 'Carroll']",The Providence Journal
horse,"['knight', 'sawhorse', 'cavalry', 'buck', 'gymnastic_horse', 'sawbuck', 'horse', 'horse_cavalry', 'Equus_caballus']",The Providence Journal
lines,"['describe', 'line', 'railway_line', 'production_line', 'assembly_line', 'lineage', 'credit_line', 'line_of_merchandise', 'draw', 'furrow', 'subscriber_line', 'argumentation', 'pedigree', 'parentage', 'demarcation', 'pipeline', 'communication_channel', 'transmission_line', 'wrinkle', 'dividing_line', 'line_of_credit', 'cable', 'short_letter', 'course', 'business_line', 'business', 'line_of_reasoning', 'descent', 'air', 'crinkle', 'telephone_line', 'channel', 'rail_line', 'stock', 'line_of_business', 'personal_line_of_credit', 'run_along', 'argument', 'logical_argument', 'line_of_products', 'job', 'telephone_circuit', 'billet', 'line_of_descent', 'crease', 'origin', 'melodic_line', 'ancestry', 'personal_credit_line', 'agate_line', 'product_line', 'delineate', 'contrast', 'tune', 'strain', 'melody', 'seam', 'phone_line', 'stemma', 'occupation', 'melodic_phrase', 'note', 'blood', 'line_of_work', 'trace', 'bank_line', 'bloodline', 'blood_line']",The Providence Journal
playwright,"['dramatist', 'playwright']",The Providence Journal
talent,"['gift', 'natural_endowment', 'endowment', 'talent']",The Providence Journal
produced,"['develop', 'get', 'grow', 'bring_about', 'produce', 'make', 'bring_out', 'give_rise', 'acquire', 'bring_forth', 'bring_on', 'farm', 'create', 'raise']",The Providence Journal
LaGuardia,[],The Providence Journal
:,[],The Providence Journal
strip,"['flight_strip', 'cartoon_strip', 'disinvest', 'peel', 'loot', 'airstrip', 'denude', 'pillage', 'foray', 'disrobe', 'strip_show', 'ransack', 'dismantle', 'slip', 'funnies', 'reave', 'discase', 'despoil', 'leach', 'plunder', 'deprive', 'unclothe', 'undress', 'uncase', 'denudate', 'strip_down', 'landing_strip', 'strip', 'bare', 'clean', 'rifle', 'divest', 'striptease', 'comic_strip']",The Providence Journal
girls,"['girl', 'fille', 'lady_friend', 'little_girl', 'young_lady', 'female_child', 'missy', 'daughter', 'girlfriend', 'young_woman', 'miss']",The Providence Journal
Prize,"['select', 'pry', 'respect', 'loot', 'esteem', 'choice', 'treasure', 'pillage', 'prize', 'trophy', 'prime', 'swag', 'jimmy', 'award', 'plunder', 'lever', 'prise', 'booty', 'appreciate', 'quality', 'value', 'dirty_money']",The Providence Journal
any,"['whatever', 'any', 'whatsoever']",The Providence Journal
ask,"['involve', 'expect', 'necessitate', 'take', 'inquire', 'enquire', 'postulate', 'require', 'ask', 'demand', 'call_for', 'need']",The Providence Journal
Where's,[],The Providence Journal
Cherry,"['ruby', 'cherry-red', 'reddish', 'cherry_red', 'crimson', 'cerise', 'cherry_tree', 'blood-red', 'ruddy', 'red', 'carmine', 'cherry', 'ruby-red', 'scarlet']",The Providence Journal
them,[],The Providence Journal
``,[],The Providence Journal
enters,"['enter', 'figure', 'recruit', 'move_into', 'introduce', 'get_in', 'come_in', 'record', 'inscribe', 'go_into', 'go_in', 'participate', 'put_down', 'insert', 'accede', 'embark', 'enroll', 'infix', 'get_into', 'enrol']",The Providence Journal
Nelson,"['Horatio_Nelson', 'Admiral_Nelson', 'nelson', 'Viscount_Nelson', 'Nelson', 'Lord_Nelson']",The Providence Journal
through,"['through_and_through', 'done', 'through', 'through_with']",The Providence Journal
'',[],The Providence Journal
familiar,"['fellow', 'familiar', 'associate', 'intimate', 'companion', 'comrade', 'conversant', 'familiar_spirit']",The Providence Journal
happier,"['felicitous', 'well-chosen', 'happy', 'glad']",The Providence Journal
usually,"['usually', 'commonly', 'ordinarily', 'normally', 'unremarkably']",The Providence Journal
positively,['positively'],The Providence Journal
Several,"['respective', 'several', 'various']",The Providence Journal
cliches,"['banality', 'bromide', 'cliche', 'commonplace', 'platitude']",The Providence Journal
big,"['large', 'bighearted', 'self-aggrandising', 'openhanded', 'giving', 'big', 'cock-a-hoop', 'full-grown', 'enceinte', 'magnanimous', 'adult', 'liberal', 'crowing', 'swelled', 'braggy', 'bountiful', 'braggart', 'boastfully', 'great', 'self-aggrandizing', 'prominent', 'bragging', 'fully_grown', 'grownup', 'boastful', 'vauntingly', 'bounteous', 'expectant', 'handsome', 'heavy', 'gravid', 'vainglorious', 'with_child', 'bad', 'freehanded', 'grown']",The Providence Journal
entertaining,"['entertain', 'nurse', 'harbour', 'flirt_with', 'harbor', 'entertaining', 'think_of', 'hold', 'think_about', 'toy_with']",The Providence Journal
Conlow,[],The Providence Journal
Paul,"['Saul_of_Tarsus', 'Saul', 'Paul_the_Apostle', 'St._Paul', 'Apostle_Paul', 'Paul', 'Apostle_of_the_Gentiles', 'Alice_Paul', 'Saint_Paul']",The Providence Journal
report,"['describe', 'news_report', 'study', 'write_up', 'composition', 'paper', 'story', 'theme', 'written_report', 'report_card', 'cover', 'report', 'account', 'reputation']",The Providence Journal
dead,"['deadened', 'absolutely', 'perfectly', 'bushed', 'abruptly', 'beat', 'idle', 'suddenly', 'short', 'dead', 'drained', 'all_in', 'numb', 'utterly', 'utter', 'stagnant']",The Providence Journal
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Providence Journal
every,['every'],The Providence Journal
Anthony,"['Mark_Anthony', 'Antonius', 'Susan_B._Anthony', 'Susan_Brownell_Anthony', 'Anthony', 'Susan_Anthony', 'Antony', 'Mark_Antony', 'Marcus_Antonius']",The Providence Journal
mermaid,['mermaid'],The Providence Journal
Hedison,[],The Providence Journal
profess,"['confess', 'concede', 'profess', 'pretend']",The Providence Journal
has,"['sustain', 'experience', 'give_birth', 'make', 'take_in', 'hour_angle', 'suffer', 'have_got', 'cause', 'accept', 'own', 'have', 'feature', 'ingest', 'consume', 'get', 'bear', 'throw', 'induce', 'let', 'stimulate', 'birth', 'possess', 'take', 'deliver', 'give', 'HA', 'hold', 'receive']",The Providence Journal
constantly,"['always', 'perpetually', 'forever', 'constantly', 'incessantly', 'invariably']",The Providence Journal
lack,"['deficiency', 'want', 'lack', 'miss']",The Providence Journal
whether,[],The Providence Journal
it's,[],The Providence Journal
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",The Providence Journal
attempt,"['essay', 'seek', 'try', 'effort', 'set_about', 'attack', 'undertake', 'endeavour', 'assay', 'endeavor', 'attempt']",The Providence Journal
ears,"['spike', 'pinna', 'auricle', 'ear', 'capitulum']",The Providence Journal
witty,['witty'],The Providence Journal
distraught,"['overwrought', 'distraught']",The Providence Journal
years,"['years', 'yr', 'old_age', 'age', 'twelvemonth', 'class', 'days', 'eld', 'geezerhood', 'year', 'long_time']",The Providence Journal
job,"['line', 'Book_of_Job', 'job', 'occupation', 'problem', 'business', 'farm_out', 'line_of_work', 'task', 'Job', 'chore', 'caper', 'speculate', 'subcontract']",The Providence Journal
for,[],The Providence Journal
honestly,"['frankly', 'honestly', 'aboveboard', 'candidly']",The Providence Journal
finest,"['okay', 'fine', 'o.k.', 'all_right', 'hunky-dory', 'ok']",The Providence Journal
Martin,"['St._Martin', 'martin', 'Steve_Martin', 'Dino_Paul_Crocetti', 'Mary_Martin', 'Dean_Martin', 'Martin']",The Providence Journal
He,"['He', 'helium', 'atomic_number_2', 'he']",The Providence Journal
party,"['party', 'political_party', 'company']",The Providence Journal
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",The Providence Journal
contrast,"['dividing_line', 'line', 'direct_contrast', 'counterpoint', 'demarcation', 'contrast']",The Providence Journal
daisies,['daisy'],The Providence Journal
among,[],The Providence Journal
jazz,"['be_intimate', 'roll_in_the_hay', 'sleep_together', 'bed', 'screw', 'have_it_off', 'nothingness', 'do_it', 'make_love', 'have_sex', 'idle_words', 'make_out', 'malarky', 'fuck', 'bonk', 'lie_with', 'have_it_away', 'hump', 'wind', 'bang', 'know', 'get_it_on', 'malarkey', 'get_laid', 'jazz', 'have_a_go_at_it', 'love', 'sleep_with', 'eff', 'have_intercourse']",The Providence Journal
corner,"['corner', 'niche', 'turning_point', 'nook', 'tree', 'recession', 'recess', 'quoin', 'box', 'street_corner']",The Providence Journal
Dolores,[],The Providence Journal
ballet,"['ballet', 'concert_dance']",The Providence Journal
latter,['latter'],The Providence Journal
Not,"['non', 'not']",The Providence Journal
charm,"['appeal', 'enamour', 'trance', 'bewitch', 'captivate', 'appealingness', 'beguile', 'catch', 'spell', 'magic_spell', 'entrance', 'becharm', 'tempt', 'enchant', 'fascinate', 'magical_spell', 'capture', 'good_luck_charm', 'charm', 'influence', 'enamor']",The Providence Journal
result,"['solution', 'ensue', 'lead', 'upshot', 'termination', 'outcome', 'consequence', 'answer', 'result', 'resultant_role', 'leave', 'solvent', 'event', 'effect', 'final_result', 'issue', 'resolution', 'resultant']",The Providence Journal
fracases,"['fracas', 'affray', 'altercation']",The Providence Journal
edgy,"['highly_strung', 'uptight', 'restive', 'high-strung', 'overstrung', 'edgy', 'jittery', 'nervy', 'jumpy']",The Providence Journal
teenagers,"['teenager', 'stripling', 'adolescent', 'teen']",The Providence Journal
Marching,"['edge', 'parade', 'butt', 'exhibit', 'border', 'abut', 'butt_on', 'process', 'adjoin', 'march', 'demonstrate', 'butt_against', 'marching']",The Providence Journal
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Providence Journal
virtual,"['virtual', 'practical']",The Providence Journal
tortured,"['torture', 'excruciate', 'anguished', 'rack', 'tormented', 'torment', 'tortured']",The Providence Journal
and,[],The Providence Journal
vitality,"['energy', 'vitality', 'vim', 'life_force', 'animation', 'verve', 'vital_force', 'elan_vital']",The Providence Journal
blaze,"['blaze', 'glare', 'blaze_away', 'blazing', 'blaze_out', 'brilliance', 'hell']",The Providence Journal
opening,"['hatchway', 'opening', 'opening_night', 'curtain_raising', 'possibility', 'porta', 'chess_opening', 'orifice', 'scuttle', 'open_up', 'possible_action', 'spread_out', 'spread', 'unfold', 'afford', 'gap', 'opening_move', 'give', 'initiative', 'first_step', 'open']",The Providence Journal
session,"['school_term', 'sitting', 'session', 'academic_session', 'academic_term', 'seance']",The Providence Journal
believable,"['credible', 'believable']",The Providence Journal
visibly,['visibly'],The Providence Journal
On,"['on', 'along']",The Providence Journal
Certainly,"['sure', 'for_sure', 'sure_as_shooting', 'for_certain', 'surely', 'certainly', 'sure_enough']",The Providence Journal
I'm,[],The Providence Journal
anybody,[],The Providence Journal
Ashmolean,[],The Providence Journal
