w,vector_semantico
full,"['total', 'full-of-the-moon', 'good', 'full_phase_of_the_moon', 'full_moon', 'broad', 'to_the_full', 'wax', 'replete', 'full', 'entire', 'wide-cut', 'wide', 'fully']",The New York Times
outgeneraled,['outgeneral'],The New York Times
its,"['information_technology', 'IT']",The New York Times
shrillness,"['stridence', 'stridency', 'shrillness']",The New York Times
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']",The New York Times
headlines,"['newspaper_headline', 'headline']",The New York Times
balance,"['Libra_the_Balance', 'counterpoise', 'poise', 'equaliser', 'balance', 'equipoise', 'residual', 'Balance', 'residuum', 'proportionality', 'residue', 'equilibrate', 'symmetry', 'equilibrium', 'correspondence', 'symmetricalness', 'remainder', 'equalizer', 'equilibrize', 'proportion', 'Libra_the_Scales', 'rest', 'counterbalance', 'equilibrise', 'balance_wheel', 'counterweight', 'Libra']",The New York Times
excellent,"['excellent', 'fantabulous', 'splendid', 'first-class']",The New York Times
professional,"['master', 'pro', 'professional', 'professional_person']",The New York Times
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']",The New York Times
movements,"['apparent_motion', 'drive', 'crusade', 'motility', 'motion', 'movement', 'cause', 'social_movement', 'effort', 'apparent_movement', 'bowel_movement', 'campaign', 'move', 'front', 'bm', 'drift', 'trend']",The New York Times
high-minded,"['grand', 'rarified', 'elevated', 'high-minded', 'high-flown', 'idealistic', 'sublime', 'noble-minded', 'exalted', 'rarefied', 'lofty']",The New York Times
never,"['never', ""ne'er""]",The New York Times
authority,"['self-assurance', 'say-so', 'government_agency', 'self-confidence', 'authorisation', 'authority', 'confidence', 'office', 'dominance', 'authorization', 'assurance', 'bureau', 'sanction', 'agency', 'potency', 'sureness', 'federal_agency']",The New York Times
slaughter,"['butcher', 'walloping', 'carnage', 'slaughter', 'debacle', 'mass_murder', 'trouncing', 'massacre', 'thrashing', 'butchery', 'drubbing', 'mow_down', 'whipping']",The New York Times
sons,"['son', 'Son', 'boy', 'Word', 'Logos']",The New York Times
on-stage,[],The New York Times
three,"['terzetto', 'triad', 'threesome', 'deuce-ace', 'triplet', 'trey', '3', 'three', 'troika', 'ternary', 'ternion', 'III', 'leash', 'trio', 'trinity', 'tercet', 'tierce', 'trine', 'iii']",The New York Times
Field,"['discipline', 'arena', 'champaign', 'subject_field', 'theater', 'theatre_of_operations', 'airfield', 'field_of_operations', 'subject_area', 'theatre', 'field_of_view', 'playing_field', 'landing_field', 'theater_of_operations', 'field_of_honor', 'field_of_force', 'battleground', 'study', 'domain', 'flying_field', 'playing_area', 'field_of_operation', 'line_of_business', 'subject', 'field_of_battle', 'sphere', 'battlefield', 'bailiwick', 'field_of_study', 'area', 'athletic_field', 'orbit', 'force_field', 'field', 'plain']",The New York Times
means,"['intend', 'signify', 'imply', 'have_in_mind', 'entail', 'mean_value', 'think_of', 'substance', 'means', 'mean', 'stand_for', 'think', 'agency', 'way']",The New York Times
demand,"['need', 'postulate', 'requirement', 'take', 'necessitate', 'ask', 'require', 'involve', 'demand', 'call_for', 'exact']",The New York Times
excerpts,"['excerpt', 'extract', 'excerption', 'take_out', 'selection']",The New York Times
Ziminska-Sygietynska,[],The New York Times
Geroge,[],The New York Times
audience,"['hearing', 'audience', 'interview', 'consultation']",The New York Times
sizable,"['goodish', 'ample', 'hefty', 'goodly', 'sizable', 'healthy', 'tidy', 'respectable', 'sizeable']",The New York Times
attitude,"['position', 'attitude', 'mental_attitude', 'posture']",The New York Times
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The New York Times
stylish,"['stylish', 'fashionable']",The New York Times
Mazowsze,[],The New York Times
trying,"['taste', 'stress', 'essay', 'examine', 'attempt', 'prove', 'try_on', 'try_out', 'nerve-wracking', 'adjudicate', 'judge', 'try', 'assay', 'strain', 'stressful', 'test', 'hear', 'trying', 'sample', 'nerve-racking', 'render', 'seek']",The New York Times
Conservatory,"['conservatory', 'conservatoire', 'indoor_garden', 'hothouse']",The New York Times
hospitals,"['hospital', 'infirmary']",The New York Times
likely,"['in_all_probability', 'potential', 'probable', 'in_all_likelihood', 'probably', 'belike', 'likely']",The New York Times
by,"['away', 'aside', 'past', 'by']",The New York Times
showing,"['testify', 'evidence', 'show', 'usher', 'evince', 'prove', 'designate', 'record', 'screening', 'demonstrate', 'register', 'indicate', 'exhibit', 'bear_witness', 'depict', 'picture', 'viewing', 'point', 'establish', 'read', 'showing', 'show_up', 'display', 'demo', 'render', 'shew', 'express', 'present']",The New York Times
faculty,"['staff', 'mental_faculty', 'module', 'faculty']",The New York Times
good,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'salutary', 'honest', 'undecomposed', 'full', 'thoroughly', 'respectable', 'commodity', 'in_effect', 'sound', 'trade_good', 'estimable', 'proficient', 'skillful', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'right', 'in_force', 'soundly', 'unspoilt', 'good', 'goodness', 'well', 'upright', 'just', 'effective', 'unspoiled', 'honorable', 'safe']",The New York Times
identifiable,['identifiable'],The New York Times
origin,"['extraction', 'inception', 'source', 'parentage', 'blood_line', 'pedigree', 'bloodline', 'stemma', 'descent', 'root', 'ancestry', 'line', 'beginning', 'stock', 'origination', 'line_of_descent', 'rootage', 'origin', 'blood', 'lineage']",The New York Times
Latin,"['Romance', 'Latin']",The New York Times
spirit,"['feel', 'smell', 'tone', 'liveliness', 'feeling', 'look', 'flavour', 'emotional_state', 'life', 'spirit', 'disembodied_spirit', 'intent', 'purport', 'inspirit', 'spirit_up', 'sprightliness', 'heart', 'flavor']",The New York Times
group,"['radical', 'mathematical_group', 'group', 'grouping', 'aggroup', 'chemical_group']",The New York Times
irresistible,"['resistless', 'irresistible']",The New York Times
and,[],The New York Times
band,"['isthmus', 'stria', 'ring', 'dance_band', 'set', 'lot', 'striation', 'banding', 'dance_orchestra', 'band', 'stripe', 'circle']",The New York Times
president,"['chair', 'chairwoman', 'President', 'chairperson', 'United_States_President', 'chairman', 'prexy', 'president', 'Chief_Executive', 'President_of_the_United_States']",The New York Times
devoted,"['give', 'commit', 'pay', 'devote', 'consecrate', 'devoted', 'dedicate']",The New York Times
control,"['ascendency', 'control_condition', 'assure', 'command', 'ascertain', 'mastery', 'ascendence', 'insure', 'keep_in_line', 'dominance', 'control', 'controller', 'check', 'verify', 'ascendancy', 'hold', 'ascendance', 'master', 'restraint', 'operate', 'see', 'curb', 'ensure', 'hold_in', 'moderate', 'manipulate', 'see_to_it', 'contain']",The New York Times
inner,"['internal', 'inside', 'intimate', 'privileged', 'interior', 'inner']",The New York Times
your,[],The New York Times
material,"['material', 'real', 'substantial', 'fabric', 'cloth', 'stuff', 'textile', 'corporeal']",The New York Times
overly,"['excessively', 'overly', 'too', 'to_a_fault']",The New York Times
men,"['men', 'serviceman', 'workforce', 'valet', 'human_race', 'valet_de_chambre', 'humankind', ""gentleman's_gentleman"", 'humans', 'human_being', 'homo', 'military_personnel', 'humanity', 'man', 'work_force', 'gentleman', 'military_man', 'hands', 'human_beings', 'Isle_of_Man', 'mankind', 'manpower', 'piece', 'human', 'world', 'Man', 'adult_male']",The New York Times
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']",The New York Times
playing,"['take_on', 'play', 'playing', 'performing', 'act', 'fiddle', 'wreak', 'dally', 'spiel', 'run', 'meet', 'act_as', 'playacting', 'bring', 'diddle', 'represent', 'recreate', 'bet', 'trifle', 'work', 'toy', 'wager', 'playact', 'acting', 'make_for', 'flirt', 'encounter', 'roleplay']",The New York Times
neatly,['neatly'],The New York Times
phrase,"['musical_phrase', 'idiomatic_expression', 'give_voice', 'word', 'phrase', 'formulate', 'set_phrase', 'articulate', 'idiom', 'phrasal_idiom']",The New York Times
thoroughly,"['soundly', 'exhaustively', 'thoroughly', 'good']",The New York Times
:,[],The New York Times
abridged,"['abbreviate', 'reduce', 'abridge', 'foreshorten', 'cut', 'contract', 'shorten', 'abridged']",The New York Times
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",The New York Times
gifted,"['talented', 'endow', 'invest', 'gifted', 'endue', 'give', 'indue', 'empower', 'present', 'gift']",The New York Times
Commenting,"['gloss', 'comment', 'notice', 'point_out', 'annotate', 'remark']",The New York Times
feeling,"['feel', 'tone', 'belief', 'look', 'palpate', 'find', 'touch', 'tactual_sensation', 'flavor', 'smell', 'feeling', 'impression', 'touch_sensation', 'opinion', 'sense', 'tactile_sensation', 'intuitive_feeling', 'finger', 'flavour', 'spirit', 'experience', 'notion']",The New York Times
those,[],The New York Times
inadequate,"['unequal', 'inadequate', 'poor', 'short']",The New York Times
kind,"['form', 'kind', 'genial', 'sort', 'variety', 'tolerant']",The New York Times
She,[],The New York Times
failed,"['flunk', 'go_wrong', 'neglect', 'go_bad', 'flush_it', 'go', 'run_out', 'die', 'conk_out', 'break_down', 'bomb', 'break', 'give_out', 'fail', 'give_way', 'betray', 'miscarry']",The New York Times
medical,"['health_check', 'checkup', 'medical_exam', 'medical', 'medical_examination', 'aesculapian', 'medical_checkup']",The New York Times
tough,"['strong-armer', 'bad', 'roughneck', 'yobbo', 'thug', 'bully', 'street_fighter', 'yob', 'baffling', 'hoodlum', 'hooligan', 'yobo', 'tough', 'rugged', 'problematic', 'goon', 'knotty', 'rowdy', 'punk', 'hood', 'sturdy', 'hard', 'toughened', 'problematical', 'toughie', 'ruffianly', 'ruffian', 'elusive']",The New York Times
problems,"['job', 'problem', 'trouble']",The New York Times
song,"['vocal', 'strain', 'Song_dynasty', 'call', 'Sung', 'Sung_dynasty', 'birdcall', 'song', 'birdsong', 'Song']",The New York Times
fitted,"['jibe', 'agree', 'go', 'equip', 'tally', 'accommodate', 'fit_out', 'correspond', 'gibe', 'meet', 'outfit', 'match', 'conform_to', 'fit', 'fitted', 'check', 'suit']",The New York Times
write,"['publish', 'spell', 'save', 'pen', 'drop_a_line', 'indite', 'write', 'compose']",The New York Times
D'Albert,[],The New York Times
Viscount,['viscount'],The New York Times
cowboy,"['cowpoke', 'cattleman', 'cowhand', 'cowherd', 'puncher', 'rodeo_rider', 'cowpuncher', 'cowboy', 'cowman']",The New York Times
his,[],The New York Times
recital,"['recital', 'recitation', 'reading', 'yarn', 'narration']",The New York Times
error,"['error', 'erroneousness', 'wrongdoing', 'erroneous_belief', 'computer_error', 'mistake', 'misplay', 'fault']",The New York Times
mention,"['mention', 'cite', 'advert', 'reference', 'refer', 'citation', 'acknowledgment', 'honorable_mention', 'remark', 'note', 'quotation', 'credit', 'bring_up', 'observe', 'name']",The New York Times
flat,"['two-dimensional', 'directly', 'mat', 'plane', 'matt', 'insipid', 'level', 'savorless', 'vapid', 'monotonic', 'flavourless', 'compressed', 'flatbed', '2-dimensional', 'matte', 'flat', 'flat_tire', 'categoric', 'straight', 'savourless', 'flavorless', 'apartment', 'unconditional', 'matted', 'flatcar', 'categorical', 'monotonous', 'monotone', 'bland', 'prostrate']",The New York Times
intimate,"['internal', 'confidant', 'familiar', 'knowledgeable', 'insinuate', 'intimate', 'versed', 'cozy', 'informal', 'sexual', 'adumbrate', 'inner', 'suggest']",The New York Times
daughters,"['daughter', 'girl']",The New York Times
Their,[],The New York Times
Hall,"['hallway', 'Radclyffe_Hall', 'residence_hall', 'Granville_Stanley_Hall', 'foyer', 'manor_hall', 'dorm', 'Charles_Martin_Hall', 'manse', 'entrance_hall', 'lobby', 'vestibule', 'Marguerite_Radclyffe_Hall', 'dormitory', 'hall', 'Charles_Francis_Hall', 'Hall', 'Asaph_Hall', 'student_residence', 'antechamber', 'residence', 'mansion_house', 'mansion', 'anteroom', 'G._Stanley_Hall']",The New York Times
When,[],The New York Times
directness,"['candidness', 'candor', 'candour', 'straightness', 'frankness', 'directness', 'forthrightness']",The New York Times
ebullient,"['ebullient', 'high-spirited', 'exuberant']",The New York Times
originally,"['primitively', 'to_begin_with', 'in_the_beginning', 'in_the_first_place', 'originally', 'earlier']",The New York Times
from,[],The New York Times
necessarily,"['inevitably', 'needfully', 'necessarily', 'of_necessity', 'needs']",The New York Times
comedian,"['comedian', 'comic']",The New York Times
best,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'easily', 'comfortably', 'salutary', 'honest', 'undecomposed', 'full', 'respectable', 'Charles_Herbert_Best', 'in_effect', 'sound', 'outdo', 'better', 'topper', 'intimately', 'estimable', 'proficient', 'C._H._Best', 'skillful', 'outflank', 'trump', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'best', 'right', 'in_force', 'unspoilt', 'good', 'advantageously', 'well', 'upright', 'just', 'scoop', 'effective', 'unspoiled', 'substantially', 'considerably', 'honorable', 'safe', 'Best']",The New York Times
supplies,"['furnish', 'ply', 'append', 'supply', 'issue', 'provide', 'render', 'add', 'provision', 'supplying', 'cater']",The New York Times
cardinal,"['carmine', 'cardinal', 'central', 'key', 'redbird', 'cardinal_grosbeak', 'cardinal_number', 'Cardinalis_cardinalis', 'fundamental', 'primal', 'Richmondena_Cardinalis']",The New York Times
country,"['land', 'country', 'nation', 'res_publica', 'rural_area', 'area', 'commonwealth', 'state', 'body_politic']",The New York Times
delicate,"['frail', 'finespun', 'delicate', 'fragile', 'soft', 'ticklish', 'touchy']",The New York Times
Dixon,[],The New York Times
quite,"['quite_an', 'quite_a', 'rather', 'quite']",The New York Times
considerable,['considerable'],The New York Times
sounds,"['voice', 'vocalize', 'go', 'speech_sound', 'audio', 'fathom', 'phone', 'auditory_sensation', 'strait', 'vocalise', 'sound']",The New York Times
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']",The New York Times
nickname,"['sobriquet', 'moniker', 'dub', 'nickname', 'byname', 'soubriquet', 'cognomen']",The New York Times
courses,"['course_of_instruction', 'line', 'form', 'run', 'path', 'course', 'course_of_action', 'class', 'track', 'row', 'feed', 'flow', 'grade', 'course_of_study', 'trend']",The New York Times
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The New York Times
tones,"['feel', 'step', 'tone', 'look', 'intone', 'tone_of_voice', 'whole_step', 'timbre', 'modulate', 'note', 'flavor', 'tincture', 'smell', 'feeling', 'tint', 'shade', 'timber', 'chant', 'strengthen', 'tonus', 'musical_note', 'inflect', 'pure_tone', 'quality', 'tone_up', 'flavour', 'spirit', 'whole_tone', 'tonicity']",The New York Times
earlier,"['former', 'early', 'earliest', 'in_the_beginning', 'sooner', 'before', 'to_begin_with', 'in_the_first_place', 'originally', 'earlier', 'other']",The New York Times
others,[],The New York Times
who,"['World_Health_Organization', 'WHO']",The New York Times
defeat,"['frustration', 'licking', 'get_the_better_of', 'vote_down', 'vote_out', 'defeat', 'kill', 'shoot_down', 'overcome']",The New York Times
fireworks,"['firework', 'pyrotechnic']",The New York Times
Dwor',[],The New York Times
color,"['colour_in', 'colour', 'coloration', 'colouration', 'semblance', 'color_in', 'colourise', 'distort', 'emblazon', 'colouring', 'gloss', 'colorize', 'discolor', 'colouring_material', 'people_of_colour', 'discolour', 'colorise', 'vividness', 'coloring', 'colourize', 'people_of_color', 'tinge', 'coloring_material', 'color']",The New York Times
Hungarian-born,[],The New York Times
Remaking,"['remaking', 'redo', 'remake', 'refashion', 'make_over']",The New York Times
Town,"['Town', 'Ithiel_Town', 'townspeople', 'townsfolk', 'township', 'town']",The New York Times
danger,"['danger', 'peril', 'risk']",The New York Times
singing,"['vocalizing', 'singing', 'blab', 'blab_out', 'sear', 'babble_out', 'swinge', 'whistle', 'talk', 'babble', 'telling', 'let_the_cat_out_of_the_bag', 'sing', 'spill_the_beans', 'peach', 'cantabile', 'scorch', 'tattle', 'singe']",The New York Times
win,"['gain', 'deliver_the_goods', 'profits', 'make_headway', 'win', 'advance', 'come_through', 'bring_home_the_bacon', 'acquire', 'pull_ahead', 'gain_ground', 'get_ahead', 'winnings', 'succeed']",The New York Times
On,"['along', 'on']",The New York Times
returned,"['take_back', 'give', 'refund', 'revert', 'give_back', 'retrovert', 'pass', 'generate', 'reelect', 'deliver', 'yield', 'retort', 'turn_back', 'riposte', 'hark_back', 'return', 'rejoin', 'come_back', 'devolve', 'bring_back', 'fall', 'regress', 'render', 'recall', 'repay']",The New York Times
His,[],The New York Times
Robert,"['Henry_Martyn_Robert', 'Robert', 'Henry_M._Robert']",The New York Times
),[],The New York Times
Prokofieff,[],The New York Times
nor,[],The New York Times
account,"['invoice', 'report', 'chronicle', 'story', 'score', 'account', 'write_up', 'accounting', 'answer_for', 'history', 'business_relationship', 'bill', 'news_report', 'account_statement', 'describe', 'explanation', 'calculate']",The New York Times
folk,"['folk_music', 'folks', 'folk', 'tribe', 'sept', 'kinsfolk', 'phratry', 'ethnic_music', 'common_people', 'kinfolk', 'family_line', 'family']",The New York Times
dance,"['trip_the_light_fantastic', 'trip_the_light_fantastic_toe', 'dance', 'dancing', 'saltation', 'terpsichore']",The New York Times
admirable,['admirable'],The New York Times
night,"['dark', 'Night', 'nighttime', 'Nox', 'night']",The New York Times
disastrous,"['calamitous', 'fateful', 'fatal', 'black', 'disastrous']",The New York Times
Krakowiak,[],The New York Times
particular,"['finical', 'particular', 'particular_proposition', 'peculiar', 'detail', 'fussy', 'picky', 'special', 'item', 'exceptional', 'finicky', 'specific', 'especial']",The New York Times
exuberant,"['excessive', 'overweening', 'exuberant', 'profuse', 'extravagant', 'luxuriant', 'ebullient', 'riotous', 'high-spirited', 'lush']",The New York Times
Choir,"['chorus', 'choir', 'consort']",The New York Times
produce,"['create', 'bring_forth', 'give_rise', 'get', 'green_groceries', 'produce', 'make', 'garden_truck', 'bring_on', 'farm', 'raise', 'acquire', 'grow', 'develop', 'bring_out', 'green_goods', 'bring_about']",The New York Times
lapse,"['backsliding', 'reverting', 'oversight', 'go_along', 'recidivate', 'slip_by', 'sink', 'backslide', 'lapse', 'pass', 'relapse', 'relapsing', 'reversion', 'retrogress', 'regress', 'elapse', 'fall_back', 'slip_away', 'slide_by', 'lapsing', 'go_by', 'glide_by']",The New York Times
least,"['to_the_lowest_degree', 'least']",The New York Times
ballet,"['concert_dance', 'ballet']",The New York Times
Haydn's,[],The New York Times
Everywhere,"['everyplace', 'all_over', 'everywhere']",The New York Times
died,"['kick_the_bucket', 'die', 'expire', 'break_down', 'pop_off', 'pall', 'drop_dead', 'conk', ""cash_in_one's_chips"", 'pass', 'exit', 'snuff_it', 'give_out', 'die_out', 'buy_the_farm', 'go_bad', 'decease', 'go', 'give-up_the_ghost', 'pass_away', 'perish', 'fail', 'become_flat', 'croak', 'conk_out', 'break', 'give_way', 'choke']",The New York Times
