w,vector_semantico
make,"['urinate', 'get', 'realize', 'give', 'ca-ca', 'make', 'reach', 'do', 'arrive_at', 'cook', 'brand', 'fix', 'pull_in', 'build', 'pass_water', 'constitute', 'name', 'create', 'hit', 'piss', 'bring_in', 'construct', 'prepare', 'produce', 'stool', 'take_a_crap', 'pee', 'shuffle', 'induce', 'relieve_oneself', 'stimulate', 'gain', 'wee', 'attain', 'spend_a_penny', 'take_a_leak', 'seduce', 'pretend', 'clear', 'hold', 'make_water', 'make_up', 'progress_to', 'take', 'get_to', 'establish', 'shuffling', 'take_in', 'shit', 'piddle', 'take_a_shit', 'nominate', 'work', 'ready', 'micturate', 'defecate', 'lay_down', 'throw', 'cause', 'form', 'score', 'wee-wee', 'make_believe', 'pee-pee', 'draw', 'crap', 'earn', 'realise', 'puddle', 'have']",The Shadow Catcher
filling,"['woof', 'pick', 'satisfy', 'fill', 'filling', 'sate', 'replete', 'take', 'fulfill', 'make_full', 'weft', 'satiate', 'fill_up', 'meet', 'occupy', 'fulfil']",The Shadow Catcher
care,"['forethought', 'charge', 'aid', 'care', 'caution', 'concern', 'maintenance', 'wish', 'precaution', 'tutelage', 'attention', 'upkeep', 'deal', 'handle', 'guardianship', 'worry', 'give_care', 'manage', 'fear', 'tending', 'like']",The Shadow Catcher
valley,"['vale', 'valley']",The Shadow Catcher
until,[],The Shadow Catcher
prepared,"['make', 'cook', 'inclined', 'groom', 'prepared', 'get_up', 'fix', 'fain', 'prepare', 'set_up', 'organise', 'machinate', 'train', 'set', 'disposed', 'devise', 'ready', 'educate', 'organize', 'gear_up', 'develop']",The Shadow Catcher
its,"['information_technology', 'IT']",The Shadow Catcher
hair,"[""hair's-breadth"", 'hairsbreadth', 'haircloth', 'whisker', 'tomentum', 'hair', 'fuzz', 'pilus']",The Shadow Catcher
don't,[],The Shadow Catcher
overrun,"['run_over', 'infest', 'overflow', 'invade', 'well_over', 'overproduction', 'brim_over', 'overrun']",The Shadow Catcher
trading,"['switch', 'merchandise', 'deal', 'swop', 'trade', 'swap', 'trade_in', 'trading', 'sell']",The Shadow Catcher
calmly,"['sedately', 'calmly']",The Shadow Catcher
shoot,"['spud', 'photograph', 'blast', 'charge', 'fool_away', 'pullulate', 'buck', 'shoot', 'fritter', 'hit', 'tear', 'bourgeon', 'scoot', 'germinate', 'snap', 'inject', 'shoot_down', 'flash', 'frivol_away', 'film', 'dash', 'scud', 'dissipate', 'pip', 'take', 'dart', 'fritter_away', 'sprout', 'fool', 'burgeon_forth']",The Shadow Catcher
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']",The Shadow Catcher
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']",The Shadow Catcher
bright,"['bright', 'brilliantly', 'brilliant', 'brightly', 'lustrous', 'hopeful', 'shiny', 'smart', 'burnished', 'undimmed', 'promising', 'vivid', 'shining']",The Shadow Catcher
dawn,"['sink_in', 'aurora', 'click', 'dayspring', 'morning', 'get_through', 'sunrise', 'dawn', 'dawning', 'cockcrow', 'sunup', 'break_of_the_day', 'get_across', 'break_of_day', 'come_home', 'first_light', 'penetrate', 'fall_into_place', 'daybreak']",The Shadow Catcher
bucking,"['tear', 'charge', 'buck', 'jerk', 'hitch', 'go_against', 'shoot_down', 'shoot']",The Shadow Catcher
never,"['never', ""ne'er""]",The Shadow Catcher
bare,"['simple', 'scanty', 'desolate', 'au_naturel', 'bare', 'spare', 'bleak', 'denude', 'unsheathed', 'stark', 'naked', 'barren', 'unornamented', 'denudate', 'strip', 'nude', 'mere', 'air', 'stripped', 'publicise', 'marginal', 'publicize', 'unfinished', 'unembellished', 'plain']",The Shadow Catcher
bloody,"['flaming', 'damn', 'all-fired', 'fucking', 'bloody', 'blinking', 'blooming', 'crashing', 'bally']",The Shadow Catcher
hurried,"['hurry', 'rush', 'zip', 'hasten', 'hurried', 'travel_rapidly', 'festinate', 'look_sharp', 'speed']",The Shadow Catcher
dammit,[],The Shadow Catcher
walls,"['fence', 'wall', 'bulwark', 'paries', 'fence_in', 'surround', 'palisade', 'rampart']",The Shadow Catcher
village,"['small_town', 'Village', 'Greenwich_Village', 'settlement', 'village', 'hamlet']",The Shadow Catcher
Oso's,[],The Shadow Catcher
My,[],The Shadow Catcher
Every,['every'],The Shadow Catcher
he'll,[],The Shadow Catcher
ring,"['ringing', 'annulus', 'reverberate', 'peal', 'call', 'phone', 'echo', 'gang', 'call_up', 'anchor_ring', 'skirt', 'ring', 'mob', 'halo', 'knell', 'telephone', 'surround', 'pack', 'environ', 'border', 'hoop', 'doughnut', 'resound', 'band', 'tintinnabulation', 'closed_chain']",The Shadow Catcher
riding,"['depend_on', 'tease', 'devolve_on', 'razz', 'sit', 'horseback_riding', 'free', 'bait', 'mount', 'drive', 'hinge_on', 'tantalise', 'rid', 'cod', 'disembarrass', 'riding', 'taunt', 'rag', 'equitation', 'depend_upon', 'tantalize', 'hinge_upon', 'turn_on', 'twit', 'ride', 'rally']",The Shadow Catcher
jerked,"['yank', 'buck', 'twitch', 'jerk', 'hitch', 'flick']",The Shadow Catcher
Although,[],The Shadow Catcher
Manuel,[],The Shadow Catcher
terrible,"['horrific', 'horrendous', 'fearsome', 'unspeakable', 'dread', 'awful', 'dire', 'dreaded', 'direful', 'severe', 'wicked', 'frightful', 'tremendous', 'fearful', 'dreadful', 'terrible', 'frightening', 'painful', 'abominable', 'atrocious']",The Shadow Catcher
shrilling,"['pipe', 'shriek', 'shrilling', 'pipe_up', 'shrill']",The Shadow Catcher
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Shadow Catcher
twisted,"['sophisticate', 'deform', 'squirm', 'wind', 'pervert', 'rick', 'turn', 'distort', 'wrick', 'twist_around', 'distorted', 'bend', 'wrench', 'sprain', 'worm', 'twist', 'wriggle', 'twisted', 'twine', 'perverted', 'flex', 'writhe', 'wrestle', 'misrepresented', 'curve', 'convolute']",The Shadow Catcher
trying,"['taste', 'stress', 'essay', 'examine', 'attempt', 'prove', 'try_on', 'try_out', 'nerve-wracking', 'adjudicate', 'judge', 'try', 'assay', 'strain', 'stressful', 'test', 'hear', 'trying', 'sample', 'nerve-racking', 'render', 'seek']",The Shadow Catcher
thought,"['cogitate', 'imagine', 'consider', 'retrieve', 'cerebrate', 'suppose', 'thought_process', 'opinion', 'persuasion', 'reckon', 'conceive', 'call_back', 'call_up', 'intend', 'cerebration', 'remember', 'mentation', 'guess', 'think', 'thought', 'opine', 'sentiment', 'view', 'idea', 'believe', 'recall', 'mean', 'recollect', 'intellection', 'thinking']",The Shadow Catcher
devil,"['gravel', 'fiend', 'nark', 'Lucifer', 'get_at', 'ogre', 'Prince_of_Darkness', 'Old_Nick', 'chafe', 'bother', 'deuce', 'dickens', 'heller', 'Satan', 'daimon', 'Beelzebub', 'hellion', 'rile', 'monster', 'rag', 'the_Tempter', 'annoy', 'vex', 'get_to', 'devil', 'daemon', 'Devil', 'nettle', 'demon', 'irritate']",The Shadow Catcher
by,"['away', 'aside', 'past', 'by']",The Shadow Catcher
waste,"['scourge', 'neutralize', 'desolate', 'blow', 'lay_waste_to', 'wasteland', 'neutralise', 'knock_off', 'wild', 'languish', 'dissipation', 'devastate', 'consume', 'emaciate', 'macerate', 'do_in', 'waste_matter', 'ware', 'thriftlessness', 'barren', 'liquidate', 'godforsaken', 'wastefulness', 'pine_away', 'squander', 'waste', 'waste_product', 'ravage', 'waste_material', 'run_off', 'permissive_waste', 'rot']",The Shadow Catcher
round,"['rung', 'orotund', 'assail', 'lash_out', 'assault', 'pear-shaped', 'brush_up', 'turn', 'fill_out', 'polish', 'polish_up', 'rhythm', 'troll', 'circular', 'round_off', 'bout', 'unit_of_ammunition', 'one_shot', 'round_out', 'labialise', 'beat', 'round_of_golf', 'labialize', 'flesh_out', 'circle', 'attack', 'stave', 'round', 'round_down', 'round_of_drinks', 'cycle', 'around', 'snipe', 'daily_round', 'rotund']",The Shadow Catcher
jagged,"['scraggy', 'notched', 'jagged', 'erose', 'toothed', 'jaggy', 'jag']",The Shadow Catcher
filled,"['satisfy', 'filled', 'fill', 'sate', 'replete', 'take', 'fulfill', 'make_full', 'satiate', 'fill_up', 'meet', 'occupy', 'fulfil']",The Shadow Catcher
tell,"['evidence', 'distinguish', 'William_Tell', 'assure', 'order', 'tell_apart', 'secernate', 'narrate', 'enjoin', 'Tell', 'recount', 'separate', 'say', 'tell', 'state', 'severalize', 'secern', 'recite', 'differentiate', 'severalise']",The Shadow Catcher
herd,"['ruck', 'crowd', 'herd']",The Shadow Catcher
relied,"['swear', 'rely', 'bank', 'trust']",The Shadow Catcher
and,[],The Shadow Catcher
Knife,"['knife', 'tongue', 'stab']",The Shadow Catcher
band,"['isthmus', 'stria', 'ring', 'dance_band', 'set', 'lot', 'striation', 'banding', 'dance_orchestra', 'band', 'stripe', 'circle']",The Shadow Catcher
corded,"['corded', 'cord', 'twilled']",The Shadow Catcher
your,[],The Shadow Catcher
men,"['men', 'serviceman', 'workforce', 'valet', 'human_race', 'valet_de_chambre', 'humankind', ""gentleman's_gentleman"", 'humans', 'human_being', 'homo', 'military_personnel', 'humanity', 'man', 'work_force', 'gentleman', 'military_man', 'hands', 'human_beings', 'Isle_of_Man', 'mankind', 'manpower', 'piece', 'human', 'world', 'Man', 'adult_male']",The Shadow Catcher
slashing,"['welt', 'gash', 'slashing', 'whip', 'slash', 'trounce', 'thrash', 'jactitate', 'lash', 'thresh', 'strap', 'flog', 'toss', 'lather', 'cut_down', 'convulse', 'thrash_about', 'thresh_about']",The Shadow Catcher
clergyman,"['reverend', 'man_of_the_cloth', 'clergyman']",The Shadow Catcher
turns,"['deform', 'spell', 'move_around', 'play', 'release', 'bit', 'act', 'rick', 'turn', 'turn_over', 'tour', 'wrick', 'sour', 'turning', 'bend', 'change_state', 'sprain', 'wrench', 'routine', 'grow', 'bout', 'change_by_reversal', 'twist', 'go', 'become', 'good_turn', 'ferment', 'work', 'crook', 'round', 'number', 'flex', 'turn_of_events', 'plough', 'plow', 'call_on', 'reverse']",The Shadow Catcher
charge,"['bang', 'charge', 'boot', 'rush', 'armorial_bearing', 'explosive_charge', 'care', 'accusation', 'accuse', 'charge_up', 'bearing', 'buck', 'burden', 'excite', 'load', 'blame', 'shoot', 'institutionalize', 'tear', 'thrill', 'complaint', 'billing', 'cathexis', 'level', 'direction', 'institutionalise', 'tutelage', 'bill', 'electric_charge', 'consign', 'agitate', 'shoot_down', 'kick', 'appoint', 'commission', 'point', 'heraldic_bearing', 'send', 'file', 'guardianship', 'flush', 'burster', 'commit', 'rouse', 'bursting_charge', 'turn_on', 'commove', 'mission', 'saddle', 'lodge', 'bear_down']",The Shadow Catcher
Well,"['wellspring', 'good', 'advantageously', 'well', 'swell', 'easily', 'comfortably', 'fountainhead', 'substantially', 'considerably', 'intimately']",The Shadow Catcher
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",The Shadow Catcher
tore,"['torus', 'tear', 'tore', 'pluck', 'deplume', 'charge', 'bust', 'snap', 'deplumate', 'buck', 'rupture', 'shoot_down', 'displume', 'pull', 'shoot']",The Shadow Catcher
frantically,"['frantically', 'madly']",The Shadow Catcher
Trouble,"['pain', 'difficulty', 'incommode', 'disquiet', 'problem', 'hassle', 'disorder', 'bother', 'fuss', 'trouble_oneself', 'inconvenience_oneself', 'inconvenience', 'trouble', 'distract', 'put_out', 'disoblige', 'ail', 'perturb', 'discommode', 'worry', 'unhinge', 'disturb', 'upset', 'cark']",The Shadow Catcher
we'd,[],The Shadow Catcher
try,"['taste', 'stress', 'essay', 'examine', 'attempt', 'prove', 'try_on', 'try_out', 'adjudicate', 'judge', 'try', 'assay', 'effort', 'strain', 'endeavor', 'test', 'endeavour', 'hear', 'sample', 'render', 'seek']",The Shadow Catcher
More,"['Thomas_More', 'more_than', 'more', 'More', 'Sir_Thomas_More', 'to_a_greater_extent']",The Shadow Catcher
Wildly,['wildly'],The Shadow Catcher
song,"['vocal', 'strain', 'Song_dynasty', 'call', 'Sung', 'Sung_dynasty', 'birdcall', 'song', 'birdsong', 'Song']",The Shadow Catcher
bullet,"['fastball', 'slug', 'smoke', 'heater', 'hummer', 'bullet_train', 'bullet']",The Shadow Catcher
blankets,"['blanket', 'mantle', 'cover']",The Shadow Catcher
his,[],The Shadow Catcher
warriors,['warrior'],The Shadow Catcher
What,[],The Shadow Catcher
arms,"['limb', 'branch', 'arms', 'blazonry', 'build_up', 'implements_of_war', 'weapons_system', 'coat_of_arms', 'weaponry', 'blazon', 'munition', 'subdivision', 'sleeve', 'weapon_system', 'arm', 'fortify', 'gird', 'weapon']",The Shadow Catcher
pitiful,"['pitiable', 'distressing', 'pathetic', 'sad', 'miserable', 'wretched', 'deplorable', 'pitiful', 'lamentable', 'piteous', 'misfortunate', 'poor', 'sorry', 'hapless']",The Shadow Catcher
swift,"['Dean_Swift', 'western_fence_lizard', 'blue-belly', 'Gustavus_Franklin_Swift', 'swift', 'Sceloporus_occidentalis', 'Swift', 'Jonathan_Swift', 'fleet']",The Shadow Catcher
voyageurs,[],The Shadow Catcher
from,[],The Shadow Catcher
hear,"['get_a_line', 'see', 'get_word', 'take_heed', 'learn', 'get_wind', 'pick_up', 'listen', 'try', 'discover', 'hear', 'find_out']",The Shadow Catcher
across,"['across', 'crossways', 'crosswise']",The Shadow Catcher
past,"['yesteryear', 'past_times', 'preceding', 'retiring', 'past_tense', 'past', 'by']",The Shadow Catcher
best,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'easily', 'comfortably', 'salutary', 'honest', 'undecomposed', 'full', 'respectable', 'Charles_Herbert_Best', 'in_effect', 'sound', 'outdo', 'better', 'topper', 'intimately', 'estimable', 'proficient', 'C._H._Best', 'skillful', 'outflank', 'trump', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'best', 'right', 'in_force', 'unspoilt', 'good', 'advantageously', 'well', 'upright', 'just', 'scoop', 'effective', 'unspoiled', 'substantially', 'considerably', 'honorable', 'safe', 'Best']",The Shadow Catcher
country,"['land', 'country', 'nation', 'res_publica', 'rural_area', 'area', 'commonwealth', 'state', 'body_politic']",The Shadow Catcher
sounds,"['voice', 'vocalize', 'go', 'speech_sound', 'audio', 'fathom', 'phone', 'auditory_sensation', 'strait', 'vocalise', 'sound']",The Shadow Catcher
Coyotes,"['brush_wolf', 'coyote', 'Canis_latrans', 'prairie_wolf']",The Shadow Catcher
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']",The Shadow Catcher
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Shadow Catcher
others,[],The Shadow Catcher
who,"['World_Health_Organization', 'WHO']",The Shadow Catcher
letter,"['varsity_letter', 'alphabetic_character', 'missive', 'letter_of_the_alphabet', 'letter']",The Shadow Catcher
spine-chilling,[],The Shadow Catcher
powder,"['powder', 'pulverise', 'powderize', 'pulverisation', 'gunpowder', 'powderise', 'pulverization', 'pulverize']",The Shadow Catcher
His,[],The Shadow Catcher
nor,[],The Shadow Catcher
lance,"['gig', 'lance', 'fishgig', 'fizgig', 'lancet', 'spear', 'shaft']",The Shadow Catcher
it's,[],The Shadow Catcher
burst,"['fusillade', 'explode', 'explosion', 'flare-up', 'volley', 'bristle', 'salvo', 'bust', 'collapse', 'abound', 'burst', 'split', 'break', 'fit', 'erupt', 'break_open', 'outburst']",The Shadow Catcher
delayed,"['retard', 'delayed', 'detain', 'hold_up', 'stay', 'delay', 'check']",The Shadow Catcher
night,"['dark', 'Night', 'nighttime', 'Nox', 'night']",The Shadow Catcher
attempt,"['seek', 'effort', 'essay', 'set_about', 'endeavour', 'try', 'undertake', 'endeavor', 'attempt', 'attack', 'assay']",The Shadow Catcher
mile,"['mile', 'statute_mile', 'stat_mi', 'mil', 'international_mile', 'air_mile', 'Roman_mile', 'naut_mi', 'international_nautical_mile', 'sea_mile', 'mi', 'land_mile', 'knot', 'geographical_mile', 'Swedish_mile', 'nautical_mile', 'Admiralty_mile']",The Shadow Catcher
cruelly,['cruelly'],The Shadow Catcher
streaks,"['run', 'streak', 'mottle', 'blotch', 'bar', 'stripe']",The Shadow Catcher
defenses,"['defense', 'defense_lawyers', 'defense_mechanism', 'Defense', 'defense_reaction', 'demurrer', 'defense_team', 'denial', 'refutation', 'defensive_structure', 'United_States_Department_of_Defense', 'defence_force', 'Defense_Department', 'defense_force', 'defending_team', 'defence_reaction', 'Department_of_Defense', 'defence', 'DoD', 'defence_mechanism', 'vindication', 'defensive_measure']",The Shadow Catcher
That's,[],The Shadow Catcher
wounded,"['hurt', 'maimed', 'injure', 'bruise', 'wounded', 'wound', 'offend', 'spite']",The Shadow Catcher
