w,vector_semantico
Reconstruction,"['reconstruction', 'reconstructive_memory', 'Reconstruction', 'Reconstruction_Period']",Northern Liberals and Southern Bourbons
shibboleths,"['catchword', 'motto', 'shibboleth', 'slogan']",Northern Liberals and Southern Bourbons
against,[],Northern Liberals and Southern Bourbons
ones,"['1', 'single', 'unity', 'one', 'ace', 'I']",Northern Liberals and Southern Bourbons
Also,"['likewise', 'also', 'too', 'besides', 'as_well']",Northern Liberals and Southern Bourbons
arts,"['artwork', 'humanistic_discipline', 'humanities', 'artistry', 'graphics', 'nontextual_matter', 'arts', 'artistic_creation', 'liberal_arts', 'artistic_production', 'prowess', 'art', 'fine_art']",Northern Liberals and Southern Bourbons
Time's,[],Northern Liberals and Southern Bourbons
problems,"['problem', 'job', 'trouble']",Northern Liberals and Southern Bourbons
frankly,"['candidly', 'honestly', 'frankly']",Northern Liberals and Southern Bourbons
sort,"['kind', 'classify', 'sieve', 'assort', 'form', 'sort_out', 'screen_out', 'screen', 'class', 'sorting', 'sort', 'separate', 'variety']",Northern Liberals and Southern Bourbons
consequences,"['consequence', 'outcome', 'event', 'issue', 'moment', 'import', 'result', 'aftermath', 'effect', 'upshot']",Northern Liberals and Southern Bourbons
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']",Northern Liberals and Southern Bourbons
considered,"['think', 'view', 'moot', 'reckon', 'look_at', 'regard', 'debate', 'deal', 'take', 'consider', 'see', 'believe', 'turn_over', 'deliberate', 'conceive', 'count', 'weigh', 'study', 'considered']",Northern Liberals and Southern Bourbons
divide,"['water_parting', 'dissever', 'part', 'fraction', 'split', 'watershed', 'split_up', 'disunite', 'separate', 'divide', 'carve_up']",Northern Liberals and Southern Bourbons
reconstructed,"['construct', 'remodel', 'redo', 'rebuild', 'reconstruct', 'restore', 'retrace', 'reconstructed']",Northern Liberals and Southern Bourbons
experience,"['experience', 'have', 'see', 'know', 'receive', 'feel', 'live', 'go_through', 'get']",Northern Liberals and Southern Bourbons
length,"['length', 'duration', 'distance']",Northern Liberals and Southern Bourbons
and,[],Northern Liberals and Southern Bourbons
produced,"['create', 'grow', 'raise', 'farm', 'bring_on', 'give_rise', 'bring_out', 'develop', 'make', 'bring_about', 'acquire', 'produce', 'bring_forth', 'get']",Northern Liberals and Southern Bourbons
immoral,"['base', 'immoral']",Northern Liberals and Southern Bourbons
justice,"['justness', 'judge', 'Department_of_Justice', 'DoJ', 'jurist', 'justice', 'Justice', 'Justice_Department']",Northern Liberals and Southern Bourbons
section,"['part', 'department', 'plane_section', 'incision', 'discussion_section', 'segment', 'section', 'surgical_incision', 'division', 'subdivision']",Northern Liberals and Southern Bourbons
rights,"['compensate', 'rightfulness', 'right_hand', 'right_field', 'right', 'rectify', 'rightfield', 'right_wing', 'correct', 'redress']",Northern Liberals and Southern Bourbons
Jefferson,"['Jefferson', 'President_Jefferson', 'Thomas_Jefferson']",Northern Liberals and Southern Bourbons
book,"['Koran', 'record_book', 'Holy_Writ', 'book', 'book_of_account', 'reserve', 'rule_book', 'script', ""al-Qur'an"", 'ledger', 'Word', 'playscript', 'Holy_Scripture', 'leger', 'Book', 'hold', 'Bible', 'volume', 'Good_Book', 'Scripture', 'Quran', 'record', 'Christian_Bible', 'account_book', 'Word_of_God']",Northern Liberals and Southern Bourbons
bitterly,"['piercingly', 'bitterly', 'bitingly', 'bitter']",Northern Liberals and Southern Bourbons
business,"['byplay', 'business_organization', 'commercial_enterprise', 'job', 'clientele', 'patronage', 'occupation', 'business_concern', 'line', 'stage_business', 'business_organisation', 'business_enterprise', 'line_of_work', 'business_sector', 'concern', 'business']",Northern Liberals and Southern Bourbons
central,"['central', 'exchange', 'key', 'primal', 'fundamental', 'telephone_exchange', 'cardinal']",Northern Liberals and Southern Bourbons
else,[],Northern Liberals and Southern Bourbons
Their,[],Northern Liberals and Southern Bourbons
conquest,"['conquering', 'conquest', 'seduction', 'subjection', 'subjugation']",Northern Liberals and Southern Bourbons
Indies,['indie'],Northern Liberals and Southern Bourbons
served,"['serve_well', 'assist', 'do', 'dish', 'attend', 'service', 'function', 'dish_out', 'swear_out', 'dish_up', 'wait_on', 'process', 'suffice', 'answer', 'serve_up', 'attend_to', 'serve', 'help']",Northern Liberals and Southern Bourbons
draw,"['take_in', 'suck', 'attracter', 'hook', 'hooking', 'line', 'withdraw', 'imbibe', 'pull_out', 'eviscerate', 'draw_in', 'drag', 'attractor', 'quarter', 'soak_up', 'haul', 'haulage', 'disembowel', 'take_up', 'force', 'thread', 'get_out', 'take_out', 'standoff', 'string', 'draw', 'absorb', 'pull', 'pull_in', 'get', 'attract', 'describe', 'attraction', 'delineate', 'suck_up', 'draw_poker', 'puff', 'draw_off', 'lot', 'trace', 'drawing_card', 'pass', 'run', 'guide', 'draw_play', 'sop_up', 'draw_and_quarter', 'tie', 'reap', 'depict', 'cast', 'pull_back', 'make']",Northern Liberals and Southern Bourbons
half,"['half', 'one-half']",Northern Liberals and Southern Bourbons
closer,"['close', 'nearer', 'skinny', 'cheeseparing', 'tightlipped', 'closelipped', 'closer', 'nigh', 'finisher', 'penny-pinching', 'snug', 'airless', 'near', 'tight', 'nigher', 'stuffy', 'confining', 'close-fitting', 'closemouthed', 'unaired', 'secretive', 'faithful']",Northern Liberals and Southern Bourbons
liberty,"['shore_leave', 'indecorum', 'familiarity', 'impropriety', 'autonomy', 'liberty']",Northern Liberals and Southern Bourbons
past,"['retiring', 'preceding', 'past_times', 'yesteryear', 'by', 'past_tense', 'past']",Northern Liberals and Southern Bourbons
The,[],Northern Liberals and Southern Bourbons
mere,"['simple', 'mere', 'bare']",Northern Liberals and Southern Bourbons
docile,"['teachable', 'gentle', 'docile']",Northern Liberals and Southern Bourbons
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']",Northern Liberals and Southern Bourbons
don't,[],Northern Liberals and Southern Bourbons
limits,"['circumscribe', 'point_of_accumulation', 'terminal_point', 'limit', 'specify', 'limitation', 'fix', 'limit_point', 'terminus_ad_quem', 'demarcation', 'trammel', 'confine', 'determine', 'restrict', 'restrain', 'demarcation_line', 'define', 'boundary', 'throttle', 'set', 'bound']",Northern Liberals and Southern Bourbons
America,"['America', 'U.S.', 'the_States', 'United_States', 'United_States_of_America', 'US', 'U.S.A.', 'USA']",Northern Liberals and Southern Bourbons
foreign,"['alien', 'extraneous', 'strange', 'foreign']",Northern Liberals and Southern Bourbons
prefer,"['prefer', 'opt', 'favor', 'choose', 'favour']",Northern Liberals and Southern Bourbons
hatred,"['hatred', 'hate']",Northern Liberals and Southern Bourbons
enmeshed,"['mesh', 'enmesh', 'enmeshed', 'ensnarl', 'intermeshed']",Northern Liberals and Southern Bourbons
local,"['topical_anesthetic', 'local_anaesthetic', 'topical_anaesthetic', 'local', 'local_anesthetic']",Northern Liberals and Southern Bourbons
processes,"['operation', 'treat', 'cognitive_process', 'serve', 'work', 'work_on', 'swear_out', 'summons', 'outgrowth', 'litigate', 'procedure', 'process', 'mental_process', 'physical_process', 'action', 'cognitive_operation', 'appendage', 'march', 'unconscious_process', 'sue']",Northern Liberals and Southern Bourbons
superior,"['higher-ranking', 'ranking', 'victor', 'Superior', 'superior', 'master', 'Lake_Superior', 'superordinate', 'superscript', 'higher-up']",Northern Liberals and Southern Bourbons
extraordinary,"['over-the-top', 'extraordinary', 'sinful']",Northern Liberals and Southern Bourbons
inferior,"['deficient', 'inferior', 'subscript', 'substandard']",Northern Liberals and Southern Bourbons
state,"['say', 'State_Department', 'State', 'express', 'body_politic', 'submit', 'nation', 'commonwealth', 'United_States_Department_of_State', 'put_forward', 'res_publica', 'province', 'DoS', 'land', 'Department_of_State', 'tell', 'country', 'state_of_matter', 'state', 'posit']",Northern Liberals and Southern Bourbons
When,[],Northern Liberals and Southern Bourbons
Congress,"['relation', 'US_Congress', 'sexual_intercourse', 'United_States_Congress', 'coition', 'carnal_knowledge', 'sexual_congress', 'U.S._Congress', 'Congress', 'intercourse', 'congress', 'coitus', 'sex_act', 'copulation', 'sexual_relation']",Northern Liberals and Southern Bourbons
life,"['animation', 'life_sentence', 'life_history', 'spirit', 'life_story', 'life-time', 'liveliness', 'biography', 'aliveness', 'life', 'lifespan', 'living', 'sprightliness', 'lifetime']",Northern Liberals and Southern Bourbons
content,"['capacity', 'subject', 'message', 'depicted_object', 'substance', 'content', 'contented', 'subject_matter', 'contentedness', 'cognitive_content', 'mental_object']",Northern Liberals and Southern Bourbons
Anglo-Saxon,"['Anglo-Saxon', 'Old_English']",Northern Liberals and Southern Bourbons
greater,"['great', 'nifty', 'cracking', 'groovy', 'with_child', 'bang-up', 'outstanding', 'expectant', 'neat', 'heavy', 'slap-up', 'majuscule', 'big', 'smashing', 'swell', 'dandy', 'enceinte', 'not_bad', 'corking', 'large', 'peachy', 'capital', 'greater', 'keen', 'bully', 'gravid']",Northern Liberals and Southern Bourbons
friendships,"['friendly_relationship', 'friendship']",Northern Liberals and Southern Bourbons
Probably,"['believably', 'plausibly', 'credibly', 'probably', 'likely', 'belike', 'in_all_probability', 'in_all_likelihood']",Northern Liberals and Southern Bourbons
displayed,"['display', 'expose', 'exhibit']",Northern Liberals and Southern Bourbons
third,"['third_gear', 'third_base', 'tierce', 'third', 'tertiary', 'thirdly', 'one-third', '3rd']",Northern Liberals and Southern Bourbons
egghead,['egghead'],Northern Liberals and Southern Bourbons
meddling,"['busy', 'meddle', 'interfering', 'meddling', 'meddlesome', 'tamper', 'busybodied', 'officious', 'tampering']",Northern Liberals and Southern Bourbons
suspect,"['shady', 'suspect', 'defendant', 'mistrust', 'suspicious', 'funny', 'fishy', 'surmise', 'distrust']",Northern Liberals and Southern Bourbons
any,"['whatever', 'whatsoever', 'any']",Northern Liberals and Southern Bourbons
origin,"['line', 'ancestry', 'origin', 'blood', 'pedigree', 'parentage', 'blood_line', 'bloodline', 'inception', 'rootage', 'beginning', 'extraction', 'descent', 'stemma', 'stock', 'root', 'source', 'origination', 'line_of_descent', 'lineage']",Northern Liberals and Southern Bourbons
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']",Northern Liberals and Southern Bourbons
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']",Northern Liberals and Southern Bourbons
issues,"['exit', 'event', 'cut', 'return', 'progeny', 'make_out', 'emergence', 'emerge', 'write_out', 'matter', 'way_out', 'result', 'payoff', 'outlet', 'publication', 'number', 'bring_out', 'put_out', 'proceeds', 'effect', 'publish', 'military_issue', 'issuing', 'come_forth', 'topic', 'consequence', 'outcome', 'take', 'takings', 'subject', 'government_issue', 'go_forth', 'release', 'issuance', 'supply', 'offspring', 'issue', 'yield', 'egress', 'upshot', 'come_out']",Northern Liberals and Southern Bourbons
liberal's,[],Northern Liberals and Southern Bourbons
several,"['various', 'several', 'respective']",Northern Liberals and Southern Bourbons
President,"['chairwoman', 'president', 'chairperson', 'chairman', 'chair', 'prexy', 'Chief_Executive', 'United_States_President', 'President_of_the_United_States', 'President']",Northern Liberals and Southern Bourbons
Southerner,['Southerner'],Northern Liberals and Southern Bourbons
nation,"['Carry_Amelia_Moore_Nation', 'res_publica', 'nation', 'Carry_Nation', 'commonwealth', 'Nation', 'country', 'state', 'land', 'body_politic']",Northern Liberals and Southern Bourbons
features,"['feature_of_speech', 'feature_article', 'feature_film', 'feature', 'boast', 'characteristic', 'lineament', 'sport', 'have']",Northern Liberals and Southern Bourbons
From,[],Northern Liberals and Southern Bourbons
All,"['whole', 'altogether', 'totally', 'completely', 'wholly', 'all', 'entirely']",Northern Liberals and Southern Bourbons
visiting,"['chaffer', 'confab', 'chew_the_fat', 'inspect', 'call_in', 'chit-chat', 'claver', 'visiting', 'chatter', 'visit', 'impose', 'gossip', 'see', 'inflict', 'shoot_the_breeze', 'natter', 'call', 'chat', 'chitchat', 'travel_to', 'jaw', 'bring_down', 'confabulate']",Northern Liberals and Southern Bourbons
understood,"['understand', 'sympathize', 'see', 'read', 'realize', 'interpret', 'infer', 'understood', 'tacit', 'translate', 'realise', 'sympathise', 'empathize', 'silent', 'empathise']",Northern Liberals and Southern Bourbons
Carolinians,['Carolinian'],Northern Liberals and Southern Bourbons
few,['few'],Northern Liberals and Southern Bourbons
percentage,"['per_centum', 'part', 'percent', 'percentage', 'share', 'portion', 'pct']",Northern Liberals and Southern Bourbons
themselves,[],Northern Liberals and Southern Bourbons
Yankee-hatred,[],Northern Liberals and Southern Bourbons
known,"['experience', 'sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'cognise', 'live', 'screw', 'have_sex', 'have_it_off', 'recognise', 'know', 'acknowledge', 'hump', 'bonk', 'known', 'have_a_go_at_it', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'eff', 'get_it_on', 'make_love', 'cognize', 'get_laid', 'bang', 'jazz', 'recognize', 'sleep_together']",Northern Liberals and Southern Bourbons
simpler,"['dewy-eyed', 'elementary', 'unproblematic', 'simple', 'mere', 'round-eyed', 'uncomplicated', 'dim-witted', 'bare', 'unsubdivided', 'childlike', 'wide-eyed', 'simple-minded']",Northern Liberals and Southern Bourbons
conspiracy,"['confederacy', 'conspiracy', 'cabal']",Northern Liberals and Southern Bourbons
centering,"['focus', 'center_on', 'concentrate_on', 'centre', 'pore', 'centering', 'direction', 'rivet', 'focussing', 'revolve_about', 'revolve_around', 'focus_on', 'focal_point', 'focusing', 'center', 'snap', 'concentrate']",Northern Liberals and Southern Bourbons
left-of-center,"['leftist', 'left-of-center', 'left-wing']",Northern Liberals and Southern Bourbons
miscegenation,"['interbreeding', 'crossbreeding', 'miscegenation']",Northern Liberals and Southern Bourbons
final,"['net', 'final', 'final_examination', 'final_exam', 'concluding', 'last', 'terminal']",Northern Liberals and Southern Bourbons
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']",Northern Liberals and Southern Bourbons
won,"['gain_ground', 'win', 'bring_home_the_bacon', 'won', 'make_headway', 'get_ahead', 'deliver_the_goods', 'advance', 'South_Korean_won', 'succeed', 'acquire', 'come_through', 'North_Korean_won', 'pull_ahead', 'gain']",Northern Liberals and Southern Bourbons
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']",Northern Liberals and Southern Bourbons
persistent,"['haunting', 'dogged', 'pertinacious', 'lasting', 'unyielding', 'tenacious', 'persistent', 'dour', 'relentless', 'unrelenting']",Northern Liberals and Southern Bourbons
forgot,"['block', 'leave', 'bury', 'forget', 'draw_a_blank', 'blank_out']",Northern Liberals and Southern Bourbons
Connecticut,"['Nutmeg_State', 'Connecticut_River', 'Connecticut', 'CT', 'Constitution_State']",Northern Liberals and Southern Bourbons
appreciation,"['perceptiveness', 'hold', 'grasp', 'appreciation', 'discernment', 'admiration', 'taste']",Northern Liberals and Southern Bourbons
And,[],Northern Liberals and Southern Bourbons
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']",Northern Liberals and Southern Bourbons
typical,"['typical', 'distinctive']",Northern Liberals and Southern Bourbons
Why,"['why', 'wherefore']",Northern Liberals and Southern Bourbons
gatherings,"['gathering', 'pull_together', 'foregather', 'garner', 'pucker', 'forgather', 'cumulate', 'get_together', 'pile_up', 'gather', 'assembly', 'tuck', 'gain', 'assemble', 'meet', 'amass', 'assemblage', 'conglomerate', 'collect', 'accumulate']",Northern Liberals and Southern Bourbons
Celtic,"['Celtic_language', 'Celtic', 'Gaelic']",Northern Liberals and Southern Bourbons
fruits,"['yield', 'fruit']",Northern Liberals and Southern Bourbons
kind,"['kind', 'form', 'tolerant', 'genial', 'sort', 'variety']",Northern Liberals and Southern Bourbons
am,"['comprise', 'cost', 'americium', 'make_up', 'live', 'represent', 'Artium_Magister', 'AM', 'embody', 'constitute', 'equal', 'personify', 'atomic_number_95', 'Master_of_Arts', 'MA', 'Am', 'amplitude_modulation', 'follow', 'be', 'exist']",Northern Liberals and Southern Bourbons
area,"['field', 'surface_area', 'area', 'expanse', 'orbit', 'arena', 'domain', 'region', 'country', 'sphere']",Northern Liberals and Southern Bourbons
having,"['experience', 'take_in', 'accept', 'own', 'deliver', 'receive', 'stimulate', 'give_birth', 'let', 'cause', 'consume', 'birth', 'get', 'take', 'give', 'hold', 'have_got', 'throw', 'induce', 'suffer', 'have', 'possess', 'feature', 'ingest', 'make', 'sustain', 'bear']",Northern Liberals and Southern Bourbons
itself,[],Northern Liberals and Southern Bourbons
conception,"['construct', 'creation', 'design', 'excogitation', 'conception', 'invention', 'concept', 'innovation']",Northern Liberals and Southern Bourbons
importance,"['importance', 'grandness']",Northern Liberals and Southern Bourbons
Crown,"['crown', 'top', 'Crown', 'tip', 'summit', 'coronate', 'poll', 'treetop', 'peak', 'jacket', 'crest', 'jacket_crown', 'diadem', 'pate', 'crownwork', 'cap', 'pennant']",Northern Liberals and Southern Bourbons
house,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']",Northern Liberals and Southern Bourbons
moreover,"['furthermore', 'what_is_more', 'moreover']",Northern Liberals and Southern Bourbons
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']",Northern Liberals and Southern Bourbons
yield,"['return', 'soften', 'buckle_under', 'give_in', 'payoff', 'relent', 'succumb', 'production', 'proceeds', 'generate', 'fruit', 'take', 'takings', 'afford', 'render', 'give', 'grant', 'give_way', 'concede', 'cede', 'ease_up', 'issue', 'pay', 'move_over', 'yield', 'bear', 'knuckle_under', 'output']",Northern Liberals and Southern Bourbons
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']",Northern Liberals and Southern Bourbons
discount,"['brush_aside', 'dismiss', 'price_reduction', 'rebate', 'brush_off', 'discount', 'discount_rate', 'push_aside', 'disregard', 'ignore', 'deduction', 'bank_discount']",Northern Liberals and Southern Bourbons
ties,"['splice', 'bond', 'association', 'tie-up', 'tie_beam', 'sleeper', 'link_up', 'wed', 'affiliation', 'marry', 'tie-in', 'standoff', 'draw', 'link', 'railroad_tie', 'linkup', 'bind', 'connect', 'tie', 'necktie', 'crosstie', 'attach']",Northern Liberals and Southern Bourbons
are,"['comprise', 'follow', 'embody', 'constitute', 'be', 'ar', 'equal', 'personify', 'cost', 'are', 'make_up', 'live', 'represent', 'exist']",Northern Liberals and Southern Bourbons
Communism,['communism'],Northern Liberals and Southern Bourbons
ruled,"['rule', 'dominate', 'rein', 'govern', 'reign', 'prevail', 'decree', 'find', 'harness', 'predominate', 'ruled']",Northern Liberals and Southern Bourbons
stages,"['level', 'betray', 'present', 'degree', 'represent', 'rat', 'snoop', 'microscope_stage', 'arrange', 'denounce', 'give_away', 'stage', 'stagecoach', 'phase', 'leg', 'grass', 'point', 'snitch', 'shop', 'stag', 'sleuth', 'tell_on', 'spy', 'shit']",Northern Liberals and Southern Bourbons
