w,vector_semantico
lived,"['hold_up', 'subsist', 'experience', 'endure', 'live_on', 'live', 'go', 'be', 'know', 'survive', 'exist', 'inhabit', 'dwell', 'hold_out', 'populate', 'last']",Here Comes Pete Now.
Why,"['wherefore', 'why']",Here Comes Pete Now.
who,"['World_Health_Organization', 'WHO']",Here Comes Pete Now.
clerk,"['shop_assistant', 'clerk', 'shop_clerk', 'salesclerk']",Here Comes Pete Now.
past,"['past_tense', 'retiring', 'past', 'yesteryear', 'preceding', 'past_times', 'by']",Here Comes Pete Now.
green-tinted,[],Here Comes Pete Now.
recipient,"['recipient', 'receiver', 'recipient_role']",Here Comes Pete Now.
This,[],Here Comes Pete Now.
behind,"['butt', 'stern', 'tail_end', 'hindquarters', 'fanny', 'tush', 'tail', 'buttocks', 'buns', 'in_arrears', 'posterior', 'keister', 'tooshie', 'nates', 'prat', 'seat', 'behindhand', 'ass', 'hind_end', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'rump', 'slow', 'rear_end', 'derriere', 'fundament', 'arse']",Here Comes Pete Now.
end,"['cease', 'closing', 'conclusion', 'remnant', 'remainder', 'finish', 'goal', 'close', 'terminal', 'stop', 'terminate', 'destruction', 'oddment', 'end', 'final_stage', 'last', 'death', 'ending']",Here Comes Pete Now.
darkness,"['duskiness', 'dark', 'swarthiness', 'iniquity', 'shadow', 'wickedness', 'darkness']",Here Comes Pete Now.
In,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",Here Comes Pete Now.
jungle,"['hobo_camp', 'jungle']",Here Comes Pete Now.
cheap,"['tawdry', 'meretricious', 'tinny', 'trashy', 'tatty', 'loud', 'punk', 'garish', 'flash', 'crummy', 'gimcrack', 'chintzy', 'bum', 'brassy', 'cheap', 'inexpensive', 'gaudy', 'flashy', 'chinchy', 'sleazy', 'tacky', 'cheesy']",Here Comes Pete Now.
For,[],Here Comes Pete Now.
value,"['value', 'evaluate', 'prise', 'valuate', 'respect', 'economic_value', 'esteem', 'appraise', 'appreciate', 'treasure', 'note_value', 'time_value', 'rate', 'prize', 'measure', 'assess']",Here Comes Pete Now.
functioning,"['run', 'functioning', 'serve', 'go', 'performance', 'operation', 'operate', 'officiate', 'work', 'function']",Here Comes Pete Now.
presence,"['presence', 'mien', 'bearing', 'comportment', 'front']",Here Comes Pete Now.
made,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'make_up', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'made', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",Here Comes Pete Now.
concerning,"['bear_on', 'pertain', 'come_to', 'concern', 'relate', 'touch_on', 'have-to_doe_with', 'touch', 'occupy', 'worry', 'refer', 'interest']",Here Comes Pete Now.
white,"['bloodless', 'blank', 'whiten', 'Patrick_Victor_Martindale_White', 'egg_white', 'Andrew_Dickson_White', 'livid', 'White_River', 'tweed', 'flannel', 'Theodore_Harold_White', 'Andrew_D._White', 'E._B._White', 'T._H._White', 'albumen', 'Caucasian', 'Elwyn_Brooks_White', 'blanched', 'ashen', 'whitened', 'lily-white', 'gabardine', 'White', 'White_person', 'Edward_D._White', 'Stanford_White', 'Edward_Douglas_White_Jr.', 'white', 'ovalbumin', 'clean', 'Edward_White', 'whiteness', 'white-hot', 'snowy', 'Patrick_White']",Here Comes Pete Now.
Though,['though'],Here Comes Pete Now.
connections,"['connective', 'connection', 'association', 'connecter', 'connector', 'connectedness', 'link', 'joining', 'connexion']",Here Comes Pete Now.
knowledge,"['cognition', 'noesis', 'knowledge']",Here Comes Pete Now.
toward,[],Here Comes Pete Now.
repair,"['remedy', 'stamping_ground', 'repair', 'restore', 'renovate', 'fixing', 'amend', 'quicken', 'resort', 'furbish_up', 'mending', 'recreate', 'reparation', 'vivify', 'doctor', 'mend', 'remediate', 'revivify', 'indemnify', 'compensate', 'touch_on', 'bushel', 'animate', 'haunt', 'rectify', 'fix', 'recompense', 'fixture', 'revive', 'reanimate', 'hangout']",Here Comes Pete Now.
glow,"['glow', 'gleam', 'shine', 'luminescence', 'radiate', 'gleaming', 'radiance', 'incandescence', 'glowing', 'lambency', 'burn', 'beam', 'freshness']",Here Comes Pete Now.
strata,"['social_class', 'level', 'layer', 'socio-economic_class', 'class', 'stratum']",Here Comes Pete Now.
easy,"['easily', 'leisurely', 'easy', 'well-situated', 'prosperous', 'loose', 'wanton', 'soft', 'comfortable', 'light', 'tardily', 'easygoing', 'sluttish', 'well-to-do', 'slowly', 'well-off', 'slow', 'gentle', 'promiscuous', 'well-fixed', 'well-heeled']",Here Comes Pete Now.
to,[],Here Comes Pete Now.
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",Here Comes Pete Now.
down,"['pour_down', 'down_pat', 'bolt_down', 'shoot_down', 'dispirited', 'down', 'go_through', 'kill', 'low', 'drink_down', 'pull_down', 'low-spirited', 'pile', 'downwards', 'Down', 'devour', 'consume', 'depressed', 'belt_down', 'pop', 'fine-tune', 'refine', 'polish', 'down_in_the_mouth', 'cut_down', 'downward', 'downwardly', 'blue', 'knock_down', 'gloomy', 'John_L._H._Down', 'downcast', 'down_feather', 'push_down', 'land', 'toss_off', 'mastered', 'downhearted', 'grim']",Here Comes Pete Now.
recently,"['latterly', 'of_late', 'recently', 'lately', 'late']",Here Comes Pete Now.
illuminated,"['light_up', 'crystalize', 'well-lighted', 'elucidate', 'clear', 'straighten_out', 'shed_light_on', 'illuminated', 'clear_up', 'crystallise', 'lit', 'illume', 'sort_out', 'illuminate', 'lighted', 'illumine', 'light', 'crystallize', 'enlighten', 'crystalise']",Here Comes Pete Now.
file,"['data_file', 'file', 'file_away', 'Indian_file', 'filing_cabinet', 'register', 'single_file', 'charge', 'lodge', 'file_cabinet']",Here Comes Pete Now.
When,[],Here Comes Pete Now.
around,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'round', 'just_about']",Here Comes Pete Now.
Its,"['IT', 'information_technology']",Here Comes Pete Now.
voluble,['voluble'],Here Comes Pete Now.
finished,"['cease', 'land_up', 'finish', 'wind_up', 'fetch_up', 'stop', 'finished', 'terminate', 'ruined', 'finish_up', 'polish_off', 'end_up', 'eat_up', 'end', 'complete']",Here Comes Pete Now.
air,"['line', 'aura', 'air', 'vent', 'atmosphere', 'airwave', 'breeze', 'publicize', 'air_travel', 'ventilate', 'aviation', 'strain', 'melody', 'tune', 'zephyr', 'broadcast', 'melodic_phrase', 'aerate', 'send', 'publicise', 'gentle_wind', 'bare', 'air_out', 'melodic_line', 'transmit', 'beam']",Here Comes Pete Now.
express,"['utter', 'convey', 'press_out', 'expressage', 'extract', 'limited', 'express', 'express_mail', 'show', 'give_tongue_to', 'carry', 'state', 'verbalize', 'evince', 'verbalise']",Here Comes Pete Now.
loose,"['unaffixed', 'unloose', 'escaped', 'easy', 'relax', 'at_large', 'liberal', 'idle', 'on_the_loose', 'loose', 'wanton', 'slack', 'free', 'light', 'release', 'unleash', 'informal', 'sluttish', 'loosen', 'unloosen', 'promiscuous', 'let_loose', 'liberate', 'lax', 'open']",Here Comes Pete Now.
rug,"['rug', 'carpeting', 'carpet']",Here Comes Pete Now.
ticket,"['fine', 'just_the_ticket', 'tag', 'ticket', 'slate']",Here Comes Pete Now.
whatever,"['whatever', 'any', 'whatsoever']",Here Comes Pete Now.
process,"['cognitive_operation', 'march', 'operation', 'physical_process', 'summons', 'appendage', 'procedure', 'treat', 'work', 'cognitive_process', 'process', 'swear_out', 'unconscious_process', 'sue', 'action', 'serve', 'outgrowth', 'litigate', 'mental_process', 'work_on']",Here Comes Pete Now.
batch,"['pot', 'stack', 'clutch', 'lot', 'mickle', 'plenty', 'hatful', 'tidy_sum', 'deal', 'muckle', 'pile', 'slew', 'mint', 'spate', 'mountain', 'peck', 'sight', 'batch', 'good_deal', 'mess', 'passel', 'wad', 'heap', 'flock', 'mass', 'quite_a_little', 'great_deal', 'raft']",Here Comes Pete Now.
though,['though'],Here Comes Pete Now.
radio,"['wireless', 'radio_set', 'radio', 'radiocommunication', 'tuner', 'receiving_set', 'radio_receiver']",Here Comes Pete Now.
lunch,"['dejeuner', 'luncheon', 'lunch', 'tiffin']",Here Comes Pete Now.
spring,"['fountain', 'rebound', 'outflow', 'take_a_hop', 'resile', 'recoil', 'jump', 'ricochet', 'natural_spring', 'bound', 'leaping', 'form', 'springiness', 'take_shape', 'reverberate', 'spring', 'saltation', 'outpouring', 'leap', 'springtime', 'give', 'bounce', 'take_form']",Here Comes Pete Now.
Past,"['past_tense', 'retiring', 'past', 'yesteryear', 'preceding', 'past_times', 'by']",Here Comes Pete Now.
:,[],Here Comes Pete Now.
dog-eared,"['eared', 'dog-eared']",Here Comes Pete Now.
pumps,"['ticker', 'pump', 'heart']",Here Comes Pete Now.
any,"['whatever', 'any', 'whatsoever']",Here Comes Pete Now.
them,[],Here Comes Pete Now.
tubes,"['subway_system', 'vacuum_tube', 'pipe', 'tube-shaped_structure', 'tubing', 'thermionic_tube', 'thermionic_valve', 'metro', 'electron_tube', 'tube', 'subway', 'underground', 'thermionic_vacuum_tube']",Here Comes Pete Now.
desk,['desk'],Here Comes Pete Now.
through,"['through_and_through', 'done', 'through', 'through_with']",Here Comes Pete Now.
registered,"['file', 'cross-file', 'read', 'register', 'show', 'registered', 'record']",Here Comes Pete Now.
hardly,"['hardly', 'scarcely', 'just', 'barely', 'scarce']",Here Comes Pete Now.
frequent,"['buy_at', 'frequent', 'patronise', 'shop_at', 'haunt', 'sponsor', 'patronize', 'shop']",Here Comes Pete Now.
masts,['mast'],Here Comes Pete Now.
shouting,"['shout_out', 'shouting', 'clapperclaw', 'cry', 'shout', 'yell', 'outcry', 'cry_out', 'exclaim', 'abuse', 'squall', 'blackguard', 'call', 'yelling', 'hollo', 'holler', 'cheering', 'call_out', 'scream']",Here Comes Pete Now.
estimate,"['approximate', 'estimation', 'approximation', 'judge', 'estimate', 'reckon', 'gauge', 'calculate', 'appraisal', 'figure', 'guess', 'idea', 'count_on', 'forecast']",Here Comes Pete Now.
bothered,"['inconvenience_oneself', 'bothered', 'incommode', 'get_at', 'vex', 'trouble_oneself', 'disoblige', 'nettle', 'devil', 'get_to', 'rile', 'nark', 'inconvenience', 'rag', 'put_out', 'fazed', 'gravel', 'irritate', 'annoy', 'trouble', 'bother', 'chafe', 'discommode', 'daunted']",Here Comes Pete Now.
toilet,"['pot', 'commode', 'stool', 'lav', 'bathroom', 'crapper', 'toilet', 'throne', 'john', 'privy', 'lavatory', 'potty', 'toilette', 'sewer', 'gutter', 'can']",Here Comes Pete Now.
big,"['large', 'bighearted', 'self-aggrandising', 'openhanded', 'giving', 'big', 'cock-a-hoop', 'full-grown', 'enceinte', 'magnanimous', 'adult', 'liberal', 'crowing', 'swelled', 'braggy', 'bountiful', 'braggart', 'boastfully', 'great', 'self-aggrandizing', 'prominent', 'bragging', 'fully_grown', 'grownup', 'boastful', 'vauntingly', 'bounteous', 'expectant', 'handsome', 'heavy', 'gravid', 'vainglorious', 'with_child', 'bad', 'freehanded', 'grown']",Here Comes Pete Now.
tops,"['crack', 'circus_tent', 'tip', 'elevation', 'tops', 'pinnacle', 'clear', 'whirligig', 'top_out', 'teetotum', 'overstep', 'go_past', 'round_top', 'exceed', 'upside', 'meridian', 'summit', 'tiptop', 'top_of_the_inning', 'crest', 'height', 'acme', 'topnotch', 'cover', 'top', 'big_top', 'pass', 'pinch', 'first-rate', 'top_off', 'lead', 'top_side', 'superlative', 'transcend', 'top-notch', 'crown', 'peak', 'A-one', 'super', 'upper_side', 'spinning_top', 'ace']",Here Comes Pete Now.
medium,"['sensitive', 'metier', 'mass_medium', 'intermediate', 'culture_medium', 'medium', 'average', 'spiritualist']",Here Comes Pete Now.
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",Here Comes Pete Now.
counters,"['riposte', 'return', 'buffet', 'tabulator', 'sideboard', 'counter', 'counterpunch', 'anticipate', 'rejoinder', 'forestall', 'replication', 'foresee', 'heel_counter', 'parry', 'retort', 'comeback']",Here Comes Pete Now.
every,['every'],Here Comes Pete Now.
importance,"['grandness', 'importance']",Here Comes Pete Now.
except,"['exclude', 'demur', 'leave_off', 'leave_out', 'except', 'take_out', 'omit']",Here Comes Pete Now.
thirty,"['XXX', 'xxx', '30', 'thirty']",Here Comes Pete Now.
registering,"['file', 'cross-file', 'read', 'register', 'show', 'record']",Here Comes Pete Now.
four,"['iv', 'quartet', 'four-spot', 'quadruplet', '4', 'IV', 'four', 'quaternary', 'quatern', 'quaternity', 'foursome', 'tetrad', 'Little_Joe', 'quaternion']",Here Comes Pete Now.
extended,"['draw_out', 'prolonged', 'stretch_forth', 'gallop', 'lengthy', 'reach_out', 'elongated', 'protracted', 'protract', 'drawn-out', 'broaden', 'stretch', 'extended', 'hold_out', 'lengthened', 'put_out', 'poke_out', 'stretch_out', 'extensive', 'offer', 'cover', 'carry', 'prolong', 'pass', 'strain', 'run', 'widen', 'lead', 'continue', 'unfold', 'go', 'exsert', 'extend', 'expand']",Here Comes Pete Now.
constantly,"['always', 'perpetually', 'forever', 'constantly', 'incessantly', 'invariably']",Here Comes Pete Now.
staircase,"['staircase', 'stairway']",Here Comes Pete Now.
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",Here Comes Pete Now.
forms,"['mannequin', 'variant', 'organise', 'make', 'pattern', 'physique', 'figure', 'contour', 'material_body', 'imprint', 'bod', 'soma', 'conformation', 'class', 'constitute', 'organize', 'course', 'mannikin', 'build', 'anatomy', 'phase', 'word_form', 'variety', 'flesh', 'kind', 'physical_body', 'manakin', 'work', 'mould', 'form', 'descriptor', 'cast', 'take_shape', 'forge', 'manikin', 'frame', 'chassis', 'grade', 'signifier', 'strain', 'spring', 'shape', 'configuration', 'human_body', 'sort', 'var.', 'mold', 'take_form']",Here Comes Pete Now.
tried,"['tried_and_true', 'seek', 'try', 'render', 'hear', 'test', 'adjudicate', 'sample', 'tested', 'attempt', 'tried', 'well-tried', 'prove', 'try_on', 'stress', 'time-tested', 'judge', 'try_out', 'strain', 'essay', 'taste', 'examine', 'assay']",Here Comes Pete Now.
job,"['line', 'Book_of_Job', 'job', 'occupation', 'problem', 'business', 'farm_out', 'line_of_work', 'task', 'Job', 'chore', 'caper', 'speculate', 'subcontract']",Here Comes Pete Now.
for,[],Here Comes Pete Now.
Was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",Here Comes Pete Now.
He,"['He', 'helium', 'atomic_number_2', 'he']",Here Comes Pete Now.
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",Here Comes Pete Now.
beyond,['beyond'],Here Comes Pete Now.
corner,"['corner', 'niche', 'turning_point', 'nook', 'tree', 'recession', 'recess', 'quoin', 'box', 'street_corner']",Here Comes Pete Now.
Large,"['large', 'bombastic', 'great', 'vauntingly', 'big', 'enceinte', 'heavy', 'magnanimous', 'turgid', 'declamatory', 'gravid', 'orotund', 'with_child', 'boastfully', 'tumid', 'prominent', 'expectant']",Here Comes Pete Now.
Begging,"['mendicancy', 'tap', 'implore', 'beg', 'solicit', 'beggary', 'pray', 'begging']",Here Comes Pete Now.
rear,"['butt', 'stern', 'erect', 'back_end', 'tail_end', 'hindquarters', 'fanny', 'tush', 'raise', 'lift', 'tail', 'buttocks', 'buns', 'posterior', 'keister', 'back', 'tooshie', 'nates', 'rearward', 'prat', 'seat', 'nurture', 'ass', 'put_up', 'hind_end', 'rise', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'bring_up', 'rump', 'set_up', 'rear_end', 'derriere', 'fundament', 'rise_up', 'arse', 'parent']",Here Comes Pete Now.
room,"['way', 'room', 'elbow_room', 'board']",Here Comes Pete Now.
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",Here Comes Pete Now.
winches,"['windlass', 'winch']",Here Comes Pete Now.
cigarette,"['butt', 'coffin_nail', 'cigarette', 'cigaret', 'fag']",Here Comes Pete Now.
solely,"['entirely', 'only', 'alone', 'exclusively', 'solely']",Here Comes Pete Now.
cabinet,"['locker', 'storage_locker', 'console', 'cabinet']",Here Comes Pete Now.
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",Here Comes Pete Now.
fronted,"['face', 'breast', 'front', 'look']",Here Comes Pete Now.
separated,"['break_up', 'carve_up', 'set-apart', 'disunite', 'furcate', 'discriminate', 'class', 'dissever', 'spaced', 'secern', 'differentiate', 'disjointed', 'dislocated', 'tell', 'sort_out', 'secernate', 'split', 'come_apart', 'classify', 'isolated', 'fall_apart', 'detached', 'fork', 'ramify', 'break', 'distinguish', 'separate', 'split_up', 'severalize', 'tell_apart', 'divide', 'part', 'sort', 'severalise', 'assort', 'branch', 'separated', 'single_out']",Here Comes Pete Now.
authority,"['self-assurance', 'self-confidence', 'authorization', 'potency', 'say-so', 'confidence', 'assurance', 'sureness', 'bureau', 'sanction', 'agency', 'authorisation', 'federal_agency', 'government_agency', 'office', 'dominance', 'authority']",Here Comes Pete Now.
and,[],Here Comes Pete Now.
pate,"['crown', 'pate', 'poll']",Here Comes Pete Now.
self-appointed,['self-appointed'],Here Comes Pete Now.
spineless,"['gutless', 'wishy-washy', 'spineless', 'thornless', 'invertebrate', 'namby-pamby']",Here Comes Pete Now.
On,"['on', 'along']",Here Comes Pete Now.
waiting,"['expect', 'hold_off', 'hold_back', 'waitress', 'look', 'await', 'ready_and_waiting', 'waiting', 'wait']",Here Comes Pete Now.
applying,"['practice', 'go_for', 'utilise', 'enforce', 'use', 'employ', 'put_on', 'lend_oneself', 'implement', 'give', 'hold', 'utilize', 'apply']",Here Comes Pete Now.
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",Here Comes Pete Now.
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",Here Comes Pete Now.
processed,"['sue', 'action', 'serve', 'processed', 'process', 'swear_out', 'march', 'litigate', 'refined', 'treat', 'work', 'work_on']",Here Comes Pete Now.
times,"['metre', 'time', 'prison_term', 'fourth_dimension', 'times', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'multiplication']",Here Comes Pete Now.
butts,"['edge', 'butt', 'target', 'stern', 'butt_on', 'bunt', 'tail_end', 'march', 'hindquarters', 'goat', 'fanny', 'cigaret', 'tush', 'butt_end', 'stub', 'tail', 'stooge', 'buttocks', 'coffin_nail', 'buns', 'posterior', 'keister', 'tooshie', 'nates', 'border', 'prat', 'seat', 'ass', 'adjoin', 'hind_end', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'abut', 'butt_joint', 'rump', 'rear_end', 'laughingstock', 'derriere', 'cigarette', 'fundament', 'butt_against', 'fag', 'arse']",Here Comes Pete Now.
out,"['come_out', 'forbidden', 'taboo', 'stunned', 'tabu', 'away', 'extinct', 'kayoed', 'prohibited', 'proscribed', 'come_out_of_the_closet', 'out', 'verboten', 'knocked_out', ""KO'd""]",Here Comes Pete Now.
too,"['excessively', 'overly', 'besides', 'also', 'to_a_fault', 'likewise', 'as_well', 'too']",Here Comes Pete Now.
vulgar,"['uncouth', 'unwashed', 'vulgar', 'gross', 'plebeian', 'coarse', 'vernacular', 'rough-cut', 'common', 'earthy', 'crude']",Here Comes Pete Now.
",",[],Here Comes Pete Now.
referring,"['consult', 'bear_on', 'bring_up', 'pertain', 'advert', 'name', 'come_to', 'look_up', 'concern', 'relate', 'cite', 'touch_on', 'have-to_doe_with', 'mention', 'touch', 'denote', 'refer']",Here Comes Pete Now.
Such,['such'],Here Comes Pete Now.
such,['such'],Here Comes Pete Now.
let,"['allow', 'LET', 'countenance', 'get', 'Lashkar-e-Tayyiba', 'Lashkar-e-Taiba', 'have', 'Lashkar-e-Toiba', 'permit', 'lease', 'Army_of_the_Pure', 'Army_of_the_Righteous', 'let', 'rent', 'net_ball']",Here Comes Pete Now.
Everything,[],Here Comes Pete Now.
consult,"['consult', 'confer', 'confab', 'look_up', 'confer_with', 'confabulate', 'refer']",Here Comes Pete Now.
revealing,"['expose', 'revealing', 'let_out', 'uncover', 'telltale', 'unwrap', 'disclosure', 'give_away', 'discover', 'bring_out', 'break', 'divulge', 'unveil', 'reveal', 'let_on', 'telling', 'disclose', 'revelation']",Here Comes Pete Now.
attention,"['attention', 'aid', 'tending', 'attending', 'care']",Here Comes Pete Now.
director's,[],Here Comes Pete Now.
These,[],Here Comes Pete Now.
realization,"['recognition', 'fruition', 'realisation', 'realization', 'actualization', 'actualisation']",Here Comes Pete Now.
bit,"['number', 'chip', 'sting', 'scrap', 'moment', 'piece', 'morsel', 'snatch', 'second', 'flake', 'minute', 'bite', 'mo', 'burn', 'seize_with_teeth', 'prick', 'act', 'bit', 'fleck', 'spot', 'turn', 'routine']",Here Comes Pete Now.
address,"['deal', 'direct', 'handle', 'accost', 'computer_address', 'address', 'destination', 'speech', 'reference', 'savoir-faire', 'turn_to', 'speak', 'cover', 'plow', 'come_up_to', 'name_and_address', 'call', 'treat']",Here Comes Pete Now.
afford,"['yield', 'give', 'afford', 'open']",Here Comes Pete Now.
come,"['number', 'seed', 'total', 'occur', 'get_along', 'ejaculate', 'fare', 'make_out', 'seminal_fluid', 'hail', 'do', 'come_in', 'amount', 'cum', 'get', 'come_up', 'fall', 'derive', 'arrive', 'add_up', 'semen', 'descend', 'come', 'issue_forth', 'follow']",Here Comes Pete Now.
buildings,"['construct', 'progress', 'building', 'build', 'make', 'establish', 'edifice', 'work_up', 'construction', 'build_up', 'ramp_up']",Here Comes Pete Now.
concealed,"['out_of_sight', 'conceal', 'hold_back', 'hidden', 'concealed', 'hide', 'hold_in']",Here Comes Pete Now.
And,[],Here Comes Pete Now.
filtered,"['strain', 'separate_out', 'filter_out', 'dribble', 'trickle', 'permeate', 'filtrate', 'filter', 'percolate', 'sink_in']",Here Comes Pete Now.
disappointed,"['defeated', 'disappoint', 'foiled', 'thwarted', 'discomfited', 'frustrated', 'disappointed', 'let_down']",Here Comes Pete Now.
.,[],Here Comes Pete Now.
number,"['number', 'total', 'telephone_number', 'identification_number', 'list', 'figure', 'issue', 'numerate', 'count', 'amount', 'keep_down', 'add_up', 'phone_number', 'enumerate', 'act', 'bit', 'come', 'routine', 'turn', 'numeral']",Here Comes Pete Now.
sure,"['sure', 'certain', 'for_sure', 'sure_as_shooting', 'for_certain', 'trusted', 'indisputable', 'surely', 'certainly', 'sure_enough']",Here Comes Pete Now.
when,[],Here Comes Pete Now.
up,"['up', 'astir', 'upward', 'improving', 'upwardly', 'upwards']",Here Comes Pete Now.
always,"['ever', 'always', 'perpetually', ""e'er"", 'forever', 'constantly', 'incessantly', 'invariably']",Here Comes Pete Now.
instead,"['instead', 'alternatively', 'rather', 'or_else']",Here Comes Pete Now.
itself,[],Here Comes Pete Now.
nor,[],Here Comes Pete Now.
by,"['away', 'by', 'aside', 'past']",Here Comes Pete Now.
glances,"[""coup_d'oeil"", 'glimpse', 'glance', 'glint', 'peek']",Here Comes Pete Now.
),[],Here Comes Pete Now.
