w,vector_semantico
thought,"['cogitate', 'imagine', 'consider', 'retrieve', 'cerebrate', 'suppose', 'thought_process', 'opinion', 'persuasion', 'reckon', 'conceive', 'call_back', 'call_up', 'intend', 'cerebration', 'remember', 'mentation', 'guess', 'think', 'thought', 'opine', 'sentiment', 'view', 'idea', 'believe', 'recall', 'mean', 'recollect', 'intellection', 'thinking']","Tristram Coffin, Not to the Swift"
disliked,"['dislike', 'disliked']","Tristram Coffin, Not to the Swift"
Look,"['feel', 'tone', 'look', 'await', 'seem', 'aspect', 'flavor', 'search', 'wait', 'smell', 'feeling', 'expect', 'front', 'attend', 'reckon', 'calculate', 'take_care', 'bet', 'count', 'depend', 'expression', 'looking', 'looking_at', 'facial_expression', 'see', 'flavour', 'spirit', 'face', 'appear']","Tristram Coffin, Not to the Swift"
by,"['away', 'aside', 'past', 'by']","Tristram Coffin, Not to the Swift"
sex,"['sexual_activity', 'sexual_practice', 'turn_on', 'sex_activity', 'sexual_urge', 'arouse', 'wind_up', 'sexuality', 'gender', 'excite', 'sex']","Tristram Coffin, Not to the Swift"
rug,"['rug', 'carpeting', 'carpet']","Tristram Coffin, Not to the Swift"
Werther,[],"Tristram Coffin, Not to the Swift"
must,"['mustiness', 'must', 'moldiness']","Tristram Coffin, Not to the Swift"
good,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'salutary', 'honest', 'undecomposed', 'full', 'thoroughly', 'respectable', 'commodity', 'in_effect', 'sound', 'trade_good', 'estimable', 'proficient', 'skillful', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'right', 'in_force', 'soundly', 'unspoilt', 'good', 'goodness', 'well', 'upright', 'just', 'effective', 'unspoiled', 'honorable', 'safe']","Tristram Coffin, Not to the Swift"
quart,"['quart', 'dry_quart']","Tristram Coffin, Not to the Swift"
mind,"['nous', 'judgment', 'brain', 'psyche', 'heed', 'mind', 'judgement', 'bear_in_mind', 'creative_thinker', 'take_care', 'listen', 'idea', 'intellect', 'thinker', 'head', 'beware']","Tristram Coffin, Not to the Swift"
filled,"['satisfy', 'filled', 'fill', 'sate', 'replete', 'take', 'fulfill', 'make_full', 'satiate', 'fill_up', 'meet', 'occupy', 'fulfil']","Tristram Coffin, Not to the Swift"
decision,"['decisiveness', 'decision', 'conclusion', 'determination']","Tristram Coffin, Not to the Swift"
spirit,"['feel', 'smell', 'tone', 'liveliness', 'feeling', 'look', 'flavour', 'emotional_state', 'life', 'spirit', 'disembodied_spirit', 'intent', 'purport', 'inspirit', 'spirit_up', 'sprightliness', 'heart', 'flavor']","Tristram Coffin, Not to the Swift"
tell,"['evidence', 'distinguish', 'William_Tell', 'assure', 'order', 'tell_apart', 'secernate', 'narrate', 'enjoin', 'Tell', 'recount', 'separate', 'say', 'tell', 'state', 'severalize', 'secern', 'recite', 'differentiate', 'severalise']","Tristram Coffin, Not to the Swift"
and,[],"Tristram Coffin, Not to the Swift"
low-down,"['low', 'poop', 'miserable', 'scummy', 'the_skinny', 'scurvy', 'funky', 'low-down', 'abject', 'dope']","Tristram Coffin, Not to the Swift"
loneliness,"['forlornness', 'desolation', 'solitariness', 'lonesomeness', 'loneliness', 'aloneness']","Tristram Coffin, Not to the Swift"
rosebuds,['rosebud'],"Tristram Coffin, Not to the Swift"
your,[],"Tristram Coffin, Not to the Swift"
streets,['street'],"Tristram Coffin, Not to the Swift"
men,"['men', 'serviceman', 'workforce', 'valet', 'human_race', 'valet_de_chambre', 'humankind', ""gentleman's_gentleman"", 'humans', 'human_being', 'homo', 'military_personnel', 'humanity', 'man', 'work_force', 'gentleman', 'military_man', 'hands', 'human_beings', 'Isle_of_Man', 'mankind', 'manpower', 'piece', 'human', 'world', 'Man', 'adult_male']","Tristram Coffin, Not to the Swift"
walking,"['take_the_air', 'walk-to', 'walk', 'walking']","Tristram Coffin, Not to the Swift"
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']","Tristram Coffin, Not to the Swift"
nine,"['ball_club', 'nine', 'baseball_club', 'IX', 'nine-spot', 'ix', 'niner', 'club', '9', 'Nina_from_Carolina', 'ennead']","Tristram Coffin, Not to the Swift"
facts,['fact'],"Tristram Coffin, Not to the Swift"
accepted,"['live_with', 'take_on', 'admit', 'consent', 'assume', 'take_over', 'bear', 'take', 'accept', 'swallow', 'accepted', 'recognized', 'recognised', 'go_for', 'have']","Tristram Coffin, Not to the Swift"
cripple,"['stultify', 'lame', 'cripple']","Tristram Coffin, Not to the Swift"
Hanging,"['hanging', 'cling', 'suspension', 'dangling', 'attend', 'pay_heed', 'give_ear', 'flow', 'hang', 'string_up', 'hang_up', 'wall_hanging', 'advert', 'fall']","Tristram Coffin, Not to the Swift"
ordinary,"['ordinary', 'average', 'ordinary_bicycle']","Tristram Coffin, Not to the Swift"
focusing,"['concentre', 'concentrate', 'focalisation', 'focalization', 'pore', 'direction', 'focalize', 'focalise', 'sharpen', 'rivet', 'center', 'centre', 'centering', 'focal_point', 'focus', 'concenter', 'focussing', 'focusing']","Tristram Coffin, Not to the Swift"
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']","Tristram Coffin, Not to the Swift"
wild,"['barbaric', 'untamed', 'groundless', 'savage', 'uncivilized', 'hazardous', 'wild', 'baseless', 'raving_mad', 'furious', 'wilderness', 'state_of_nature', 'unwarranted', 'risky', 'crazy', 'fantastic', 'violent', 'idle', 'unfounded', 'godforsaken', 'barbarian', 'gaga', 'uncivilised', 'waste', 'tempestuous', 'angry', 'natural_state', 'rampantly', 'dotty', 'raging']","Tristram Coffin, Not to the Swift"
These,[],"Tristram Coffin, Not to the Swift"
President,"['chair', 'chairwoman', 'President', 'chairperson', 'United_States_President', 'chairman', 'prexy', 'president', 'Chief_Executive', 'President_of_the_United_States']","Tristram Coffin, Not to the Swift"
ye,[],"Tristram Coffin, Not to the Swift"
glance,"[""coup_d'oeil"", 'glance', 'glimpse', 'peek', 'glint']","Tristram Coffin, Not to the Swift"
those,[],"Tristram Coffin, Not to the Swift"
kind,"['form', 'kind', 'genial', 'sort', 'variety', 'tolerant']","Tristram Coffin, Not to the Swift"
She,[],"Tristram Coffin, Not to the Swift"
June,['June'],"Tristram Coffin, Not to the Swift"
More,"['Thomas_More', 'more_than', 'more', 'More', 'Sir_Thomas_More', 'to_a_greater_extent']","Tristram Coffin, Not to the Swift"
coming,"['come_up', 'total', 'get', 'approaching', 'climax', 'do', 'arrive', 'sexual_climax', 'approach', 'orgasm', 'hail', 'come_in', 'coming', 'issue_forth', 'make_out', 'upcoming', 'advent', 'follow', 'occur', 'add_up', 'get_along', 'amount', 'forthcoming', 'descend', 'fall', 'derive', 'number', 'come', 'fare']","Tristram Coffin, Not to the Swift"
Alabama,"['Alabama_River', 'Camellia_State', 'Heart_of_Dixie', 'Alabama', 'AL']","Tristram Coffin, Not to the Swift"
write,"['publish', 'spell', 'save', 'pen', 'drop_a_line', 'indite', 'write', 'compose']","Tristram Coffin, Not to the Swift"
his,[],"Tristram Coffin, Not to the Swift"
historical,"['historical', 'historic', 'diachronic']","Tristram Coffin, Not to the Swift"
needed,"['needed', 'need', 'requisite', 'needful', 'postulate', 'want', 'take', 'necessitate', 'ask', 'require', 'involve', 'demand', 'call_for', 'required']","Tristram Coffin, Not to the Swift"
talking,"['mouth', 'talking', 'speak', 'spill', 'lecture', 'utter', 'tattle', 'blab', 'blab_out', 'talk', 'verbalize', 'spill_the_beans', 'babble', 'peach', 'sing', 'babble_out', 'verbalise', 'let_the_cat_out_of_the_bag']","Tristram Coffin, Not to the Swift"
What,[],"Tristram Coffin, Not to the Swift"
ladder,"['ravel', 'run', 'ladder']","Tristram Coffin, Not to the Swift"
Oriental,"['Oriental', 'oriental_person', 'oriental']","Tristram Coffin, Not to the Swift"
attorney,"['attorney', 'lawyer']","Tristram Coffin, Not to the Swift"
damn,"['blasted', 'all-fired', 'shucks', ""tinker's_damn"", 'blame', 'darn', 'darned', 'bloody', 'red_cent', 'hoot', 'goddamn', 'infernal', 'maledict', 'anathemize', 'blamed', 'curse', 'damn', 'goddamned', 'deuced', 'goddam', 'damned', 'shit', 'anathemise', 'bedamn', 'blessed', ""tinker's_dam"", 'beshrew', 'imprecate']","Tristram Coffin, Not to the Swift"
sadly,"['lamentably', 'unhappily', 'woefully', 'deplorably', 'sadly']","Tristram Coffin, Not to the Swift"
When,[],"Tristram Coffin, Not to the Swift"
from,[],"Tristram Coffin, Not to the Swift"
hear,"['get_a_line', 'see', 'get_word', 'take_heed', 'learn', 'get_wind', 'pick_up', 'listen', 'try', 'discover', 'hear', 'find_out']","Tristram Coffin, Not to the Swift"
elfin,"['elflike', 'elfish', 'elvish', 'fey', 'elfin']","Tristram Coffin, Not to the Swift"
he'd,[],"Tristram Coffin, Not to the Swift"
across,"['across', 'crossways', 'crosswise']","Tristram Coffin, Not to the Swift"
best,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'easily', 'comfortably', 'salutary', 'honest', 'undecomposed', 'full', 'respectable', 'Charles_Herbert_Best', 'in_effect', 'sound', 'outdo', 'better', 'topper', 'intimately', 'estimable', 'proficient', 'C._H._Best', 'skillful', 'outflank', 'trump', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'best', 'right', 'in_force', 'unspoilt', 'good', 'advantageously', 'well', 'upright', 'just', 'scoop', 'effective', 'unspoiled', 'substantially', 'considerably', 'honorable', 'safe', 'Best']","Tristram Coffin, Not to the Swift"
delicate,"['frail', 'finespun', 'delicate', 'fragile', 'soft', 'ticklish', 'touchy']","Tristram Coffin, Not to the Swift"
country,"['land', 'country', 'nation', 'res_publica', 'rural_area', 'area', 'commonwealth', 'state', 'body_politic']","Tristram Coffin, Not to the Swift"
Human,"['man', 'human', 'homo', 'human_being']","Tristram Coffin, Not to the Swift"
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']","Tristram Coffin, Not to the Swift"
visit,"['chitchat', 'chatter', 'gossip', 'shoot_the_breeze', 'chit-chat', 'travel_to', 'jaw', 'bring_down', 'sojourn', 'call', 'natter', 'confabulate', 'confab', 'inspect', 'chew_the_fat', 'inflict', 'call_in', 'impose', 'see', 'visit', 'claver', 'chat', 'chaffer']","Tristram Coffin, Not to the Swift"
accuracy,"['truth', 'accuracy']","Tristram Coffin, Not to the Swift"
