w,vector_semantico
fired,"['give_notice', 'sack', 'discharged', 'fired', 'discharge', 'fuel', 'terminate', 'kindle', 'dismissed', 'raise', 'arouse', 'enkindle', 'pink-slipped', 'burn_down', 'give_the_sack', 'laid-off', 'evoke', 'give_the_axe', 'provoke', 'elicit', 'open_fire', 'burn', 'displace', 'force_out', 'send_away', 'fire', 'go_off', 'can', 'dismiss']",The Judges of the Secret Court
glow,"['glow', 'gleam', 'shine', 'luminescence', 'radiate', 'gleaming', 'radiance', 'incandescence', 'glowing', 'lambency', 'burn', 'beam', 'freshness']",The Judges of the Secret Court
City,"['city', 'urban_center', 'metropolis']",The Judges of the Secret Court
called,"['ring', 'shout_out', 'anticipate', 'promise', 'cry', 'shout', 'yell', 'predict', 'foretell', 'call_off', 'forebode', 'squall', 'visit', 'call', 'phone', 'hollo', 'call_in', 'name', 'prognosticate', 'holler', 'telephone', 'send_for', 'address', 'scream', 'bid', 'call_up']",The Judges of the Secret Court
easy,"['easily', 'leisurely', 'easy', 'well-situated', 'prosperous', 'loose', 'wanton', 'soft', 'comfortable', 'light', 'tardily', 'easygoing', 'sluttish', 'well-to-do', 'slowly', 'well-off', 'slow', 'gentle', 'promiscuous', 'well-fixed', 'well-heeled']",The Judges of the Secret Court
practised,"['practiced', 'practice', 'practise', 'practised', 'rehearse', 'drill', 'do', 'exercise']",The Judges of the Secret Court
to,[],The Judges of the Secret Court
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Judges of the Secret Court
down,"['pour_down', 'down_pat', 'bolt_down', 'shoot_down', 'dispirited', 'down', 'go_through', 'kill', 'low', 'drink_down', 'pull_down', 'low-spirited', 'pile', 'downwards', 'Down', 'devour', 'consume', 'depressed', 'belt_down', 'pop', 'fine-tune', 'refine', 'polish', 'down_in_the_mouth', 'cut_down', 'downward', 'downwardly', 'blue', 'knock_down', 'gloomy', 'John_L._H._Down', 'downcast', 'down_feather', 'push_down', 'land', 'toss_off', 'mastered', 'downhearted', 'grim']",The Judges of the Secret Court
Frederick,['Frederick'],The Judges of the Secret Court
happy,"['felicitous', 'well-chosen', 'happy', 'glad']",The Judges of the Secret Court
synchronize,"['synchronize', 'sync', 'contemporize', 'contemporise', 'synchronise']",The Judges of the Secret Court
strained,"['try', 'sift', 'distort', 'labored', 'forced', 'puree', 'strained', 'separate_out', 'laboured', 'sieve', 'agonistic', 'tense', 'filter_out', 'tense_up', 'stress', 'deform', 'filtrate', 'filter', 'reach', 'strain', 'strive', 'extend', 'constrained']",The Judges of the Secret Court
spurred,"['spur', 'goad']",The Judges of the Secret Court
Pay,"['ante_up', 'yield', 'devote', 'pay_off', 'bear', 'salary', 'make_up', 'earnings', 'give', 'compensate', 'pay', 'wage', 'pay_up', 'remuneration']",The Judges of the Secret Court
When,[],The Judges of the Secret Court
broken,"['break_up', 'impoverished', 'upset', 'cave_in', 'busted', 'break_away', 'interrupt', 'broken_in', 'split', 'transgress', 'conk_out', 'offend', 'weaken', 'divulge', 'better', 'violate', 'let_on', 'discover', 'split_up', 'pause', 'break_out', 'break_in', 'break_dance', 'fail', 'break_off', 'wear_out', 'ruin', 'intermit', 'die', 'low', 'discontinue', 'unkept', 'broken', 'wear', 'confused', 'wiped_out', 'come_apart', 'go_bad', 'break', 'bankrupt', 'separate', 'part', 'give_away', 'recrudesce', 'give_way', 'get_out', 'break_down', 'damp', 'snap_off', 'erupt', 'get_around', 'fracture', 'fall_in', 'burst', 'reveal', 'go_against', 'develop', 'fall_apart', 'bust', 'bump', 'founder', 'give_out', 'crack', 'humiliated', 'stop', 'disordered', 'rugged', 'demote', 'crushed', 'let_out', 'unwrap', 'bring_out', 'collapse', 'infract', 'break-dance', 'disclose', 'soften', 'kick_downstairs', 'relegate', 'check', 'dampen', 'expose', 'go', 'give', 'breach', 'humbled', 'smash']",The Judges of the Secret Court
gas,"['blow', 'flatulency', 'swash', 'natural_gas', 'brag', 'bluster', 'accelerator_pedal', 'gasoline', 'boast', 'gas', 'vaunt', 'accelerator', 'gaseous_state', 'tout', 'gas_pedal', 'shoot_a_line', 'gasolene', 'throttle', 'gasconade', 'petrol', 'gun', 'flatulence']",The Judges of the Secret Court
impulse,"['urge', 'pulsation', 'neural_impulse', 'nerve_impulse', 'momentum', 'nervous_impulse', 'whim', 'impulse', 'impulsion', 'impetus', 'pulsing', 'pulse', 'caprice']",The Judges of the Secret Court
notice,"['poster', 'notice', 'find', 'mark', 'observation', 'detect', 'remark', 'bill', 'acknowledge', 'notification', 'observance', 'discover', 'posting', 'placard', 'observe', 'note', 'card', 'comment', 'point_out']",The Judges of the Secret Court
air,"['line', 'aura', 'air', 'vent', 'atmosphere', 'airwave', 'breeze', 'publicize', 'air_travel', 'ventilate', 'aviation', 'strain', 'melody', 'tune', 'zephyr', 'broadcast', 'melodic_phrase', 'aerate', 'send', 'publicise', 'gentle_wind', 'bare', 'air_out', 'melodic_line', 'transmit', 'beam']",The Judges of the Secret Court
involuntary,"['unvoluntary', 'nonvoluntary', 'involuntary']",The Judges of the Secret Court
finally,"['in_the_end', 'lastly', 'in_conclusion', 'finally', 'at_long_last', 'at_last', 'ultimately', 'last', 'eventually']",The Judges of the Secret Court
pistol,"['shooting_iron', 'pistol', 'handgun', 'side_arm']",The Judges of the Secret Court
Aunt,"['aunty', 'aunt', 'auntie']",The Judges of the Secret Court
though,['though'],The Judges of the Secret Court
horse,"['knight', 'sawhorse', 'cavalry', 'buck', 'gymnastic_horse', 'sawbuck', 'horse', 'horse_cavalry', 'Equus_caballus']",The Judges of the Secret Court
gone,"['deceased', 'plump', 'break_down', 'endure', 'go_away', 'perish', 'kick_the_bucket', 'get_going', 'live', 'die', ""cash_in_one's_chips"", 'departed', 'at_peace', 'croak', 'function', 'kaput', 'exit', 'run_short', 'proceed', 'hold_up', 'buy_the_farm', 'blend_in', 'expire', 'operate', 'foregone', 'hold_out', 'pass_away', 'work', 'last', 'bypast', 'depart', 'get', 'decease', 'conk_out', 'fit', 'move', 'live_on', 'go_bad', 'break', 'belong', 'gone', 'run_low', 'become', 'pass', 'bygone', 'give-up_the_ghost', 'locomote', 'done_for', 'run', 'pop_off', 'conk', 'lead', 'blend', 'asleep', 'at_rest', 'go', 'sound', 'survive', 'drop_dead', 'extend', 'snuff_it', 'start', 'rifle', 'fail', 'choke', 'give_out', 'travel', 'give_way']",The Judges of the Secret Court
half,"['half', 'one-half']",The Judges of the Secret Court
guests,"['guest', 'Edgar_Guest', 'client', 'Edgar_Albert_Guest', 'Guest', 'node', 'invitee']",The Judges of the Secret Court
Nobody,"['cipher', 'nonentity', 'cypher', 'nobody']",The Judges of the Secret Court
Clara,[],The Judges of the Secret Court
whispered,"['whispered', 'whisper']",The Judges of the Secret Court
:,[],The Judges of the Secret Court
deliver,"['return', 'render', 'give_birth', 'save', 'fork_up', 'rescue', 'redeem', 'give_up', 'turn_in', 'extradite', 'fork_over', 'pitch', 'fork_out', 'deport', 'have', 'hand_over', 'surrender', 'bear', 'cede', 'birth', 'deliver', 'drive_home', 'present']",The Judges of the Secret Court
pumps,"['ticker', 'pump', 'heart']",The Judges of the Secret Court
Verdi,"['Verdi', 'Giuseppe_Verdi', 'Guiseppe_Fortunino_Francesco_Verdi']",The Judges of the Secret Court
holding,"['sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'retention', 'have_got', 'property', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'belongings', 'halt', 'declare', 'keeping', 'take', 'holding', 'restrain', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'adjudge', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'agree', 'reserve']",The Judges of the Secret Court
wings,"['wing', 'annexe', 'fender', 'fly', 'wings', 'offstage', 'backstage', 'annex', 'extension', 'flank']",The Judges of the Secret Court
carpeted,"['carpeted', 'carpet']",The Judges of the Secret Court
any,"['whatever', 'any', 'whatsoever']",The Judges of the Secret Court
them,[],The Judges of the Secret Court
``,[],The Judges of the Secret Court
clomped,"['clomp', 'clump']",The Judges of the Secret Court
through,"['through_and_through', 'done', 'through', 'through_with']",The Judges of the Secret Court
Washington,"['WA', 'Capital', 'Evergreen_State', 'American_capital', 'capital_of_the_United_States', 'George_Washington', 'Booker_T._Washington', 'President_Washington', 'Booker_Taliaferro_Washington', 'Washington', 'Washington_D.C.']",The Judges of the Secret Court
'',[],The Judges of the Secret Court
held,"['held', 'sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'have_got', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'halt', 'declare', 'take', 'agree', 'restrain', 'adjudge', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'reserve']",The Judges of the Secret Court
blow,"['blow', 'blast', 'botch_up', 'C', 'burn_out', 'muck_up', 'swash', 'brag', 'bluster', 'fuck_up', 'coke', 'go_down_on', 'fluff', 'puff', 'reverse', 'fellate', 'black_eye', 'setback', 'bumble', 'drift', 'screw_up', 'bungle', 'squander', 'flub', 'bollix_up', 'bollocks', 'boast', 'gas', 'vaunt', 'blow_out', 'gust', 'shove_along', 'mishandle', 'shock', 'fumble', 'foul_up', 'ball_up', 'waste', 'bodge', 'shove_off', 'tout', 'be_adrift', 'bollocks_up', 'bump', 'mess_up', 'shoot_a_line', 'float', 'louse_up', 'bobble', 'bollix', 'muff', 'suck', 'nose_candy', 'botch', 'reversal', 'spoil', 'gasconade', 'snow']",The Judges of the Secret Court
familiar,"['fellow', 'familiar', 'associate', 'intimate', 'companion', 'comrade', 'conversant', 'familiar_spirit']",The Judges of the Secret Court
wakes,"['awake', 'stir_up', 'Wake_Island', 'awaken', 'fire_up', 'aftermath', 'viewing', 'come_alive', 'Wake', 'inflame', 'ignite', 'rouse', 'heat', 'waken', 'wake', 'backwash', 'wake_up', 'arouse']",The Judges of the Secret Court
applaud,"['acclaim', 'clap', 'applaud', 'spat']",The Judges of the Secret Court
crazy,"['nutcase', 'gaga', 'half-baked', 'crazy', 'wild', 'softheaded', 'disturbed', 'loony', 'brainsick', 'sick', 'unbalanced', 'demented', 'unhinged', 'screwball', 'mad', 'looney', 'dotty', 'weirdo']",The Judges of the Secret Court
Guns,"['shooter', 'heavy_weapon', 'accelerator_pedal', 'torpedo', 'grease-gun', 'ordnance', 'gunslinger', 'gun_for_hire', 'gas', 'hitman', 'accelerator', 'hired_gun', 'hit_man', 'artillery', 'gas_pedal', 'throttle', 'triggerman', 'gunman', 'gun']",The Judges of the Secret Court
billowed,"['wallow', 'surge', 'balloon', 'inflate', 'billow', 'heave']",The Judges of the Secret Court
Octoroon,['octoroon'],The Judges of the Secret Court
After,"['subsequently', 'afterwards', 'after', 'later_on', 'later', 'afterward']",The Judges of the Secret Court
increased,"['increased', 'increase']",The Judges of the Secret Court
plunged,"['engulf', 'engross', 'dump', 'dip', 'douse', 'dunk', 'plunge', 'dive', 'steep', 'soak_up', 'absorb', 'plunk', 'launch', 'souse', 'immerse']",The Judges of the Secret Court
heavily,"['intemperately', 'heavy', 'heavily', 'hard', 'to_a_great_extent']",The Judges of the Secret Court
soothed,"['solace', 'console', 'comfort', 'soothe']",The Judges of the Secret Court
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Judges of the Secret Court
except,"['exclude', 'demur', 'leave_off', 'leave_out', 'except', 'take_out', 'omit']",The Judges of the Secret Court
congress,"['congress', 'copulation', 'US_Congress', 'sexual_relation', 'relation', 'carnal_knowledge', 'United_States_Congress', 'coition', 'intercourse', 'sex_act', 'U.S._Congress', 'sexual_intercourse', 'sexual_congress', 'coitus', 'Congress']",The Judges of the Secret Court
has,"['sustain', 'experience', 'give_birth', 'make', 'take_in', 'hour_angle', 'suffer', 'have_got', 'cause', 'accept', 'own', 'have', 'feature', 'ingest', 'consume', 'get', 'bear', 'throw', 'induce', 'let', 'stimulate', 'birth', 'possess', 'take', 'deliver', 'give', 'HA', 'hold', 'receive']",The Judges of the Secret Court
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",The Judges of the Secret Court
tried,"['tried_and_true', 'seek', 'try', 'render', 'hear', 'test', 'adjudicate', 'sample', 'tested', 'attempt', 'tried', 'well-tried', 'prove', 'try_on', 'stress', 'time-tested', 'judge', 'try_out', 'strain', 'essay', 'taste', 'examine', 'assay']",The Judges of the Secret Court
Friday,"['Fri', 'Friday']",The Judges of the Secret Court
hopping,"['skip', 'hop-skip', 'hop']",The Judges of the Secret Court
for,[],The Judges of the Secret Court
move,"['actuate', 'relocation', 'movement', 'make_a_motion', 'motility', 'proceed', 'be_active', 'motion', 'incite', 'motivate', 'prompt', 'move', 'impress', 'strike', 'locomote', 'displace', 'run', 'propel', 'act', 'go', 'affect', 'travel']",The Judges of the Secret Court
Dr.,"['physician', 'MD', 'medico', 'Dr.', 'doctor', 'doc']",The Judges of the Secret Court
straight,"['direct', 'directly', 'straightaway', 'straight', 'unbent', 'square', 'uncoiled', 'unbowed', 'true', 'full-strength', 'straightforward', 'straight_person', 'flat', 'heterosexual_person', 'neat', 'heterosexual', 'consecutive']",The Judges of the Secret Court
She,[],The Judges of the Secret Court
mantrap,"['lulu', 'smasher', 'peach', 'sweetheart', 'dish', 'knockout', 'ravisher', 'looker', 'beauty', 'mantrap', 'stunner']",The Judges of the Secret Court
He,"['He', 'helium', 'atomic_number_2', 'he']",The Judges of the Secret Court
Trenchard,[],The Judges of the Secret Court
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",The Judges of the Secret Court
rear,"['butt', 'stern', 'erect', 'back_end', 'tail_end', 'hindquarters', 'fanny', 'tush', 'raise', 'lift', 'tail', 'buttocks', 'buns', 'posterior', 'keister', 'back', 'tooshie', 'nates', 'rearward', 'prat', 'seat', 'nurture', 'ass', 'put_up', 'hind_end', 'rise', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'bring_up', 'rump', 'set_up', 'rear_end', 'derriere', 'fundament', 'rise_up', 'arse', 'parent']",The Judges of the Secret Court
merely,"['simply', 'merely', 'only', 'just', 'but']",The Judges of the Secret Court
room,"['way', 'room', 'elbow_room', 'board']",The Judges of the Secret Court
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",The Judges of the Secret Court
blamed,"['goddamn', 'blessed', 'find_fault', 'blame', 'goddam', 'damned', 'blasted', 'deuced', 'blamed', 'infernal', 'charge', 'fault', 'goddamned', 'darned', 'damn', 'pick']",The Judges of the Secret Court
draped,"['cloak', 'robe', 'drape', 'clothed', 'mantled', 'clothe', 'draped', 'wrapped', 'cloaked']",The Judges of the Secret Court
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Judges of the Secret Court
fog,"['obnubilate', 'haze_over', 'murk', 'murkiness', 'obscure', 'haze', 'becloud', 'daze', 'befog', 'mist', 'fog', 'fogginess', 'cloud']",The Judges of the Secret Court
theatre,"['field', 'dramatics', 'theater_of_operations', 'house', 'field_of_operations', 'theatre_of_operations', 'theatre', 'theater', 'dramatic_art', 'dramaturgy']",The Judges of the Secret Court
star,"['prima', 'champion', 'adept', 'mavin', 'whiz', 'whizz', 'star', 'wiz', 'leading', 'hotshot', 'starring', 'stellar', 'sensation', 'headliner', 'virtuoso', 'superstar', 'principal', 'lead', 'star_topology', 'genius', 'wizard', 'asterisk', 'ace', 'maven']",The Judges of the Secret Court
ones,"['one', '1', 'I', 'single', 'unity', 'ace']",The Judges of the Secret Court
and,[],The Judges of the Secret Court
actors,"['role_player', 'histrion', 'actor', 'player', 'doer', 'thespian', 'worker']",The Judges of the Secret Court
believe,"['conceive', 'trust', 'believe', 'think', 'consider']",The Judges of the Secret Court
On,"['on', 'along']",The Judges of the Secret Court
I'm,[],The Judges of the Secret Court
Before,"['before', 'in_front', 'earlier', 'ahead']",The Judges of the Secret Court
rescue,"['deliver', 'delivery', 'saving', 'deliverance', 'rescue']",The Judges of the Secret Court
disappeared,"['disappear', 'melt', 'evaporate', 'go_away', 'vanish']",The Judges of the Secret Court
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",The Judges of the Secret Court
pressed,"['crusade', 'conjure', 'compact', 'exhort', 'weightlift', 'pressed', 'fight', 'iron', 'press_out', 'push', 'constrict', 'compress', 'squeeze', 'adjure', 'iron_out', 'press', 'weigh', 'weight-lift', 'entreat', 'urge', 'campaign', 'contract', 'beseech', 'bid', 'agitate', 'urge_on']",The Judges of the Secret Court
somewhere,"['someplace', 'somewhere']",The Judges of the Secret Court
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",The Judges of the Secret Court
afterwards,"['subsequently', 'afterwards', 'after', 'later_on', 'later', 'afterward']",The Judges of the Secret Court
clammy,"['clammy', 'dank']",The Judges of the Secret Court
misfired,['misfire'],The Judges of the Secret Court
prescription,"['ethical_drug', 'prescription', 'prescription_drug', 'prescription_medicine']",The Judges of the Secret Court
balance,"['remainder', 'counterweight', 'rest', 'poise', 'proportion', 'equalizer', 'correspondence', 'equilibrise', 'equilibrium', 'Libra_the_Balance', 'balance', 'counterpoise', 'residual', 'residuum', 'balance_wheel', 'equilibrate', 'counterbalance', 'equilibrize', 'symmetry', 'proportionality', 'equipoise', 'Libra', 'Libra_the_Scales', 'Balance', 'residue', 'symmetricalness', 'equaliser']",The Judges of the Secret Court
out,"['come_out', 'forbidden', 'taboo', 'stunned', 'tabu', 'away', 'extinct', 'kayoed', 'prohibited', 'proscribed', 'come_out_of_the_closet', 'out', 'verboten', 'knocked_out', ""KO'd""]",The Judges of the Secret Court
too,"['excessively', 'overly', 'besides', 'also', 'to_a_fault', 'likewise', 'as_well', 'too']",The Judges of the Secret Court
punish,"['penalise', 'penalize', 'punish']",The Judges of the Secret Court
lower,"['humiliated', 'lower_berth', 'low-down', 'low-pitched', 'abject', 'dispirited', 'down', 'lowly', 'low', 'crushed', 'low-spirited', 'broken', 'frown', 'lour', 'take_down', 'get_down', 'depressed', 'depleted', 'scummy', 'lower', 'humble', 'low-toned', 'down_in_the_mouth', 'glower', 'miserable', 'depress', 'blue', 'let_down', 'downhearted', 'gloomy', 'downcast', 'scurvy', 'modest', 'turn_down', 'bring_down', 'grim', 'small', 'humbled']",The Judges of the Secret Court
",",[],The Judges of the Secret Court
such,['such'],The Judges of the Secret Court
top,"['circus_tent', 'tip', 'elevation', 'pinnacle', 'clear', 'whirligig', 'top_out', 'teetotum', 'overstep', 'go_past', 'round_top', 'exceed', 'upside', 'meridian', 'summit', 'tiptop', 'top_of_the_inning', 'crest', 'height', 'acme', 'cover', 'top', 'big_top', 'pass', 'pinch', 'top_off', 'lead', 'top_side', 'superlative', 'transcend', 'crown', 'peak', 'upper_side', 'spinning_top']",The Judges of the Secret Court
mistaking,"['misunderstanding', 'misidentify', 'slip', 'mistake', 'mistaking', 'misinterpretation', 'err']",The Judges of the Secret Court
caught,"['take_in', 'see', 'take_hold_of', 'enamour', 'pick_up', 'watch', 'trance', 'bewitch', 'captivate', 'overtake', 'beguile', 'catch', 'arrest', 'overhear', 'get', 'entrance', 'becharm', 'catch_up_with', 'view', 'grab', 'enchant', 'fascinate', 'trip_up', 'capture', 'hitch', 'charm', 'enamor']",The Judges of the Secret Court
Lincoln's,[],The Judges of the Secret Court
New,"['unexampled', 'New', 'freshly', 'new', 'newly', 'raw', 'Modern', 'young', 'newfangled', 'fresh', 'novel']",The Judges of the Secret Court
Everything,[],The Judges of the Secret Court
