w,vector_semantico
stays,"['arrest', 'bide', 'abide', 'last_out', 'stoppage', 'hitch', 'persist', 'quell', 'halt', 'stop', 'appease', 'stay_on', 'stay_put', 'continue', 'outride', 'stays', 'corset', 'girdle', 'rest', 'stick', 'stay', 'detain', 'stick_around', 'remain', 'delay', 'ride_out', 'check']",Encounter with Evil
jacket,"['crown', 'cap', 'jacket', 'jacket_crown', 'crownwork']",Encounter with Evil
Chicago,"['Newmarket', 'Michigan', 'Windy_City', 'Chicago', 'stops', 'boodle']",Encounter with Evil
because,[],Encounter with Evil
luck,"['hazard', 'chance', 'destiny', 'portion', 'lot', 'fate', 'fortune', 'circumstances', 'luck']",Encounter with Evil
),[],Encounter with Evil
onto,[],Encounter with Evil
driver's,[],Encounter with Evil
hand,"['pass_on', 'mitt', 'turn_over', 'hand', 'manus', 'script', 'deal', 'hired_hand', 'pass', 'helping_hand', 'handwriting', 'give', 'bridge_player', 'paw', 'reach', 'hired_man']",Encounter with Evil
angry,"['wild', 'angry', 'raging', 'furious', 'tempestuous']",Encounter with Evil
girl,"['female_child', 'young_lady', 'missy', 'girlfriend', 'lady_friend', 'young_woman', 'fille', 'little_girl', 'girl', 'daughter', 'miss']",Encounter with Evil
detailed,"['detailed', 'detail', 'elaborated', 'elaborate']",Encounter with Evil
safe,"['prophylactic', 'dependable', 'safety', 'good', 'rubber', 'secure', 'condom', 'safe']",Encounter with Evil
walk,"['take_the_air', 'walking', 'walk_of_life', 'walk', 'pass', 'walkway', 'manner_of_walking', 'paseo', 'base_on_balls']",Encounter with Evil
enable,['enable'],Encounter with Evil
will,"['testament', 'volition', 'leave', 'will', 'bequeath']",Encounter with Evil
lowered,"['lour', 'glower', 'bring_down', 'lower', 'take_down', 'depress', 'let_down', 'frown', 'get_down', 'lowered', 'turn_down']",Encounter with Evil
but,"['but', 'simply', 'just', 'only', 'merely']",Encounter with Evil
come,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Encounter with Evil
door,"['door', 'room_access', 'doorway', 'threshold']",Encounter with Evil
everything,[],Encounter with Evil
again,"['over_again', 'once_again', 'once_more', 'again']",Encounter with Evil
He,"['atomic_number_2', 'he', 'helium', 'He']",Encounter with Evil
finding,"['get_hold', 'finding', 'discover', 'line_up', 'receive', 'get', 'encounter', 'incur', 'recover', 'bump', 'witness', 'find_out', 'find_oneself', 'feel', 'obtain', 'find', 'retrieve', 'detect', 'chance', 'see', 'rule', 'ascertain', 'determination', 'notice', 'determine', 'observe', 'happen', 'regain', 'come_up']",Encounter with Evil
zipped,"['zipper', 'hurry', 'speed', 'zip', 'travel_rapidly', 'zip_up']",Encounter with Evil
sturdy,"['hardy', 'inflexible', 'sturdy', 'uncompromising', 'stout', 'stalwart', 'tough']",Encounter with Evil
opening,"['spread_out', 'possible_action', 'opening', 'give', 'open_up', 'porta', 'curtain_raising', 'gap', 'open', 'chess_opening', 'orifice', 'opening_night', 'spread', 'afford', 'hatchway', 'unfold', 'possibility', 'first_step', 'opening_move', 'initiative', 'scuttle']",Encounter with Evil
calling,"['foretell', 'career', 'calling', 'send_for', 'call_off', 'vocation', 'scream', 'call', 'phone', 'holler', 'name', 'shout', 'cry', 'call_up', 'prognosticate', 'hollo', 'anticipate', 'promise', 'ring', 'shout_out', 'forebode', 'bid', 'address', 'yell', 'predict', 'telephone', 'squall', 'call_in', 'visit']",Encounter with Evil
distance,"['outstrip', 'outdistance', 'space', 'length', 'distance', 'aloofness']",Encounter with Evil
sideboard,"['sideboard', 'counter', 'buffet']",Encounter with Evil
narrow,"['specialize', 'contract', 'peg_down', 'nail_down', 'constrict', 'pin_down', 'specify', 'minute', 'narrow_down', 'specialise', 'narrow-minded', 'narrow', 'constringe']",Encounter with Evil
hundred,"['100', 'one_C', 'c', 'C', 'one_hundred', 'hundred', 'century']",Encounter with Evil
knows,"['experience', 'make_out', 'hump', 'acknowledge', 'cognize', 'cognise', 'have_it_away', 'know', 'have_a_go_at_it', 'have_sex', 'sleep_together', 'make_love', 'get_it_on', 'fuck', 'recognize', 'live', 'do_it', 'be_intimate', 'get_laid', 'love', 'bang', 'recognise', 'screw', 'sleep_with', 'eff', 'lie_with', 'bed', 'jazz', 'roll_in_the_hay', 'have_intercourse', 'bonk', 'have_it_off']",Encounter with Evil
(,[],Encounter with Evil
solid,"['solidness', 'substantial', 'solid_state', 'firm', 'self-colored', 'square', 'satisfying', 'whole', 'strong', 'upstanding', 'hearty', 'unanimous', 'self-coloured', 'solid']",Encounter with Evil
call,"['birdcall', 'foretell', 'vociferation', 'outcry', 'Call', 'birdsong', 'claim', 'send_for', 'call_off', 'scream', 'call', 'phone', 'holler', 'shout', 'name', 'cry', 'song', 'call_up', 'prognosticate', 'hollo', 'anticipate', 'telephone_call', 'promise', 'ring', 'shout_out', 'phone_call', 'forebode', 'bid', 'address', 'yell', 'predict', 'call_option', 'telephone', 'squall', 'call_in', 'visit', 'margin_call']",Encounter with Evil
toward,[],Encounter with Evil
yourself,[],Encounter with Evil
lost,"['disoriented', 'mislay', 'doomed', 'lose', 'suffer', 'lost', 'bemused', 'recede', 'misplace', 'mazed', 'at_sea', 'fall_behind', 'turn_a_loss', 'miss', 'preoccupied', 'drop_off', 'confounded', 'fall_back', 'baffled', 'befuddled', 'confused', 'missed', 'bewildered', 'mixed-up', 'helpless', 'deep_in_thought']",Encounter with Evil
sad,"['sad', 'sorry', 'pitiful', 'distressing', 'deplorable', 'lamentable']",Encounter with Evil
trembling,"['trembling', 'tremble', 'quiver', 'vibration', 'shaky', 'shaking', 'shakiness', 'shivering', 'palpitation', 'quivering']",Encounter with Evil
point,"['taper', 'steer', 'item', 'full_stop', 'decimal_point', 'manoeuvre', 'channelize', 'level', 'luff', 'head', 'place', 'betoken', 'target', 'distributor_point', 'period', 'percentage_point', 'point', 'detail', 'manoeuver', 'power_point', 'tip', 'stop', 'show', 'guide', 'gunpoint', 'maneuver', 'breaker_point', 'sharpen', 'point_in_time', 'direct', 'peak', 'channelise', 'dot', 'repoint', 'stage', 'degree', 'indicate', 'designate', 'charge', 'signal', 'pointedness', 'full_point', 'compass_point', 'spot', 'orient', 'aim', 'bespeak']",Encounter with Evil
use,"['apply', 'utilisation', 'function', 'employ', 'habituate', 'utilise', 'employment', 'purpose', 'use_of_goods_and_services', 'use', 'practice', 'exercise', 'role', 'manipulation', 'consumption', 'utilization', 'expend', 'enjoyment', 'economic_consumption', 'usage', 'utilize', 'usance', 'habit']",Encounter with Evil
this,[],Encounter with Evil
stop,"['arrest', 'occlusion', 'full_stop', 'block', 'intercept', 'finish', 'layover', 'plosive_consonant', 'quit', 'lay_off', 'cease', 'period', 'occlusive', 'point', 'stoppage', 'hitch', 'kibosh', 'block_up', 'blockade', 'halt', 'plosive_speech_sound', 'stop', 'hold_back', 'end', 'barricade', 'contain', 'block_off', 'stopover', 'blockage', 'bar', 'discontinue', 'diaphragm', 'stay', 'plosive', 'turn_back', 'catch', 'closure', 'stop_over', 'break_off', 'full_point', 'hold_on', 'terminate', 'break', 'check', 'stop_consonant', 'give_up']",Encounter with Evil
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Encounter with Evil
gaze,"['gaze', 'stare', 'regard']",Encounter with Evil
despair,"['despair', 'desperation']",Encounter with Evil
brains,"['mentality', 'encephalon', 'mind', 'brainiac', 'learning_ability', 'brain', 'nous', 'mastermind', 'psyche', 'genius', 'brainpower', 'Einstein', 'mental_capacity', 'head', 'wit']",Encounter with Evil
started,"['pop', 'come_out', 'jump', 'bulge_out', 'part', 'depart', 'get_down', 'initiate', 'start_out', 'get_going', 'originate', 'set_about', 'take_off', 'embark_on', 'bug_out', 'get', 'lead_off', 'set_off', 'commence', 'start', 'start_up', 'pop_out', 'set_out', 'begin', 'startle', 'protrude', 'go', 'bulge', 'take_up', 'set_forth']",Encounter with Evil
teeth,"['tooth', 'teeth', 'dentition']",Encounter with Evil
alive,"['alive', 'alert', 'live', 'animated', 'awake', 'active']",Encounter with Evil
gets,"['arrest', 'experience', 'pose', 'come', 'mystify', 'sustain', 'puzzle', 'induce', 'fuck_off', 'stupefy', 'fix', 'take', 'amaze', 'get_down', 'start_out', 'beget', 'generate', 'develop', 'suffer', 'bugger_off', 'make', 'contract', 'set_about', 'pay_off', 'cause', 'get', 'receive', 'bring', 'incur', 'gravel', 'commence', 'beat', 'draw', 'sire', 'become', 'capture', 'baffle', 'start', 'arrive', 'scram', 'acquire', 'drive', ""get_under_one's_skin"", 'nonplus', 'bewilder', 'perplex', 'pay_back', 'set_out', 'have', 'begin', 'buzz_off', 'mother', 'obtain', 'find', 'stick', 'flummox', 'bring_forth', 'stimulate', 'fetch', 'catch', 'let', 'produce', 'go', 'vex', 'engender', 'grow', 'father', 'dumbfound', 'aim', 'convey']",Encounter with Evil
scratch,"['dinero', 'scar', 'clams', 'grave', 'bread', 'kale', 'excoriation', 'mark', 'gelt', 'cancel', 'engrave', 'starting_line', 'call_off', 'scrub', 'scratch_up', 'scrape_up', 'chicken_feed', 'chafe', 'cacography', 'abrasion', 'cabbage', 'start', 'slit', 'loot', 'rub', 'lolly', 'inscribe', 'scraping', 'scrawl', 'dent', 'wampum', 'scratch', 'scratching', 'lucre', 'moolah', 'dough', 'fret', 'strike', 'scrape', 'lettuce', 'sugar', 'fray', 'itch', 'incision', 'simoleons', 'scribble', 'excise', 'shekels', 'pelf', 'scratch_line', 'expunge', 'boodle', 'prick', 'come_up']",Encounter with Evil
Dammit,[],Encounter with Evil
Where,[],Encounter with Evil
green,"['viridity', 'greenish', 'K', 'fleeceable', 'Green_River', 'common', 'dark-green', 'Green', 'unripe', 'William_Green', 'cat_valium', 'park', 'putting_green', 'immature', 'leafy_vegetable', 'jet', 'greenness', 'green', 'super_acid', 'light-green', 'putting_surface', 'unripened', 'honey_oil', 'gullible', 'super_C', 'greens', 'special_K', 'commons']",Encounter with Evil
comes,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Encounter with Evil
curled,"['kink', 'draw_in', 'loop', 'curve', 'coil', 'curl_up', 'curled', 'curling', 'wave', 'curl']",Encounter with Evil
spread,"['cattle_farm', 'facing_pages', 'spread_head', 'circularize', 'circulate', 'spread_out', 'spreadhead', 'circularise', 'outspread', 'feast', 'pass_around', 'bed_cover', 'gap', 'overspread', 'disperse', 'go_around', 'open', 'bedspread', 'fan_out', 'spreading', 'propagate', 'bed_covering', 'spread', 'cattle_ranch', 'counterpane', 'banquet', 'distribute', 'bedcover', 'unfold', 'diffuse', 'disseminate', 'paste', 'ranch', 'scatter', 'dispersed', 'broadcast']",Encounter with Evil
instance,"['example', 'representative', 'case', 'illustrate', 'illustration', 'exemplify', 'instance']",Encounter with Evil
heart,"['affection', 'ticker', 'fondness', 'pump', 'spirit', 'pith', 'nerve', 'centre', 'nub', 'substance', 'heart_and_soul', 'inwardness', 'warmheartedness', 'kernel', 'marrow', 'tenderness', 'essence', 'core', 'gist', 'bosom', 'philia', 'heart', 'warmness', 'mettle', 'eye', 'nitty-gritty', 'center', 'affectionateness', 'sum', 'middle', 'meat', 'spunk']",Encounter with Evil
slum,"['slum_area', 'slum']",Encounter with Evil
.,[],Encounter with Evil
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Encounter with Evil
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",Encounter with Evil
wet,"['pie-eyed', 'sozzled', 'squiffy', 'cockeyed', 'loaded', 'sloshed', 'pixilated', 'fuddled', 'blotto', 'crocked', 'stiff', 'soaked', 'moisture', 'slopped', 'plastered', 'wet', 'lactating', 'tight', 'besotted', 'soused', 'smashed', 'pissed', 'blind_drunk']",Encounter with Evil
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Encounter with Evil
work,"['make_for', 'ferment', 'oeuvre', 'mould', 'do_work', 'cultivate', 'function', 'influence', 'puzzle_out', 'mold', 'make', 'forge', 'put_to_work', 'process', 'employment', 'piece_of_work', 'study', 'bring', 'work_on', 'knead', 'work_out', 'solve', 'operate', 'body_of_work', 'exploit', 'exercise', 'turn', 'shape', 'wreak', 'figure_out', 'run', 'workplace', 'act', 'lick', 'work', 'go', 'form', 'sour', 'crop', 'play', 'act_upon']",Encounter with Evil
husband's,[],Encounter with Evil
walking,"['walk', 'walk-to', 'take_the_air', 'walking']",Encounter with Evil
attempts,"['attempt', 'set_about', 'seek', 'try', 'effort', 'endeavour', 'undertake', 'assay', 'attack', 'essay', 'endeavor']",Encounter with Evil
never,"['never', ""ne'er""]",Encounter with Evil
arms,"['subdivision', 'build_up', 'gird', 'branch', 'fortify', 'weapon', 'arms', 'weapon_system', 'weapons_system', 'limb', 'implements_of_war', 'blazonry', 'sleeve', 'munition', 'blazon', 'weaponry', 'arm', 'coat_of_arms']",Encounter with Evil
frightened,"['scared', 'panic-struck', 'affright', 'frightened', 'panic-stricken', 'frighten', 'fright', 'panicky', 'terrified', 'scare', 'panicked']",Encounter with Evil
careful,"['heedful', 'careful', 'measured', 'deliberate', 'thrifty']",Encounter with Evil
spot,"['office', 'make_out', 'slur', 'post', 'spy', 'situation', 'espy', 'discern', 'speckle', 'blot', 'place', 'distinguish', 'topographic_point', 'berth', 'point', 'smudge', 'stain', 'recognize', 'blemish', 'tell_apart', 'descry', 'position', 'recognise', 'spotlight', 'maculation', 'dapple', 'pick_out', 'smirch', 'billet', 'daub', 'touch', 'bit', 'spot', 'patch', 'smear', 'blob', 'fleck', 'pip']",Encounter with Evil
break,"['burst', 'break_dance', 'give_way', 'go_against', 'fail', 'rupture', 'jailbreak', 'break_up', 'weaken', 'bust', 'falling_out', 'gap', 'fault', 'geological_fault', 'wear', 'fall_in', 'good_luck', 'break_off', 'let_out', 'come_apart', 'break_away', 'give_away', 'prisonbreak', 'part', 'better', 'conk_out', 'reveal', 'give', 'bring_out', 'develop', 'prison-breaking', 'damp', 'stop', 'fall_apart', 'wear_out', 'give_out', 'recess', 'intermission', 'fracture', 'breaking', 'get_around', 'transgress', 'go', 'severance', 'break', 'breakout', 'rift', 'disruption', 'pause', 'gaolbreak', 'violate', 'disclose', 'discover', 'separate', 'split', 'relegate', 'recrudesce', 'unwrap', 'founder', 'break_out', 'bump', 'interruption', 'demote', 'divulge', 'faulting', 'breach', 'crack', 'break_of_serve', 'break_in', 'die', 'erupt', 'kick_downstairs', 'dampen', 'shift', 'happy_chance', 'interrupt', 'snap_off', 'expose', 'smash', 'break-dance', 'let_on', 'soften', 'respite', 'get_out', 'split_up', 'ruin', 'time_out', 'offend', 'collapse', 'bankrupt', 'breakage', 'break_down', 'intermit', 'suspension', 'discontinue', 'open_frame', 'cave_in', 'infract', 'check', 'go_bad']",Encounter with Evil
put,"['invest', 'pose', 'position', 'put_option', 'commit', 'cast', 'set', 'couch', 'redact', 'assign', 'frame', 'put', 'place', 'arrange', 'order', 'set_up', 'lay']",Encounter with Evil
few,['few'],Encounter with Evil
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",Encounter with Evil
appeared,"['seem', 'come_out', 'come_along', 'appear', 'look']",Encounter with Evil
glass,"['glass', 'shabu', 'glaze_over', 'looking_glass', 'chalk', 'chicken_feed', 'spyglass', 'meth', 'glass_over', 'trash', 'Methedrine', 'glassful', 'ice', 'methamphetamine_hydrochloride', 'field_glass', 'crank', 'drinking_glass', 'glass_in', 'methamphetamine', 'glaze', 'deoxyephedrine']",Encounter with Evil
hadn't,[],Encounter with Evil
delinquency,"['willful_neglect', 'juvenile_delinquency', 'dereliction', 'delinquency']",Encounter with Evil
sniggered,"['snicker', 'snigger']",Encounter with Evil
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Encounter with Evil
dangers,"['danger', 'risk', 'peril']",Encounter with Evil
Walk,"['take_the_air', 'walking', 'walk_of_life', 'walk', 'pass', 'walkway', 'manner_of_walking', 'paseo', 'base_on_balls']",Encounter with Evil
under,"['below', 'under', 'nether']",Encounter with Evil
Lauren,[],Encounter with Evil
rash,"['foolhardy', 'roseola', 'reckless', 'blizzard', 'skin_rash', 'heady', 'efflorescence', 'rash']",Encounter with Evil
waved,"['flourish', 'undulate', 'roll', 'beckon', 'brandish', 'wave', 'curl', 'flap']",Encounter with Evil
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Encounter with Evil
between,"['betwixt', ""'tween"", 'between']",Encounter with Evil
their,[],Encounter with Evil
if,[],Encounter with Evil
thumb,"['thumb', 'riffle', 'riff', 'pollex', 'hitch', 'flip', 'leaf', 'quarter_round', 'finger', 'flick', 'ovolo', 'hitchhike']",Encounter with Evil
Steiner,"['Steiner', 'Rudolf_Steiner']",Encounter with Evil
would,[],Encounter with Evil
stood,"['tolerate', 'brook', 'endure', 'stomach', 'bear', 'support', 'stand_up', 'place_upright', 'fend', 'stand', 'digest', 'resist', 'put_up', 'abide', 'suffer', 'stick_out', 'remain_firm']",Encounter with Evil
before,"['ahead', 'in_front', 'before', 'earlier']",Encounter with Evil
watched,"['watch', 'catch', 'look_on', 'check', 'view', 'watch_over', 'see', 'watch_out', 'keep_an_eye_on', 'follow', 'ascertain', 'determine', 'find_out', 'learn', 'look_out', 'observe', 'take_in']",Encounter with Evil
tore,"['buck', 'pluck', 'charge', 'snap', 'torus', 'deplume', 'shoot', 'tear', 'pull', 'tore', 'shoot_down', 'deplumate', 'bust', 'displume', 'rupture']",Encounter with Evil
profanity,['profanity'],Encounter with Evil
borrow,"['take_over', 'adopt', 'take_up', 'borrow']",Encounter with Evil
greasy,"['oily', 'oleaginous', 'sebaceous', 'greasy']",Encounter with Evil
closed,"['shut', 'conclude', 'come_together', 'shut_down', 'fill_up', 'close_up', 'unopen', 'close', 'closed_in', 'closed', 'unsympathetic', 'fold', 'close_down']",Encounter with Evil
bottles,"['nursing_bottle', 'bottleful', 'feeding_bottle', 'bottle']",Encounter with Evil
yesterday,['yesterday'],Encounter with Evil
says,"['state', 'pronounce', 'enounce', 'read', 'aver', 'allege', 'articulate', 'say', 'tell', 'suppose', 'sound_out', 'enunciate', 'enjoin', 'order']",Encounter with Evil
works,"['make_for', 'whole_kit_and_caboodle', 'oeuvre', 'ferment', 'mould', 'plant', 'deeds', 'do_work', 'cultivate', 'function', 'influence', 'puzzle_out', 'workings', 'mold', 'make', 'forge', 'put_to_work', 'whole_shebang', 'piece_of_work', 'employment', 'study', 'process', 'bring', 'work_on', 'knead', 'work_out', 'solve', 'operate', 'body_of_work', 'exploit', 'exercise', 'turn', 'shape', 'whole_works', 'wreak', 'works', 'figure_out', 'run', 'workplace', 'full_treatment', 'act', 'lick', 'work', 'whole_kit_and_boodle', 'whole_caboodle', 'kit_and_boodle', 'go', 'form', 'sour', 'crop', 'play', 'whole_kit', 'act_upon', 'kit_and_caboodle', 'industrial_plant']",Encounter with Evil
my,[],Encounter with Evil
bridge,"['bridge_circuit', 'bridge', 'span', 'bridgework', 'bridge_deck', 'nosepiece', 'bridge_over']",Encounter with Evil
And,[],Encounter with Evil
nose,"['olfactory_organ', 'horn_in', 'scent', 'nose', 'nozzle', 'nuzzle', 'wind', 'pry', 'intrude', 'poke']",Encounter with Evil
What,[],Encounter with Evil
home,"['dwelling_house', 'place', 'household', 'domicile', 'habitation', 'family', 'internal', 'base', 'dwelling', 'national', 'menage', 'nursing_home', 'home_plate', 'home', 'home_base', 'rest_home', 'abode', 'plate', 'house', 'interior']",Encounter with Evil
for,[],Encounter with Evil
fast,"['truehearted', 'firm', 'quick', 'libertine', 'flying', 'debauched', 'tight', 'degraded', 'riotous', 'loyal', 'immobile', 'fast', 'degenerate', 'profligate', 'fasting', 'dissolute', 'dissipated']",Encounter with Evil
grinned,['grin'],Encounter with Evil
hell,"['inferno', 'underworld', 'Hell', 'infernal_region', 'sin', 'hellhole', 'blaze', 'Hades', 'hell', 'snake_pit', 'netherworld', 'nether_region', 'pit', 'the_pits', 'hell_on_earth', 'Inferno', 'Scheol', 'perdition']",Encounter with Evil
heard,"['listen', 'get_a_line', 'take_heed', 'see', 'get_word', 'try', 'heard', 'get_wind', 'learn', 'find_out', 'discover', 'hear', 'pick_up']",Encounter with Evil
waited,"['hold_off', 'waitress', 'wait', 'expect', 'await', 'hold_back', 'look']",Encounter with Evil
nasty,"['filthy', 'foul', 'tight', 'cruddy', 'nasty', 'smutty', 'awful']",Encounter with Evil
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",Encounter with Evil
am,"['embody', 'americium', 'exist', 'follow', 'live', 'amplitude_modulation', 'equal', 'personify', 'cost', 'represent', 'make_up', 'Master_of_Arts', 'be', 'atomic_number_95', 'MA', 'AM', 'comprise', 'constitute', 'Artium_Magister', 'Am']",Encounter with Evil
convey,"['carry', 'communicate', 'express', 'conduct', 'channel', 'fetch', 'transmit', 'bring', 'impart', 'get', 'take', 'convey']",Encounter with Evil
tourists,"['tourer', 'holidaymaker', 'tourist']",Encounter with Evil
trickling,"['trickle', 'filter', 'dribble']",Encounter with Evil
those,[],Encounter with Evil
shoe,"['brake_shoe', 'skid', 'horseshoe', 'shoe']",Encounter with Evil
measured,"['measure_out', 'quantify', 'metrical', 'valuate', 'appraise', 'assess', 'careful', 'value', 'evaluate', 'measure', 'mensural', 'measured', 'calculated', 'deliberate', 'metric', 'mensurate', 'mensurable']",Encounter with Evil
dark,"['nighttime', 'morose', 'drear', 'dreary', 'wickedness', 'dark', 'benighted', 'gloomy', 'sinister', 'dark-skinned', 'non-white', 'dingy', 'glum', 'grim', 'night', 'disconsolate', 'iniquity', 'obscure', 'darkness', 'drab', 'sorry', 'coloured', 'dour', 'glowering', 'shadow', 'black', 'sullen', 'saturnine', 'colored', 'moody', 'sour', 'dismal', 'blue']",Encounter with Evil
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Encounter with Evil
