w,vector_semantico
call,"['birdcall', 'foretell', 'vociferation', 'outcry', 'Call', 'birdsong', 'claim', 'send_for', 'call_off', 'scream', 'call', 'phone', 'holler', 'shout', 'name', 'cry', 'song', 'call_up', 'prognosticate', 'hollo', 'anticipate', 'telephone_call', 'promise', 'ring', 'shout_out', 'phone_call', 'forebode', 'bid', 'address', 'yell', 'predict', 'call_option', 'telephone', 'squall', 'call_in', 'visit', 'margin_call']",The Star Dwellers
toward,[],The Star Dwellers
lost,"['disoriented', 'mislay', 'doomed', 'lose', 'suffer', 'lost', 'bemused', 'recede', 'misplace', 'mazed', 'at_sea', 'fall_behind', 'turn_a_loss', 'miss', 'preoccupied', 'drop_off', 'confounded', 'fall_back', 'baffled', 'befuddled', 'confused', 'missed', 'bewildered', 'mixed-up', 'helpless', 'deep_in_thought']",The Star Dwellers
might,"['might', 'power', 'mightiness']",The Star Dwellers
ocean,"['ocean', 'sea']",The Star Dwellers
use,"['apply', 'utilisation', 'function', 'employ', 'habituate', 'utilise', 'employment', 'purpose', 'use_of_goods_and_services', 'use', 'practice', 'exercise', 'role', 'manipulation', 'consumption', 'utilization', 'expend', 'enjoyment', 'economic_consumption', 'usage', 'utilize', 'usance', 'habit']",The Star Dwellers
relief,"['rest_period', 'ministration', 'respite', 'alleviation', 'stand-in', 'reliever', 'assuagement', 'ease', 'succor', 'backup_man', 'relief', 'embossment', 'rilievo', 'moderation', 'sculptural_relief', 'relievo', 'backup', 'rest', 'succour', 'substitute', 'fill-in', 'easing', 'easement']",The Star Dwellers
Earthmen,"['tellurian', 'earthman', 'worldling', 'earthling']",The Star Dwellers
this,[],The Star Dwellers
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",The Star Dwellers
agitation,"['ferment', 'tempestuousness', 'fermentation', 'hullabaloo', 'excitement', 'turmoil', 'unrest', 'upheaval', 'agitation']",The Star Dwellers
alive,"['alive', 'alert', 'live', 'animated', 'awake', 'active']",The Star Dwellers
Where,[],The Star Dwellers
green,"['viridity', 'greenish', 'K', 'fleeceable', 'Green_River', 'common', 'dark-green', 'Green', 'unripe', 'William_Green', 'cat_valium', 'park', 'putting_green', 'immature', 'leafy_vegetable', 'jet', 'greenness', 'green', 'super_acid', 'light-green', 'putting_surface', 'unripened', 'honey_oil', 'gullible', 'super_C', 'greens', 'special_K', 'commons']",The Star Dwellers
good,"['dependable', 'just', 'proficient', 'undecomposed', 'dear', 'salutary', 'serious', 'thoroughly', 'respectable', 'upright', 'right', 'well', 'adept', 'practiced', 'ripe', 'skillful', 'secure', 'unspoiled', 'expert', 'effective', 'in_force', 'near', 'honorable', 'unspoilt', 'trade_good', 'sound', 'estimable', 'good', 'beneficial', 'honest', 'skilful', 'full', 'goodness', 'in_effect', 'commodity', 'safe', 'soundly']",The Star Dwellers
property,"['prop', 'belongings', 'dimension', 'attribute', 'holding', 'property', 'place']",The Star Dwellers
instance,"['example', 'representative', 'case', 'illustrate', 'illustration', 'exemplify', 'instance']",The Star Dwellers
heart,"['affection', 'ticker', 'fondness', 'pump', 'spirit', 'pith', 'nerve', 'centre', 'nub', 'substance', 'heart_and_soul', 'inwardness', 'warmheartedness', 'kernel', 'marrow', 'tenderness', 'essence', 'core', 'gist', 'bosom', 'philia', 'heart', 'warmness', 'mettle', 'eye', 'nitty-gritty', 'center', 'affectionateness', 'sum', 'middle', 'meat', 'spunk']",The Star Dwellers
instruments,"['instrumental_role', 'instrumentate', 'instrument', 'musical_instrument', 'tool', 'pawn', 'legal_instrument', 'official_document', ""cat's-paw"", 'legal_document']",The Star Dwellers
Nothing,"['nix', 'zero', 'naught', 'goose_egg', 'zilch', 'zip', 'zippo', 'nothing', 'cipher', 'cypher', 'nil', 'aught', 'null', 'nada']",The Star Dwellers
skies,"['flip', 'sky', 'ski', 'pitch', 'toss']",The Star Dwellers
.,[],The Star Dwellers
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",The Star Dwellers
it's,[],The Star Dwellers
passing,"['sink', 'casual', 'pass_away', 'passing_game', 'go_by', 'make_pass', 'croak', 'extremely', 'overhaul', 'departure', 'top', 'go_past', 'guide', 'slip_away', 'loss', 'go_across', 'take_place', 'fall_out', 'decease', 'go_along', 'authorise', 'go_on', 'spend', 'turn_over', 'buy_the_farm', 'hand', 'lead', 'happen', 'give-up_the_ghost', 'short-lived', 'transient', 'give', 'pass_along', 'elapse', 'exceedingly', 'pop_off', 'eliminate', 'conk', 'occur', 'overtake', 'lapse', ""cash_in_one's_chips"", 'glide_by', 'qualifying', 'expiration', 'passing', 'going', 'go', 'release', 'make_it', 'legislate', 'transitory', 'devolve', 'fugacious', 'overstep', 'hap', 'expire', 'travel_by', 'blow_over', 'slide_by', 'exceed', 'drop_dead', 'return', 'pass_off', 'cursory', 'slip_by', 'run', 'clear', 'transcend', 'perfunctory', 'egest', 'die', 'pass_on', 'go_through', 'passing_play', 'exit', 'snuff_it', 'come_about', 'communicate', 'evanesce', 'draw', 'extend', 'excrete', 'reach', 'passage', 'choke', 'fade', 'perish', 'ephemeral', 'surpass', 'kick_the_bucket', 'fall', 'pass_by', 'pass', 'fleet', 'super', 'put_across', 'authorize', 'overtaking']",The Star Dwellers
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",The Star Dwellers
work,"['make_for', 'ferment', 'oeuvre', 'mould', 'do_work', 'cultivate', 'function', 'influence', 'puzzle_out', 'mold', 'make', 'forge', 'put_to_work', 'process', 'employment', 'piece_of_work', 'study', 'bring', 'work_on', 'knead', 'work_out', 'solve', 'operate', 'body_of_work', 'exploit', 'exercise', 'turn', 'shape', 'wreak', 'figure_out', 'run', 'workplace', 'act', 'lick', 'work', 'go', 'form', 'sour', 'crop', 'play', 'act_upon']",The Star Dwellers
card,"['identity_card', 'lineup', 'posting', 'bill', 'tease', 'calling_card', 'add-in', 'bill_of_fare', 'placard', 'wit', 'poster', 'carte_du_jour', 'circuit_card', 'batting_order', 'visiting_card', 'board', 'menu', 'carte', 'wag', 'scorecard', 'circuit_board', 'card', 'plug-in', 'notice']",The Star Dwellers
never,"['never', ""ne'er""]",The Star Dwellers
put,"['invest', 'pose', 'position', 'put_option', 'commit', 'cast', 'set', 'couch', 'redact', 'assign', 'frame', 'put', 'place', 'arrange', 'order', 'set_up', 'lay']",The Star Dwellers
final,"['final_exam', 'net', 'final_examination', 'terminal', 'concluding', 'final', 'last']",The Star Dwellers
pause,"['intermit', 'intermission', 'suspension', 'break', 'interruption', 'pause', 'hesitate']",The Star Dwellers
habit,"['riding_habit', 'habit', 'use', 'substance_abuse', 'drug_abuse', 'wont']",The Star Dwellers
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",The Star Dwellers
reasoning,"['conclude', 'reasoning', 'intelligent', 'thinking', 'reason', 'reason_out', 'argue', 'abstract_thought', 'logical_thinking']",The Star Dwellers
power,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",The Star Dwellers
must,"['moldiness', 'mustiness', 'must']",The Star Dwellers
mankind,"['man', 'mankind', 'world', 'humanity', 'humankind', 'human_beings', 'humans', 'human_race']",The Star Dwellers
fact,['fact'],The Star Dwellers
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",The Star Dwellers
considering,"['moot', 'study', 'view', 'regard', 'weigh', 'count', 'look_at', 'see', 'consider', 'deal', 'turn_over', 'take', 'debate', 'think', 'deliberate', 'reckon', 'believe', 'conceive']",The Star Dwellers
under,"['below', 'under', 'nether']",The Star Dwellers
bigger,"['big', 'expectant', 'large', 'vainglorious', 'grownup', 'braggy', 'bighearted', 'enceinte', 'self-aggrandising', 'handsome', 'bigger', 'adult', 'fully_grown', 'magnanimous', 'full-grown', 'great', 'liberal', 'openhanded', 'giving', 'boastful', 'self-aggrandizing', 'freehanded', 'bad', 'crowing', 'prominent', 'bountiful', 'grown', 'larger', 'swelled', 'with_child', 'cock-a-hoop', 'gravid', 'braggart', 'bragging', 'bounteous', 'heavy']",The Star Dwellers
between,"['betwixt', ""'tween"", 'between']",The Star Dwellers
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",The Star Dwellers
their,[],The Star Dwellers
if,[],The Star Dwellers
most,"['to_the_highest_degree', 'most', 'nearly', 'well-nigh', 'almost', 'nigh', 'virtually', 'near', 'about']",The Star Dwellers
period,"['period', 'point', 'full_point', 'full_stop', 'menstruation', 'flow', 'catamenia', 'menstruum', 'period_of_time', 'stop', 'geological_period', 'time_period', 'menses']",The Star Dwellers
violations,"['trespass', 'usurpation', 'rape', 'intrusion', 'irreverence', 'assault', 'misdemeanour', 'violation', 'infringement', 'ravishment', 'infraction', 'encroachment', 'misdemeanor']",The Star Dwellers
would,[],The Star Dwellers
agreements,"['concord', 'understanding', 'correspondence', 'agreement', 'accord', 'arrangement']",The Star Dwellers
content,"['mental_object', 'content', 'subject_matter', 'cognitive_content', 'capacity', 'substance', 'subject', 'contentedness', 'message', 'depicted_object', 'contented']",The Star Dwellers
before,"['ahead', 'in_front', 'before', 'earlier']",The Star Dwellers
return,"['restoration', 'reelect', 'take_back', 'recurrence', 'take', 'homecoming', 'income_tax_return', 'give', 'comeback', 'restitution', 'revert', 'bring_back', 'refund', 'generate', 'proceeds', 'reappearance', 'hark_back', 'recall', 'deliver', 'takings', 'rejoin', 'return', 'repay', 'return_key', 'give_back', 'regress', 'payoff', 'yield', 'retort', 'riposte', 'getting_even', 'retrovert', 'tax_return', 'replication', 'counter', 'paying_back', 'turn_back', 'regaining', 'issue', 'fall', 'rejoinder', 'pass', 'coming_back', 'come_back', 'devolve', 'render']",The Star Dwellers
watched,"['watch', 'catch', 'look_on', 'check', 'view', 'watch_over', 'see', 'watch_out', 'keep_an_eye_on', 'follow', 'ascertain', 'determine', 'find_out', 'learn', 'look_out', 'observe', 'take_in']",The Star Dwellers
cloud,"['mottle', 'obscure', 'sully', 'swarm', 'fog', 'defile', 'taint', 'cloud', 'becloud', 'befog', 'overcast', 'corrupt', 'mist', 'obnubilate', 'haze_over', 'dapple']",The Star Dwellers
wait,"['hold', 'hold_off', 'waitress', 'wait', 'waiting', 'delay', 'expect', 'time_lag', 'await', 'hold_back', 'look', 'postponement']",The Star Dwellers
exercise,"['exercising', 'utilisation', 'physical_exercise', 'practice_session', 'employment', 'example', 'work_out', 'use', 'practice', 'exercise', 'do', 'recitation', 'utilization', 'practise', 'drill', 'exert', 'work', 'usage', 'physical_exertion', 'workout']",The Star Dwellers
preferences,"['preference', 'druthers', 'penchant', 'orientation', 'taste', 'predilection']",The Star Dwellers
emerged,"['come_out', 'issue', 'come_forth', 'emerge', 'go_forth', 'egress']",The Star Dwellers
wholly,"['altogether', 'entirely', 'whole', 'completely', 'wholly', 'all', 'totally']",The Star Dwellers
triggered,"['trip', 'spark_off', 'set_off', 'activate', 'spark', 'trigger_off', 'actuate', 'trigger', 'touch_off']",The Star Dwellers
treaty,"['treaty', 'pact', 'accord']",The Star Dwellers
sure,"['surely', 'sure', 'certainly', 'sure_as_shooting', 'for_sure', 'certain', 'for_certain', 'sure_enough', 'indisputable', 'trusted']",The Star Dwellers
my,[],The Star Dwellers
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",The Star Dwellers
precedent,"['case_in_point', 'precedent', 'common_law', 'case_law']",The Star Dwellers
dreamed,"['dreamed', 'daydream', 'stargaze', 'dream', 'woolgather']",The Star Dwellers
faintest,"['shadowy', 'fainthearted', 'faint-hearted', 'vague', 'wispy', 'dim', 'lightheaded', 'swooning', 'timid', 'light-headed', 'weak', 'feeble', 'light', 'faint']",The Star Dwellers
And,[],The Star Dwellers
To,[],The Star Dwellers
What,[],The Star Dwellers
complete,"['make_out', 'thoroughgoing', 'unadulterated', 'concluded', 'discharge', 'accomplished', 'stark', 'finish', 'pure', 'over', 'all_over', 'utter', 'gross', 'staring', 'terminated', 'sodding', 'double-dyed', 'dispatch', 'consummate', 'complete', 'perfect', 'ended', 'arrant', 'fill_out', 'fill_in', 'nail', 'everlasting']",The Star Dwellers
dot,"['DoT', 'Transportation', 'dust', 'Lucy_in_the_sky_with_diamonds', 'Department_of_Transportation', 'loony_toons', 'point', 'acid', 'pane', 'back_breaker', 'disperse', 'stud', 'dot', 'sprinkle', 'dose', 'superman', 'dit', 'Zen', 'constellate', 'window_pane', 'battery-acid', 'scatter', 'Elvis']",The Star Dwellers
heading,"['maneuver', 'gallery', 'steer', 'direct', 'point', 'channelise', 'manoeuvre', 'heading', 'drift', 'lead', 'manoeuver', 'channelize', 'header', 'head', 'bearing', 'aim', 'head_up', 'guide']",The Star Dwellers
for,[],The Star Dwellers
fast,"['truehearted', 'firm', 'quick', 'libertine', 'flying', 'debauched', 'tight', 'degraded', 'riotous', 'loyal', 'immobile', 'fast', 'degenerate', 'profligate', 'fasting', 'dissolute', 'dissipated']",The Star Dwellers
Union,"['trades_union', 'spousal_relationship', 'join', 'jointure', 'trade_union', 'labor_union', 'conjugation', 'matrimony', 'Federal', 'sexual_union', 'uniting', 'coupling', 'pairing', 'North', 'mating', 'conglutination', 'Union', 'sum', 'wedlock', 'unification', 'marriage', 'brotherhood', 'union']",The Star Dwellers
Nations,"['body_politic', 'state', 'Carry_Nation', 'land', 'nation', 'Nation', 'country', 'Carry_Amelia_Moore_Nation', 'commonwealth', 'res_publica']",The Star Dwellers
distinction,"['distinction', 'note', 'preeminence', 'eminence', 'differentiation']",The Star Dwellers
both,['both'],The Star Dwellers
proper,"['proper', 'right']",The Star Dwellers
enormous,"['tremendous', 'enormous']",The Star Dwellers
agree,"['match', 'concur', 'concord', 'consort', 'hold', 'agree', 'harmonise', 'correspond', 'jibe', 'gibe', 'accord', 'check', 'fit_in', 'harmonize', 'tally', 'fit']",The Star Dwellers
trust,"['hope', 'reliance', 'cartel', 'believe', 'corporate_trust', 'entrust', 'combine', 'confide', 'swear', 'bank', 'confidence', 'rely', 'commit', 'intrust', 'trustingness', 'trustfulness', 'desire', 'trust', 'faith']",The Star Dwellers
details,"['point', 'inside_information', 'detail', 'item', 'contingent', 'details', 'particular']",The Star Dwellers
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",The Star Dwellers
late,"['tardily', 'of_late', 'previous', 'later', 'belated', 'former', 'late', 'deep', 'recent', 'belatedly', 'recently', 'lately', 'tardy', 'latterly']",The Star Dwellers
Lucifer,"['match', 'daystar', 'friction_match', 'Prince_of_Darkness', 'Phosphorus', 'Old_Nick', 'lucifer', 'Satan', 'Devil', 'the_Tempter', 'morning_star', 'Lucifer', 'Beelzebub']",The Star Dwellers
am,"['embody', 'americium', 'exist', 'follow', 'live', 'amplitude_modulation', 'equal', 'personify', 'cost', 'represent', 'make_up', 'Master_of_Arts', 'be', 'atomic_number_95', 'MA', 'AM', 'comprise', 'constitute', 'Artium_Magister', 'Am']",The Star Dwellers
those,[],The Star Dwellers
United,"['link', 'merge', 'united', 'join', 'unify', 'combine', 'joined', 'connect', 'unite', 'link_up']",The Star Dwellers
dance,"['trip_the_light_fantastic', 'terpsichore', 'trip_the_light_fantastic_toe', 'dance', 'dancing', 'saltation']",The Star Dwellers
petty,"['petty_larceny', 'trivial', 'small-minded', 'secondary', 'piffling', 'piddling', 'petit_larceny', 'lowly', 'little', 'petty', 'subaltern', 'niggling', 'footling', 'picayune', 'junior-grade', 'fiddling', 'lilliputian', 'lower-ranking']",The Star Dwellers
10,"['ten', 'tenner', '10', 'x', 'decade', 'X']",The Star Dwellers
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",The Star Dwellers
marked,"['label', 'score', 'commemorate', 'scar', 'cross_off', 'strike_off', 'denounce', 'mark', 'pock', 'marked', 'distinguish', 'tick_off', 'mark_off', 'check', 'note', 'stigmatize', 'pit', 'check_off', 'cross_out', 'strike_out', 'tag', 'stigmatise', 'differentiate', 'pronounced', 'punctuate', 'notice', 'brand', 'nock', 'set', 'tick', 'grade']",The Star Dwellers
range,"['orbit', 'mountain_chain', 'range_of_a_function', 'grasp', 'stove', 'pasture', 'kitchen_stove', 'straddle', 'place', 'range', 'kitchen_range', 'compass', 'lay_out', 'range_of_mountains', 'vagabond', 'tramp', 'image', 'drift', 'mountain_range', 'swan', 'order', 'reach', 'rove', 'graze', 'rank', 'run', 'roll', 'set_out', 'array', 'cast', 'cooking_stove', 'rate', 'chain_of_mountains', 'scope', 'chain', 'browse', 'stray', 'ambit', 'crop', 'wander', 'roam', 'ramble', 'grade']",The Star Dwellers
Through,"['through_with', 'done', 'through', 'through_and_through']",The Star Dwellers
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",The Star Dwellers
great,"['big', 'expectant', 'large', 'corking', 'nifty', 'enceinte', 'smashing', 'great', 'dandy', 'not_bad', 'outstanding', 'keen', 'neat', 'swell', 'capital', 'bang-up', 'bully', 'groovy', 'with_child', 'peachy', 'gravid', 'slap-up', 'cracking', 'majuscule', 'heavy']",The Star Dwellers
With,[],The Star Dwellers
