w,vector_semantico
behind,"['butt', 'stern', 'tail_end', 'hindquarters', 'fanny', 'tush', 'tail', 'buttocks', 'buns', 'in_arrears', 'posterior', 'keister', 'tooshie', 'nates', 'prat', 'seat', 'behindhand', 'ass', 'hind_end', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'rump', 'slow', 'rear_end', 'derriere', 'fundament', 'arse']",The Moon and the Thorn.
In,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Moon and the Thorn.
end,"['cease', 'closing', 'conclusion', 'remnant', 'remainder', 'finish', 'goal', 'close', 'terminal', 'stop', 'terminate', 'destruction', 'oddment', 'end', 'final_stage', 'last', 'death', 'ending']",The Moon and the Thorn.
close,"['closing', 'stuffy', 'finis', 'fill_up', 'snug', 'tight', 'shut_down', 'closelipped', 'come_together', 'closely', 'faithful', 'closemouthed', 'conclude', 'last', 'ending', 'skinny', 'conclusion', 'finale', 'shut', 'secretive', 'penny-pinching', 'fold', 'cheeseparing', 'end', 'close', 'near', 'tightlipped', 'close-fitting', 'close_up', 'nigh', 'stopping_point', 'finish', 'airless', 'confining', 'closing_curtain', 'close_down', 'unaired']",The Moon and the Thorn.
danced,"['trip_the_light_fantastic_toe', 'trip_the_light_fantastic', 'dance']",The Moon and the Thorn.
letters,"['alphabetic_character', 'letter', 'missive', 'varsity_letter', 'letters', 'letter_of_the_alphabet']",The Moon and the Thorn.
For,[],The Moon and the Thorn.
malevolence,"['malignity', 'malevolence', 'malice', 'malevolency']",The Moon and the Thorn.
aged,"['get_on', 'maturate', 'aged', 'cured', 'age', 'senior', 'older', 'ripened', 'mature', 'of_age', 'senesce', 'elderly']",The Moon and the Thorn.
engine,"['locomotive_engine', 'locomotive', 'railway_locomotive', 'engine']",The Moon and the Thorn.
unfavorable,"['unfavorable', 'unfavourable']",The Moon and the Thorn.
piously,"['devoutly', 'piously']",The Moon and the Thorn.
white,"['bloodless', 'blank', 'whiten', 'Patrick_Victor_Martindale_White', 'egg_white', 'Andrew_Dickson_White', 'livid', 'White_River', 'tweed', 'flannel', 'Theodore_Harold_White', 'Andrew_D._White', 'E._B._White', 'T._H._White', 'albumen', 'Caucasian', 'Elwyn_Brooks_White', 'blanched', 'ashen', 'whitened', 'lily-white', 'gabardine', 'White', 'White_person', 'Edward_D._White', 'Stanford_White', 'Edward_Douglas_White_Jr.', 'white', 'ovalbumin', 'clean', 'Edward_White', 'whiteness', 'white-hot', 'snowy', 'Patrick_White']",The Moon and the Thorn.
Well,"['advantageously', 'swell', 'substantially', 'fountainhead', 'wellspring', 'well', 'easily', 'comfortably', 'intimately', 'considerably', 'good']",The Moon and the Thorn.
wilderness,"['wilderness', 'wild', 'Wilderness']",The Moon and the Thorn.
knowledge,"['cognition', 'noesis', 'knowledge']",The Moon and the Thorn.
toward,[],The Moon and the Thorn.
I've,[],The Moon and the Thorn.
impossible,"['inconceivable', 'unsufferable', 'impossible', 'unacceptable', 'insufferable', 'out_of_the_question', 'unimaginable']",The Moon and the Thorn.
supplicating,['supplicate'],The Moon and the Thorn.
guessed,"['opine', 'imagine', 'venture', 'approximate', 'judge', 'estimate', 'hazard', 'reckon', 'infer', 'think', 'gauge', 'suppose', 'guess', 'pretend']",The Moon and the Thorn.
easy,"['easily', 'leisurely', 'easy', 'well-situated', 'prosperous', 'loose', 'wanton', 'soft', 'comfortable', 'light', 'tardily', 'easygoing', 'sluttish', 'well-to-do', 'slowly', 'well-off', 'slow', 'gentle', 'promiscuous', 'well-fixed', 'well-heeled']",The Moon and the Thorn.
to,[],The Moon and the Thorn.
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Moon and the Thorn.
God,"['idol', 'deity', 'immortal', 'divinity', 'God', 'Supreme_Being', 'god', 'graven_image']",The Moon and the Thorn.
barefoot,"['barefooted', 'barefoot', 'shoeless']",The Moon and the Thorn.
supper,['supper'],The Moon and the Thorn.
down,"['pour_down', 'down_pat', 'bolt_down', 'shoot_down', 'dispirited', 'down', 'go_through', 'kill', 'low', 'drink_down', 'pull_down', 'low-spirited', 'pile', 'downwards', 'Down', 'devour', 'consume', 'depressed', 'belt_down', 'pop', 'fine-tune', 'refine', 'polish', 'down_in_the_mouth', 'cut_down', 'downward', 'downwardly', 'blue', 'knock_down', 'gloomy', 'John_L._H._Down', 'downcast', 'down_feather', 'push_down', 'land', 'toss_off', 'mastered', 'downhearted', 'grim']",The Moon and the Thorn.
grave,"['weighty', 'inscribe', 'severe', 'dangerous', 'sober', 'grave_accent', 'serious', 'life-threatening', 'sedate', 'tomb', 'solemn', 'heavy', 'scratch', 'sculpt', 'grave', 'engrave', 'grievous', 'sculpture']",The Moon and the Thorn.
rest,"['remainder', 'take_a_breather', 'remain', 'eternal_rest', 'rest', 'repose', 'eternal_sleep', 'sleep', 'balance', 'perch', 'stay', 'breathe', 'relief', 'rest_period', 'residual', 'residuum', 'respite', 'ease', 'roost', 'pillow', 'quietus', ""catch_one's_breath"", 'relaxation', 'lie', 'reside', 'residue']",The Moon and the Thorn.
shriveled,"['wither', 'shrivel_up', 'wizened', 'shrunken', 'shriveled', 'shrink', 'sear', 'withered', 'wizen', 'shrivelled', 'sere', 'shrivel', 'dried-up']",The Moon and the Thorn.
They'll,[],The Moon and the Thorn.
forgotten,"['forgotten', 'forget', 'block', 'disregarded', 'bury', 'blank_out', 'draw_a_blank', 'leave']",The Moon and the Thorn.
mindless,"['mindless', 'inane', 'fatuous', 'senseless', 'asinine', 'forgetful', 'unmindful', 'reasonless', 'vacuous']",The Moon and the Thorn.
buds,['bud'],The Moon and the Thorn.
gay,"['cheery', 'brave', 'gay', 'festal', 'merry', 'braw', 'mirthful', 'festive', 'homosexual', 'queer', 'sunny', 'jovial', 'jolly', 'homophile', 'jocund', 'homo']",The Moon and the Thorn.
around,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'round', 'just_about']",The Moon and the Thorn.
interruption,"['intermission', 'pause', 'interruption', 'suspension', 'gap', 'break', 'disruption']",The Moon and the Thorn.
examining,"['analyse', 'test', 'essay', 'try', 'study', 'prove', 'probe', 'analyze', 'see', 'examine', 'canvas', 'try_out', 'canvass']",The Moon and the Thorn.
impulse,"['urge', 'pulsation', 'neural_impulse', 'nerve_impulse', 'momentum', 'nervous_impulse', 'whim', 'impulse', 'impulsion', 'impetus', 'pulsing', 'pulse', 'caprice']",The Moon and the Thorn.
air,"['line', 'aura', 'air', 'vent', 'atmosphere', 'airwave', 'breeze', 'publicize', 'air_travel', 'ventilate', 'aviation', 'strain', 'melody', 'tune', 'zephyr', 'broadcast', 'melodic_phrase', 'aerate', 'send', 'publicise', 'gentle_wind', 'bare', 'air_out', 'melodic_line', 'transmit', 'beam']",The Moon and the Thorn.
ear,"['spike', 'pinna', 'auricle', 'ear', 'capitulum']",The Moon and the Thorn.
sill,['sill'],The Moon and the Thorn.
nobleman,"['noble', 'nobleman', 'Lord']",The Moon and the Thorn.
possessive,"['genitive_case', 'genitive', 'possessive', 'possessive_case']",The Moon and the Thorn.
cottage,"['bungalow', 'cottage']",The Moon and the Thorn.
whatever,"['whatever', 'any', 'whatsoever']",The Moon and the Thorn.
teas,"['afternoon_tea', 'Camellia_sinensis', 'teatime', 'tea', 'tea_leaf']",The Moon and the Thorn.
gone,"['deceased', 'plump', 'break_down', 'endure', 'go_away', 'perish', 'kick_the_bucket', 'get_going', 'live', 'die', ""cash_in_one's_chips"", 'departed', 'at_peace', 'croak', 'function', 'kaput', 'exit', 'run_short', 'proceed', 'hold_up', 'buy_the_farm', 'blend_in', 'expire', 'operate', 'foregone', 'hold_out', 'pass_away', 'work', 'last', 'bypast', 'depart', 'get', 'decease', 'conk_out', 'fit', 'move', 'live_on', 'go_bad', 'break', 'belong', 'gone', 'run_low', 'become', 'pass', 'bygone', 'give-up_the_ghost', 'locomote', 'done_for', 'run', 'pop_off', 'conk', 'lead', 'blend', 'asleep', 'at_rest', 'go', 'sound', 'survive', 'drop_dead', 'extend', 'snuff_it', 'start', 'rifle', 'fail', 'choke', 'give_out', 'travel', 'give_way']",The Moon and the Thorn.
yielded,"['generate', 'return', 'render', 'concede', 'relent', 'ease_up', 'buckle_under', 'soften', 'move_over', 'bear', 'give_in', 'pay', 'cede', 'yield', 'grant', 'afford', 'give', 'succumb', 'knuckle_under', 'give_way']",The Moon and the Thorn.
half,"['half', 'one-half']",The Moon and the Thorn.
summers,"['summer', 'summertime']",The Moon and the Thorn.
porridge,['porridge'],The Moon and the Thorn.
crossing,"['carrefour', 'queer', 'cut_through', 'track', 'interbreed', 'crosswalk', 'hybridise', 'hybridizing', 'ford', 'get_over', 'traverse', 'cross', 'crossbreeding', 'interbreeding', 'crossroad', 'baffle', 'hybridization', 'cover', 'get_across', 'bilk', 'hybridisation', 'frustrate', 'thwart', 'sweep', 'hybridize', 'intersect', 'cut_across', 'crossing', 'crossway', 'pass_over', 'scotch', 'spoil', 'intersection', 'crossbreed', 'foil', 'crossover', 'span']",The Moon and the Thorn.
them,[],The Moon and the Thorn.
comes,"['number', 'seed', 'total', 'occur', 'get_along', 'ejaculate', 'fare', 'make_out', 'seminal_fluid', 'hail', 'do', 'come_in', 'amount', 'cum', 'get', 'come_up', 'fall', 'derive', 'arrive', 'add_up', 'semen', 'descend', 'come', 'issue_forth', 'follow']",The Moon and the Thorn.
``,[],The Moon and the Thorn.
femme,[],The Moon and the Thorn.
swearing,"['aver', 'expletive', 'affirm', 'rely', 'swearword', 'assert', 'depose', 'oath', 'imprecate', 'trust', 'cuss', 'avow', 'blaspheme', 'bank', 'swear', 'verify', 'curse_word', 'swan', 'curse', 'swearing', 'depone']",The Moon and the Thorn.
through,"['through_and_through', 'done', 'through', 'through_with']",The Moon and the Thorn.
vulnerable,['vulnerable'],The Moon and the Thorn.
'',[],The Moon and the Thorn.
held,"['held', 'sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'have_got', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'halt', 'declare', 'take', 'agree', 'restrain', 'adjudge', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'reserve']",The Moon and the Thorn.
estimate,"['approximate', 'estimation', 'approximation', 'judge', 'estimate', 'reckon', 'gauge', 'calculate', 'appraisal', 'figure', 'guess', 'idea', 'count_on', 'forecast']",The Moon and the Thorn.
soberly,"['soberly', 'gravely', 'staidly']",The Moon and the Thorn.
rain,"['rainfall', 'rain', 'pelting', 'rainwater', 'rain_down']",The Moon and the Thorn.
nearby,['nearby'],The Moon and the Thorn.
scudding,"['shoot', 'scudding', 'rack', 'dart', 'scud', 'flash', 'dash', 'scoot']",The Moon and the Thorn.
big,"['large', 'bighearted', 'self-aggrandising', 'openhanded', 'giving', 'big', 'cock-a-hoop', 'full-grown', 'enceinte', 'magnanimous', 'adult', 'liberal', 'crowing', 'swelled', 'braggy', 'bountiful', 'braggart', 'boastfully', 'great', 'self-aggrandizing', 'prominent', 'bragging', 'fully_grown', 'grownup', 'boastful', 'vauntingly', 'bounteous', 'expectant', 'handsome', 'heavy', 'gravid', 'vainglorious', 'with_child', 'bad', 'freehanded', 'grown']",The Moon and the Thorn.
After,"['subsequently', 'afterwards', 'after', 'later_on', 'later', 'afterward']",The Moon and the Thorn.
Probably,"['probably', 'in_all_probability', 'belike', 'likely', 'credibly', 'plausibly', 'in_all_likelihood', 'believably']",The Moon and the Thorn.
heavily,"['intemperately', 'heavy', 'heavily', 'hard', 'to_a_great_extent']",The Moon and the Thorn.
bowed,"['bowlegged', 'submit', 'bowed', 'defer', 'bowing', 'arcuate', 'bandy', 'bowleg', 'stoop', 'arciform', 'arced', 'give_in', 'bow', 'accede', 'bend', 'arching', 'bow_down', 'arched', 'crouch', 'bandy-legged']",The Moon and the Thorn.
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Moon and the Thorn.
dared,"['defy', 'dare', 'presume', 'make_bold']",The Moon and the Thorn.
placid,"['still', 'even-tempered', 'quiet', 'tranquil', 'good-tempered', 'unruffled', 'smooth', 'equable', 'placid']",The Moon and the Thorn.
balls,"['clod', 'glob', 'testis', 'nut', 'ball', 'Lucille_Ball', 'chunk', 'globe', 'clump', 'bollock', 'Ball', 'musket_ball', 'formal', 'orb', 'orchis', 'testicle', 'lump', 'egg', 'ballock']",The Moon and the Thorn.
Outside,"['international', 'alfresco', 'outside', 'extraneous', 'remote', 'out_of_doors', 'away', 'external', 'outdoor', 'outdoors', 'exterior', 'out-of-door']",The Moon and the Thorn.
thirty,"['XXX', 'xxx', '30', 'thirty']",The Moon and the Thorn.
rustle,"['lift', 'rustle', 'whisper', 'rustling', 'whispering']",The Moon and the Thorn.
safe,"['dependable', 'safety', 'safe', 'condom', 'prophylactic', 'secure', 'rubber', 'good']",The Moon and the Thorn.
haranguing,['harangue'],The Moon and the Thorn.
gold,"['Au', 'golden', 'gilt', 'gilded', 'aureate', 'gold', 'atomic_number_79', 'amber']",The Moon and the Thorn.
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",The Moon and the Thorn.
sighing,"['suspire', 'sigh']",The Moon and the Thorn.
You've,[],The Moon and the Thorn.
Can't,[],The Moon and the Thorn.
years,"['years', 'yr', 'old_age', 'age', 'twelvemonth', 'class', 'days', 'eld', 'geezerhood', 'year', 'long_time']",The Moon and the Thorn.
for,[],The Moon and the Thorn.
move,"['actuate', 'relocation', 'movement', 'make_a_motion', 'motility', 'proceed', 'be_active', 'motion', 'incite', 'motivate', 'prompt', 'move', 'impress', 'strike', 'locomote', 'displace', 'run', 'propel', 'act', 'go', 'affect', 'travel']",The Moon and the Thorn.
sense,"['common_sense', 'smell_out', 'sensation', 'sense', 'horse_sense', 'good_sense', 'mother_wit', 'gumption', 'signified', 'sentience', 'sentiency', 'smell', 'sensory_faculty', 'feel']",The Moon and the Thorn.
dryin',[],The Moon and the Thorn.
She,[],The Moon and the Thorn.
He,"['He', 'helium', 'atomic_number_2', 'he']",The Moon and the Thorn.
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",The Moon and the Thorn.
daisies,['daisy'],The Moon and the Thorn.
beyond,['beyond'],The Moon and the Thorn.
print,"['photographic_print', 'print', 'publish', 'impress', 'mark']",The Moon and the Thorn.
others,[],The Moon and the Thorn.
hypocrisy,"['lip_service', 'hypocrisy']",The Moon and the Thorn.
room,"['way', 'room', 'elbow_room', 'board']",The Moon and the Thorn.
laws,"['law', 'natural_law', 'legal_philosophy', 'Pentateuch', 'Laws', 'practice_of_law', 'constabulary', 'jurisprudence', 'Torah', 'police', 'law_of_nature', 'police_force']",The Moon and the Thorn.
Not,"['non', 'not']",The Moon and the Thorn.
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",The Moon and the Thorn.
flair,"['genius', 'elan', 'flare', 'style', 'panache', 'flair', 'dash']",The Moon and the Thorn.
gabble,"['tattle', 'blabber', 'twaddle', 'clack', 'jabbering', 'maunder', 'blab', 'gibber', 'chatter', 'prattle', 'gabble', 'prate', 'tittle-tattle', 'jabber', 'palaver', 'piffle']",The Moon and the Thorn.
lessons,"['object_lesson', 'deterrent_example', 'moral', 'example', 'lesson']",The Moon and the Thorn.
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Moon and the Thorn.
ones,"['one', '1', 'I', 'single', 'unity', 'ace']",The Moon and the Thorn.
need,"['motivation', 'involve', 'necessitate', 'want', 'take', 'call_for', 'motive', 'postulate', 'require', 'penury', 'ask', 'pauperism', 'demand', 'pauperization', 'indigence', 'need']",The Moon and the Thorn.
and,[],The Moon and the Thorn.
tireless,"['tireless', 'industrious', 'hardworking', 'unwearying', 'indefatigable', 'untiring', 'unflagging']",The Moon and the Thorn.
On,"['on', 'along']",The Moon and the Thorn.
I'm,[],The Moon and the Thorn.
Before,"['before', 'in_front', 'earlier', 'ahead']",The Moon and the Thorn.
waiting,"['expect', 'hold_off', 'hold_back', 'waitress', 'look', 'await', 'ready_and_waiting', 'waiting', 'wait']",The Moon and the Thorn.
link,"['connection', 'radio_link', 'link', 'tie-in', 'join', 'contact', 'connect', 'connectedness', 'link_up', 'connexion', 'tie_in', 'unite', 'inter-group_communication', 'colligate', 'data_link', 'relate', 'nexus', 'tie', 'associate', 'yoke', 'linkup', 'liaison']",The Moon and the Thorn.
sweet,"['cherubic', 'Henry_Sweet', 'angelic', 'sweet-flavored', 'seraphic', 'angelical', 'dessert', 'sugariness', 'fresh', 'dulcet', 'sweet', 'mellifluous', 'mellisonant', 'sweetened', 'honeyed', 'Sweet', 'confection', 'odorous', 'gratifying', 'sweet-smelling', 'scented', 'perfumed', 'sugared', 'unfermented', 'sweetness', 'odoriferous', 'afters', 'sweet-scented', 'sweetly']",The Moon and the Thorn.
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",The Moon and the Thorn.
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",The Moon and the Thorn.
bird,"['hoot', 'birdie', 'boo', 'razzing', 'bird', 'raspberry', 'birdwatch', 'razz', 'doll', 'chick', 'fowl', 'shuttlecock', 'Bronx_cheer', 'dame', 'hiss', 'skirt', 'shuttle', 'snort', 'wench']",The Moon and the Thorn.
pretty,"['fairly', 'pretty', 'moderately', 'passably', 'somewhat', 'reasonably', 'jolly', 'middling']",The Moon and the Thorn.
sounded,"['voice', 'vocalize', 'go', 'sound', 'fathom', 'vocalise']",The Moon and the Thorn.
times,"['metre', 'time', 'prison_term', 'fourth_dimension', 'times', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'multiplication']",The Moon and the Thorn.
f'r,[],The Moon and the Thorn.
stay,"['stoppage', 'remain', 'stop', 'rest', 'ride_out', 'last_out', 'bide', 'stick', 'detain', 'stay', 'persist', 'arrest', 'delay', 'abide', 'outride', 'appease', 'check', 'quell', 'stay_on', 'continue', 'hitch', 'stick_around', 'halt', 'stay_put']",The Moon and the Thorn.
out,"['come_out', 'forbidden', 'taboo', 'stunned', 'tabu', 'away', 'extinct', 'kayoed', 'prohibited', 'proscribed', 'come_out_of_the_closet', 'out', 'verboten', 'knocked_out', ""KO'd""]",The Moon and the Thorn.
too,"['excessively', 'overly', 'besides', 'also', 'to_a_fault', 'likewise', 'as_well', 'too']",The Moon and the Thorn.
wild,"['savage', 'crazy', 'rampantly', 'raving_mad', 'hazardous', 'gaga', 'tempestuous', 'unwarranted', 'baseless', 'barbarian', 'idle', 'godforsaken', 'wild', 'uncivilized', 'fantastic', 'waste', 'natural_state', 'furious', 'barbaric', 'unfounded', 'uncivilised', 'angry', 'state_of_nature', 'violent', 'raging', 'risky', 'wilderness', 'groundless', 'dotty', 'untamed']",The Moon and the Thorn.
gleefully,"['joyously', 'gleefully', 'joyfully']",The Moon and the Thorn.
owned,"['owned', 'possess', 'own', 'have']",The Moon and the Thorn.
",",[],The Moon and the Thorn.
ingenious,"['cunning', 'ingenious', 'clever']",The Moon and the Thorn.
