w,vector_semantico
passed,"['overtake', 'make_it', 'exit', 'snuff_it', 'kick_the_bucket', 'overhaul', 'fleet', 'travel_by', 'slip_by', 'fall_out', 'egest', 'go_through', 'fall', 'go_by', 'occur', 'slide_by', 'clear', 'evanesce', 'draw', 'drop_dead', 'lapse', 'overstep', 'top', 'conk', 'give', 'devolve', 'go', 'pass_away', 'spend', 'decease', 'transcend', 'pass_on', 'expire', 'pop_off', ""cash_in_one's_chips"", 'return', 'glide_by', 'happen', 'excrete', 'give-up_the_ghost', 'take_place', 'croak', 'go_on', 'hand', 'go_across', 'elapse', 'pass_by', 'pass', 'guide', 'buy_the_farm', 'exceed', 'perish', 'authorize', 'put_across', 'choke', 'go_along', 'pass_along', 'come_about', 'extend', 'fade', 'lead', 'sink', 'blow_over', 'run', 'pass_off', 'die', 'communicate', 'legislate', 'hap', 'surpass', 'go_past', 'reach', 'slip_away', 'make_pass', 'eliminate', 'authorise', 'turn_over']",The Sheep's in the Meadow
most,"['near', 'nigh', 'well-nigh', 'nearly', 'about', 'almost', 'virtually', 'most', 'to_the_highest_degree']",The Sheep's in the Meadow
remember,"['retrieve', 'commend', 'think_back', 'think', 'commemorate', 'recall', 'call_up', 'call_back', 'think_of', 'recollect', 'remember']",The Sheep's in the Meadow
dollar,"['dollar_sign', 'one_dollar_bill', 'buck', 'clam', 'dollar_mark', 'dollar', 'dollar_bill']",The Sheep's in the Meadow
held,"['take_hold', 'entertain', 'hold_up', 'defy', 'defend', 'obligate', 'hold', 'confine', 'accommodate', 'book', 'held', 'bind', 'give', 'contain', 'oblige', 'view_as', 'keep_back', 'halt', 'sustain', 'throw', 'retain', 'harbour', 'support', 'prevail', 'declare', 'adjudge', 'nurse', 'maintain', 'obtain', 'take_for', 'go_for', 'hold_in', 'carry', 'moderate', 'make', 'curb', 'harbor', 'take', 'hold_back', 'concur', 'guard', 'restrain', 'bear', 'reserve', 'admit', 'control', 'withstand', 'agree', 'keep', 'concord', 'check', 'arrest', 'have_got', 'deem', 'have', 'apply']",The Sheep's in the Meadow
platoons,['platoon'],The Sheep's in the Meadow
stands,"['fend', 'sales_booth', 'digest', 'stall', 'base', 'bandstand', 'tie-up', 'endure', 'brook', 'support', 'point_of_view', 'resist', 'abide', 'outdoor_stage', 'standstill', 'place_upright', 'standpoint', 'stomach', 'pedestal', 'rack', 'viewpoint', 'put_up', 'suffer', 'stick_out', 'bear', 'remain_firm', 'tolerate', 'stand', 'stand_up']",The Sheep's in the Meadow
dull,"['muffle', 'blunt', 'tedious', 'dense', 'mute', 'softened', 'sluggish', 'benumb', 'thudding', 'dumb', 'dampen', 'irksome', 'muffled', 'dim', 'dull', 'tiresome', 'wearisome', 'pall', 'tone_down', 'leaden', 'obtuse', 'numb', 'ho-hum', 'boring', 'damp', 'muted', 'slow', 'deadening']",The Sheep's in the Meadow
crowd,"['crew', 'crowd_together', 'crowd', 'herd', 'push', 'bunch', 'gang']",The Sheep's in the Meadow
surpassed,"['transcend', 'pass_by', 'surmount', 'outmatch', 'pass', 'outgo', 'go_by', 'exceed', 'outstrip', 'travel_by', 'go_past', 'surpass', 'outdo', 'stand_out', 'outperform', 'excel']",The Sheep's in the Meadow
caps,"['cap', 'crown', 'jacket_crown', 'hood', 'pileus', 'jacket', 'crownwork', 'detonator', 'crest', 'ceiling', 'roof', 'detonating_device', 'chapiter', 'capital']",The Sheep's in the Meadow
been,"['equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'personify', 'represent', 'comprise']",The Sheep's in the Meadow
braids,"['braid', 'braiding', 'tress', 'gold_braid', 'plait', 'twist', 'pleach', 'lace']",The Sheep's in the Meadow
scenes,"['scene', 'aspect', 'prospect', 'tantrum', 'picture', 'setting', 'vista', 'shot', 'view', 'fit', 'panorama', 'conniption', 'scenery']",The Sheep's in the Meadow
night's,[],The Sheep's in the Meadow
down,"['pile', 'blue', 'downcast', 'downhearted', 'land', 'kill', 'low-spirited', 'down_pat', 'consume', 'fine-tune', 'downwardly', 'dispirited', 'push_down', 'refine', 'polish', 'toss_off', 'knock_down', 'low', 'devour', 'down_feather', 'down', 'go_through', 'depressed', 'Down', 'grim', 'cut_down', 'shoot_down', 'pull_down', 'downward', 'drink_down', 'gloomy', 'bolt_down', 'John_L._H._Down', 'pop', 'belt_down', 'down_in_the_mouth', 'pour_down', 'downwards', 'mastered']",The Sheep's in the Meadow
renewed,"['reincarnate', 'regenerate', 'renewed', 'renew']",The Sheep's in the Meadow
returned,"['repay', 'retort', 'reelect', 'refund', 'rejoin', 'come_back', 'take_back', 'return', 'turn_back', 'riposte', 'give', 'recall', 'devolve', 'fall', 'generate', 'hark_back', 'give_back', 'yield', 'bring_back', 'retrovert', 'revert', 'pass', 'regress', 'deliver', 'render']",The Sheep's in the Meadow
discussed,"['hash_out', 'talk_over', 'talk_about', 'discourse', 'discuss']",The Sheep's in the Meadow
self,"['ego', 'self']",The Sheep's in the Meadow
plaster,"['poultice', 'plaster_over', 'daub', 'adhesive_plaster', 'sticking_plaster', 'plaster_of_Paris', 'plaster', 'beplaster', 'stick_on', 'plasterwork', 'cataplasm']",The Sheep's in the Meadow
rattle,"['rale', 'rattle', 'rattling']",The Sheep's in the Meadow
cruelly,['cruelly'],The Sheep's in the Meadow
others,[],The Sheep's in the Meadow
Where,[],The Sheep's in the Meadow
silent,"['dumb', 'tacit', 'mum', 'unsounded', 'still', 'mute', 'soundless', 'understood', 'silent']",The Sheep's in the Meadow
epaulets,"['epaulet', 'epaulette']",The Sheep's in the Meadow
uniforms,['uniform'],The Sheep's in the Meadow
knowledge,"['cognition', 'noesis', 'knowledge']",The Sheep's in the Meadow
definite,['definite'],The Sheep's in the Meadow
city,"['metropolis', 'city', 'urban_center']",The Sheep's in the Meadow
woeful,"['miserable', 'woeful', 'woebegone', 'wretched', 'deplorable', 'execrable']",The Sheep's in the Meadow
sensations,"['virtuoso', 'sense_impression', 'sense_datum', 'whizz', 'hotshot', 'esthesis', 'superstar', 'whiz', 'star', 'sense', 'sentience', 'ace', 'wiz', 'sensory_faculty', 'aesthesis', 'adept', 'mavin', 'wizard', 'champion', 'maven', 'sentiency', 'sensation', 'sense_experience', 'genius']",The Sheep's in the Meadow
lessons,"['moral', 'example', 'lesson', 'object_lesson', 'deterrent_example']",The Sheep's in the Meadow
'',[],The Sheep's in the Meadow
noisemakers,['noisemaker'],The Sheep's in the Meadow
himself,[],The Sheep's in the Meadow
serenaded,['serenade'],The Sheep's in the Meadow
window,"['window', 'windowpane']",The Sheep's in the Meadow
than,[],The Sheep's in the Meadow
whose,[],The Sheep's in the Meadow
bearing,"['presence', 'comportment', 'pay', 'armorial_bearing', 'birth', 'digest', 'turn_out', 'posture', 'aim', 'carriage', 'hold', 'conduct', 'heraldic_bearing', 'take_over', 'deport', 'brook', 'endure', 'comport', 'charge', 'accept', 'heading', 'expect', 'support', 'abide', 'carry', 'yield', 'assume', 'stomach', 'acquit', 'put_up', 'give_birth', 'suffer', 'mien', 'stick_out', 'behave', 'bear', 'tolerate', 'stand', 'gestate', 'wear', 'deliver', 'bearing', 'have_a_bun_in_the_oven', 'contain', 'have']",The Sheep's in the Meadow
dared,"['dare', 'defy', 'make_bold', 'presume']",The Sheep's in the Meadow
delight,"['delight', 'revel', 'enjoy', 'enthral', 'enrapture', 'delectation', 'pleasure', 'please', 'transport', 'enchant', 'enthrall', 'ravish', 'joy']",The Sheep's in the Meadow
beginning,"['rootage', 'beginning', 'source', 'kickoff', 'showtime', 'set_about', 'get_down', 'lead_off', 'origin', 'set_out', 'first', 'start', 'begin', 'offset', 'root', 'starting_time', 'outset', 'start_out', 'commence', 'get-go', 'get', 'commencement']",The Sheep's in the Meadow
tossing,"['put_away', 'chuck_out', 'thrash_about', 'thresh_about', 'toss', 'slash', 'throw_out', 'flip', 'sky', 'chuck', 'cast_away', 'jactitate', 'convulse', 'toss_away', 'cast_out', 'thresh', 'discard', 'pitch', 'toss_out', 'throw_away', 'fling', 'cast_aside', 'thrash', 'dispose']",The Sheep's in the Meadow
abrupt,"['abrupt', 'precipitous', 'disconnected', 'sharp']",The Sheep's in the Meadow
prints,"['photographic_print', 'mark', 'print', 'impress', 'publish']",The Sheep's in the Meadow
celebrants,"['celebrater', 'celebrator', 'celebrant']",The Sheep's in the Meadow
bleats,"['blate', 'bleat', 'baa', 'blat']",The Sheep's in the Meadow
served,"['wait_on', 'attend', 'answer', 'function', 'dish', 'serve_well', 'do', 'swear_out', 'dish_out', 'attend_to', 'suffice', 'service', 'help', 'assist', 'process', 'serve_up', 'serve', 'dish_up']",The Sheep's in the Meadow
signpost,"['signpost', 'guidepost']",The Sheep's in the Meadow
would,[],The Sheep's in the Meadow
longer,"['farsighted', 'foresightful', 'recollective', 'yearner', 'tenacious', 'foresighted', 'prospicient', 'farseeing', 'retentive', 'thirster', 'long', 'longsighted', 'longer']",The Sheep's in the Meadow
across,"['across', 'crosswise', 'crossways']",The Sheep's in the Meadow
superior,"['superscript', 'higher-up', 'victor', 'superordinate', 'higher-ranking', 'ranking', 'master', 'superior', 'Superior', 'Lake_Superior']",The Sheep's in the Meadow
flowers,"['efflorescence', 'flush', 'flower', 'peak', 'prime', 'heyday', 'bloom', 'blossom']",The Sheep's in the Meadow
as,"['adenine', 'group_A', 'arsenic', 'AS', 'angstrom_unit', 'As', 'as', 'Eastern_Samoa', 'angstrom', 'every_bit', 'a', 'ampere', 'type_A', 'axerophthol', 'atomic_number_33', 'vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'equally', 'amp', 'American_Samoa', 'antiophthalmic_factor']",The Sheep's in the Meadow
packing,"['wad', 'pile', 'load_down', 'tamp', 'pack', 'packing', 'tamp_down', 'bundle', 'carry', 'backpack', 'packing_material', 'mob', 'compact', 'throng', 'backpacking', 'jam', 'boxing', 'wadding', 'take']",The Sheep's in the Meadow
book,"['Christian_Bible', 'account_book', 'Scripture', 'leger', 'hold', 'Quran', 'rule_book', 'record', 'book', 'Koran', 'Word', 'Book', 'Bible', 'record_book', 'script', 'volume', ""al-Qur'an"", 'ledger', 'Word_of_God', 'Holy_Writ', 'Holy_Scripture', 'reserve', 'book_of_account', 'playscript', 'Good_Book']",The Sheep's in the Meadow
Astor,"['Astor', 'Nancy_Witcher_Astor', 'Viscountess_Astor', 'John_Jacob_Astor']",The Sheep's in the Meadow
fool,"['fall_guy', 'slang', 'fritter_away', 'befool', 'muggins', 'put_one_across', 'mug', 'put_on', 'patsy', 'take_in', 'sucker', 'motley_fool', 'fool_away', 'fool', 'mark', 'put_one_over', 'soft_touch', 'dissipate', 'tomfool', 'arse_around', 'cod', 'saphead', 'shoot', 'horse_around', 'dupe', 'frivol_away', 'jester', 'fritter', 'fool_around', 'chump', 'sap', 'gull']",The Sheep's in the Meadow
uneasy,"['uneasy', 'ill_at_ease', 'queasy', 'awkward', 'unquiet', 'restless', 'anxious', 'nervous']",The Sheep's in the Meadow
merrymaking,"['merrymaking', 'jollification', 'conviviality']",The Sheep's in the Meadow
jerky,"['dopey', 'jerky', 'choppy', 'goosey', 'jerk', 'foolish', 'gooselike', 'jerking', 'jerked_meat', 'anserine', 'goosy', 'dopy', 'arrhythmic']",The Sheep's in the Meadow
optimism,['optimism'],The Sheep's in the Meadow
borough,['borough'],The Sheep's in the Meadow
they,[],The Sheep's in the Meadow
you,[],The Sheep's in the Meadow
unavailable,['unavailable'],The Sheep's in the Meadow
members,"['member', 'extremity', 'penis', 'appendage', 'phallus', 'fellow_member']",The Sheep's in the Meadow
When,[],The Sheep's in the Meadow
blasted,"['savage', 'blast', 'damn', 'pillory', 'nail', 'knock_down', 'boom', 'deuced', 'blasted', 'goddamn', 'infernal', 'smash', 'blare', 'shoot', 'damned', 'blessed', 'blamed', 'shell', 'goddam', 'crucify', 'darned', 'blame', 'goddamned']",The Sheep's in the Meadow
How,[],The Sheep's in the Meadow
blooded,"['full-blood', 'blood', 'full-blooded', 'blooded']",The Sheep's in the Meadow
doubt,"['dubiousness', 'uncertainty', 'incertitude', 'doubtfulness', 'doubt', 'dubiety', 'question']",The Sheep's in the Meadow
at,"['At', 'atomic_number_85', 'astatine', 'at']",The Sheep's in the Meadow
saying,"['suppose', 'locution', 'state', 'expression', 'say', 'articulate', 'sound_out', 'saying', 'allege', 'read', 'pronounce', 'aver', 'order', 'enounce', 'enunciate', 'tell', 'enjoin']",The Sheep's in the Meadow
took,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'take', 'have', 'acquire']",The Sheep's in the Meadow
crossing,"['span', 'hybridize', 'ford', 'crossover', 'baffle', 'bilk', 'crosswalk', 'cut_through', 'hybridise', 'cross', 'frustrate', 'interbreed', 'track', 'crossway', 'cover', 'hybridization', 'foil', 'intersect', 'pass_over', 'crossroad', 'scotch', 'get_over', 'crossing', 'hybridisation', 'spoil', 'intersection', 'carrefour', 'sweep', 'crossbreeding', 'crossbreed', 'cut_across', 'interbreeding', 'hybridizing', 'thwart', 'get_across', 'traverse', 'queer']",The Sheep's in the Meadow
turned,"['call_on', 'sour', 'change_by_reversal', 'wrench', 'plow', 'release', 'become', 'bend', 'flex', 'ferment', 'reverse', 'work', 'turn', 'off', 'move_around', 'turned', 'twist', 'change_state', 'plough', 'rick', 'deform', 'grow', 'wrick', 'sprain', 'turn_over']",The Sheep's in the Meadow
door,"['door', 'doorway', 'room_access', 'threshold']",The Sheep's in the Meadow
unconcerned,['unconcerned'],The Sheep's in the Meadow
much,"['a_good_deal', 'often', 'a_lot', 'a_great_deal', 'very_much', 'much', 'lots', 'practically']",The Sheep's in the Meadow
their,[],The Sheep's in the Meadow
our,[],The Sheep's in the Meadow
if,[],The Sheep's in the Meadow
unwanted,"['undesirable', 'unwanted']",The Sheep's in the Meadow
the,[],The Sheep's in the Meadow
planning,"['planning', 'be_after', 'project', 'preparation', 'design', 'plan', 'provision', 'contrive']",The Sheep's in the Meadow
distant,"['distant', 'upstage', 'removed', 'remote', 'aloof']",The Sheep's in the Meadow
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",The Sheep's in the Meadow
nearly,"['near', 'nigh', 'well-nigh', 'nearly', 'almost', 'about', 'intimately', 'closely', 'virtually', 'most']",The Sheep's in the Meadow
ragged,"['have_words', 'take_to_task', 'tease', 'devil', 'rag', 'frustrate', 'taunt', 'reproof', 'lambaste', 'bedevil', 'dun', 'chafe', 'torment', 'bait', 'trounce', 'jaw', 'tantalise', 'tantalize', 'call_down', 'scold', 'vex', 'dress_down', 'remonstrate', 'chew_out', 'twit', 'chew_up', 'irritate', 'ride', 'cod', 'nettle', 'reprimand', 'lambast', 'berate', 'bother', 'lecture', 'gravel', 'rebuke', 'get_at', 'ragged', 'annoy', 'rile', 'chide', 'get_to', 'bawl_out', 'crucify', 'nark', 'razz', 'rally', 'call_on_the_carpet']",The Sheep's in the Meadow
which,[],The Sheep's in the Meadow
standing,"['suffer', 'stick_out', 'bear', 'place_upright', 'brook', 'remain_firm', 'endure', 'fend', 'tolerate', 'stand', 'standing', 'digest', 'stomach', 'stand_up', 'support', 'resist', 'abide', 'put_up']",The Sheep's in the Meadow
moist,"['damp', 'dampish', 'moist']",The Sheep's in the Meadow
meanwhile,"['interim', 'in_the_meantime', 'meanwhile', 'lag', 'meantime']",The Sheep's in the Meadow
ears,"['ear', 'auricle', 'pinna', 'spike', 'capitulum']",The Sheep's in the Meadow
(,[],The Sheep's in the Meadow
7:25,[],The Sheep's in the Meadow
thick,"['thick', 'dense', 'slurred', 'loggerheaded', 'duncical', 'thick-skulled', 'thickly', 'boneheaded', 'fatheaded', 'wooden-headed', 'stocky', 'buddy-buddy', 'compact', 'duncish', 'thickheaded', 'thickset', 'heavyset', 'midst', 'chummy', 'blockheaded', 'deep']",The Sheep's in the Meadow
step,"['gradation', 'step', 'whole_tone', 'whole_step', 'tread', 'stair', 'dance_step', 'pace', 'footstep', 'footfall', 'mistreat', 'stride', 'maltreat', 'tone', 'footprint', 'ill-treat', 'ill-use', ""stone's_throw"", 'abuse', 'measure', 'footmark']",The Sheep's in the Meadow
stitches,"['sew_together', 'stitch', 'sew', 'run_up']",The Sheep's in the Meadow
existence,"['macrocosm', 'world', 'universe', 'existence', 'cosmos', 'being', 'beingness', 'creation']",The Sheep's in the Meadow
foreign,"['alien', 'foreign', 'strange', 'extraneous']",The Sheep's in the Meadow
wearing,"['jade', 'wearing', 'have_on', 'put_on', 'fall_apart', 'fag_out', 'wear_out', 'get_into', 'don', 'wear_upon', 'wear_thin', 'endure', 'wear_off', 'eroding', 'wearying', 'tire', 'assume', 'tire_out', 'wearing_away', 'tiring', 'hold_out', 'erosion', 'break', 'exhausting', 'bust', 'fag', 'wear_down', 'bear', 'weary', 'fatigue', 'eating_away', 'wear', 'outwear']",The Sheep's in the Meadow
hostess,"['stewardess', 'host', 'hostess', 'air_hostess']",The Sheep's in the Meadow
interplay,['interplay'],The Sheep's in the Meadow
return,"['paying_back', 'repay', 'comeback', 'retort', 'reelect', 'homecoming', 'refund', 'rejoin', 'come_back', 'take_back', 'return', 'income_tax_return', 'turn_back', 'return_key', 'riposte', 'replication', 'coming_back', 'give', 'recall', 'devolve', 'takings', 'restoration', 'regaining', 'issue', 'counter', 'fall', 'proceeds', 'generate', 'yield', 'hark_back', 'give_back', 'bring_back', 'getting_even', 'recurrence', 'rejoinder', 'payoff', 'retrovert', 'revert', 'pass', 'regress', 'deliver', 'restitution', 'take', 'render', 'tax_return', 'reappearance']",The Sheep's in the Meadow
serving,"['serving', 'service_of_process', 'wait_on', 'function', 'portion', 'do', 'suffice', 'dish_out', 'attend_to', 'helping', 'serve', 'answer', 'dish', 'serve_well', 'help', 'serve_up', 'dish_up', 'swear_out', 'service', 'assist', 'attend', 'process']",The Sheep's in the Meadow
sailors,"['sailor', 'leghorn', 'Panama_hat', 'navy_man', 'bluejacket', 'boater', 'crewman', 'Panama', 'skimmer', 'sailor_boy', 'straw_hat']",The Sheep's in the Meadow
wide,"['panoptic', 'encompassing', 'wide_of_the_mark', 'all-encompassing', 'across-the-board', 'all-inclusive', 'broad', 'blanket', 'all-embracing', 'widely', 'spacious', 'astray', 'wide-cut', 'extensive', 'full', 'wide', 'wide-eyed']",The Sheep's in the Meadow
Toffenetti's,[],The Sheep's in the Meadow
regulations,"['regulation', 'regularisation', 'regularization', 'ordinance', 'rule', 'regulating']",The Sheep's in the Meadow
cheered,"['urge', 'hearten', 'exhort', 'jolly_up', 'cheer', 'pep_up', 'chirk_up', 'recreate', 'embolden', 'barrack', 'inspire', 'urge_on', 'root_on', 'jolly_along', 'cheer_up']",The Sheep's in the Meadow
It,"['IT', 'information_technology']",The Sheep's in the Meadow
envelope,"['envelope', 'gasbag']",The Sheep's in the Meadow
grand,"['imposing', 'magisterial', 'grand_piano', 'princely', 'wonderful', 'chiliad', 'opulent', 'exalted', 'grand', 'rarified', 'wondrous', 'thousand', 'heroic', 'one_thousand', 'terrific', 'howling', 'high-minded', 'expansive', 'rarefied', 'marvellous', 'thou', 'august', 'gilded', 'yard', 'marvelous', 'sublime', 'idealistic', 'noble-minded', 'G', 'tremendous', 'lordly', 'high-flown', 'fantastic', 'rattling', 'deluxe', 'lofty', 'elevated', 'M', 'distinguished', 'K', 'luxurious', '1000', 'sumptuous']",The Sheep's in the Meadow
September,"['September', 'Sep', 'Sept']",The Sheep's in the Meadow
among,[],The Sheep's in the Meadow
sense,"['signified', 'sensory_faculty', 'feel', 'sentiency', 'smell', 'mother_wit', 'gumption', 'sensation', 'common_sense', 'sense', 'horse_sense', 'sentience', 'good_sense', 'smell_out']",The Sheep's in the Meadow
young,"['Thomas_Young', 'immature', 'vernal', 'new', 'young', 'Young', 'Lester_Willis_Young', 'Whitney_Young', 'Pres_Young', 'Danton_True_Young', 'Whitney_Moore_Young_Jr.', 'Cy_Young', 'offspring', 'untested', 'unseasoned', 'Edward_Young', 'youthful', 'untried', 'Brigham_Young', 'Loretta_Young', 'youth']",The Sheep's in the Meadow
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",The Sheep's in the Meadow
bugle,"['bugleweed', 'bugle']",The Sheep's in the Meadow
courage,"['bravery', 'braveness', 'courageousness', 'courage']",The Sheep's in the Meadow
whiskey,"['whisky', 'whiskey']",The Sheep's in the Meadow
passengers,"['rider', 'passenger']",The Sheep's in the Meadow
dispatching,"['complete', 'murder', 'dispatch', 'despatch', 'bump_off', 'off', 'slay', 'send_off', 'polish_off', 'remove', 'discharge', 'hit']",The Sheep's in the Meadow
finally,"['in_the_end', 'last', 'finally', 'at_last', 'lastly', 'eventually', 'ultimately', 'in_conclusion', 'at_long_last']",The Sheep's in the Meadow
grew,"['acquire', 'raise', 'mature', 'rise', 'farm', 'uprise', 'get', 'grow', 'produce', 'originate', 'spring_up', 'develop', 'maturate', 'arise', 'turn']",The Sheep's in the Meadow
stationery,"['stationery', 'letter_paper']",The Sheep's in the Meadow
steps,"['gradation', 'step', 'whole_tone', 'whole_step', 'stairs', 'tread', 'stair', 'dance_step', 'pace', 'footstep', 'footfall', 'mistreat', 'stride', 'steps', 'maltreat', 'tone', 'footprint', 'ill-treat', 'ill-use', ""stone's_throw"", 'abuse', 'measure', 'footmark']",The Sheep's in the Meadow
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']",The Sheep's in the Meadow
every,['every'],The Sheep's in the Meadow
entranceway,"['entranceway', 'entry', 'entryway', 'entrance', 'entree']",The Sheep's in the Meadow
:,[],The Sheep's in the Meadow
lived,"['survive', 'last', 'inhabit', 'endure', 'experience', 'hold_up', 'know', 'dwell', 'be', 'exist', 'hold_out', 'live', 'go', 'populate', 'live_on', 'subsist']",The Sheep's in the Meadow
shame,"['attaint', 'ignominy', 'disgrace', 'shame', 'pity', 'dishonor', 'dishonour']",The Sheep's in the Meadow
stuffed,"['lug', 'gourmandize', 'choke_up', 'gormandize', 'overgorge', 'farce', 'overeat', 'thrust', 'shove', 'englut', 'scarf_out', 'glut', 'ingurgitate', 'binge', 'stuff', 'engorge', 'satiate', 'stuffed', 'squeeze', 'block', 'overindulge', 'gorge', 'pig_out', 'gormandise']",The Sheep's in the Meadow
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",The Sheep's in the Meadow
Eve,"['eve', 'eventide', 'even', 'evening', 'Eve']",The Sheep's in the Meadow
gave,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'sacrifice', 'afford', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",The Sheep's in the Meadow
flashy,"['sporty', 'gaudy', 'tawdry', 'flash', 'gimcrack', 'showy', 'garish', 'brassy', 'loud', 'meretricious', 'tacky', 'trashy', 'tatty', 'cheap', 'jazzy', 'flashy']",The Sheep's in the Meadow
New,"['newfangled', 'New', 'novel', 'new', 'newly', 'unexampled', 'freshly', 'fresh', 'young', 'raw', 'Modern']",The Sheep's in the Meadow
guests,"['node', 'Edgar_Guest', 'guest', 'Guest', 'Edgar_Albert_Guest', 'client', 'invitee']",The Sheep's in the Meadow
cheek,"['boldness', 'cheek', 'nerve', 'impertinence', 'buttock', 'impudence', 'brass', 'face']",The Sheep's in the Meadow
ground,"['crunch', 'bray', 'reason', 'undercoat', 'land', 'dig', 'mash', 'flat_coat', 'base', 'moil', 'soil', 'dry_land', 'priming', 'toil', 'earth', 'travail', 'prime', 'found', 'drudge', 'strand', 'grind', 'labor', 'basis', 'grate', 'anchor', 'establish', 'background', 'primer_coat', 'craunch', 'fag', 'run_aground', 'ground', 'comminute', 'cranch', 'terra_firma', 'solid_ground', 'priming_coat', 'labour', 'primer', 'footing']",The Sheep's in the Meadow
other,"['other', 'early', 'former']",The Sheep's in the Meadow
reunited,"['reunite', 'reunify']",The Sheep's in the Meadow
electric,"['galvanic', 'electric_automobile', 'galvanizing', 'galvanising', 'electric', 'electric_car', 'electrical']",The Sheep's in the Meadow
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",The Sheep's in the Meadow
mere,"['bare', 'mere', 'simple']",The Sheep's in the Meadow
spilling,"['run_out', 'pour_forth', 'disgorge', 'spill', 'splatter', 'shed', 'talk', 'slop']",The Sheep's in the Meadow
houses,"['family', 'business_firm', 'household', 'menage', 'theatre', 'put_up', 'star_sign', 'mansion', 'sign_of_the_zodiac', 'home', 'domiciliate', 'theater', 'firm', 'sign', 'planetary_house', 'house']",The Sheep's in the Meadow
coats,"['coating', 'pelage', 'cake', 'surface', 'coat']",The Sheep's in the Meadow
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",The Sheep's in the Meadow
barricade,"['bar', 'stop', 'block', 'barricado', 'blockade', 'block_off', 'block_up', 'roadblock', 'barricade']",The Sheep's in the Meadow
