w,vector_semantico
Excuse,"['self-justification', 'rationalise', 'beg_off', 'alibi', 'excuse', 'exculpation', 'apologize', 'exempt', 'rationalize', 'condone', 'pardon', 'explain', 'apologise', 'let_off', 'justify', 'relieve', 'apology']",A Wreath for Garibaldi
wreaths,"['lei', 'coronal', 'garland', 'chaplet', 'wreath']",A Wreath for Garibaldi
dead,"['deadened', 'bushed', 'numb', 'perfectly', 'dead', 'suddenly', 'beat', 'idle', 'utter', 'short', 'absolutely', 'stagnant', 'utterly', 'drained', 'abruptly', 'all_in']",A Wreath for Garibaldi
talked,"['peach', 'blab_out', 'babble_out', 'let_the_cat_out_of_the_bag', 'tattle', 'lecture', 'verbalize', 'spill', 'mouth', 'sing', 'verbalise', 'utter', 'babble', 'blab', 'talk', 'speak', 'spill_the_beans']",A Wreath for Garibaldi
would,[],A Wreath for Garibaldi
grinned,['grin'],A Wreath for Garibaldi
living,"['inhabit', 'hold_up', 'living', 'bread_and_butter', 'subsist', 'survive', 'surviving', 'endure', 'dwell', 'exist', 'live', 'support', 'go', 'populate', 'livelihood', 'hold_out', 'life', 'live_on', 'sustenance', 'animation', 'last', 'know', 'aliveness', 'keep', 'be', 'experience']",A Wreath for Garibaldi
And,[],A Wreath for Garibaldi
walked,"['walk', 'take_the_air']",A Wreath for Garibaldi
across,"['across', 'crosswise', 'crossways']",A Wreath for Garibaldi
mispronunciation,['mispronunciation'],A Wreath for Garibaldi
flowers,"['efflorescence', 'flush', 'flower', 'peak', 'prime', 'heyday', 'bloom', 'blossom']",A Wreath for Garibaldi
as,"['adenine', 'group_A', 'arsenic', 'AS', 'angstrom_unit', 'As', 'as', 'Eastern_Samoa', 'angstrom', 'every_bit', 'a', 'ampere', 'type_A', 'axerophthol', 'atomic_number_33', 'vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'equally', 'amp', 'American_Samoa', 'antiophthalmic_factor']",A Wreath for Garibaldi
book,"['Christian_Bible', 'account_book', 'Scripture', 'leger', 'hold', 'Quran', 'rule_book', 'record', 'book', 'Koran', 'Word', 'Book', 'Bible', 'record_book', 'script', 'volume', ""al-Qur'an"", 'ledger', 'Word_of_God', 'Holy_Writ', 'Holy_Scripture', 'reserve', 'book_of_account', 'playscript', 'Good_Book']",A Wreath for Garibaldi
favore,[],A Wreath for Garibaldi
fool,"['fall_guy', 'slang', 'fritter_away', 'befool', 'muggins', 'put_one_across', 'mug', 'put_on', 'patsy', 'take_in', 'sucker', 'motley_fool', 'fool_away', 'fool', 'mark', 'put_one_over', 'soft_touch', 'dissipate', 'tomfool', 'arse_around', 'cod', 'saphead', 'shoot', 'horse_around', 'dupe', 'frivol_away', 'jester', 'fritter', 'fool_around', 'chump', 'sap', 'gull']",A Wreath for Garibaldi
afraid,['afraid'],A Wreath for Garibaldi
talking,"['peach', 'blab_out', 'babble_out', 'let_the_cat_out_of_the_bag', 'tattle', 'lecture', 'verbalize', 'spill', 'talking', 'mouth', 'sing', 'verbalise', 'utter', 'babble', 'blab', 'talk', 'speak', 'spill_the_beans']",A Wreath for Garibaldi
Around,"['roughly', 'more_or_less', 'round', 'close_to', 'just_about', 'about', 'approximately', 'or_so', 'around', 'some']",A Wreath for Garibaldi
coast,"['glide', 'coast', 'seashore', 'slide', 'sea-coast', 'seacoast']",A Wreath for Garibaldi
they,[],A Wreath for Garibaldi
desk,['desk'],A Wreath for Garibaldi
silences,"['quieten', 'silence', 'quiet', 'still', 'secretiveness', 'shut_up', 'muteness', 'hush', 'hush_up', 'secrecy']",A Wreath for Garibaldi
you,[],A Wreath for Garibaldi
doesn't,[],A Wreath for Garibaldi
married,"['tie', 'matrimonial', 'get_hitched_with', 'wed', 'espouse', 'get_married', 'conjoin', 'married', 'marry', 'hook_up_with', 'marital', 'splice']",A Wreath for Garibaldi
When,[],A Wreath for Garibaldi
script,"['book', 'playscript', 'handwriting', 'hand', 'script']",A Wreath for Garibaldi
good,"['proficient', 'sound', 'respectable', 'well', 'salutary', 'full', 'serious', 'estimable', 'effective', 'in_effect', 'commodity', 'skilful', 'just', 'dear', 'practiced', 'good', 'adept', 'thoroughly', 'safe', 'trade_good', 'honest', 'near', 'goodness', 'skillful', 'right', 'unspoilt', 'expert', 'ripe', 'undecomposed', 'unspoiled', 'secure', 'in_force', 'soundly', 'honorable', 'upright', 'dependable', 'beneficial']",A Wreath for Garibaldi
cup,"['transfuse', 'cup', 'cupful', 'loving_cup']",A Wreath for Garibaldi
Maybe,"['maybe', 'perhaps', 'mayhap', 'possibly', 'peradventure', 'perchance']",A Wreath for Garibaldi
at,"['At', 'atomic_number_85', 'astatine', 'at']",A Wreath for Garibaldi
view,"['aspect', 'horizon', 'perspective', 'vista', 'regard', 'look_at', 'take_in', 'catch', 'persuasion', 'reckon', 'consider', 'sentiment', 'eyeshot', 'opinion', 'watch', 'thought', 'view', 'purview', 'scene', 'position', 'prospect', 'sight', 'panorama', 'survey', 'see']",A Wreath for Garibaldi
disappointment,"['dashing_hopes', 'disappointment', 'letdown']",A Wreath for Garibaldi
bugeyed,[],A Wreath for Garibaldi
much,"['a_good_deal', 'often', 'a_lot', 'a_great_deal', 'very_much', 'much', 'lots', 'practically']",A Wreath for Garibaldi
took,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'take', 'have', 'acquire']",A Wreath for Garibaldi
decide,"['determine', 'decide', 'adjudicate', 'settle', ""make_up_one's_mind"", 'resolve']",A Wreath for Garibaldi
laughed,"['laugh', 'express_mirth', 'express_joy']",A Wreath for Garibaldi
their,[],A Wreath for Garibaldi
our,[],A Wreath for Garibaldi
if,[],A Wreath for Garibaldi
the,[],A Wreath for Garibaldi
suffer,"['digest', 'brook', 'endure', 'sustain', 'support', 'ache', 'abide', 'stomach', 'hurt', 'put_up', 'suffer', 'stick_out', 'bear', 'tolerate', 'stand', 'get', 'lose', 'have', 'meet']",A Wreath for Garibaldi
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",A Wreath for Garibaldi
reasons,"['argue', 'rationality', 'intellect', 'ground', 'reasonableness', 'grounds', 'conclude', 'reason_out', 'understanding', 'reason', 'cause']",A Wreath for Garibaldi
which,[],A Wreath for Garibaldi
foot,"['hoof', 'pes', 'metrical_foot', 'ft', 'metrical_unit', 'understructure', 'leg_it', 'base', 'groundwork', 'human_foot', 'foot_up', 'foundation', 'fundament', 'animal_foot', 'hoof_it', 'substructure', 'pick', 'invertebrate_foot', 'foot', 'infantry']",A Wreath for Garibaldi
taken,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'interpreted', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'taken', 'take', 'have', 'acquire']",A Wreath for Garibaldi
died,"['expire', 'break_down', 'choke', 'become_flat', 'exit', 'conk', 'pop_off', 'snuff_it', ""cash_in_one's_chips"", 'go_bad', 'kick_the_bucket', 'give-up_the_ghost', 'give_way', 'go', 'pall', 'pass_away', 'croak', 'die', 'conk_out', 'break', 'decease', 'die_out', 'fail', 'pass', 'buy_the_farm', 'perish', 'drop_dead', 'give_out']",A Wreath for Garibaldi
(,[],A Wreath for Garibaldi
building,"['edifice', 'progress', 'make', 'ramp_up', 'build_up', 'establish', 'construct', 'construction', 'work_up', 'building', 'build']",A Wreath for Garibaldi
pay,"['compensate', 'pay', 'pay_up', 'bear', 'pay_off', 'give', 'yield', 'earnings', 'ante_up', 'wage', 'remuneration', 'devote', 'make_up', 'salary']",A Wreath for Garibaldi
banging,"['banging', 'fuck', 'get_laid', 'have_a_go_at_it', 'have_it_away', 'bed', 'have_it_off', 'sleep_together', 'sleep_with', 'have_intercourse', 'make_out', 'make_love', 'spang', 'slam', 'humongous', 'love', 'bang', 'jazz', 'thumping', 'bonk', 'be_intimate', 'lie_with', 'screw', 'hump', 'battering', 'walloping', 'roll_in_the_hay', 'have_sex', 'eff', 'know', 'get_it_on', 'whopping', 'do_it']",A Wreath for Garibaldi
expensive,['expensive'],A Wreath for Garibaldi
thinking,"['thinking', 'cerebrate', 'cogitate', 'mean', 'guess', 'remember', 'reckon', 'retrieve', 'cerebration', 'consider', 'recall', 'call_back', 'think', 'recollect', 'intend', 'suppose', 'thought', 'intelligent', 'thought_process', 'imagine', 'reasoning', 'conceive', 'intellection', 'opine', 'call_up', 'believe', 'mentation']",A Wreath for Garibaldi
swam,"['swim', 'float', 'drown']",A Wreath for Garibaldi
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']",A Wreath for Garibaldi
It,"['IT', 'information_technology']",A Wreath for Garibaldi
Southerner,['Southerner'],A Wreath for Garibaldi
France,"['French_Republic', 'Jacques_Anatole_Francois_Thibault', 'Anatole_France', 'France']",A Wreath for Garibaldi
renamed,['rename'],A Wreath for Garibaldi
young,"['Thomas_Young', 'immature', 'vernal', 'new', 'young', 'Young', 'Lester_Willis_Young', 'Whitney_Young', 'Pres_Young', 'Danton_True_Young', 'Whitney_Moore_Young_Jr.', 'Cy_Young', 'offspring', 'untested', 'unseasoned', 'Edward_Young', 'youthful', 'untried', 'Brigham_Young', 'Loretta_Young', 'youth']",A Wreath for Garibaldi
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",A Wreath for Garibaldi
marble,['marble'],A Wreath for Garibaldi
any,"['any', 'whatsoever', 'whatever']",A Wreath for Garibaldi
toppling,"['tip', 'tumble', 'topple']",A Wreath for Garibaldi
before,"['ahead', 'before', 'in_front', 'earlier']",A Wreath for Garibaldi
jackboots,"['jackboot', 'Hessian_boot', 'Wellington_boot', 'Wellington', 'hessian']",A Wreath for Garibaldi
latest,"['latest', 'previous', 'in_style', 'a_la_mode', 'later', 'late', 'recent', 'up-to-the-minute', 'tardy', 'belated', 'in_vogue', 'modish', 'former']",A Wreath for Garibaldi
pieces,"['art_object', 'while', 'bit', 'assemble', 'patch', 'part', 'put_together', 'man', ""objet_d'art"", 'firearm', 'slice', 'nibble', 'opus', 'piece', 'musical_composition', 'spell', 'pick', 'composition', 'piece_of_music', 'set_up', 'tack_together', 'small-arm', 'tack']",A Wreath for Garibaldi
didn't,[],A Wreath for Garibaldi
hated,"['detested', 'hated', 'despised', 'scorned', 'detest', 'hat', 'hate']",A Wreath for Garibaldi
every,['every'],A Wreath for Garibaldi
finally,"['in_the_end', 'last', 'finally', 'at_last', 'lastly', 'eventually', 'ultimately', 'in_conclusion', 'at_long_last']",A Wreath for Garibaldi
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']",A Wreath for Garibaldi
help,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']",A Wreath for Garibaldi
:,[],A Wreath for Garibaldi
lived,"['survive', 'last', 'inhabit', 'endure', 'experience', 'hold_up', 'know', 'dwell', 'be', 'exist', 'hold_out', 'live', 'go', 'populate', 'live_on', 'subsist']",A Wreath for Garibaldi
heard,"['hear', 'discover', 'get_a_line', 'pick_up', 'learn', 'find_out', 'try', 'take_heed', 'get_wind', 'heard', 'listen', 'get_word', 'see']",A Wreath for Garibaldi
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",A Wreath for Garibaldi
without,[],A Wreath for Garibaldi
realismo,[],A Wreath for Garibaldi
gave,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'sacrifice', 'afford', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",A Wreath for Garibaldi
flat,"['savourless', 'two-dimensional', 'unconditional', 'directly', 'flavourless', 'flavorless', 'monotonous', 'flat_tire', 'level', 'matted', 'compressed', 'flatcar', 'insipid', 'prostrate', 'categorical', 'vapid', 'bland', 'plane', 'flatbed', '2-dimensional', 'matt', 'apartment', 'matte', 'savorless', 'straight', 'flat', 'mat', 'categoric', 'monotonic', 'monotone']",A Wreath for Garibaldi
Is,"['equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'personify', 'represent', 'comprise']",A Wreath for Garibaldi
He,"['helium', 'He', 'atomic_number_2', 'he']",A Wreath for Garibaldi
anonymous,"['anonymous', 'anon.']",A Wreath for Garibaldi
Pavese,[],A Wreath for Garibaldi
ground,"['crunch', 'bray', 'reason', 'undercoat', 'land', 'dig', 'mash', 'flat_coat', 'base', 'moil', 'soil', 'dry_land', 'priming', 'toil', 'earth', 'travail', 'prime', 'found', 'drudge', 'strand', 'grind', 'labor', 'basis', 'grate', 'anchor', 'establish', 'background', 'primer_coat', 'craunch', 'fag', 'run_aground', 'ground', 'comminute', 'cranch', 'terra_firma', 'solid_ground', 'priming_coat', 'labour', 'primer', 'footing']",A Wreath for Garibaldi
other,"['other', 'early', 'former']",A Wreath for Garibaldi
call,"['Call', 'phone_call', 'anticipate', 'call_off', 'birdcall', 'claim', 'vociferation', 'ring', 'margin_call', 'cry', 'send_for', 'visit', 'name', 'scream', 'yell', 'foretell', 'shout', 'call_in', 'birdsong', 'holler', 'squall', 'forebode', 'telephone_call', 'hollo', 'bid', 'outcry', 'address', 'predict', 'song', 'call', 'phone', 'prognosticate', 'telephone', 'call_up', 'shout_out', 'promise', 'call_option']",A Wreath for Garibaldi
Communists,"['commie', 'communist', 'Communist']",A Wreath for Garibaldi
thus,"['hence', 'olibanum', 'frankincense', 'thus', 'therefore', 'thence', 'gum_olibanum', 'so', 'thusly']",A Wreath for Garibaldi
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",A Wreath for Garibaldi
purpose,"['purport', 'intention', 'intent', 'function', 'determination', 'resolve', 'use', 'propose', 'purpose', 'aim', 'design', 'role']",A Wreath for Garibaldi
roof,"['cap', 'ceiling', 'roof']",A Wreath for Garibaldi
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",A Wreath for Garibaldi
strange,"['foreign', 'strange', 'unusual', 'unknown']",A Wreath for Garibaldi
remembered,"['retrieve', 'commend', 'think_back', 'think', 'commemorate', 'recall', 'call_up', 'call_back', 'think_of', 'recollect', 'remember']",A Wreath for Garibaldi
Little,"['picayune', 'petty', 'trivial', 'slight', 'minuscule', 'little', 'short', 'small', 'footling', 'piddling', 'piffling', 'lilliputian', 'fiddling', 'niggling']",A Wreath for Garibaldi
again,"['once_again', 'again', 'once_more', 'over_again']",A Wreath for Garibaldi
business,"['stage_business', 'job', 'patronage', 'business_organisation', 'line_of_work', 'concern', 'business', 'business_concern', 'occupation', 'business_organization', 'business_sector', 'clientele', 'byplay', 'line', 'commercial_enterprise', 'business_enterprise']",A Wreath for Garibaldi
writers,"['author', 'writer']",A Wreath for Garibaldi
Just,"['good', 'only', 'exactly', 'merely', 'simply', 'scarcely', 'just', 'barely', 'scarce', 'fair', 'but', 'precisely', 'upright', 'equitable', 'hardly', 'just_now']",A Wreath for Garibaldi
few,['few'],A Wreath for Garibaldi
show,"['point', 'prove', 'show_up', 'register', 'evince', 'show', 'read', 'indicate', 'designate', 'record', 'present', 'exhibit', 'depict', 'express', 'testify', 'shew', 'appearance', 'usher', 'demonstrate', 'establish', 'bear_witness', 'picture', 'display', 'evidence', 'demo', 'render']",A Wreath for Garibaldi
its,"['IT', 'information_technology']",A Wreath for Garibaldi
order,"['parliamentary_procedure', 'parliamentary_law', 'regularise', 'purchase_order', 'ordination', 'dictate', 'order', 'monastic_order', 'ordering', 'lodge', 'rules_of_order', 'arrange', 'guild', 'tell', 'place', 'put', 'rate', 'ordain', 'social_club', 'Order', 'rank', 'govern', 'consecrate', 'society', 'club', 'rescript', 'prescribe', 'orderliness', 'order_of_magnitude', 'enjoin', 'Holy_Order', 'gild', 'edict', 'decree', 'fiat', 'grade', 'say', 'regularize', 'set_up', 'regulate', 'range', 'ordinate']",A Wreath for Garibaldi
threw,"['project', 'bemuse', 'hold', 'flip', 'shake_off', 'drop', 'confuse', 'bedevil', 'thrust', 'give', 'hurl', 'throw', 'throw_off', 'fox', 'make', 'bewilder', 'cast', 'shed', 'contrive', 'cast_off', 'befuddle', 'confound', 'fuddle', 'throw_away', 'discombobulate', 'have', 'switch']",A Wreath for Garibaldi
everything,[],A Wreath for Garibaldi
questioned,"['query', 'call_into_question', 'interrogate', 'oppugn', 'wonder', 'question', 'interview']",A Wreath for Garibaldi
slowly,"['slowly', 'easy', 'slow', 'lento', 'tardily']",A Wreath for Garibaldi
films,"['film', 'motion_picture', 'pic', 'picture_show', 'flick', 'photographic_film', 'shoot', 'picture', 'moving_picture', 'motion-picture_show', 'movie', 'plastic_film', 'moving-picture_show', 'celluloid', 'take', 'cinema']",A Wreath for Garibaldi
gossip,"['confab', 'confabulate', 'chin-wagging', 'chew_the_fat', 'chaffer', 'chin-wag', 'gossiper', 'chat', 'causerie', 'gossip', 'chit_chat', 'chatter', 'chitchat', 'jaw', 'chin_wag', 'comment', 'gossipmonger', 'visit', 'rumormonger', 'newsmonger', 'natter', 'chit-chat', 'gabfest', 'chin_wagging', 'shoot_the_breeze', 'gab', 'scuttlebutt', 'small_talk', 'dish_the_dirt', 'tittle-tattle', 'claver', 'rumourmonger']",A Wreath for Garibaldi
happened,"['materialize', 'pass_off', 'come_about', 'bump', 'pass', 'bechance', 'materialise', 'hap', 'take_place', 'go_on', 'encounter', 'find', 'chance', 'fall_out', 'befall', 'occur', 'happen']",A Wreath for Garibaldi
dialect,"['dialect', 'idiom', 'accent']",A Wreath for Garibaldi
cover,"['compensate', 'natural_covering', 'top', 'spread_over', 'screen', 'encompass', 'overcompensate', 'incubate', 'covering_fire', 'cut_through', 'cross', 'report', 'enshroud', 'plow', 'track', 'extend', 'cover', 'binding', 'hide', 'overlay', 'wrap_up', 'screening', 'underwrite', 'cover_version', 'back', 'pass_over', 'breed', 'get_over', 'comprehend', 'embrace', 'book_binding', 'masking', 'concealment', 'cut_across', 'address', 'shroud', 'covert', 'cover_up', 'continue', 'cover_song', 'hatch', 'insure', 'deal', 'blanket', 'traverse', 'get_across', 'covering', 'cover_charge', 'handle', 'brood', 'treat']",A Wreath for Garibaldi
