w,vector_semantico
black,"['Shirley_Temple', 'pitch-black', 'Negroid', 'inglorious', 'nigrify', 'mordant', 'disastrous', 'bootleg', 'smuggled', 'bleak', 'Black_person', 'fatal', 'blackamoor', 'smutty', 'opprobrious', 'black', 'inkiness', 'contraband', 'dark', 'melanise', 'Joseph_Black', 'disgraceful', 'Shirley_Temple_Black', 'total_darkness', 'lightlessness', 'shameful', 'Negro', 'dim', 'blacken', 'black-market', 'Black', 'ignominious', 'calamitous', 'grim', 'fateful', 'sinister', 'blackened', 'melanize', 'pitch-dark', 'blackness', 'pitch_blackness']",The Planet with No Nightmare
there's,[],The Planet with No Nightmare
lug,"['tote', 'lug', 'Lug', 'Lugh', 'lugsail', 'lugworm', 'tug', 'lobworm', 'choke_up', 'block', 'stuff']",The Planet with No Nightmare
comfort,"['comforter', 'ease', 'comfort', 'soothe', 'solace', 'console', 'consolation', 'puff', 'comfortableness', 'quilt']",The Planet with No Nightmare
pattern,"['convention', 'approach_pattern', 'design', 'form', 'pattern', 'figure', 'radiation_pattern', 'blueprint', 'model', 'rule', 'shape', 'traffic_pattern', 'radiation_diagram', 'normal', 'formula', 'practice']",The Planet with No Nightmare
make,"['urinate', 'get', 'realize', 'give', 'ca-ca', 'make', 'reach', 'do', 'arrive_at', 'cook', 'brand', 'fix', 'pull_in', 'build', 'pass_water', 'constitute', 'name', 'create', 'hit', 'piss', 'bring_in', 'construct', 'prepare', 'produce', 'stool', 'take_a_crap', 'pee', 'shuffle', 'induce', 'relieve_oneself', 'stimulate', 'gain', 'wee', 'attain', 'spend_a_penny', 'take_a_leak', 'seduce', 'pretend', 'clear', 'hold', 'make_water', 'make_up', 'progress_to', 'take', 'get_to', 'establish', 'shuffling', 'take_in', 'shit', 'piddle', 'take_a_shit', 'nominate', 'work', 'ready', 'micturate', 'defecate', 'lay_down', 'throw', 'cause', 'form', 'score', 'wee-wee', 'make_believe', 'pee-pee', 'draw', 'crap', 'earn', 'realise', 'puddle', 'have']",The Planet with No Nightmare
until,[],The Planet with No Nightmare
full,"['total', 'full-of-the-moon', 'good', 'full_phase_of_the_moon', 'full_moon', 'broad', 'to_the_full', 'wax', 'replete', 'full', 'entire', 'wide-cut', 'wide', 'fully']",The Planet with No Nightmare
its,"['information_technology', 'IT']",The Planet with No Nightmare
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']",The Planet with No Nightmare
don't,[],The Planet with No Nightmare
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']",The Planet with No Nightmare
chills,"['thrill', 'quiver', 'iciness', 'frisson', 'shiver', 'shudder', 'shivering', 'cool', 'chill', 'tingle', 'cool_down', 'gelidity', 'pall']",The Planet with No Nightmare
cleared,"['brighten', 'shed_light_on', 'realize', 'vindicated', 'exonerated', 'clear_up', 'make', 'exculpated', 'pull_in', 'crystalise', 'cleared', 'straighten_out', 'bring_in', 'authorize', 'pass', 'sort_out', 'crystallize', 'absolved', 'crystallise', 'enlighten', 'authorise', 'top', 'illuminate', 'gain', 'exonerate', 'elucidate', 'clear', 'discharge', 'assoil', 'solve', 'light_up', 'take_in', 'unclutter', 'sack_up', 'exculpate', 'crystalize', 'earn', 'realise', 'acquit', 'net', 'sack']",The Planet with No Nightmare
laying,"['place', 'laying', 'lay', 'repose', 'set', 'pose', 'put_down', 'position', 'egg_laying', 'put']",The Planet with No Nightmare
never,"['never', ""ne'er""]",The Planet with No Nightmare
cluster,"['bunch_up', 'clump', 'cluster', 'clustering', 'constellate', 'bundle', 'bunch', 'flock']",The Planet with No Nightmare
three,"['terzetto', 'triad', 'threesome', 'deuce-ace', 'triplet', 'trey', '3', 'three', 'troika', 'ternary', 'ternion', 'III', 'leash', 'trio', 'trinity', 'tercet', 'tierce', 'trine', 'iii']",The Planet with No Nightmare
actually,"['really', 'actually', 'in_reality']",The Planet with No Nightmare
Exploration,"['geographic_expedition', 'exploration']",The Planet with No Nightmare
beasts,"['brute', 'wolf', 'animate_being', 'animal', 'creature', 'savage', 'wildcat', 'beast', 'fauna']",The Planet with No Nightmare
Ekstrohm,[],The Planet with No Nightmare
outweigh,"['preponderate', 'outweigh', 'overbalance', 'outbalance']",The Planet with No Nightmare
ring,"['ringing', 'annulus', 'reverberate', 'peal', 'call', 'phone', 'echo', 'gang', 'call_up', 'anchor_ring', 'skirt', 'ring', 'mob', 'halo', 'knell', 'telephone', 'surround', 'pack', 'environ', 'border', 'hoop', 'doughnut', 'resound', 'band', 'tintinnabulation', 'closed_chain']",The Planet with No Nightmare
riding,"['depend_on', 'tease', 'devolve_on', 'razz', 'sit', 'horseback_riding', 'free', 'bait', 'mount', 'drive', 'hinge_on', 'tantalise', 'rid', 'cod', 'disembarrass', 'riding', 'taunt', 'rag', 'equitation', 'depend_upon', 'tantalize', 'hinge_upon', 'turn_on', 'twit', 'ride', 'rally']",The Planet with No Nightmare
hot,"['spicy', 'hot', 'blistering', 'live', 'raging', 'red-hot']",The Planet with No Nightmare
bubble,"['belch', 'guggle', 'gurgle', 'ripple', 'bubble', 'babble', 'house_of_cards', 'burble', 'burp', 'eruct']",The Planet with No Nightmare
mis-reading,[],The Planet with No Nightmare
picture,"['moving-picture_show', 'ikon', 'photograph', 'show', 'moving_picture', 'picture_show', 'flick', 'delineation', 'motion_picture', 'word-painting', 'characterisation', 'impression', 'image', 'envision', 'motion-picture_show', 'characterization', 'pic', 'photo', 'project', 'film', 'painting', 'exposure', 'fancy', 'mental_picture', 'video', 'depict', 'picture', 'visualize', 'depiction', 'movie', 'see', 'pictorial_matter', 'word_picture', 'figure', 'render', 'visualise', 'scene', 'icon']",The Planet with No Nightmare
Insomnia,['insomnia'],The Planet with No Nightmare
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Planet with No Nightmare
hundred,"['one_C', 'one_hundred', 'c', 'C', 'hundred', '100', 'century']",The Planet with No Nightmare
damned,"['blasted', 'blame', 'darned', 'cursedly', 'damnably', 'goddamn', 'infernal', 'maledict', 'anathemize', 'blamed', 'curse', 'cursed', 'damn', 'goddamned', 'deuced', 'goddam', 'unsaved', 'damned', 'unredeemed', 'anathemise', 'bedamn', 'blessed', 'beshrew', 'imprecate', 'doomed']",The Planet with No Nightmare
trying,"['taste', 'stress', 'essay', 'examine', 'attempt', 'prove', 'try_on', 'try_out', 'nerve-wracking', 'adjudicate', 'judge', 'try', 'assay', 'strain', 'stressful', 'test', 'hear', 'trying', 'sample', 'nerve-racking', 'render', 'seek']",The Planet with No Nightmare
thought,"['cogitate', 'imagine', 'consider', 'retrieve', 'cerebrate', 'suppose', 'thought_process', 'opinion', 'persuasion', 'reckon', 'conceive', 'call_back', 'call_up', 'intend', 'cerebration', 'remember', 'mentation', 'guess', 'think', 'thought', 'opine', 'sentiment', 'view', 'idea', 'believe', 'recall', 'mean', 'recollect', 'intellection', 'thinking']",The Planet with No Nightmare
likely,"['in_all_probability', 'potential', 'probable', 'in_all_likelihood', 'probably', 'belike', 'likely']",The Planet with No Nightmare
snapping,"['crack', 'tear', 'photograph', 'snarl', 'snatch_up', 'click', 'snatch', 'bust', 'snap', 'break_down', 'lose_it', 'rupture', 'flick', 'shoot']",The Planet with No Nightmare
Look,"['feel', 'tone', 'look', 'await', 'seem', 'aspect', 'flavor', 'search', 'wait', 'smell', 'feeling', 'expect', 'front', 'attend', 'reckon', 'calculate', 'take_care', 'bet', 'count', 'depend', 'expression', 'looking', 'looking_at', 'facial_expression', 'see', 'flavour', 'spirit', 'face', 'appear']",The Planet with No Nightmare
by,"['away', 'aside', 'past', 'by']",The Planet with No Nightmare
sex,"['sexual_activity', 'sexual_practice', 'turn_on', 'sex_activity', 'sexual_urge', 'arouse', 'wind_up', 'sexuality', 'gender', 'excite', 'sex']",The Planet with No Nightmare
equal,"['equal', 'compeer', 'peer', 'equalise', 'be', 'touch', 'rival', 'equalize', 'equate', 'match', 'adequate']",The Planet with No Nightmare
good,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'salutary', 'honest', 'undecomposed', 'full', 'thoroughly', 'respectable', 'commodity', 'in_effect', 'sound', 'trade_good', 'estimable', 'proficient', 'skillful', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'right', 'in_force', 'soundly', 'unspoilt', 'good', 'goodness', 'well', 'upright', 'just', 'effective', 'unspoiled', 'honorable', 'safe']",The Planet with No Nightmare
mind,"['nous', 'judgment', 'brain', 'psyche', 'heed', 'mind', 'judgement', 'bear_in_mind', 'creative_thinker', 'take_care', 'listen', 'idea', 'intellect', 'thinker', 'head', 'beware']",The Planet with No Nightmare
excited,"['charge', 'worked_up', 'charge_up', 'aroused', 'emotional', 'mad', 'stir', 'shake', 'delirious', 'agitate', 'stimulate', 'shake_up', 'energise', 'energize', 'wind_up', 'frantic', 'sex', 'unrestrained', 'rouse', 'excited', 'turn_on', 'commove', 'activated', 'arouse', 'excite']",The Planet with No Nightmare
celebrated,"['celebrate', 'famed', 'keep', 'illustrious', 'fete', 'famous', 'celebrated', 'lionise', 'far-famed', 'lionize', 'notable', 'noted', 'storied', 'renowned', 'historied', 'observe']",The Planet with No Nightmare
and,[],The Planet with No Nightmare
experience,"['feel', 'see', 'get', 'receive', 'go_through', 'live', 'know', 'experience', 'have']",The Planet with No Nightmare
lapel,['lapel'],The Planet with No Nightmare
snow,"['nose_candy', 'C._P._Snow', 'coke', 'lead_by_the_nose', 'Snow', 'Baron_Snow_of_Leicester', 'blow', 'C', 'hoodwink', 'Charles_Percy_Snow', 'snowfall', 'play_false', 'bamboozle', 'snow', ""pull_the_wool_over_someone's_eyes""]",The Planet with No Nightmare
matches,"['oppose', 'jibe', 'mate', 'compeer', 'agree', 'peer', 'twin', 'touch', 'catch', 'pair', 'lucifer', 'tally', 'equate', 'meet', 'friction_match', 'check', 'play_off', 'equalise', 'correspond', 'gibe', 'rival', 'pit', 'fit', 'equal', 'cope_with', 'equalize', 'match', 'couple', 'mates']",The Planet with No Nightmare
your,[],The Planet with No Nightmare
control,"['ascendency', 'control_condition', 'assure', 'command', 'ascertain', 'mastery', 'ascendence', 'insure', 'keep_in_line', 'dominance', 'control', 'controller', 'check', 'verify', 'ascendancy', 'hold', 'ascendance', 'master', 'restraint', 'operate', 'see', 'curb', 'ensure', 'hold_in', 'moderate', 'manipulate', 'see_to_it', 'contain']",The Planet with No Nightmare
low,"['low', 'gloomy', 'scurvy', 'modest', 'crushed', 'Low', 'depressed', 'first', 'scummy', 'Sir_David_Alexander_Cecil_Low', 'humbled', 'David_Low', 'abject', 'low_gear', 'dispirited', 'downhearted', 'first_gear', 'low-pitched', 'moo', 'broken', 'small', 'blue', 'humiliated', 'down_in_the_mouth', 'humble', 'downcast', 'Sir_David_Low', 'miserable', 'low-spirited', 'depleted', 'low-toned', 'grim', 'down', 'lowly', 'low-down', 'depression']",The Planet with No Nightmare
asleep,"['benumbed', 'asleep', 'at_peace', 'numb', 'departed', 'gone', 'deceased', 'at_rest']",The Planet with No Nightmare
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']",The Planet with No Nightmare
mapping,"['represent', 'single-valued_function', 'mapping', 'map', 'function', 'mathematical_function', 'chromosome_mapping', 'map_out']",The Planet with No Nightmare
Well,"['wellspring', 'good', 'advantageously', 'well', 'swell', 'easily', 'comfortably', 'fountainhead', 'substantially', 'considerably', 'intimately']",The Planet with No Nightmare
breathe,"['respire', ""catch_one's_breath"", 'pass_off', 'rest', 'take_a_breath', 'emit', 'breathe', 'take_a_breather', 'suspire']",The Planet with No Nightmare
meantime,"['meanwhile', 'in_the_meantime', 'lag', 'interim', 'meantime']",The Planet with No Nightmare
warm-blooded,['warm-blooded'],The Planet with No Nightmare
threw,"['contrive', 'give', 'make', 'bedevil', 'confuse', 'shake_off', 'hurl', 'discombobulate', 'throw_away', 'shed', 'bewilder', 'confound', 'switch', 'project', 'drop', 'bemuse', 'hold', 'have', 'cast_off', 'throw', 'throw_off', 'fox', 'fuddle', 'flip', 'thrust', 'befuddle', 'cast']",The Planet with No Nightmare
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",The Planet with No Nightmare
stupid,"['dazed', 'stupefied', 'dullard', 'stupe', 'stupid', 'pudding_head', 'unintelligent', 'stunned', 'pillock', 'stupid_person', 'poor_fish', 'pudden-head', 'dolt']",The Planet with No Nightmare
floor,"['ball_over', 'floor', 'trading_floor', 'dump', 'story', 'level', 'shock', 'flooring', 'blow_out_of_the_water', 'storey', 'coldcock', 'base', 'knock_down', 'take_aback', 'deck']",The Planet with No Nightmare
concentrate,"['reduce', 'concentrate', 'digest', 'pore', 'centralise', 'dressed_ore', 'rivet', 'contract', 'centre', 'center', 'focus', 'decoct', 'boil_down', 'centralize', 'condense']",The Planet with No Nightmare
These,[],The Planet with No Nightmare
answered,"['suffice', 'reply', 'do', 'resolve', 'respond', 'answer', 'serve']",The Planet with No Nightmare
glance,"[""coup_d'oeil"", 'glance', 'glimpse', 'peek', 'glint']",The Planet with No Nightmare
feeling,"['feel', 'tone', 'belief', 'look', 'palpate', 'find', 'touch', 'tactual_sensation', 'flavor', 'smell', 'feeling', 'impression', 'touch_sensation', 'opinion', 'sense', 'tactile_sensation', 'intuitive_feeling', 'finger', 'flavour', 'spirit', 'experience', 'notion']",The Planet with No Nightmare
kind,"['form', 'kind', 'genial', 'sort', 'variety', 'tolerant']",The Planet with No Nightmare
we'd,[],The Planet with No Nightmare
sprawled,"['sprawl', 'straggle']",The Planet with No Nightmare
try,"['taste', 'stress', 'essay', 'examine', 'attempt', 'prove', 'try_on', 'try_out', 'adjudicate', 'judge', 'try', 'assay', 'effort', 'strain', 'endeavor', 'test', 'endeavour', 'hear', 'sample', 'render', 'seek']",The Planet with No Nightmare
Radiation,"['radiation', 'actinotherapy', 'irradiation', 'radiation_syndrome', 'radiation_therapy', 'radiation_sickness', 'radioactivity', 'radiotherapy']",The Planet with No Nightmare
write,"['publish', 'spell', 'save', 'pen', 'drop_a_line', 'indite', 'write', 'compose']",The Planet with No Nightmare
his,[],The Planet with No Nightmare
needed,"['needed', 'need', 'requisite', 'needful', 'postulate', 'want', 'take', 'necessitate', 'ask', 'require', 'involve', 'demand', 'call_for', 'required']",The Planet with No Nightmare
talking,"['mouth', 'talking', 'speak', 'spill', 'lecture', 'utter', 'tattle', 'blab', 'blab_out', 'talk', 'verbalize', 'spill_the_beans', 'babble', 'peach', 'sing', 'babble_out', 'verbalise', 'let_the_cat_out_of_the_bag']",The Planet with No Nightmare
What,[],The Planet with No Nightmare
ladder,"['ravel', 'run', 'ladder']",The Planet with No Nightmare
from,[],The Planet with No Nightmare
joke,"['laugh', 'prank', 'jest', 'jape', 'jocularity', 'put-on', 'joke', 'antic', 'caper', 'trick', 'gag']",The Planet with No Nightmare
twentieth,"['20th', 'twentieth']",The Planet with No Nightmare
