w,vector_semantico
closest,"['stuffy', 'snug', 'tight', 'closelipped', 'closest', 'faithful', 'closemouthed', 'skinny', 'nighest', 'secretive', 'penny-pinching', 'nearest', 'cheeseparing', 'close', 'near', 'tightlipped', 'close-fitting', 'nigh', 'airless', 'confining', 'unaired']",The Invisible Aborigine
started,"['come_out', 'pop_out', 'get_going', 'set_about', 'take_up', 'originate', 'start_out', 'jump', 'set_off', 'get_down', 'startle', 'initiate', 'pop', 'get', 'set_out', 'commence', 'depart', 'embark_on', 'bulge', 'bulge_out', 'begin', 'start_up', 'take_off', 'set_forth', 'part', 'go', 'bug_out', 'protrude', 'lead_off', 'start']",The Invisible Aborigine
night,"['nighttime', 'Night', 'night', 'Nox', 'dark']",The Invisible Aborigine
softened,"['yield', 'dull', 'muffled', 'damp', 'softened', 'relent', 'break', 'weaken', 'buffer', 'cushion', 'dampen', 'muted', 'mince', 'moderate', 'soften']",The Invisible Aborigine
highest,"['eminent', 'gamey', 'mellow', 'high', 'in_high_spirits', 'high-pitched', 'gamy']",The Invisible Aborigine
Occasionally,"['at_times', 'now_and_again', 'from_time_to_time', 'now_and_then', 'occasionally', 'on_occasion', 'once_in_a_while']",The Invisible Aborigine
with,[],The Invisible Aborigine
moments,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Invisible Aborigine
surprising,"['surprise', 'surprising', 'storm']",The Invisible Aborigine
like,"['corresponding', 'wish', 'like', 'similar', 'ilk', 'same', 'alike', 'the_likes_of', 'comparable', 'the_like', 'care']",The Invisible Aborigine
country,"['commonwealth', 'country', 'rural_area', 'body_politic', 'land', 'state', 'nation', 'res_publica', 'area']",The Invisible Aborigine
fence,"['fencing', 'surround', 'fence_in', 'palisade', 'fence', 'contend', 'wall', 'argue', 'debate']",The Invisible Aborigine
lived,"['hold_up', 'subsist', 'experience', 'endure', 'live_on', 'live', 'go', 'be', 'know', 'survive', 'exist', 'inhabit', 'dwell', 'hold_out', 'populate', 'last']",The Invisible Aborigine
dignity,"['dignity', 'self-worth', 'self-respect', 'gravitas', 'lordliness', 'self-regard']",The Invisible Aborigine
who,"['World_Health_Organization', 'WHO']",The Invisible Aborigine
roughly,"['rough', 'around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Invisible Aborigine
grazer,[],The Invisible Aborigine
sniffing,"['sniffle', 'sniff', 'whiff']",The Invisible Aborigine
pet,"['dearie', 'favorite', 'preferred', 'positron_emission_tomography', 'ducky', 'preferent', 'deary', 'best-loved', 'PET', 'favourite', 'pet', 'darling', 'favored']",The Invisible Aborigine
behind,"['butt', 'stern', 'tail_end', 'hindquarters', 'fanny', 'tush', 'tail', 'buttocks', 'buns', 'in_arrears', 'posterior', 'keister', 'tooshie', 'nates', 'prat', 'seat', 'behindhand', 'ass', 'hind_end', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'rump', 'slow', 'rear_end', 'derriere', 'fundament', 'arse']",The Invisible Aborigine
In,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Invisible Aborigine
close,"['closing', 'stuffy', 'finis', 'fill_up', 'snug', 'tight', 'shut_down', 'closelipped', 'come_together', 'closely', 'faithful', 'closemouthed', 'conclude', 'last', 'ending', 'skinny', 'conclusion', 'finale', 'shut', 'secretive', 'penny-pinching', 'fold', 'cheeseparing', 'end', 'close', 'near', 'tightlipped', 'close-fitting', 'close_up', 'nigh', 'stopping_point', 'finish', 'airless', 'confining', 'closing_curtain', 'close_down', 'unaired']",The Invisible Aborigine
direction,"['instruction', 'centering', 'steering', 'counsel', 'focal_point', 'way', 'management', 'guidance', 'focus', 'counseling', 'commission', 'charge', 'focusing', 'counselling', 'focussing', 'direction']",The Invisible Aborigine
pinched,"['nip', 'adenoidal', 'pilfer', 'vellicate', 'gaunt', 'in_straitened_circumstances', 'tweet', 'lift', 'impecunious', 'cabbage', 'nasal', 'hard_up', 'squeeze', 'crimp', 'sneak', 'swipe', 'penniless', 'abstract', 'skeletal', 'hook', 'penurious', 'twinge', 'wasted', 'top', 'nobble', 'pinch', 'pinched', 'emaciated', 'bony', 'twitch', 'snarf', 'purloin', 'filch', 'cadaverous', 'haggard']",The Invisible Aborigine
For,[],The Invisible Aborigine
sixty,"['threescore', 'sixty', 'lx', 'LX', '60']",The Invisible Aborigine
language,"['spoken_language', 'language', 'oral_communication', 'voice_communication', 'linguistic_process', 'speech', 'spoken_communication', 'words', 'terminology', 'speech_communication', 'nomenclature', 'lyric', 'linguistic_communication']",The Invisible Aborigine
made,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'make_up', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'made', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",The Invisible Aborigine
white,"['bloodless', 'blank', 'whiten', 'Patrick_Victor_Martindale_White', 'egg_white', 'Andrew_Dickson_White', 'livid', 'White_River', 'tweed', 'flannel', 'Theodore_Harold_White', 'Andrew_D._White', 'E._B._White', 'T._H._White', 'albumen', 'Caucasian', 'Elwyn_Brooks_White', 'blanched', 'ashen', 'whitened', 'lily-white', 'gabardine', 'White', 'White_person', 'Edward_D._White', 'Stanford_White', 'Edward_Douglas_White_Jr.', 'white', 'ovalbumin', 'clean', 'Edward_White', 'whiteness', 'white-hot', 'snowy', 'Patrick_White']",The Invisible Aborigine
rock,"['rock-and-roll', 'stone', 'rock_and_roll', 'Rock', ""rock_'n'_roll"", 'John_Rock', 'sway', 'shake', 'rock_music', 'careen', 'rock', 'rock_candy', ""rock'n'roll"", 'tilt']",The Invisible Aborigine
squatted,"['hunker', 'scrunch_up', 'squat', 'crouch', 'scrunch', 'hunker_down']",The Invisible Aborigine
knowledge,"['cognition', 'noesis', 'knowledge']",The Invisible Aborigine
body,"['trunk', 'dead_body', 'body', 'consistence', 'eubstance', 'torso', 'organic_structure', 'physical_structure', 'personify', 'soundbox', 'consistency']",The Invisible Aborigine
range,"['range', 'mountain_chain', 'place', 'lay_out', 'straddle', 'pasture', 'mountain_range', 'chain_of_mountains', 'stove', 'chain', 'scope', 'rate', 'array', 'drift', 'image', 'range_of_mountains', 'ramble', 'kitchen_range', 'tramp', 'wander', 'crop', 'rove', 'stray', 'vagabond', 'roll', 'kitchen_stove', 'set_out', 'order', 'range_of_a_function', 'cast', 'browse', 'rank', 'reach', 'cooking_stove', 'grade', 'run', 'ambit', 'roam', 'graze', 'swan', 'compass', 'grasp', 'orbit']",The Invisible Aborigine
toward,[],The Invisible Aborigine
life,"['lifetime', 'life-time', 'spirit', 'aliveness', 'life', 'lifespan', 'biography', 'life_story', 'life_sentence', 'animation', 'life_history', 'liveliness', 'sprightliness', 'living']",The Invisible Aborigine
impossible,"['inconceivable', 'unsufferable', 'impossible', 'unacceptable', 'insufferable', 'out_of_the_question', 'unimaginable']",The Invisible Aborigine
fly,"['tent_flap', 'fly_front', 'wing', 'vaporize', 'fly', 'take_flight', 'fly_sheet', 'pilot', 'fell', 'vanish', 'flee', 'tent-fly', 'fly_ball', 'aviate', 'rainfly']",The Invisible Aborigine
guessed,"['opine', 'imagine', 'venture', 'approximate', 'judge', 'estimate', 'hazard', 'reckon', 'infer', 'think', 'gauge', 'suppose', 'guess', 'pretend']",The Invisible Aborigine
grease,"['grime', 'soil', 'dirt', 'stain', 'grease', 'lubricating_oil', 'filth', 'grunge']",The Invisible Aborigine
to,[],The Invisible Aborigine
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Invisible Aborigine
down,"['pour_down', 'down_pat', 'bolt_down', 'shoot_down', 'dispirited', 'down', 'go_through', 'kill', 'low', 'drink_down', 'pull_down', 'low-spirited', 'pile', 'downwards', 'Down', 'devour', 'consume', 'depressed', 'belt_down', 'pop', 'fine-tune', 'refine', 'polish', 'down_in_the_mouth', 'cut_down', 'downward', 'downwardly', 'blue', 'knock_down', 'gloomy', 'John_L._H._Down', 'downcast', 'down_feather', 'push_down', 'land', 'toss_off', 'mastered', 'downhearted', 'grim']",The Invisible Aborigine
low,"['Low', 'humiliated', 'low-down', 'low-pitched', 'abject', 'dispirited', 'down', 'David_Low', 'lowly', 'low', 'crushed', 'Sir_David_Alexander_Cecil_Low', 'low_gear', 'low-spirited', 'broken', 'first_gear', 'depressed', 'depression', 'depleted', 'scummy', 'humble', 'low-toned', 'moo', 'down_in_the_mouth', 'miserable', 'blue', 'gloomy', 'Sir_David_Low', 'downcast', 'scurvy', 'modest', 'downhearted', 'grim', 'first', 'small', 'humbled']",The Invisible Aborigine
woven-root,[],The Invisible Aborigine
They'll,[],The Invisible Aborigine
road,"['road', 'route']",The Invisible Aborigine
concentration,"['assiduousness', 'absorption', 'assiduity', 'concentration', 'denseness', 'immersion', 'compactness', 'tightness', 'density', 'engrossment']",The Invisible Aborigine
around,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'round', 'just_about']",The Invisible Aborigine
Its,"['IT', 'information_technology']",The Invisible Aborigine
impulse,"['urge', 'pulsation', 'neural_impulse', 'nerve_impulse', 'momentum', 'nervous_impulse', 'whim', 'impulse', 'impulsion', 'impetus', 'pulsing', 'pulse', 'caprice']",The Invisible Aborigine
air,"['line', 'aura', 'air', 'vent', 'atmosphere', 'airwave', 'breeze', 'publicize', 'air_travel', 'ventilate', 'aviation', 'strain', 'melody', 'tune', 'zephyr', 'broadcast', 'melodic_phrase', 'aerate', 'send', 'publicise', 'gentle_wind', 'bare', 'air_out', 'melodic_line', 'transmit', 'beam']",The Invisible Aborigine
misperceives,['misperceive'],The Invisible Aborigine
cities,"['city', 'urban_center', 'metropolis']",The Invisible Aborigine
loose,"['unaffixed', 'unloose', 'escaped', 'easy', 'relax', 'at_large', 'liberal', 'idle', 'on_the_loose', 'loose', 'wanton', 'slack', 'free', 'light', 'release', 'unleash', 'informal', 'sluttish', 'loosen', 'unloosen', 'promiscuous', 'let_loose', 'liberate', 'lax', 'open']",The Invisible Aborigine
finally,"['in_the_end', 'lastly', 'in_conclusion', 'finally', 'at_long_last', 'at_last', 'ultimately', 'last', 'eventually']",The Invisible Aborigine
dangling,"['suspension', 'hanging', 'drop', 'dangling', 'dangle', 'swing']",The Invisible Aborigine
hideous,"['outrageous', 'horrid', 'repulsive', 'horrific', 'hideous']",The Invisible Aborigine
tire,"['wear_out', 'outwear', 'fatigue', 'weary', 'wear_upon', 'tire_out', 'exhaust', 'tyre', 'wear', 'play_out', 'sap', 'wear_down', 'bore', 'fag_out', 'tire', 'run_down', 'pall', 'jade', 'fag']",The Invisible Aborigine
six,"['Captain_Hicks', 'six', 'VI', 'hexad', 'sextuplet', 'half_dozen', 'sextet', 'sestet', 'sixer', 'vi', 'sise', 'half-dozen', '6', 'half_a_dozen', 'six-spot']",The Invisible Aborigine
flatland,[],The Invisible Aborigine
loss,"['exit', 'loss', 'red_ink', 'departure', 'release', 'personnel_casualty', 'deprivation', 'going', 'red', 'passing', 'expiration']",The Invisible Aborigine
ten-by-ten-mile,[],The Invisible Aborigine
capering,['caper'],The Invisible Aborigine
though,['though'],The Invisible Aborigine
five,"['Phoebe', 'Little_Phoebe', 'v', 'quint', 'V', 'quintet', 'five-spot', 'fivesome', 'fin', 'basketball_team', '5', 'pentad', 'five', 'quintuplet', 'cinque']",The Invisible Aborigine
half,"['half', 'one-half']",The Invisible Aborigine
insect,"['insect', 'worm', 'dirt_ball', 'louse']",The Invisible Aborigine
Damned,"['blasted', 'maledict', 'damn', 'infernal', 'blame', 'imprecate', 'damned', 'anathemize', 'unredeemed', 'deuced', 'goddamned', 'darned', 'blessed', 'anathemise', 'doomed', 'damnably', 'goddamn', 'unsaved', 'cursedly', 'goddam', 'bedamn', 'cursed', 'beshrew', 'blamed', 'curse']",The Invisible Aborigine
:,[],The Invisible Aborigine
lordly,"['august', 'lordly', 'supercilious', 'grand', 'sniffy', 'swaggering', 'haughty', 'overbearing', 'prideful', 'disdainful', 'imperious']",The Invisible Aborigine
Land,"['commonwealth', 'Edwin_Herbert_Land', 'demesne', 'bring', 'shoot_down', 'dry_land', 'down', 'solid_ground', 'earth', 'set_down', 'estate', 'body_politic', 'landed_estate', 'state', 'domain', 'soil', 'country', 'set_ashore', 'acres', 'put_down', 'Din_Land', 'farming', 'ground', 'realm', 'shore', 'Land', 'terra_firma', 'land', 'kingdom', 'bring_down', 'nation', 'res_publica']",The Invisible Aborigine
dirt,"['soil', 'grime', 'poop', 'turd', 'dirt', 'ungraded', 'stain', 'grease', 'malicious_gossip', 'filth', 'shite', 'crap', 'grunge', 'scandal', 'shit']",The Invisible Aborigine
dry,"['prohibitionist', 'teetotal', 'dry_out', 'dry', 'ironical', 'ironic', 'wry', 'juiceless']",The Invisible Aborigine
any,"['whatever', 'any', 'whatsoever']",The Invisible Aborigine
them,[],The Invisible Aborigine
Australian,"['Aboriginal_Australian', 'Aussie', 'Australian']",The Invisible Aborigine
centuries,"['C', '100', 'hundred', 'one_C', 'century']",The Invisible Aborigine
``,[],The Invisible Aborigine
comes,"['number', 'seed', 'total', 'occur', 'get_along', 'ejaculate', 'fare', 'make_out', 'seminal_fluid', 'hail', 'do', 'come_in', 'amount', 'cum', 'get', 'come_up', 'fall', 'derive', 'arrive', 'add_up', 'semen', 'descend', 'come', 'issue_forth', 'follow']",The Invisible Aborigine
consistency,"['body', 'consistency', 'consistence', 'eubstance']",The Invisible Aborigine
'',[],The Invisible Aborigine
held,"['held', 'sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'have_got', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'halt', 'declare', 'take', 'agree', 'restrain', 'adjudge', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'reserve']",The Invisible Aborigine
familiar,"['fellow', 'familiar', 'associate', 'intimate', 'companion', 'comrade', 'conversant', 'familiar_spirit']",The Invisible Aborigine
shouting,"['shout_out', 'shouting', 'clapperclaw', 'cry', 'shout', 'yell', 'outcry', 'cry_out', 'exclaim', 'abuse', 'squall', 'blackguard', 'call', 'yelling', 'hollo', 'holler', 'cheering', 'call_out', 'scream']",The Invisible Aborigine
falters,"['hesitation', 'bumble', 'faltering', 'waver', 'stumble', 'stutter', 'falter', 'stammer']",The Invisible Aborigine
rain,"['rainfall', 'rain', 'pelting', 'rainwater', 'rain_down']",The Invisible Aborigine
outback,"['outback', 'remote']",The Invisible Aborigine
bothered,"['inconvenience_oneself', 'bothered', 'incommode', 'get_at', 'vex', 'trouble_oneself', 'disoblige', 'nettle', 'devil', 'get_to', 'rile', 'nark', 'inconvenience', 'rag', 'put_out', 'fazed', 'gravel', 'irritate', 'annoy', 'trouble', 'bother', 'chafe', 'discommode', 'daunted']",The Invisible Aborigine
big,"['large', 'bighearted', 'self-aggrandising', 'openhanded', 'giving', 'big', 'cock-a-hoop', 'full-grown', 'enceinte', 'magnanimous', 'adult', 'liberal', 'crowing', 'swelled', 'braggy', 'bountiful', 'braggart', 'boastfully', 'great', 'self-aggrandizing', 'prominent', 'bragging', 'fully_grown', 'grownup', 'boastful', 'vauntingly', 'bounteous', 'expectant', 'handsome', 'heavy', 'gravid', 'vainglorious', 'with_child', 'bad', 'freehanded', 'grown']",The Invisible Aborigine
minutes,"['proceedings', 'second', 'transactions', 'arcminute', 'bit', 'minutes', 'mo', 'hour', 'min', 'instant', 'moment', 'minute_of_arc', 'minute']",The Invisible Aborigine
tree-clumps,[],The Invisible Aborigine
dead,"['deadened', 'absolutely', 'perfectly', 'bushed', 'abruptly', 'beat', 'idle', 'suddenly', 'short', 'dead', 'drained', 'all_in', 'numb', 'utterly', 'utter', 'stagnant']",The Invisible Aborigine
fastened,"['buttoned', 'tighten', 'tied', 'fasten', 'fastened', 'secure', 'fix']",The Invisible Aborigine
red,"['red-faced', 'bolshie', 'reddish', 'redness', 'Bolshevik', 'reddened', 'red', 'flushed', 'scarlet', 'cherry-red', 'bolshy', 'ruby', 'loss', 'Red_River', 'cerise', 'Red', 'carmine', 'ruby-red', 'red_ink', 'crimson', 'violent', 'blood-red', 'ruddy', 'Marxist', 'cherry']",The Invisible Aborigine
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Invisible Aborigine
except,"['exclude', 'demur', 'leave_off', 'leave_out', 'except', 'take_out', 'omit']",The Invisible Aborigine
every,['every'],The Invisible Aborigine
unpleasant,['unpleasant'],The Invisible Aborigine
thirty,"['XXX', 'xxx', '30', 'thirty']",The Invisible Aborigine
bright,"['brilliant', 'lustrous', 'promising', 'undimmed', 'shiny', 'shining', 'burnished', 'vivid', 'brilliantly', 'brightly', 'hopeful', 'bright', 'smart']",The Invisible Aborigine
you'll,[],The Invisible Aborigine
beautiful,['beautiful'],The Invisible Aborigine
hospitable,['hospitable'],The Invisible Aborigine
placed,"['put', 'come_out', 'target', 'range', 'place', 'located', 'aim', 'station', 'rate', 'position', 'lay', 'placed', 'set', 'come_in', 'post', 'order', 'direct', 'invest', 'situated', 'point', 'commit', 'localize', 'identify', 'rank', 'pose', 'grade', 'localise', 'send', 'locate', 'site']",The Invisible Aborigine
has,"['sustain', 'experience', 'give_birth', 'make', 'take_in', 'hour_angle', 'suffer', 'have_got', 'cause', 'accept', 'own', 'have', 'feature', 'ingest', 'consume', 'get', 'bear', 'throw', 'induce', 'let', 'stimulate', 'birth', 'possess', 'take', 'deliver', 'give', 'HA', 'hold', 'receive']",The Invisible Aborigine
everything,[],The Invisible Aborigine
constantly,"['always', 'perpetually', 'forever', 'constantly', 'incessantly', 'invariably']",The Invisible Aborigine
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",The Invisible Aborigine
countless,"['infinite', 'numberless', 'innumerous', 'myriad', 'unnumberable', 'multitudinous', 'unnumerable', 'innumerable', 'unnumbered', 'uncounted', 'countless']",The Invisible Aborigine
years,"['years', 'yr', 'old_age', 'age', 'twelvemonth', 'class', 'days', 'eld', 'geezerhood', 'year', 'long_time']",The Invisible Aborigine
hopping,"['skip', 'hop-skip', 'hop']",The Invisible Aborigine
for,[],The Invisible Aborigine
move,"['actuate', 'relocation', 'movement', 'make_a_motion', 'motility', 'proceed', 'be_active', 'motion', 'incite', 'motivate', 'prompt', 'move', 'impress', 'strike', 'locomote', 'displace', 'run', 'propel', 'act', 'go', 'affect', 'travel']",The Invisible Aborigine
straight,"['direct', 'directly', 'straightaway', 'straight', 'unbent', 'square', 'uncoiled', 'unbowed', 'true', 'full-strength', 'straightforward', 'straight_person', 'flat', 'heterosexual_person', 'neat', 'heterosexual', 'consecutive']",The Invisible Aborigine
flat,"['mat', 'flatcar', 'directly', 'monotonic', 'prostrate', 'bland', 'savourless', 'monotone', 'two-dimensional', 'unconditional', 'flatbed', 'matte', '2-dimensional', 'categorical', 'flat_tire', 'savorless', 'plane', 'compressed', 'matt', 'apartment', 'flavorless', 'monotonous', 'straight', 'level', 'flat', 'insipid', 'categoric', 'matted', 'vapid', 'flavourless']",The Invisible Aborigine
elaborately,"['intricately', 'in_an_elaborate_way', 'elaborately']",The Invisible Aborigine
She,[],The Invisible Aborigine
He,"['He', 'helium', 'atomic_number_2', 'he']",The Invisible Aborigine
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",The Invisible Aborigine
buggers,"['sodomise', 'sodomize', 'sodomite', 'bugger', 'sodomist', 'sod']",The Invisible Aborigine
beyond,['beyond'],The Invisible Aborigine
others,[],The Invisible Aborigine
softly,"['gently', 'softly', 'lightly', 'piano', 'quietly']",The Invisible Aborigine
merely,"['simply', 'merely', 'only', 'just', 'but']",The Invisible Aborigine
room,"['way', 'room', 'elbow_room', 'board']",The Invisible Aborigine
exhibits,"['parade', 'expose', 'exhibit', 'demo', 'display', 'present', 'march', 'demonstrate', 'show', 'showing']",The Invisible Aborigine
heads,"['drumhead', 'headspring', 'top_dog', 'promontory', 'chief', 'channelise', 'guide', 'psyche', 'fountainhead', 'maneuver', 'school_principal', 'question', 'read/write_head', 'mind', 'head', 'head_word', 'manoeuver', 'heading', 'manoeuvre', 'head_teacher', 'steer', 'direct', 'caput', 'point', 'header', 'head_up', 'oral_sex', 'headland', 'nous', 'pass', 'principal', 'channelize', 'forefront', 'lead', 'headway', 'capitulum', 'foreland', 'straits', 'brain']",The Invisible Aborigine
thickened,"['callous', 'thicken', 'thickened', 'calloused', 'inspissate']",The Invisible Aborigine
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",The Invisible Aborigine
warm,"['warmly', 'warm_up', 'lovesome', 'fond', 'affectionate', 'warm', 'strong', 'ardent', 'quick', 'tender']",The Invisible Aborigine
gulley,[],The Invisible Aborigine
crawled,"['grovel', 'fawn', 'cringe', 'crawl', 'creep', 'cower']",The Invisible Aborigine
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Invisible Aborigine
stink,"['malodor', 'mephitis', 'foetor', 'malodour', 'reek', 'fetor', 'stink', 'stench']",The Invisible Aborigine
followed,"['stick_with', 'succeed', 'accompany', 'espouse', 'postdate', 'keep_an_eye_on', 'watch', 'pursue', 'surveil', 'fall_out', 'stick_to', 'keep_abreast', 'play_along', 'survey', 'come_after', 'take_after', 'be', 'abide_by', 'conform_to', 'keep_up', 'observe', 'watch_over', 'comply', 'come', 'adopt', 'follow', 'trace', 'travel_along']",The Invisible Aborigine
swept,"['sweep', 'sail', 'drag_in', 'tangle', 'swing', 'brush', 'broom', 'traverse', 'cross', 'embroil', 'sweep_up', 'swing_out', 'span', 'drag', 'swept']",The Invisible Aborigine
horrible,"['ugly', 'frightful', 'atrocious', 'horrible', 'horrifying']",The Invisible Aborigine
tortured,"['torture', 'excruciate', 'anguished', 'rack', 'tormented', 'torment', 'tortured']",The Invisible Aborigine
and,[],The Invisible Aborigine
wanders,"['range', 'betray', 'drift', 'ramble', 'weave', 'cheat_on', 'tramp', 'thread', 'wander', 'rove', 'stray', 'digress', 'cheat', 'vagabond', 'roll', 'wind', 'cast', 'cuckold', 'meander', 'roam', 'divagate', 'swan']",The Invisible Aborigine
darker,"['dour', 'dismal', 'sullen', 'disconsolate', 'sorry', 'coloured', 'drab', 'glowering', 'black', 'drear', 'glum', 'benighted', 'obscure', 'dark', 'dark-skinned', 'blue', 'dreary', 'gloomy', 'non-white', 'colored', 'morose', 'saturnine', 'sinister', 'moody', 'sour', 'grim', 'dingy']",The Invisible Aborigine
knows,"['experience', 'be_intimate', 'roll_in_the_hay', 'sleep_together', 'bed', 'live', 'screw', 'have_it_off', 'do_it', 'cognize', 'make_love', 'have_sex', 'make_out', 'fuck', 'bonk', 'lie_with', 'have_it_away', 'hump', 'bang', 'know', 'get_it_on', 'acknowledge', 'recognise', 'get_laid', 'jazz', 'have_a_go_at_it', 'love', 'cognise', 'sleep_with', 'eff', 'recognize', 'have_intercourse']",The Invisible Aborigine
saltbush,['saltbush'],The Invisible Aborigine
blink,"['blinking', 'eye_blink', 'winking', 'wink', 'nictitate', 'blink_away', 'winkle', 'nictitation', 'twinkle', 'blink', 'nictate', 'flash', 'nictation']",The Invisible Aborigine
areas,"['country', 'region', 'field', 'surface_area', 'expanse', 'domain', 'orbit', 'arena', 'sphere', 'area']",The Invisible Aborigine
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",The Invisible Aborigine
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",The Invisible Aborigine
palm,"['medallion', 'palm_tree', 'palm', 'handle', 'laurel_wreath', 'thenar', 'decoration', 'ribbon', 'medal']",The Invisible Aborigine
times,"['metre', 'time', 'prison_term', 'fourth_dimension', 'times', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'multiplication']",The Invisible Aborigine
scuttling,"['scamper', 'scuttle', 'scurry', 'skitter']",The Invisible Aborigine
