w,vector_semantico
sun,"['insolate', 'sunbathe', 'sunshine', 'Dominicus', 'Sunday', 'solarize', ""Lord's_Day"", 'sun', 'solarise', 'Sun', 'sunlight']","Organic Gardening and Farming,"
away,"['outside', 'forth', 'aside', 'by', 'off', 'out', 'away']","Organic Gardening and Farming,"
sort,"['kind', 'classify', 'sieve', 'assort', 'form', 'sort_out', 'screen_out', 'screen', 'class', 'sorting', 'sort', 'separate', 'variety']","Organic Gardening and Farming,"
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']","Organic Gardening and Farming,"
experience,"['experience', 'have', 'see', 'know', 'receive', 'feel', 'live', 'go_through', 'get']","Organic Gardening and Farming,"
and,[],"Organic Gardening and Farming,"
plus,"['plus', 'addition', 'asset', 'positive', 'summation']","Organic Gardening and Farming,"
level,"['storey', 'level', 'level_off', 'floor', 'even', 'charge', 'tied', 'degree', 'raze', 'flush', 'even_out', 'layer', 'take_down', 'pull_down', 'stage', 'flat', 'rase', 'tear_down', 'story', 'point', 'unwavering', 'dismantle', 'stratum', 'grade', 'spirit_level', 'horizontal_surface', 'tier', 'plane']","Organic Gardening and Farming,"
beauty,"['smasher', 'sweetheart', 'beauty', 'looker', 'dish', 'beaut', 'mantrap', 'stunner', 'ravisher', 'peach', 'lulu', 'knockout']","Organic Gardening and Farming,"
becoming,"['become', 'comme_il_faut', 'go', 'seemly', 'becoming', 'turn', 'comely', 'decorous', 'decent', 'suit', 'get']","Organic Gardening and Farming,"
sowing,"['sow_in', 'sow', 'inseminate', 'seed']","Organic Gardening and Farming,"
flower,"['prime', 'flush', 'heyday', 'blossom', 'peak', 'flower', 'efflorescence', 'bloom']","Organic Gardening and Farming,"
inches,"['edge', 'in', 'inch', 'column_inch']","Organic Gardening and Farming,"
soft,"['delicate', 'sonant', 'voiced', 'gentle', 'diffused', 'lenient', 'flaccid', 'easygoing', 'balmy', 'diffuse', 'indulgent', 'flabby', 'piano', 'cushy', 'mild', 'easy', 'subdued', 'soft']","Organic Gardening and Farming,"
Of,[],"Organic Gardening and Farming,"
Their,[],"Organic Gardening and Farming,"
smooth,"['bland', 'suave', 'fluent', 'smooth', 'tranquil', 'legato', 'placid', 'smoothen', 'shine', 'fluid', 'smooth_out', 'quiet', 'unruffled', 'politic', 'liquid', 'still', 'polish']","Organic Gardening and Farming,"
him,[],"Organic Gardening and Farming,"
encourages,"['boost', 'further', 'promote', 'advance', 'encourage']","Organic Gardening and Farming,"
prolific,"['fecund', 'fertile', 'prolific']","Organic Gardening and Farming,"
plant,"['embed', 'engraft', 'institute', 'found', 'constitute', 'plant', 'imbed', 'industrial_plant', 'establish', 'set', 'implant', 'works', 'flora', 'plant_life']","Organic Gardening and Farming,"
4,"['quatern', 'four', 'quaternion', 'tetrad', '4', 'quadruplet', 'Little_Joe', 'iv', 'quaternity', 'IV', 'quartet', 'foursome', 'quaternary']","Organic Gardening and Farming,"
perky,"['perky', 'buoyant', 'chirpy']","Organic Gardening and Farming,"
Pick,"['choice', 'nibble', 'cream', 'weft', 'filling', 'find_fault', 'plectron', 'picking', 'pickax', 'plunk', 'blame', 'break_up', 'beak', 'cull', 'piece', 'woof', 'clean', 'pluck', 'option', 'plectrum', 'foot', 'selection', 'pick', 'peck', 'pickaxe']","Organic Gardening and Farming,"
half,"['half', 'one-half']","Organic Gardening and Farming,"
used,"['utilise', 'habituate', 'exploited', 'put-upon', 'apply', 'victimized', 'use', 'practice', 'expend', 'employ', 'utilize', 'used', 'ill-used', 'victimised', 'secondhand']","Organic Gardening and Farming,"
dyeing,"['dye', 'dyeing']","Organic Gardening and Farming,"
doesn't,[],"Organic Gardening and Farming,"
past,"['retiring', 'preceding', 'past_times', 'yesteryear', 'by', 'past_tense', 'past']","Organic Gardening and Farming,"
42-degrees-F.,[],"Organic Gardening and Farming,"
hazard,"['gamble', 'take_a_chance', 'adventure', 'take_chances', 'fortune', 'risk', 'endangerment', 'jeopardy', 'guess', 'jeopardize', 'luck', 'venture', 'run_a_risk', 'chance', 'peril', 'pretend', 'stake', 'hazard']","Organic Gardening and Farming,"
The,[],"Organic Gardening and Farming,"
pickup,"['pick-me-up', 'tone_arm', 'pickup', 'cartridge', 'pickup_arm', 'pickup_truck', 'getaway']","Organic Gardening and Farming,"
health,"['wellness', 'health']","Organic Gardening and Farming,"
hold,"['grip', 'grasp', 'nurse', 'keep', 'take_for', 'book', 'defend', 'control', 'concur', 'hold_in', 'curb', 'reserve', 'adjudge', 'custody', 'cargo_area', 'cargo_deck', 'wait', 'clench', 'harbor', 'carry', 'keep_back', 'hold_up', 'handle', 'delay', 'defy', 'declare', 'halt', 'arrest', 'time_lag', 'cargo_hold', 'concord', 'take_hold', 'oblige', 'support', 'postponement', 'confine', 'take', 'guard', 'apply', 'give', 'withstand', 'hold', 'throw', 'have_got', 'harbour', 'accommodate', 'prevail', 'appreciation', 'restrain', 'obligate', 'bind', 'admit', 'maintain', 'deem', 'moderate', 'clutch', 'have', 'hold_back', 'storage_area', 'clutches', 'clasp', 'contain', 'check', 'view_as', 'go_for', 'detention', 'handgrip', 'make', 'sustain', 'detainment', 'obtain', 'retain', 'bear', 'entertain', 'agree']","Organic Gardening and Farming,"
Like,"['corresponding', 'similar', 'wish', 'alike', 'comparable', 'the_likes_of', 'the_like', 'care', 'same', 'ilk', 'like']","Organic Gardening and Farming,"
they'll,[],"Organic Gardening and Farming,"
light,"['twinkle', 'illumine', 'get_off', 'Light_Within', 'lightly', 'promiscuous', 'igniter', 'wanton', 'faint', 'calorie-free', 'wakeful', 'Light', 'illume', 'lightness', 'light_source', 'ignite', 'clear', 'sluttish', 'luminousness', 'ignitor', 'tripping', 'Inner_Light', 'scant', 'sparkle', 'brightness_level', 'lighter', 'swooning', 'light-colored', 'unclouded', 'clean', 'idle', 'luminosity', 'lighting', 'get_down', 'unaccented', 'weak', 'fall', 'visible_radiation', 'spark', 'light', 'easy', 'perch', 'unhorse', 'low-cal', 'brightness', 'illuminate', 'abstemious', 'light-headed', 'short', 'lite', 'Christ_Within', 'light_up', 'loose', 'fire_up', 'lightsome', 'luminance', 'visible_light', 'illumination', 'alight', 'lightheaded', 'dismount']","Organic Gardening and Farming,"
start,"['offset', 'protrude', 'take_off', 'lead_off', 'commencement', 'get-go', 'set_about', 'commence', 'starting', 'bulge', 'initiate', 'take_up', 'originate', 'showtime', 'start_out', 'start_up', 'startle', 'starting_signal', 'get', 'come_out', 'part', 'kickoff', 'starting_time', 'jump', 'get_down', 'depart', 'go', 'first', 'head_start', 'pop_out', 'beginning', 'get_going', 'outset', 'scratch', 'bulge_out', 'start', 'pop', 'begin', 'bug_out', 'set_out', 'embark_on', 'set_forth', 'scratch_line', 'starting_line', 'set_off']","Organic Gardening and Farming,"
define,"['fix', 'determine', 'delineate', 'delimitate', 'delimit', 'specify', 'limit', 'define', 'set']","Organic Gardening and Farming,"
addition,"['accession', 'plus', 'improver', 'increase', 'add-on', 'addition', 'summation', 'gain']","Organic Gardening and Farming,"
Try,"['endeavour', 'judge', 'try', 'attempt', 'essay', 'adjudicate', 'try_on', 'endeavor', 'try_out', 'render', 'seek', 'strain', 'sample', 'examine', 'effort', 'taste', 'test', 'assay', 'hear', 'stress', 'prove']","Organic Gardening and Farming,"
don't,[],"Organic Gardening and Farming,"
heaving,"['heaving', 'heave_up', 'heave', 'pant', 'panting', 'heft_up', 'puff', 'surge', 'gasp', 'gag', 'retch', 'heft', 'billow', 'buckle', 'warp']","Organic Gardening and Farming,"
point,"['level', 'head', 'channelise', 'taper', 'manoeuvre', 'charge', 'full_stop', 'degree', 'compass_point', 'breaker_point', 'bespeak', 'steer', 'tip', 'peak', 'dot', 'pointedness', 'distributor_point', 'detail', 'sharpen', 'stage', 'aim', 'period', 'signal', 'full_point', 'gunpoint', 'designate', 'show', 'manoeuver', 'direct', 'place', 'guide', 'channelize', 'stop', 'target', 'point', 'decimal_point', 'repoint', 'indicate', 'point_in_time', 'orient', 'percentage_point', 'item', 'spot', 'betoken', 'luff', 'power_point', 'maneuver']","Organic Gardening and Farming,"
consumption,"['consumption', 'use', 'wasting_disease', 'use_of_goods_and_services', 'expenditure', 'phthisis', 'ingestion', 'pulmonary_tuberculosis', 'economic_consumption', 'using_up', 'white_plague', 'usance', 'uptake', 'intake']","Organic Gardening and Farming,"
additional,"['additional', 'extra']","Organic Gardening and Farming,"
better,"['advantageously', 'amend', 'ripe', 'break', 'secure', 'well', 'wagerer', 'dependable', 'effective', 'honest', 'beneficial', 'punter', 'ameliorate', 'improve', 'in_effect', 'undecomposed', 'right', 'adept', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'unspoiled', 'near', 'skillful', 'easily', 'meliorate', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'better', 'upright', 'dear', 'respectable', 'sound', 'bettor', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","Organic Gardening and Farming,"
showing,"['shew', 'read', 'demonstrate', 'evince', 'establish', 'present', 'express', 'testify', 'viewing', 'usher', 'render', 'demo', 'picture', 'designate', 'bear_witness', 'show', 'point', 'evidence', 'display', 'showing', 'indicate', 'depict', 'show_up', 'register', 'record', 'screening', 'exhibit', 'prove']","Organic Gardening and Farming,"
Medicine,"['medication', 'practice_of_medicine', 'medical_specialty', 'music', 'medicament', 'medicine', 'medicate', 'medicinal_drug']","Organic Gardening and Farming,"
might,"['mightiness', 'power', 'might']","Organic Gardening and Farming,"
state,"['say', 'State_Department', 'State', 'express', 'body_politic', 'submit', 'nation', 'commonwealth', 'United_States_Department_of_State', 'put_forward', 'res_publica', 'province', 'DoS', 'land', 'Department_of_State', 'tell', 'country', 'state_of_matter', 'state', 'posit']","Organic Gardening and Farming,"
When,[],"Organic Gardening and Farming,"
poison,"['envenom', 'toxicant', 'poison', 'poisonous_substance']","Organic Gardening and Farming,"
phosphorus,"['Lucifer', 'Phosphorus', 'daystar', 'P', 'morning_star', 'atomic_number_15', 'phosphorus']","Organic Gardening and Farming,"
Occasionally,"['once_in_a_while', 'occasionally', 'on_occasion', 'now_and_again', 'at_times', 'now_and_then', 'from_time_to_time']","Organic Gardening and Farming,"
content,"['capacity', 'subject', 'message', 'depicted_object', 'substance', 'content', 'contented', 'subject_matter', 'contentedness', 'cognitive_content', 'mental_object']","Organic Gardening and Farming,"
rooting,"['rooting', 'steady_down', 'settle', 'root', 'settle_down', 'take_root', 'rout', 'rootle']","Organic Gardening and Farming,"
branch,"['branch', 'furcate', 'offset', 'leg', 'offshoot', 'ramify', 'ramification', 'subdivision', 'separate', 'limb', 'arm', 'fork', 'outgrowth']","Organic Gardening and Farming,"
Probably,"['believably', 'plausibly', 'credibly', 'probably', 'likely', 'belike', 'in_all_probability', 'in_all_likelihood']","Organic Gardening and Farming,"
tasted,"['try_out', 'savour', 'try', 'sample', 'savor', 'taste', 'smack']","Organic Gardening and Farming,"
third,"['third_gear', 'third_base', 'tierce', 'third', 'tertiary', 'thirdly', 'one-third', '3rd']","Organic Gardening and Farming,"
School,"['train', 'schooltime', 'schooling', 'civilize', 'school_day', 'shoal', 'school', 'cultivate', 'educate', 'civilise', 'schoolhouse']","Organic Gardening and Farming,"
seemed,"['appear', 'look', 'seem']","Organic Gardening and Farming,"
feedings,"['give', 'feed', 'feeding', 'course', 'prey', 'fertilize', 'eating', 'feed_in', 'eat', 'alimentation', 'fertilise', 'run', 'flow', 'feast']","Organic Gardening and Farming,"
tea,"['teatime', 'afternoon_tea', 'tea_leaf', 'Camellia_sinensis', 'tea']","Organic Gardening and Farming,"
any,"['whatever', 'whatsoever', 'any']","Organic Gardening and Farming,"
rake,"['glance_over', 'scan', 'profligate', 'slant', 'graze', 'run_down', 'rake', 'rip', 'crease', 'blood', 'roue', 'rakehell', 'pitch', 'skim']","Organic Gardening and Farming,"
repay,"['give_back', 'return', 'rejoin', 'pay_back', 'refund', 'repay', 'come_back', 'requite', 'riposte', 'retort', 'reward']","Organic Gardening and Farming,"
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']","Organic Gardening and Farming,"
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']","Organic Gardening and Farming,"
tops,"['elevation', 'top-notch', 'top', 'big_top', 'acme', 'top_out', 'circus_tent', 'overstep', 'topnotch', 'tops', 'clear', 'meridian', 'teetotum', 'exceed', 'cover', 'whirligig', 'tip', 'summit', 'round_top', 'peak', 'top_side', 'height', 'pinnacle', 'first-rate', 'crown', 'crack', 'A-one', 'tiptop', 'go_past', 'crest', 'pass', 'superlative', 'lead', 'ace', 'top_off', 'spinning_top', 'upside', 'super', 'upper_side', 'pinch', 'transcend', 'top_of_the_inning']","Organic Gardening and Farming,"
carriers,"['carrier', 'mailman', 'flattop', 'carrier_wave', 'letter_carrier', 'immune_carrier', 'common_carrier', 'postman', 'newsboy', 'bearer', 'toter', 'aircraft_carrier', 'mail_carrier', 'attack_aircraft_carrier']","Organic Gardening and Farming,"
selected,"['take', 'pick_out', 'select', 'choose', 'selected']","Organic Gardening and Farming,"
several,"['various', 'several', 'respective']","Organic Gardening and Farming,"
work,"['body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'ferment', 'put_to_work', 'wreak', 'exercise', 'lick', 'act_upon', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'run', 'function', 'form', 'crop', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']","Organic Gardening and Farming,"
dormant,"['dormant', 'abeyant', 'sleeping', 'inactive', 'torpid', 'hibernating']","Organic Gardening and Farming,"
tomato,"['Lycopersicon_esculentum', 'love_apple', 'tomato_plant', 'tomato']","Organic Gardening and Farming,"
daily,"['day-by-day', 'day_by_day', 'casual', 'everyday', 'daily', 'day-after-day', 'day-to-day']","Organic Gardening and Farming,"
few,['few'],"Organic Gardening and Farming,"
amounts,"['quantity', 'sum', 'come', 'number', 'add_up', 'sum_of_money', 'total', 'amount_of_money', 'amount', 'measure']","Organic Gardening and Farming,"
seedlings,['seedling'],"Organic Gardening and Farming,"
asset,"['plus', 'asset']","Organic Gardening and Farming,"
fruit,"['yield', 'fruit']","Organic Gardening and Farming,"
weather,"['atmospheric_condition', 'upwind', 'weather_condition', 'endure', 'brave', 'weather', 'conditions', 'brave_out']","Organic Gardening and Farming,"
coddled,"['spoil', 'pamper', 'featherbed', 'mollycoddle', 'indulge', 'cocker', 'cosset', 'baby', 'coddle']","Organic Gardening and Farming,"
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']","Organic Gardening and Farming,"
bed,"['sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'screw', 'have_sex', 'have_it_off', 'layer', 'sack_out', 'know', 'hump', 'go_to_bed', 'bonk', 'go_to_sleep', 'have_a_go_at_it', 'hit_the_sack', 'bottom', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'turn_in', 'kip_down', 'eff', 'get_it_on', 'make_love', 'get_laid', 'bang', 'hit_the_hay', 'retire', 'crawl_in', 'jazz', 'seam', 'sleep_together']","Organic Gardening and Farming,"
bobby,['bobby'],"Organic Gardening and Farming,"
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']","Organic Gardening and Farming,"
attractive,['attractive'],"Organic Gardening and Farming,"
riotous,"['exuberant', 'profuse', 'troubled', 'degenerate', 'fast', 'profligate', 'turbulent', 'dissolute', 'libertine', 'degraded', 'luxuriant', 'riotous', 'dissipated', 'debauched', 'disruptive', 'lush', 'tumultuous']","Organic Gardening and Farming,"
And,[],"Organic Gardening and Farming,"
rugged,"['broken', 'furrowed', 'tough', 'rugged']","Organic Gardening and Farming,"
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","Organic Gardening and Farming,"
spring,"['recoil', 'take_form', 'leap', 'resile', 'leaping', 'rebound', 'natural_spring', 'bounce', 'saltation', 'take_shape', 'outpouring', 'springiness', 'outflow', 'give', 'jump', 'fountain', 'ricochet', 'spring', 'take_a_hop', 'form', 'springtime', 'reverberate', 'bound']","Organic Gardening and Farming,"
fruits,"['yield', 'fruit']","Organic Gardening and Farming,"
maintaining,"['observe', 'hold', 'conserve', 'assert', 'sustain', 'keep', 'keep_up', 'asseverate', 'exert', 'maintain', 'defend', 'uphold', 'wield', 'preserve']","Organic Gardening and Farming,"
manure,"['muck', 'manure']","Organic Gardening and Farming,"
seeds,"['seminal_fluid', 'cum', 'sow', 'source', 'seed', 'come', 'germ', 'semen', 'seeded_player', 'ejaculate']","Organic Gardening and Farming,"
kind,"['kind', 'form', 'tolerant', 'genial', 'sort', 'variety']","Organic Gardening and Farming,"
27,"['27', 'xxvii', 'twenty-seven', 'XXVII']","Organic Gardening and Farming,"
allowed,"['tolerate', 'permit', 'appropriate', 'grant', 'reserve', 'allow_for', 'provide', 'take_into_account', 'countenance', 'give_up', 'leave', 'set_aside', 'admit', 'earmark', 'let', 'allow']","Organic Gardening and Farming,"
1/2,[],"Organic Gardening and Farming,"
frame,"['human_body', 'chassis', 'inning', 'border', 'shape', 'skeletal_system', 'framing', 'systema_skeletale', 'skeletal_frame', 'frame_up', 'frame_in', 'couch', 'set_up', 'underframe', 'entrap', 'physique', 'put', 'frame_of_reference', 'anatomy', 'figure', 'bod', 'draw_up', 'material_body', 'soma', 'compose', 'form', 'ensnare', 'frame', 'cast', 'redact', 'flesh', 'physical_body', 'build', 'skeleton']","Organic Gardening and Farming,"
look,"['front', 'depend', 'flavour', 'reckon', 'seem', 'facial_expression', 'expect', 'calculate', 'looking_at', 'appear', 'expression', 'wait', 'feel', 'await', 'see', 'spirit', 'feeling', 'take_care', 'aspect', 'flavor', 'search', 'look', 'attend', 'smell', 'count', 'face', 'tone', 'looking', 'bet']","Organic Gardening and Farming,"
miss,"['young_woman', 'drop', 'fille', 'girl', 'lack', 'missy', 'neglect', 'miss', 'omit', 'overleap', 'young_lady', 'overlook', 'pretermit', 'leave_out', 'escape', 'Miss', 'lose', 'misfire']","Organic Gardening and Farming,"
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']","Organic Gardening and Farming,"
loose,"['promiscuous', 'wanton', 'informal', 'relax', 'open', 'unaffixed', 'sluttish', 'lax', 'unloose', 'liberal', 'on_the_loose', 'idle', 'free', 'release', 'liberate', 'light', 'easy', 'let_loose', 'escaped', 'unloosen', 'loosen', 'loose', 'unleash', 'slack', 'at_large']","Organic Gardening and Farming,"
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']","Organic Gardening and Farming,"
