w,vector_semantico
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",Proton magnetic resonance study
reported,"['describe', 'reported', 'cover', 'report', 'account']",Proton magnetic resonance study
uniquely,"['unambiguously', 'uniquely']",Proton magnetic resonance study
distances,"['space', 'length', 'distance', 'aloofness', 'outstrip', 'outdistance']",Proton magnetic resonance study
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",Proton magnetic resonance study
weight,"['weighting', 'weight', 'burden', 'weight_down', 'slant', 'system_of_weights', 'weightiness', 'free_weight', 'weight_unit', 'burthen', 'angle', 'exercising_weight']",Proton magnetic resonance study
times,"['metre', 'time', 'prison_term', 'fourth_dimension', 'times', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'multiplication']",Proton magnetic resonance study
consistent,"['reproducible', 'consistent', 'logical', 'coherent', 'uniform', 'ordered']",Proton magnetic resonance study
powdered,"['pulverised', 'powderise', 'pulverize', 'powdery', 'pulverized', 'powderize', 'powdered', 'fine-grained', 'small-grained', 'powder', 'pulverise']",Proton magnetic resonance study
reasonably,"['fairly', 'pretty', 'moderately', 'sanely', 'sensibly', 'passably', 'somewhat', 'reasonably', 'jolly', 'middling']",Proton magnetic resonance study
details,"['item', 'point', 'contingent', 'details', 'inside_information', 'detail', 'particular']",Proton magnetic resonance study
contains,"['bear', 'take', 'comprise', 'hold_back', 'curb', 'control', 'stop', 'turn_back', 'check', 'hold_in', 'contain', 'carry', 'hold', 'arrest', 'incorporate', 'moderate']",Proton magnetic resonance study
6,"['Captain_Hicks', 'six', 'VI', 'hexad', 'sextuplet', 'half_dozen', 'sextet', 'sestet', 'sixer', 'vi', 'sise', 'half-dozen', '6', 'half_a_dozen']",Proton magnetic resonance study
assumption,"['supposal', 'laying_claim', 'effrontery', 'supposition', 'premise', 'Assumption', 'August_15', 'premiss', 'presumptuousness', 'Assumption_of_Mary', 'assumption', 'presumption']",Proton magnetic resonance study
example,"['illustration', 'object_lesson', 'model', 'deterrent_example', 'case', 'representative', 'lesson', 'exercise', 'good_example', 'example', 'instance', 'exemplar']",Proton magnetic resonance study
lower,"['humiliated', 'lower_berth', 'low-down', 'low-pitched', 'abject', 'dispirited', 'down', 'lowly', 'low', 'crushed', 'low-spirited', 'broken', 'frown', 'lour', 'take_down', 'get_down', 'depressed', 'depleted', 'scummy', 'lower', 'humble', 'low-toned', 'down_in_the_mouth', 'glower', 'miserable', 'depress', 'blue', 'let_down', 'downhearted', 'gloomy', 'downcast', 'scurvy', 'modest', 'turn_down', 'bring_down', 'grim', 'small', 'humbled']",Proton magnetic resonance study
",",[],Proton magnetic resonance study
oxygens,"['atomic_number_8', 'O', 'oxygen']",Proton magnetic resonance study
Such,['such'],Proton magnetic resonance study
flow,"['flow_rate', 'menstruation', 'rate_of_flow', 'stream', 'menses', 'menstruum', 'run', 'feed', 'course', 'hang', 'menstruate', 'fall', 'flow', 'flux', 'period', 'catamenia', 'flowing', 'current']",Proton magnetic resonance study
such,['such'],Proton magnetic resonance study
top,"['circus_tent', 'tip', 'elevation', 'pinnacle', 'clear', 'whirligig', 'top_out', 'teetotum', 'overstep', 'go_past', 'round_top', 'exceed', 'upside', 'meridian', 'summit', 'tiptop', 'top_of_the_inning', 'crest', 'height', 'acme', 'cover', 'top', 'big_top', 'pass', 'pinch', 'top_off', 'lead', 'top_side', 'superlative', 'transcend', 'crown', 'peak', 'upper_side', 'spinning_top']",Proton magnetic resonance study
trigonal,"['rhombohedral', 'trigonal']",Proton magnetic resonance study
repeat,"['replicate', 'ingeminate', 'retell', 'reiterate', 'duplicate', 'repetition', 'reduplicate', 'recur', 'restate', 'reprise', 'reprize', 'iterate', 'recapitulate', 'take_over', 'double', 'echo', 'repeat']",Proton magnetic resonance study
general,"['general', 'cosmopolitan', 'universal', 'world-wide', 'ecumenical', 'worldwide', 'full_general', 'oecumenical', 'superior_general']",Proton magnetic resonance study
Curie-Weiss,[],Proton magnetic resonance study
percent,"['percent', 'percentage', 'pct', 'per_centum']",Proton magnetic resonance study
prepared,"['groom', 'organise', 'make', 'cook', 'organize', 'machinate', 'disposed', 'ready', 'set', 'get_up', 'educate', 'develop', 'gear_up', 'train', 'fix', 'prepared', 'fain', 'set_up', 'prepare', 'inclined', 'devise']",Proton magnetic resonance study
generally,"['mostly', 'generally', 'more_often_than_not', 'loosely', 'broadly', 'broadly_speaking', 'by_and_large', 'in_general', 'in_the_main']",Proton magnetic resonance study
These,[],Proton magnetic resonance study
procedures,"['subroutine', 'process', 'procedure', 'operation', 'subprogram', 'routine', 'function']",Proton magnetic resonance study
lie,"['Lie', 'lie', 'Trygve_Halvden_Lie', 'Trygve_Lie', 'rest', 'lie_down', 'dwell', 'lie_in', 'consist', 'prevarication']",Proton magnetic resonance study
Eades,[],Proton magnetic resonance study
