w,vector_semantico
frozen,"['suspend', 'freeze_out', 'immobilise', 'rooted', 'freeze', 'immobilize', 'fixed', 'glacial', 'frigid', 'flash-frozen', 'quick-frozen', 'wintry', 'icy', 'stop_dead', 'freeze_down', 'block', 'stock-still', 'frosty', 'frozen']",The Lovers
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",The Lovers
tenses,"['tense', 'strain', 'tense_up']",The Lovers
again,"['once_again', 'again', 'once_more', 'over_again']",The Lovers
months,"['month', 'calendar_month']",The Lovers
few,['few'],The Lovers
Urielites,[],The Lovers
its,"['IT', 'information_technology']",The Lovers
Federation,"['confederacy', 'federation', 'confederation']",The Lovers
one-gee,[],The Lovers
notified,"['notify', 'advise', 'give_notice', 'send_word', 'apprize', 'apprise']",The Lovers
instructing,"['teach', 'instruct', 'learn', 'apprize', 'apprise']",The Lovers
slowly,"['slowly', 'easy', 'slow', 'lento', 'tardily']",The Lovers
caused,"['make', 'do', 'get', 'stimulate', 'induce', 'have', 'cause']",The Lovers
Forerunner,"['herald', 'harbinger', 'forerunner', 'precursor', 'antecedent', 'predecessor']",The Lovers
cover,"['compensate', 'natural_covering', 'top', 'spread_over', 'screen', 'encompass', 'overcompensate', 'incubate', 'covering_fire', 'cut_through', 'cross', 'report', 'enshroud', 'plow', 'track', 'extend', 'cover', 'binding', 'hide', 'overlay', 'wrap_up', 'screening', 'underwrite', 'cover_version', 'back', 'pass_over', 'breed', 'get_over', 'comprehend', 'embrace', 'book_binding', 'masking', 'concealment', 'cut_across', 'address', 'shroud', 'covert', 'cover_up', 'continue', 'cover_song', 'hatch', 'insure', 'deal', 'blanket', 'traverse', 'get_across', 'covering', 'cover_charge', 'handle', 'brood', 'treat']",The Lovers
because,[],The Lovers
choose,"['prefer', 'opt', 'choose', 'select', 'pick_out', 'take']",The Lovers
endure,"['persist', 'hold_up', 'digest', 'survive', 'brook', 'endure', 'live', 'support', 'go', 'prevail', 'run', 'weather', 'abide', 'stomach', 'die_hard', 'hold_out', 'live_on', 'put_up', 'suffer', 'stick_out', 'bear', 'last', 'tolerate', 'stand', 'wear', 'brave', 'brave_out']",The Lovers
We,[],The Lovers
squat,"['hunker_down', 'knee_bend', 'squatting', 'stumpy', 'diddly-shit', 'scrunch_up', 'diddly', 'squat', 'diddlyshit', 'squatty', 'chunky', 'jack', 'low-set', 'diddley', 'doodly-squat', 'underslung', 'crouch', 'shit', 'diddly-squat', 'diddlysquat', 'scrunch', 'hunker', 'dumpy']",The Lovers
cremated,['cremate'],The Lovers
situation,"['billet', 'position', 'office', 'spot', 'berth', 'state_of_affairs', 'site', 'post', 'place', 'situation']",The Lovers
or,"['operating_theater', 'operating_theatre', 'surgery', 'Oregon', 'OR', 'operating_room', 'Beaver_State']",The Lovers
ball,"['nut', 'formal', 'bollock', 'glob', 'musket_ball', 'clod', 'clump', 'ballock', 'orb', 'testicle', 'globe', 'ball', 'egg', 'lump', 'orchis', 'Lucille_Ball', 'chunk', 'testis', 'Ball']",The Lovers
recordings,"['record', 'memorialise', 'register', 'show', 'commemorate', 'immortalize', 'immortalise', 'put_down', 'recording', 'memorialize', 'read', 'transcription', 'tape', 'enter']",The Lovers
pronouns,['pronoun'],The Lovers
Fortunately,"['fortunately', 'fortuitously', 'as_luck_would_have_it', 'luckily']",The Lovers
gasped,"['puff', 'heave', 'pant', 'gasp']",The Lovers
watched,"['watch', 'see', 'watch_out', 'learn', 'find_out', 'follow', 'view', 'look_out', 'determine', 'take_in', 'catch', 'check', 'ascertain', 'watch_over', 'look_on', 'observe', 'keep_an_eye_on']",The Lovers
Please,"['delight', 'please']",The Lovers
varied,"['wide-ranging', 'vary', 'deviate', 'varied', 'diverge', 'alter', 'change', 'variegate', 'motley', 'depart']",The Lovers
Hal,[],The Lovers
obscure,"['obliterate', 'hidden', 'blot_out', 'mist', 'confuse', 'befog', 'fog', 'hide', 'vague', 'bedim', 'overcloud', 'apart', 'unsung', 'unknown', 'haze_over', 'veil', 'dark', 'obscure', 'becloud', 'obnubilate', 'blur', 'unnoticeable', 'cloud', 'isolated']",The Lovers
away,"['out', 'by', 'off', 'away', 'aside', 'outside', 'forth']",The Lovers
empty,"['abandon', 'empty-bellied', 'evacuate', 'hollow', 'discharge', 'vacuous', 'void', 'vacate', 'empty']",The Lovers
three,"['deuce-ace', 'trine', 'tercet', 'III', 'leash', 'trinity', 'troika', 'trey', 'ternion', 'trio', 'triplet', 'terzetto', '3', 'triad', 'ternary', 'three', 'threesome', 'tierce', 'iii']",The Lovers
unrecognized,"['unrecognized', 'unrecognised']",The Lovers
simple,"['simpleton', 'elementary', 'uncomplicated', 'round-eyed', 'simple', 'bare', 'dim-witted', 'dewy-eyed', 'mere', 'childlike', 'simple-minded', 'unsubdivided', 'unproblematic', 'wide-eyed']",The Lovers
never,"[""ne'er"", 'never']",The Lovers
can't,[],The Lovers
knew,"['cognize', 'fuck', 'get_laid', 'have_a_go_at_it', 'have_it_away', 'bed', 'have_it_off', 'sleep_together', 'sleep_with', 'have_intercourse', 'recognize', 'cognise', 'live', 'acknowledge', 'make_out', 'make_love', 'love', 'bang', 'jazz', 'recognise', 'bonk', 'be_intimate', 'lie_with', 'screw', 'hump', 'roll_in_the_hay', 'have_sex', 'eff', 'know', 'get_it_on', 'do_it', 'experience']",The Lovers
we,[],The Lovers
foreseen,"['previse', 'counter', 'anticipate', 'foresee', 'forestall', 'foreknow', 'envision']",The Lovers
for,[],The Lovers
get,"['bring_forth', 'pose', 'pay_off', 'receive', 'amaze', 'incur', 'sire', 'baffle', ""get_under_one's_skin"", 'scram', 'beat', 'catch', 'perplex', 'nonplus', 'aim', 'induce', 'get_down', 'stick', 'set_about', 'convey', 'become', 'mother', 'mystify', 'bugger_off', 'let', 'buzz_off', 'vex', 'sustain', 'stimulate', 'go', 'capture', 'develop', 'obtain', 'set_out', 'engender', 'father', 'stupefy', 'make', 'bewilder', 'generate', 'start', 'dumbfound', 'take', 'begin', 'puzzle', 'find', 'fix', 'flummox', 'pay_back', 'fetch', 'drive', 'cause', 'bring', 'gravel', 'suffer', 'come', 'beget', 'start_out', 'commence', 'arrive', 'contract', 'get', 'draw', 'grow', 'fuck_off', 'arrest', 'experience', 'have', 'acquire', 'produce']",The Lovers
eye,"['oculus', 'centre', 'optic', 'eyeball', 'eye', 'middle', 'heart', 'center']",The Lovers
lost,"['deep_in_thought', 'baffled', 'bewildered', 'confounded', 'misplace', 'mixed-up', 'disoriented', 'befuddled', 'recede', 'turn_a_loss', 'missed', 'fall_back', 'confused', 'at_sea', 'bemused', 'fall_behind', 'mazed', 'helpless', 'preoccupied', 'drop_off', 'doomed', 'suffer', 'mislay', 'lose', 'lost', 'miss']",The Lovers
except,"['demur', 'exclude', 'take_out', 'leave_out', 'omit', 'except', 'leave_off']",The Lovers
?,[],The Lovers
discovery,"['discovery', 'breakthrough', 'find', 'uncovering']",The Lovers
planned,"['be_after', 'project', 'design', 'aforethought', 'plotted', 'plan', 'planned', 'contrive']",The Lovers
eyes,"['oculus', 'centre', 'optic', 'eyeball', 'eye', 'middle', 'eyes', 'heart', 'center']",The Lovers
mistaken,"['false', 'err', 'mistake', 'misidentify', 'slip', 'misguided', 'mistaken']",The Lovers
see,"['image', 'project', 'assure', 'come_across', 'realize', 'find_out', 'regard', 'determine', 'take_in', 'catch', 'figure', 'ensure', 'reckon', 'look', 'construe', 'hear', 'run_across', 'fancy', 'consider', 'learn', 'realise', 'get_word', 'visit', 'discover', 'go_through', 'watch', 'examine', 'escort', 'understand', 'get_a_line', 'go_steady', 'witness', 'pick_up', 'see_to_it', 'view', 'visualize', 'encounter', 'find', 'go_out', 'envision', 'run_into', 'interpret', 'date', 'take_care', 'picture', 'control', 'ascertain', 'get_wind', 'visualise', 'check', 'attend', 'experience', 'insure', 'see', 'meet']",The Lovers
