w,vector_semantico
loved,"['lie_with', 'bang', 'have_it_off', 'sleep_together', 'screw', 'be_intimate', 'sleep_with', 'eff', 'jazz', 'have_it_away', 'have_a_go_at_it', 'hump', 'do_it', 'fuck', 'make_out', 'roll_in_the_hay', 'bonk', 'make_love', 'bed', 'have_sex', 'have_intercourse', 'loved', 'love', 'enjoy', 'get_it_on', 'know', 'get_laid']","87th Congress, 1st Session. House Document No. 247. The"
long,"['retentive', 'foresighted', 'recollective', 'yearn', 'tenacious', 'foresightful', 'hanker', 'farseeing', 'prospicient', 'longsighted', 'farsighted', 'long']","87th Congress, 1st Session. House Document No. 247. The"
outstanding,"['spectacular', 'outstanding', 'owing', 'prominent', 'striking', 'salient', 'undischarged', 'great']","87th Congress, 1st Session. House Document No. 247. The"
proves,"['testify', 'evidence', 'show', 'essay', 'examine', 'prove', 'try_out', 'demonstrate', 'try', 'rise', 'bear_witness', 'test', 'professor', 'raise', 'turn_out', 'establish', 'leaven', 'turn_up', 'shew', 'prof']","87th Congress, 1st Session. House Document No. 247. The"
ambitions,"['ambitiousness', 'aspiration', 'dream', 'ambition']","87th Congress, 1st Session. House Document No. 247. The"
someone,"['soul', 'individual', 'someone', 'mortal', 'somebody', 'person']","87th Congress, 1st Session. House Document No. 247. The"
pattern,"['convention', 'approach_pattern', 'design', 'form', 'pattern', 'figure', 'radiation_pattern', 'blueprint', 'model', 'rule', 'shape', 'traffic_pattern', 'radiation_diagram', 'normal', 'formula', 'practice']","87th Congress, 1st Session. House Document No. 247. The"
commemorate,"['record', 'commemorate', 'remember', 'mark', 'immortalize', 'immortalise', 'memorialise', 'memorialize']","87th Congress, 1st Session. House Document No. 247. The"
legislator,['legislator'],"87th Congress, 1st Session. House Document No. 247. The"
its,"['information_technology', 'IT']","87th Congress, 1st Session. House Document No. 247. The"
Dean,"['doyen', 'James_Byron_Dean', 'dean', 'James_Dean', 'Dean']","87th Congress, 1st Session. House Document No. 247. The"
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']","87th Congress, 1st Session. House Document No. 247. The"
professional,"['master', 'pro', 'professional', 'professional_person']","87th Congress, 1st Session. House Document No. 247. The"
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']","87th Congress, 1st Session. House Document No. 247. The"
experiences,"['feel', 'see', 'get', 'receive', 'go_through', 'live', 'know', 'experience', 'have']","87th Congress, 1st Session. House Document No. 247. The"
record,"['show', 'commemorate', 'criminal_record', 'track_record', 'record', 'platter', 'book', 'disc', 'disk', 'register', 'memorialise', 'enter', 'immortalize', 'put_down', 'record_book', 'read', 'tape', 'phonograph_record', 'immortalise', 'phonograph_recording', 'memorialize']","87th Congress, 1st Session. House Document No. 247. The"
never,"['never', ""ne'er""]","87th Congress, 1st Session. House Document No. 247. The"
sweep,"['end_run', 'chimneysweeper', 'tangle', 'swing', 'slam', 'traverse', 'expanse', 'sweep', 'sail', 'swing_out', 'sweep_oar', 'cross', 'chimneysweep', 'drag_in', 'embroil', 'brush', 'span', 'sweep_up', 'broom', 'drag']","87th Congress, 1st Session. House Document No. 247. The"
colleagues,"['workfellow', 'confrere', 'fellow', 'fellow_worker', 'colleague', 'co-worker']","87th Congress, 1st Session. House Document No. 247. The"
means,"['intend', 'signify', 'imply', 'have_in_mind', 'entail', 'mean_value', 'think_of', 'substance', 'means', 'mean', 'stand_for', 'think', 'agency', 'way']","87th Congress, 1st Session. House Document No. 247. The"
Monagan,[],"87th Congress, 1st Session. House Document No. 247. The"
community,"['residential_area', 'biotic_community', 'community_of_interests', 'community', 'residential_district']","87th Congress, 1st Session. House Document No. 247. The"
My,[],"87th Congress, 1st Session. House Document No. 247. The"
vexed,"['gravel', 'perplex', 'nark', 'get', 'annoyed', 'get_at', 'dumbfound', 'baffle', 'stupefy', 'chafe', 'harried', 'stir_up', 'bother', 'raise_up', 'agitate', 'puzzle', 'nonplus', 'vexed', 'bewilder', 'shake_up', 'beat', 'amaze', 'rile', 'rag', 'annoy', 'vex', 'get_to', 'devil', 'mystify', 'stick', 'nettle', 'worry', 'harassed', 'pose', 'disturb', 'commove', 'flummox', 'pestered', 'irritate']","87th Congress, 1st Session. House Document No. 247. The"
struggle,"['struggle', 'battle', 'clamber', 'scramble', 'conflict', 'shin', 'contend', 'sputter', 'skin', 'shinny', 'fight']","87th Congress, 1st Session. House Document No. 247. The"
Melvin,[],"87th Congress, 1st Session. House Document No. 247. The"
widespread,"['far-flung', 'widespread']","87th Congress, 1st Session. House Document No. 247. The"
purposely,"['deliberately', 'advisedly', 'purposely', 'designedly', 'by_design', 'on_purpose', 'by_choice', 'intentionally']","87th Congress, 1st Session. House Document No. 247. The"
Although,[],"87th Congress, 1st Session. House Document No. 247. The"
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']","87th Congress, 1st Session. House Document No. 247. The"
both,['both'],"87th Congress, 1st Session. House Document No. 247. The"
by,"['away', 'aside', 'past', 'by']","87th Congress, 1st Session. House Document No. 247. The"
freest,"['costless', 'spare', 'liberal', 'barren', 'loose', 'devoid', 'detached', 'complimentary', 'innocent', 'gratis', 'free', 'destitute', 'gratuitous']","87th Congress, 1st Session. House Document No. 247. The"
representative,"['congresswoman', 'voice', 'representative', 'congressman', 'instance', 'spokesperson', 'illustration', 'example', 'interpreter']","87th Congress, 1st Session. House Document No. 247. The"
Nation,"['land', 'country', 'nation', 'Nation', 'res_publica', 'Carry_Amelia_Moore_Nation', 'Carry_Nation', 'commonwealth', 'state', 'body_politic']","87th Congress, 1st Session. House Document No. 247. The"
must,"['mustiness', 'must', 'moldiness']","87th Congress, 1st Session. House Document No. 247. The"
Representative,"['congresswoman', 'voice', 'representative', 'congressman', 'instance', 'spokesperson', 'illustration', 'example', 'interpreter']","87th Congress, 1st Session. House Document No. 247. The"
sharing,"['divvy_up', 'deal', 'share', 'sharing', 'apportion', 'communion', 'partake_in', 'partake', 'share-out', 'portion_out']","87th Congress, 1st Session. House Document No. 247. The"
tell,"['evidence', 'distinguish', 'William_Tell', 'assure', 'order', 'tell_apart', 'secernate', 'narrate', 'enjoin', 'Tell', 'recount', 'separate', 'say', 'tell', 'state', 'severalize', 'secern', 'recite', 'differentiate', 'severalise']","87th Congress, 1st Session. House Document No. 247. The"
express,"['give_tongue_to', 'show', 'expressage', 'express_mail', 'carry', 'utter', 'extract', 'verbalise', 'express', 'limited', 'verbalize', 'press_out', 'state', 'evince', 'convey']","87th Congress, 1st Session. House Document No. 247. The"
force,"['violence', 'pull', 'push', 'drive', 'pressure', 'wedge', 'coerce', 'military_group', 'ram', 'military_force', 'hale', 'squeeze', 'forcefulness', 'force-out', 'impel', 'power', 'military_unit', 'personnel', 'force_play', 'force_out', 'effect', 'draw', 'force', 'storm', 'thrust', 'strength']","87th Congress, 1st Session. House Document No. 247. The"
and,[],"87th Congress, 1st Session. House Document No. 247. The"
devoted,"['give', 'commit', 'pay', 'devote', 'consecrate', 'devoted', 'dedicate']","87th Congress, 1st Session. House Document No. 247. The"
your,[],"87th Congress, 1st Session. House Document No. 247. The"
nevertheless,"['nevertheless', 'withal', 'even_so', 'notwithstanding', 'still', 'all_the_same', 'however', 'nonetheless', 'yet']","87th Congress, 1st Session. House Document No. 247. The"
tempore,[],"87th Congress, 1st Session. House Document No. 247. The"
dedication,"['allegiance', 'dedication', 'loyalty', 'inscription', 'commitment']","87th Congress, 1st Session. House Document No. 247. The"
characteristics,"['feature', 'device_characteristic', 'characteristic']","87th Congress, 1st Session. House Document No. 247. The"
charge,"['bang', 'charge', 'boot', 'rush', 'armorial_bearing', 'explosive_charge', 'care', 'accusation', 'accuse', 'charge_up', 'bearing', 'buck', 'burden', 'excite', 'load', 'blame', 'shoot', 'institutionalize', 'tear', 'thrill', 'complaint', 'billing', 'cathexis', 'level', 'direction', 'institutionalise', 'tutelage', 'bill', 'electric_charge', 'consign', 'agitate', 'shoot_down', 'kick', 'appoint', 'commission', 'point', 'heraldic_bearing', 'send', 'file', 'guardianship', 'flush', 'burster', 'commit', 'rouse', 'bursting_charge', 'turn_on', 'commove', 'mission', 'saddle', 'lodge', 'bear_down']","87th Congress, 1st Session. House Document No. 247. The"
differed,"['dissent', 'take_issue', 'disagree', 'differ']","87th Congress, 1st Session. House Document No. 247. The"
nine,"['ball_club', 'nine', 'baseball_club', 'IX', 'nine-spot', 'ix', 'niner', 'club', '9', 'Nina_from_Carolina', 'ennead']","87th Congress, 1st Session. House Document No. 247. The"
thoroughly,"['soundly', 'exhaustively', 'thoroughly', 'good']","87th Congress, 1st Session. House Document No. 247. The"
ordinary,"['ordinary', 'average', 'ordinary_bicycle']","87th Congress, 1st Session. House Document No. 247. The"
:,[],"87th Congress, 1st Session. House Document No. 247. The"
free,"['exempt', 'loose', 'release', 'disengage', 'detached', 'innocent', 'free', 'give_up', 'unloosen', 'relinquish', 'destitute', 'spare', 'liberal', 'rid', 'justify', 'complimentary', 'gratuitous', 'disembarrass', 'costless', 'free_people', 'discharge', 'barren', 'dislodge', 'relieve', 'unfreeze', 'liberate', 'gratis', 'absolve', 'unloose', 'unblock', 'devoid', 'resign']","87th Congress, 1st Session. House Document No. 247. The"
week,"['hebdomad', 'week', 'workweek', 'calendar_week']","87th Congress, 1st Session. House Document No. 247. The"
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']","87th Congress, 1st Session. House Document No. 247. The"
spared,"['spare', 'save', 'part_with', 'dispense_with', 'spar', 'give_up']","87th Congress, 1st Session. House Document No. 247. The"
President,"['chair', 'chairwoman', 'President', 'chairperson', 'United_States_President', 'chairman', 'prexy', 'president', 'Chief_Executive', 'President_of_the_United_States']","87th Congress, 1st Session. House Document No. 247. The"
those,[],"87th Congress, 1st Session. House Document No. 247. The"
length,"['length', 'distance', 'duration']","87th Congress, 1st Session. House Document No. 247. The"
conciliator,"['pacifier', 'conciliator', 'reconciler', 'make-peace', 'peacemaker']","87th Congress, 1st Session. House Document No. 247. The"
distinction,"['preeminence', 'differentiation', 'distinction', 'note', 'eminence']","87th Congress, 1st Session. House Document No. 247. The"
problems,"['job', 'problem', 'trouble']","87th Congress, 1st Session. House Document No. 247. The"
More,"['Thomas_More', 'more_than', 'more', 'More', 'Sir_Thomas_More', 'to_a_greater_extent']","87th Congress, 1st Session. House Document No. 247. The"
coming,"['come_up', 'total', 'get', 'approaching', 'climax', 'do', 'arrive', 'sexual_climax', 'approach', 'orgasm', 'hail', 'come_in', 'coming', 'issue_forth', 'make_out', 'upcoming', 'advent', 'follow', 'occur', 'add_up', 'get_along', 'amount', 'forthcoming', 'descend', 'fall', 'derive', 'number', 'come', 'fare']","87th Congress, 1st Session. House Document No. 247. The"
his,[],"87th Congress, 1st Session. House Document No. 247. The"
historical,"['historical', 'historic', 'diachronic']","87th Congress, 1st Session. House Document No. 247. The"
ashamed,['ashamed'],"87th Congress, 1st Session. House Document No. 247. The"
What,[],"87th Congress, 1st Session. House Document No. 247. The"
participate,"['participate', 'enter', 'take_part']","87th Congress, 1st Session. House Document No. 247. The"
confront,"['confront', 'present', 'face', 'face_up']","87th Congress, 1st Session. House Document No. 247. The"
from,[],"87th Congress, 1st Session. House Document No. 247. The"
seas,"['sea', 'ocean']","87th Congress, 1st Session. House Document No. 247. The"
necessarily,"['inevitably', 'needfully', 'necessarily', 'of_necessity', 'needs']","87th Congress, 1st Session. House Document No. 247. The"
best,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'easily', 'comfortably', 'salutary', 'honest', 'undecomposed', 'full', 'respectable', 'Charles_Herbert_Best', 'in_effect', 'sound', 'outdo', 'better', 'topper', 'intimately', 'estimable', 'proficient', 'C._H._Best', 'skillful', 'outflank', 'trump', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'best', 'right', 'in_force', 'unspoilt', 'good', 'advantageously', 'well', 'upright', 'just', 'scoop', 'effective', 'unspoiled', 'substantially', 'considerably', 'honorable', 'safe', 'Best']","87th Congress, 1st Session. House Document No. 247. The"
contemporaries,"['coevals', 'coeval', 'generation', 'contemporary', 'contemporaries']","87th Congress, 1st Session. House Document No. 247. The"
Price,"['terms', 'Price', 'cost', 'price', 'damage', 'Leontyne_Price', 'toll', 'Mary_Leontyne_Price', 'monetary_value']","87th Congress, 1st Session. House Document No. 247. The"
country,"['land', 'country', 'nation', 'res_publica', 'rural_area', 'area', 'commonwealth', 'state', 'body_politic']","87th Congress, 1st Session. House Document No. 247. The"
summation,"['rundown', 'summing_up', 'summation', 'sum_total', 'plus', 'addition', 'sum']","87th Congress, 1st Session. House Document No. 247. The"
area,"['country', 'arena', 'region', 'area', 'expanse', 'domain', 'sphere', 'orbit', 'surface_area', 'field']","87th Congress, 1st Session. House Document No. 247. The"
characteristic,"['feature', 'device_characteristic', 'characteristic']","87th Congress, 1st Session. House Document No. 247. The"
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']","87th Congress, 1st Session. House Document No. 247. The"
others,[],"87th Congress, 1st Session. House Document No. 247. The"
who,"['World_Health_Organization', 'WHO']","87th Congress, 1st Session. House Document No. 247. The"
today,"['today', 'nowadays', 'now']","87th Congress, 1st Session. House Document No. 247. The"
respect,"['regard', 'honor', 'respectfulness', 'deference', 'esteem', 'prize', 'value', 'prise', 'honour', 'obedience', 'abide_by', 'respect', 'observe']","87th Congress, 1st Session. House Document No. 247. The"
witnessed,"['see', 'witness', 'find']","87th Congress, 1st Session. House Document No. 247. The"
Providence,"['providence', 'capital_of_Rhode_Island', 'Providence']","87th Congress, 1st Session. House Document No. 247. The"
singly,"['severally', 'on_an_individual_basis', 'individually', 'one_by_one', 'singly', 'separately']","87th Congress, 1st Session. House Document No. 247. The"
Rusk,"['zwieback', 'Brussels_biscuit', 'twice-baked_bread', 'rusk']","87th Congress, 1st Session. House Document No. 247. The"
On,"['along', 'on']","87th Congress, 1st Session. House Document No. 247. The"
task,"['project', 'tax', 'undertaking', 'task', 'labor', 'chore', 'job']","87th Congress, 1st Session. House Document No. 247. The"
history,"['history', 'account', 'chronicle', 'story']","87th Congress, 1st Session. House Document No. 247. The"
distinct,"['clear-cut', 'distinct', 'trenchant', 'distinguishable', 'decided', 'discrete']","87th Congress, 1st Session. House Document No. 247. The"
significance,"['signification', 'implication', 'meaning', 'significance', 'import']","87th Congress, 1st Session. House Document No. 247. The"
sterling,"['sterling', 'greatest', 'superlative']","87th Congress, 1st Session. House Document No. 247. The"
among,[],"87th Congress, 1st Session. House Document No. 247. The"
father,"['get', 'Padre', 'father', 'beget', 'male_parent', 'Father-God', 'Church_Father', 'generate', 'don', 'Father', 'Fatherhood', 'Father_of_the_Church', 'sire', 'bring_forth', 'forefather', 'begetter', 'mother', 'engender', 'founding_father', 'beginner', 'founder']","87th Congress, 1st Session. House Document No. 247. The"
politics,"['political_science', 'politics', 'political_relation', 'government', 'political_sympathies']","87th Congress, 1st Session. House Document No. 247. The"
fights,"['oppose', 'campaign', 'push', 'fight_down', 'combat', 'engagement', 'contend', 'agitate', 'struggle', 'conflict', 'scrap', 'competitiveness', 'fight', 'battle', 'defend', 'crusade', 'fighting', 'fight_back', 'press']","87th Congress, 1st Session. House Document No. 247. The"
integrity,"['unity', 'wholeness', 'integrity']","87th Congress, 1st Session. House Document No. 247. The"
short,"['unretentive', 'shortstop', 'scant', 'brusque', 'myopic', 'curt', 'short-change', 'inadequate', 'poor', 'suddenly', 'short', 'unforesightful', 'short_circuit', 'dead', 'forgetful', 'abruptly', 'short-circuit', 'light', 'little', 'unawares', 'shortsighted', 'brusk', 'curtly', 'shortly']","87th Congress, 1st Session. House Document No. 247. The"
years,"['old_age', 'yr', 'geezerhood', 'days', 'year', 'twelvemonth', 'age', 'long_time', 'class', 'eld', 'years']","87th Congress, 1st Session. House Document No. 247. The"
rise,"['come_up', 'heighten', 'hike', 'resurrect', 'rising_slope', 'jump', 'procession', 'lift', 'get_up', 'arise', 'prove', 'mount', 'go_up', 'acclivity', 'salary_increase', 'rebel', 'grow', 'spring_up', 'move_up', 'emanation', 'stand_up', 'rise', 'wage_increase', 'originate', 'ascending', 'climb_up', 'rising', 'raise', 'ascent', 'cost_increase', 'turn_out', 'ascend', 'uprise', 'rear', 'upgrade', 'wage_hike', 'boost', 'climb', 'advance', 'wax', 'surface', 'rise_up', 'develop', 'ascension']","87th Congress, 1st Session. House Document No. 247. The"
join,"['unite', 'junction', 'fall_in', 'join', 'bring_together', 'conjoin', 'link', 'articulation', 'get_together', 'union', 'link_up', 'connect', 'joint', 'sum', 'juncture']","87th Congress, 1st Session. House Document No. 247. The"
worth,"['worth', 'Charles_Frederick_Worth', 'Worth', 'deserving']","87th Congress, 1st Session. House Document No. 247. The"
symbol,"['symbol', 'symbolic_representation', 'symbolisation', 'symbolization']","87th Congress, 1st Session. House Document No. 247. The"
meaning,"['intend', 'signify', 'pregnant', 'imply', 'signification', 'have_in_mind', 'entail', 'significant', 'think_of', 'think', 'substance', 'meaning', 'mean', 'stand_for', 'significance', 'import']","87th Congress, 1st Session. House Document No. 247. The"
notable,"['famed', 'illustrious', 'leading_light', 'famous', 'notability', 'celebrated', 'guiding_light', 'notable', 'luminary', 'noteworthy', 'far-famed', 'noted', 'renowned']","87th Congress, 1st Session. House Document No. 247. The"
heart,"['affection', 'meat', 'ticker', 'pith', 'heart_and_soul', 'marrow', 'nitty-gritty', 'warmheartedness', 'warmness', 'essence', 'inwardness', 'spunk', 'substance', 'middle', 'kernel', 'centre', 'eye', 'core', 'heart', 'fondness', 'philia', 'pump', 'nub', 'gist', 'spirit', 'center', 'nerve', 'tenderness', 'mettle', 'bosom', 'affectionateness', 'sum']","87th Congress, 1st Session. House Document No. 247. The"
our,[],"87th Congress, 1st Session. House Document No. 247. The"
massive,"['massive', 'monolithic', 'monumental']","87th Congress, 1st Session. House Document No. 247. The"
humble,"['low', 'menial', 'abase', 'modest', 'baseborn', 'small', 'humiliate', 'lowly', 'chagrin', 'base', 'humble', 'mortify']","87th Congress, 1st Session. House Document No. 247. The"
true,"['true_up', 'dead_on_target', 'reliable', 'truthful', 'rightful', 'unfeigned', 'confessedly', 'on-key', 'honest', 'dependable', 'genuine', 'avowedly', 'straight', 'true', 'admittedly', 'lawful']","87th Congress, 1st Session. House Document No. 247. The"
being,"['equal', 'comprise', 'constitute', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'existence', 'live', 'organism', 'being', 'beingness']","87th Congress, 1st Session. House Document No. 247. The"
if,[],"87th Congress, 1st Session. House Document No. 247. The"
friends,"['booster', 'acquaintance', 'champion', 'Friend', 'supporter', 'protagonist', 'ally', 'friend', 'Quaker', 'admirer']","87th Congress, 1st Session. House Document No. 247. The"
only,"['only', 'entirely', 'sole', 'merely', 'simply', 'only_when', 'solitary', 'lone', 'just', 'exclusively', 'alone', 'only_if', 'solely', 'lonesome', 'but']","87th Congress, 1st Session. House Document No. 247. The"
handling,"['wield', 'handling', 'palm', 'deal', 'do_by', 'address', 'manage', 'care', 'cover', 'manipulation', 'treatment', 'plow', 'handle', 'treat']","87th Congress, 1st Session. House Document No. 247. The"
need,"['need', 'postulate', 'indigence', 'penury', 'involve', 'call_for', 'take', 'motivation', 'necessitate', 'motive', 'ask', 'want', 'pauperism', 'demand', 'pauperization', 'require']","87th Congress, 1st Session. House Document No. 247. The"
views,"['regard', 'look_at', 'aspect', 'catch', 'sight', 'consider', 'prospect', 'survey', 'opinion', 'persuasion', 'reckon', 'purview', 'vista', 'eyeshot', 'horizon', 'position', 'take_in', 'thought', 'see', 'watch', 'sentiment', 'view', 'perspective', 'scene', 'panorama']","87th Congress, 1st Session. House Document No. 247. The"
privileged,"['inside', 'privilege', 'privileged', 'favor', 'favour', 'inner']","87th Congress, 1st Session. House Document No. 247. The"
an,"['AN', 'Associate_in_Nursing']","87th Congress, 1st Session. House Document No. 247. The"
battles,"['battle', 'struggle', 'conflict', 'combat', 'engagement', 'fight']","87th Congress, 1st Session. House Document No. 247. The"
vigor,"['energy', 'vigour', 'vim', 'zip', 'muscularity', 'vigor', 'dynamism', 'heartiness']","87th Congress, 1st Session. House Document No. 247. The"
local,"['local_anaesthetic', 'local', 'topical_anaesthetic', 'local_anesthetic', 'topical_anesthetic']","87th Congress, 1st Session. House Document No. 247. The"
shoals,"['shoal', 'school', 'shallow']","87th Congress, 1st Session. House Document No. 247. The"
have,"['get', 'give', 'make', 'suffer', 'birth', 'possess', 'consume', 'wealthy_person', 'feature', 'give_birth', 'induce', 'stimulate', 'deliver', 'let', 'hold', 'receive', 'take', 'accept', 'take_in', 'rich_person', 'bear', 'own', 'throw', 'cause', 'ingest', 'sustain', 'experience', 'have_got', 'have']","87th Congress, 1st Session. House Document No. 247. The"
To,[],"87th Congress, 1st Session. House Document No. 247. The"
endowed,"['endow', 'invest', 'endowed', 'endue', 'dower', 'indue', 'empower', 'gift']","87th Congress, 1st Session. House Document No. 247. The"
leadership,"['leading', 'leadership', 'leaders']","87th Congress, 1st Session. House Document No. 247. The"
fundamentally,"['essentially', 'fundamentally', 'basically']","87th Congress, 1st Session. House Document No. 247. The"
example,"['exemplar', 'good_example', 'object_lesson', 'representative', 'instance', 'deterrent_example', 'exercise', 'model', 'lesson', 'illustration', 'example', 'case']","87th Congress, 1st Session. House Document No. 247. The"
devastating,"['scourge', 'annihilative', 'waste', 'crushing', 'devastate', 'annihilating', 'withering', 'desolate', 'lay_waste_to', 'ravage', 'devastating']","87th Congress, 1st Session. House Document No. 247. The"
desire,"['hope', 'desire', 'trust', 'want']","87th Congress, 1st Session. House Document No. 247. The"
could,[],"87th Congress, 1st Session. House Document No. 247. The"
satisfaction,"['satisfaction', 'expiation', 'gratification', 'atonement']","87th Congress, 1st Session. House Document No. 247. The"
consciously,['consciously'],"87th Congress, 1st Session. House Document No. 247. The"
