w,vector_semantico
above,"['above', 'higher_up', 'in_a_higher_place', 'supra', 'to_a_higher_place']",The Normal Forces and Their Thermodynamic Significance
magnitudes,"['magnitude', 'order_of_magnitude']",The Normal Forces and Their Thermodynamic Significance
calculation,"['computing', 'calculation', 'computation', 'deliberation', 'figuring', 'reckoning']",The Normal Forces and Their Thermodynamic Significance
cylindrical,"['cylindrical', 'cylindric']",The Normal Forces and Their Thermodynamic Significance
small,"['low', 'pocket-size', 'small-scale', 'modest', 'minor', 'belittled', 'small', 'diminished', 'lowly', 'minuscule', 'little', 'humble', 'pocket-sized']",The Normal Forces and Their Thermodynamic Significance
C,"['atomic_number_6', 'degree_Celsius', 'coulomb', 'c', 'blow', '100', 'nose_candy', 'ampere-second', 'carbon', 'cytosine', 'one_C', 'one_hundred', 'C', 'hundred', 'speed_of_light', 'light_speed', 'century', 'deoxycytidine_monophosphate', 'coke', 'ascorbic_acid', 'vitamin_C', 'degree_centigrade', 'snow']",The Normal Forces and Their Thermodynamic Significance
type,"['typewrite', 'typecast', 'character', 'type', 'eccentric', 'case']",The Normal Forces and Their Thermodynamic Significance
no,"['No', 'no_more', 'no', 'nobelium', 'atomic_number_102']",The Normal Forces and Their Thermodynamic Significance
words,"['lyric', 'give_voice', 'Bible', 'speech', 'phrase', 'run-in', 'give-and-take', 'dustup', 'discussion', 'word_of_honor', 'quarrel', 'Christian_Bible', 'row', 'language', 'Holy_Writ', 'Word', 'Logos', 'watchword', ""actor's_line"", 'tidings', 'news', 'parole', 'password', 'word', 'Son', 'intelligence', 'countersign', 'words', 'Word_of_God', 'Scripture', 'Book', 'Holy_Scripture', 'formulate', 'articulate', 'wrangle', 'Good_Book']",The Normal Forces and Their Thermodynamic Significance
studies,"['discipline', 'report', 'subject_field', 'meditate', 'examine', 'subject_area', 'consider', 'survey', 'study', 'written_report', 'cogitation', 'subject', 'analyse', 'learn', 'contemplate', 'take', 'bailiwick', 'canvas', 'read', 'work', 'field_of_study', 'sketch', 'canvass', 'analyze', 'field', 'hit_the_books']",The Normal Forces and Their Thermodynamic Significance
There,"['in_that_respect', 'on_that_point', 'at_that_place', 'in_that_location', 'thither', 'there']",The Normal Forces and Their Thermodynamic Significance
molten,"['meld', 'molten', 'thaw', 'disappear', 'dethaw', 'run', 'mellow', 'melt_down', 'unthaw', 'mellow_out', 'fade', 'unfreeze', 'evaporate', 'dissolve', 'liquefied', 'liquified', 'melt']",The Normal Forces and Their Thermodynamic Significance
times,"['times', 'clock_time', 'meter', 'clock', 'metre', 'prison_term', 'clip', 'sentence', 'multiplication', 'time', 'fourth_dimension']",The Normal Forces and Their Thermodynamic Significance
similar,"['like', 'standardized', 'similar', 'standardised', 'exchangeable', 'alike', 'interchangeable']",The Normal Forces and Their Thermodynamic Significance
four,"['quadruplet', 'quaternary', 'four', 'quartet', 'IV', 'Little_Joe', 'quaternity', 'foursome', 'tetrad', 'iv', 'quaternion', 'four-spot', 'quatern', '4']",The Normal Forces and Their Thermodynamic Significance
spinnability,['spinnability'],The Normal Forces and Their Thermodynamic Significance
reached,"['accomplish', 'give', 'make', 'reach', 'arrive_at', 'touch', 'contact', 'pass_on', 'get_through', 'turn_over', 'hit', 'achieve', 'pass', 'get_hold_of', 'gain', 'attain', 'extend_to', 'strain', 'reach_out', 'progress_to', 'get_to', 'hand', 'strive']",The Normal Forces and Their Thermodynamic Significance
include,"['include', 'admit', 'let_in']",The Normal Forces and Their Thermodynamic Significance
blocks,"['immobilise', 'lug', 'city_block', 'blockage', 'pulley_block', 'pulley-block', 'blocking', 'engine_block', 'obstruct', 'stop', 'immobilize', 'cube', 'auction_block', 'block', 'choke_up', 'draw_a_blank', 'impede', 'stuff', 'blank_out', 'kibosh', 'blockade', 'forget', 'mental_block', 'deflect', 'stoppage', 'hinder', 'block_off', 'embarrass', 'bar', 'barricade', 'stymy', 'jam', 'parry', 'cylinder_block', 'occlusion', 'close_up', 'closure', 'freeze', 'occlude', 'obturate', 'halt', 'stymie', 'pulley', 'block_up']",The Normal Forces and Their Thermodynamic Significance
interesting,"['matter_to', 'worry', 'interesting', 'concern', 'interest', 'occupy']",The Normal Forces and Their Thermodynamic Significance
base,"['found', 'meanspirited', 'basal', 'al-Qaeda', 'pedestal', 'al-Qaida', 'Base', 'bag', 'foundation', 'floor', 'basis', 'stem', 'root', 'base_of_operations', 'baseborn', 'immoral', 'cornerstone', 'foot', 'radical', 'ground', 'groundwork', 'nucleotide', 'stand', 'substructure', 'establish', 'free-base', 'humble', 'home', 'Qaeda', 'root_word', 'understructure', 'radix', 'alkali', 'mean', ""al-Qa'ida"", 'infrastructure', 'lowly', 'base', 'fundament', 'theme']",The Normal Forces and Their Thermodynamic Significance
formula,"['convention', 'pattern', 'recipe', 'rule', 'chemical_formula', 'expression', 'normal', 'formula']",The Normal Forces and Their Thermodynamic Significance
contains,"['curb', 'turn_back', 'hold_back', 'comprise', 'carry', 'hold', 'contain', 'check', 'take', 'incorporate', 'hold_in', 'moderate', 'control', 'arrest', 'bear', 'stop']",The Normal Forces and Their Thermodynamic Significance
concept,"['conception', 'construct', 'concept']",The Normal Forces and Their Thermodynamic Significance
Q,"['q', 'Q']",The Normal Forces and Their Thermodynamic Significance
shortness,"['abruptness', 'shortness', 'truncation', 'gruffness', 'brusqueness', 'curtness']",The Normal Forces and Their Thermodynamic Significance
generalized,"['vulgarise', 'generalized', 'extrapolate', 'generalised', 'vulgarize', 'infer', 'generalize', 'generalise', 'popularize', 'popularise']",The Normal Forces and Their Thermodynamic Significance
labeled,"['labelled', 'tagged', 'tag', 'judge', 'labeled', 'label', 'pronounce', 'mark']",The Normal Forces and Their Thermodynamic Significance
assumption,"['effrontery', 'premiss', 'laying_claim', 'assumption', 'Assumption_of_Mary', 'presumption', 'August_15', 'supposition', 'presumptuousness', 'Assumption', 'premise', 'supposal']",The Normal Forces and Their Thermodynamic Significance
system,"['organization', 'scheme', 'system', 'system_of_rules', 'arrangement', 'organisation']",The Normal Forces and Their Thermodynamic Significance
prepared,"['make', 'cook', 'inclined', 'groom', 'prepared', 'get_up', 'fix', 'fain', 'prepare', 'set_up', 'organise', 'machinate', 'train', 'set', 'disposed', 'devise', 'ready', 'educate', 'organize', 'gear_up', 'develop']",The Normal Forces and Their Thermodynamic Significance
shown,"['testify', 'evidence', 'show', 'usher', 'evince', 'prove', 'designate', 'record', 'demonstrate', 'register', 'indicate', 'exhibit', 'bear_witness', 'depict', 'picture', 'point', 'establish', 'read', 'show_up', 'demo', 'render', 'shew', 'express', 'present']",The Normal Forces and Their Thermodynamic Significance
its,"['information_technology', 'IT']",The Normal Forces and Their Thermodynamic Significance
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']",The Normal Forces and Their Thermodynamic Significance
turn,"['deform', 'spell', 'move_around', 'play', 'release', 'bit', 'act', 'rick', 'turn', 'turn_over', 'tour', 'wrick', 'sour', 'turning', 'bend', 'change_state', 'sprain', 'wrench', 'routine', 'grow', 'bout', 'change_by_reversal', 'twist', 'go', 'become', 'good_turn', 'ferment', 'work', 'crook', 'round', 'number', 'flex', 'turn_of_events', 'plough', 'plow', 'call_on', 'reverse']",The Normal Forces and Their Thermodynamic Significance
silicone,"['silicone', 'silicone_polymer']",The Normal Forces and Their Thermodynamic Significance
combines,"['unite', 'immix', 'cartel', 'coalesce', 'meld', 'corporate_trust', 'commingle', 'combine', 'aggregate', 'blend', 'conflate', 'fuse', 'compound', 'combining', 'merge', 'flux', 'mix', 'trust']",The Normal Forces and Their Thermodynamic Significance
syrup,"['sirup', 'syrup']",The Normal Forces and Their Thermodynamic Significance
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']",The Normal Forces and Their Thermodynamic Significance
forecast,"['prognosticate', 'betoken', 'portend', 'predict', 'forecast', 'auspicate', 'augur', 'prognosis', 'reckon', 'foreshadow', 'omen', 'estimate', 'calculate', 'count_on', 'presage', 'bode', 'prefigure', 'figure', 'foretell']",The Normal Forces and Their Thermodynamic Significance
printing,"['print', 'printing', 'printing_process', 'publish', 'impression', 'impress']",The Normal Forces and Their Thermodynamic Significance
justified,"['justified', 'excuse', 'apologize', 'rationalize', 'apologise', 'justify', 'warrant', 'rationalise', 'vindicate', 'free', 'absolve']",The Normal Forces and Their Thermodynamic Significance
equals,"['equal', 'compeer', 'peer', 'equalise', 'be', 'touch', 'rival', 'equalize', 'equate', 'match']",The Normal Forces and Their Thermodynamic Significance
means,"['intend', 'signify', 'imply', 'have_in_mind', 'entail', 'mean_value', 'think_of', 'substance', 'means', 'mean', 'stand_for', 'think', 'agency', 'way']",The Normal Forces and Their Thermodynamic Significance
P,"['atomic_number_15', 'p', 'phosphorus', 'P']",The Normal Forces and Their Thermodynamic Significance
data,"['datum', 'information', 'data', 'data_point']",The Normal Forces and Their Thermodynamic Significance
subject,"['discipline', 'matter', 'dependent', 'depicted_object', 'subject_field', 'issue', 'topic', 'subject_area', 'study', 'open', 'subjugate', 'content', 'submit', 'subject', 'national', 'bailiwick', 'case', 'field_of_study', 'capable', 'field', 'guinea_pig', 'theme']",The Normal Forces and Their Thermodynamic Significance
statement,"['argument', 'program_line', 'affirmation', 'statement', 'assertion', 'command', 'instruction', 'financial_statement']",The Normal Forces and Their Thermodynamic Significance
Although,[],The Normal Forces and Their Thermodynamic Significance
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Normal Forces and Their Thermodynamic Significance
unknown,"['terra_incognita', 'nameless', 'unnamed', 'unsung', 'stranger', 'unknown_quantity', 'unidentified', 'alien', 'obscure', 'unknown_region', 'unknown', 'strange']",The Normal Forces and Their Thermodynamic Significance
both,['both'],The Normal Forces and Their Thermodynamic Significance
developed,"['make_grow', 'highly-developed', 'get', 'arise', 'explicate', 'prepare', 'produce', 'germinate', 'modernise', 'acquire', 'grow', 'train', 'break', 'spring_up', 'originate', 'rise', 'modernize', 'developed', 'uprise', 'educate', 'formulate', 'build_up', 'develop', 'recrudesce', 'evolve']",The Normal Forces and Their Thermodynamic Significance
by,"['away', 'aside', 'past', 'by']",The Normal Forces and Their Thermodynamic Significance
D,"['vitamin_D', 'D', 'viosterol', 'cholecalciferol', 'five_hundred', 'calciferol', '500', 'ergocalciferol', 'd']",The Normal Forces and Their Thermodynamic Significance
equal,"['equal', 'compeer', 'peer', 'equalise', 'be', 'touch', 'rival', 'equalize', 'equate', 'match', 'adequate']",The Normal Forces and Their Thermodynamic Significance
must,"['mustiness', 'must', 'moldiness']",The Normal Forces and Their Thermodynamic Significance
paper,"['report', 'composition', 'newspaper', 'paper', 'wallpaper', 'newspaper_publisher', 'theme']",The Normal Forces and Their Thermodynamic Significance
exerting,"['maintain', 'wield', 'exert', 'exercise']",The Normal Forces and Their Thermodynamic Significance
normal,"['convention', 'pattern', 'rule', 'normal', 'formula']",The Normal Forces and Their Thermodynamic Significance
force,"['violence', 'pull', 'push', 'drive', 'pressure', 'wedge', 'coerce', 'military_group', 'ram', 'military_force', 'hale', 'squeeze', 'forcefulness', 'force-out', 'impel', 'power', 'military_unit', 'personnel', 'force_play', 'force_out', 'effect', 'draw', 'force', 'storm', 'thrust', 'strength']",The Normal Forces and Their Thermodynamic Significance
and,[],The Normal Forces and Their Thermodynamic Significance
available,"['available', 'useable', 'usable', 'uncommitted']",The Normal Forces and Their Thermodynamic Significance
band,"['isthmus', 'stria', 'ring', 'dance_band', 'set', 'lot', 'striation', 'banding', 'dance_orchestra', 'band', 'stripe', 'circle']",The Normal Forces and Their Thermodynamic Significance
molal,['molal'],The Normal Forces and Their Thermodynamic Significance
relax,"['unstrain', 'make_relaxed', 'unbend', 'unwind', 'loose', 'unlax', 'slacken', 'decompress', 'slack', 'slow_down', 'loosen_up', 'loosen', 'relax', 'slack_up']",The Normal Forces and Their Thermodynamic Significance
corn,"['Indian_corn', 'Zea_mays', 'clavus', 'maize', 'corn_whisky', 'corn_whiskey', 'corn', 'edible_corn']",The Normal Forces and Their Thermodynamic Significance
material,"['material', 'real', 'substantial', 'fabric', 'cloth', 'stuff', 'textile', 'corporeal']",The Normal Forces and Their Thermodynamic Significance
low,"['low', 'gloomy', 'scurvy', 'modest', 'crushed', 'Low', 'depressed', 'first', 'scummy', 'Sir_David_Alexander_Cecil_Low', 'humbled', 'David_Low', 'abject', 'low_gear', 'dispirited', 'downhearted', 'first_gear', 'low-pitched', 'moo', 'broken', 'small', 'blue', 'humiliated', 'down_in_the_mouth', 'humble', 'downcast', 'Sir_David_Low', 'miserable', 'low-spirited', 'depleted', 'low-toned', 'grim', 'down', 'lowly', 'low-down', 'depression']",The Normal Forces and Their Thermodynamic Significance
apparatus,"['setup', 'apparatus']",The Normal Forces and Their Thermodynamic Significance
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']",The Normal Forces and Their Thermodynamic Significance
clearance,"['headway', 'clearance', 'headroom']",The Normal Forces and Their Thermodynamic Significance
viscosity,"['viscousness', 'viscosity']",The Normal Forces and Their Thermodynamic Significance
obtained,"['prevail', 'incur', 'get', 'hold', 'receive', 'find', 'obtain']",The Normal Forces and Their Thermodynamic Significance
stated,"['put_forward', 'say', 'submit', 'posit', 'stated', 'tell', 'express', 'state', 'declared']",The Normal Forces and Their Thermodynamic Significance
:,[],The Normal Forces and Their Thermodynamic Significance
eliminated,"['decimate', 'reject', 'eliminate', 'carry_off', 'rule_out', 'annihilate', 'winnow_out', 'excrete', 'egest', 'do_away_with', 'extinguish', 'wipe_out', 'pass', 'get_rid_of', 'eradicate', 'obviate', 'rid_of']",The Normal Forces and Their Thermodynamic Significance
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",The Normal Forces and Their Thermodynamic Significance
These,[],The Normal Forces and Their Thermodynamic Significance
relation,"['sexual_intercourse', 'relative', 'intercourse', 'copulation', 'relation', 'coition', 'telling', 'carnal_knowledge', 'relation_back', 'coitus', 'sexual_congress', 'sexual_relation', 'recounting', 'sex_act', 'congress']",The Normal Forces and Their Thermodynamic Significance
those,[],The Normal Forces and Their Thermodynamic Significance
manometer,['manometer'],The Normal Forces and Their Thermodynamic Significance
length,"['length', 'distance', 'duration']",The Normal Forces and Their Thermodynamic Significance
kept,"['stay_fresh', 'go_along', 'prevent', 'go_on', 'unbroken', 'keep_open', 'celebrate', 'kept', 'restrain', 'observe', 'keep_back', 'retain', 'continue', 'keep', 'hold', 'keep_on', 'preserve', 'hold_open', 'hold_on', 'sustain', 'hold_back', 'save', 'proceed', 'maintain']",The Normal Forces and Their Thermodynamic Significance
energies,"['energy', 'vigour', 'vim', 'Energy', 'Energy_Department', 'zip', 'muscularity', 'Department_of_Energy', 'get-up-and-go', 'free_energy', 'vigor', 'DOE', 'vitality', 'push']",The Normal Forces and Their Thermodynamic Significance
derivative,"['differential_coefficient', 'derivative', 'first_derivative', 'derivative_instrument', 'derived_function', 'differential']",The Normal Forces and Their Thermodynamic Significance
acetate,"['acetate', 'ethanoate', 'acetate_rayon']",The Normal Forces and Their Thermodynamic Significance
breakup,"['breakup', 'dissolution', 'detachment', 'separation']",The Normal Forces and Their Thermodynamic Significance
equating,"['equal', 'compare', 'equalise', 'correspond', 'liken', 'equalize', 'equate', 'match', 'equating', 'equation']",The Normal Forces and Their Thermodynamic Significance
hr.,[],The Normal Forces and Their Thermodynamic Significance
characterization,"['delineation', 'characterisation', 'word_picture', 'enactment', 'personation', 'picture', 'depiction', 'word-painting', 'portrayal', 'characterization']",The Normal Forces and Their Thermodynamic Significance
measurements,"['measure', 'measurement', 'mensuration', 'measuring']",The Normal Forces and Their Thermodynamic Significance
hole,"['maw', 'hole_out', 'hole', 'jam', 'mess', 'cakehole', 'gob', 'pickle', 'trap', 'hollow', 'golf_hole', 'muddle', 'yap', 'fix', 'kettle_of_fish']",The Normal Forces and Their Thermodynamic Significance
limit,"['limitation', 'terminus_ad_quem', 'specify', 'demarcation_line', 'fix', 'trammel', 'bound', 'determine', 'restrain', 'set', 'define', 'limit', 'point_of_accumulation', 'restrict', 'confine', 'terminal_point', 'circumscribe', 'demarcation', 'limit_point', 'boundary', 'throttle']",The Normal Forces and Their Thermodynamic Significance
flat,"['two-dimensional', 'directly', 'mat', 'plane', 'matt', 'insipid', 'level', 'savorless', 'vapid', 'monotonic', 'flavourless', 'compressed', 'flatbed', '2-dimensional', 'matte', 'flat', 'flat_tire', 'categoric', 'straight', 'savourless', 'flavorless', 'apartment', 'unconditional', 'matted', 'flatcar', 'categorical', 'monotonous', 'monotone', 'bland', 'prostrate']",The Normal Forces and Their Thermodynamic Significance
parameter,"['parameter', 'parametric_quantity', 'argument']",The Normal Forces and Their Thermodynamic Significance
test,"['try_out', 'prove', 'exam', 'psychometric_test', 'run', 'essay', 'quiz', 'mental_test', 'test', 'try', 'tryout', 'examination', 'examine', 'mental_testing', 'trial_run', 'trial', 'screen']",The Normal Forces and Their Thermodynamic Significance
from,[],The Normal Forces and Their Thermodynamic Significance
Its,"['information_technology', 'IT']",The Normal Forces and Their Thermodynamic Significance
temperature,['temperature'],The Normal Forces and Their Thermodynamic Significance
1,"['unity', '1', 'one', 'ane', 'I', 'single', 'ace', 'i']",The Normal Forces and Their Thermodynamic Significance
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']",The Normal Forces and Their Thermodynamic Significance
area,"['country', 'arena', 'region', 'area', 'expanse', 'domain', 'sphere', 'orbit', 'surface_area', 'field']",The Normal Forces and Their Thermodynamic Significance
Newtonian,['Newtonian'],The Normal Forces and Their Thermodynamic Significance
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Normal Forces and Their Thermodynamic Significance
differential,"['differential_coefficient', 'differential_gear', 'derivative', 'first_derivative', 'derived_function', 'differential']",The Normal Forces and Their Thermodynamic Significance
theory,"['theory', 'hypothesis', 'possibility']",The Normal Forces and Their Thermodynamic Significance
multiplying,"['multiply', 'manifold', 'breed', 'reproduce', 'procreate']",The Normal Forces and Their Thermodynamic Significance
tension,"['latent_hostility', 'tautness', 'stress', 'tenseness', 'tensity', 'tension']",The Normal Forces and Their Thermodynamic Significance
respect,"['regard', 'honor', 'respectfulness', 'deference', 'esteem', 'prize', 'value', 'prise', 'honour', 'obedience', 'abide_by', 'respect', 'observe']",The Normal Forces and Their Thermodynamic Significance
method,"['method', 'method_acting']",The Normal Forces and Their Thermodynamic Significance
states,"['province', 'commonwealth', 'land', 'state_of_matter', 'put_forward', 'submit', 'United_States_Department_of_State', 'say', 'country', 'nation', 'res_publica', 'State', 'posit', 'State_Department', 'tell', 'DoS', 'express', 'state', 'Department_of_State', 'body_politic']",The Normal Forces and Their Thermodynamic Significance
analogous,"['analogous', 'correspondent']",The Normal Forces and Their Thermodynamic Significance
mechanical,"['mechanically_skillful', 'mechanical']",The Normal Forces and Their Thermodynamic Significance
negative,"['electronegative', 'negative', 'veto', 'blackball', 'negatively_charged', 'minus', 'disconfirming', 'damaging']",The Normal Forces and Their Thermodynamic Significance
potential,"['potential', 'potential_drop', 'potential_difference', 'voltage', 'electric_potential', 'potentiality', 'possible', 'potency', 'likely']",The Normal Forces and Their Thermodynamic Significance
),[],The Normal Forces and Their Thermodynamic Significance
distinct,"['clear-cut', 'distinct', 'trenchant', 'distinguishable', 'decided', 'discrete']",The Normal Forces and Their Thermodynamic Significance
shape,"['contour', 'pattern', 'Supreme_Headquarters_Allied_Powers_Europe', 'soma', 'shape', 'regulate', 'influence', 'physical_body', 'configuration', 'build', 'mould', 'physique', 'SHAPE', 'human_body', 'anatomy', 'frame', 'determine', 'embodiment', 'mold', 'condition', 'chassis', 'forge', 'flesh', 'work', 'conformation', 'form', 'figure', 'bod', 'material_body', 'cast']",The Normal Forces and Their Thermodynamic Significance
poises,"['cool', 'poise', 'aplomb', 'brace', 'sang-froid', 'assuredness', 'balance']",The Normal Forces and Their Thermodynamic Significance
shear,"['fleece', 'shear']",The Normal Forces and Their Thermodynamic Significance
applied,"['lend_oneself', 'use', 'utilize', 'give', 'hold', 'apply', 'put_on', 'utilise', 'employ', 'enforce', 'applied', 'practice', 'go_for', 'implement']",The Normal Forces and Their Thermodynamic Significance
**yc,[],The Normal Forces and Their Thermodynamic Significance
information,"['info', 'information', 'data', 'entropy', 'selective_information']",The Normal Forces and Their Thermodynamic Significance
appreciable,['appreciable'],The Normal Forces and Their Thermodynamic Significance
radius,"['r', 'radius', 'wheel_spoke', 'spoke']",The Normal Forces and Their Thermodynamic Significance
block,"['immobilise', 'lug', 'city_block', 'blockage', 'pulley_block', 'pulley-block', 'blocking', 'engine_block', 'obstruct', 'stop', 'immobilize', 'cube', 'auction_block', 'block', 'choke_up', 'draw_a_blank', 'impede', 'stuff', 'blank_out', 'kibosh', 'blockade', 'forget', 'mental_block', 'deflect', 'stoppage', 'hinder', 'block_off', 'embarrass', 'bar', 'barricade', 'stymy', 'jam', 'parry', 'cylinder_block', 'occlusion', 'close_up', 'closure', 'freeze', 'occlude', 'obturate', 'halt', 'stymie', 'pulley', 'block_up']",The Normal Forces and Their Thermodynamic Significance
introduced,"['infix', 'put_in', 'acquaint', 'bring_in', 'enter', 'usher_in', 'enclose', 'stick_in', 'preface', 'inaugurate', 'precede', 'introduce', 'insert', 'present', 'premise', 'bring_out', 'inclose', 'innovate']",The Normal Forces and Their Thermodynamic Significance
build-up,[],The Normal Forces and Their Thermodynamic Significance
certain,"['certain', 'sealed', 'sure']",The Normal Forces and Their Thermodynamic Significance
rise,"['come_up', 'heighten', 'hike', 'resurrect', 'rising_slope', 'jump', 'procession', 'lift', 'get_up', 'arise', 'prove', 'mount', 'go_up', 'acclivity', 'salary_increase', 'rebel', 'grow', 'spring_up', 'move_up', 'emanation', 'stand_up', 'rise', 'wage_increase', 'originate', 'ascending', 'climb_up', 'rising', 'raise', 'ascent', 'cost_increase', 'turn_out', 'ascend', 'uprise', 'rear', 'upgrade', 'wage_hike', 'boost', 'climb', 'advance', 'wax', 'surface', 'rise_up', 'develop', 'ascension']",The Normal Forces and Their Thermodynamic Significance
interfacial,['interfacial'],The Normal Forces and Their Thermodynamic Significance
appears,"['come_out', 'look', 'come_along', 'seem', 'appear']",The Normal Forces and Their Thermodynamic Significance
separate,"['distinguish', 'part', 'assort', 'break_up', 'single_out', 'discriminate', 'class', 'carve_up', 'divide', 'come_apart', 'reprint', 'furcate', 'split_up', 'tell_apart', 'sort_out', 'split', 'fall_apart', 'secernate', 'fork', 'offprint', 'ramify', 'sort', 'separate', 'freestanding', 'dissever', 'branch', 'disjoined', 'tell', 'classify', 'disunite', 'break', 'severalize', 'secern', 'differentiate', 'severalise']",The Normal Forces and Their Thermodynamic Significance
being,"['equal', 'comprise', 'constitute', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'existence', 'live', 'organism', 'being', 'beingness']",The Normal Forces and Their Thermodynamic Significance
if,[],The Normal Forces and Their Thermodynamic Significance
usually,"['normally', 'unremarkably', 'ordinarily', 'commonly', 'usually']",The Normal Forces and Their Thermodynamic Significance
