w,vector_semantico
notice,"['posting', 'acknowledge', 'remark', 'bill', 'observation', 'mark', 'discover', 'placard', 'observance', 'note', 'comment', 'poster', 'find', 'detect', 'notification', 'card', 'notice', 'point_out', 'observe']",The Ikon
waves,"['Wave', 'flourish', 'undulate', 'wafture', 'undulation', 'roll', 'beckon', 'brandish', 'moving_ridge', 'waving', 'wave', 'curl', 'flap']",The Ikon
fear-filled,[],The Ikon
glowed,"['radiate', 'glow', 'shine', 'beam', 'burn']",The Ikon
advanced,"['further', 'shape_up', 'march_on', 'promote', 'come_along', 'forward-looking', 'make_headway', 'sophisticated', 'progress', 'kick_upstairs', 'gain', 'get_along', 'pull_ahead', 'ripe', 'throw_out', 'gain_ground', 'come_on', 'boost', 'upgrade', 'move_on', 'innovative', 'win', 'advance', 'raise', 'supercharge', 'modern', 'in_advance', 'set_ahead', 'elevate', 'pass_on', 'go_on', 'get_on', 'get_ahead', 'encourage', 'bring_forward', 'advanced']",The Ikon
lacked,"['lack', 'miss']",The Ikon
hut,"['hovel', 'hutch', 'shanty', 'army_hut', 'shack', 'field_hut', 'hut']",The Ikon
will,"['testament', 'volition', 'leave', 'will', 'bequeath']",The Ikon
but,"['but', 'simply', 'just', 'only', 'merely']",The Ikon
come,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",The Ikon
trip,"['trip_up', 'trip', 'get_off', 'jaunt', 'touch_off', 'turn_on', 'set_off', 'activate', 'tripper', 'spark', 'trip_out', 'trip-up', 'actuate', 'head_trip', 'misstep', 'stumble', 'spark_off', 'travel', 'trigger_off', 'trigger', 'slip']",The Ikon
interested,"['concern', 'interested', 'worry', 'matter_to', 'concerned', 'interest', 'occupy']",The Ikon
wild,"['wild', 'uncivilised', 'uncivilized', 'furious', 'tempestuous', 'untamed', 'raging', 'violent', 'rampantly', 'unfounded', 'state_of_nature', 'godforsaken', 'idle', 'crazy', 'dotty', 'raving_mad', 'wilderness', 'barbaric', 'fantastic', 'baseless', 'waste', 'natural_state', 'risky', 'groundless', 'hazardous', 'unwarranted', 'angry', 'savage', 'barbarian', 'gaga']",The Ikon
hung,"['cling', 'string_up', 'fall', 'flow', 'hang_up', 'advert', 'attend', 'give_ear', 'hang', 'pay_heed']",The Ikon
door,"['door', 'room_access', 'doorway', 'threshold']",The Ikon
again,"['over_again', 'once_again', 'once_more', 'again']",The Ikon
He,"['atomic_number_2', 'he', 'helium', 'He']",The Ikon
part,"['persona', 'office', 'percentage', 'section', 'portion', 'part', 'function', 'depart', 'split_up', 'start_out', 'share', 'separate', 'split', 'take_off', 'break_up', 'set_off', 'theatrical_role', 'component', 'start', 'role', 'set_out', 'component_part', 'divide', 'division', 'partly', 'disunite', 'region', 'piece', 'character', 'set_forth', 'contribution', 'partially', 'break', 'voice', 'parting', 'constituent']",The Ikon
coils,"['whorl', 'volute', 'hand-build', 'gyre', 'loop', 'coil', 'roll', 'spiral', 'scroll', 'handbuild', 'ringlet', 'gyrate', 'curl', 'helix', 'curlicue']",The Ikon
opening,"['spread_out', 'possible_action', 'opening', 'give', 'open_up', 'porta', 'curtain_raising', 'gap', 'open', 'chess_opening', 'orifice', 'opening_night', 'spread', 'afford', 'hatchway', 'unfold', 'possibility', 'first_step', 'opening_move', 'initiative', 'scuttle']",The Ikon
cover,"['cover_version', 'masking', 'traverse', 'deal', 'incubate', 'screen', 'natural_covering', 'cover', 'treat', 'cross', 'breed', 'wrap_up', 'hide', 'overcompensate', 'hatch', 'binding', 'covering_fire', 'report', 'covering', 'get_over', 'plow', 'insure', 'extend', 'spread_over', 'top', 'handle', 'compensate', 'brood', 'overlay', 'comprehend', 'concealment', 'continue', 'blanket', 'cover_up', 'book_binding', 'track', 'encompass', 'underwrite', 'cover_song', 'shroud', 'cover_charge', 'address', 'screening', 'cut_across', 'enshroud', 'pass_over', 'cut_through', 'get_across', 'covert', 'embrace', 'back']",The Ikon
distance,"['outstrip', 'outdistance', 'space', 'length', 'distance', 'aloofness']",The Ikon
wandered,"['cheat', 'divagate', 'cuckold', 'wind', 'range', 'weave', 'thread', 'vagabond', 'tramp', 'drift', 'swan', 'rove', 'roll', 'cast', 'cheat_on', 'betray', 'digress', 'meander', 'stray', 'wander', 'roam', 'ramble']",The Ikon
tripod,['tripod'],The Ikon
hundred,"['100', 'one_C', 'c', 'C', 'one_hundred', 'hundred', 'century']",The Ikon
solid,"['solidness', 'substantial', 'solid_state', 'firm', 'self-colored', 'square', 'satisfying', 'whole', 'strong', 'upstanding', 'hearty', 'unanimous', 'self-coloured', 'solid']",The Ikon
blackness,"['pitch_blackness', 'lightlessness', 'total_darkness', 'inkiness', 'black', 'blackness']",The Ikon
clip,"['nip_off', 'snip', 'cut_short', 'cut_back', 'clip', 'dress', 'trot', 'prune', 'clipping', 'nip', 'snip_off', 'cartridge_clip', 'jog', 'cartridge_holder', 'lop', 'curtail', 'crop', 'magazine', 'trim', 'time']",The Ikon
child's,[],The Ikon
yourself,[],The Ikon
lost,"['disoriented', 'mislay', 'doomed', 'lose', 'suffer', 'lost', 'bemused', 'recede', 'misplace', 'mazed', 'at_sea', 'fall_behind', 'turn_a_loss', 'miss', 'preoccupied', 'drop_off', 'confounded', 'fall_back', 'baffled', 'befuddled', 'confused', 'missed', 'bewildered', 'mixed-up', 'helpless', 'deep_in_thought']",The Ikon
might,"['might', 'power', 'mightiness']",The Ikon
point,"['taper', 'steer', 'item', 'full_stop', 'decimal_point', 'manoeuvre', 'channelize', 'level', 'luff', 'head', 'place', 'betoken', 'target', 'distributor_point', 'period', 'percentage_point', 'point', 'detail', 'manoeuver', 'power_point', 'tip', 'stop', 'show', 'guide', 'gunpoint', 'maneuver', 'breaker_point', 'sharpen', 'point_in_time', 'direct', 'peak', 'channelise', 'dot', 'repoint', 'stage', 'degree', 'indicate', 'designate', 'charge', 'signal', 'pointedness', 'full_point', 'compass_point', 'spot', 'orient', 'aim', 'bespeak']",The Ikon
exclaimed,"['cry_out', 'promulgate', 'exclaim', 'shout', 'outcry', 'cry', 'proclaim', 'call_out']",The Ikon
Figures,"['digit', 'fig', 'flesh', 'number', 'envision', 'estimate', 'trope', 'anatomy', 'material_body', 'public_figure', 'name', 'work_out', 'design', 'figure_of_speech', 'image', 'count_on', 'calculate', 'cipher', 'frame', 'shape', 'reckon', 'enter', 'forecast', 'cypher', 'picture', 'human_body', 'bod', 'build', 'fancy', 'pattern', 'project', 'figure', 'soma', 'physical_body', 'physique', 'form', 'see', 'visualize', 'compute', 'chassis', 'visualise']",The Ikon
countryside,['countryside'],The Ikon
malevolencies,"['malevolency', 'malice', 'malevolence']",The Ikon
ache,"['pine', 'hurt', 'languish', 'yearn', 'yen', 'ache', 'smart', 'suffer', 'aching']",The Ikon
this,[],The Ikon
gaze,"['gaze', 'stare', 'regard']",The Ikon
occur,"['go_on', 'come', 'take_place', 'come_about', 'pass', 'fall_out', 'pass_off', 'hap', 'happen', 'occur']",The Ikon
ivory,"['tusk', 'pearl', 'off-white', 'bone', 'ivory']",The Ikon
pilgrimage,"[""pilgrim's_journey"", 'pilgrimage']",The Ikon
ringing,"['resound', 'skirt', 'peal', 'environ', 'tintinnabulation', 'call', 'echo', 'phone', 'resonance', 'knell', 'plangency', 'call_up', 'ringing', 'vibrancy', 'ring', 'reverberance', 'border', 'reverberate', 'sonority', 'band', 'surround', 'telephone', 'sonorousness']",The Ikon
Automatic,"['machinelike', 'robotic', 'automatic_rifle', 'robotlike', 'automatic_pistol', 'reflex', 'machine_rifle', 'automatonlike', 'reflexive', 'automatic']",The Ikon
ridge,"['ridgepole', 'ridge', 'ridgeline', 'rooftree']",The Ikon
together,"['together', 'in_concert', 'unitedly']",The Ikon
children's,[],The Ikon
walked,"['walk', 'take_the_air']",The Ikon
west,"['Benjamin_West', 'Rebecca_West', 'west', 'W', 'western_United_States', 'West', 'due_west', 'Dame_Rebecca_West', 'Mae_West', 'Cicily_Isabel_Fairfield', 'Occident', 'westward']",The Ikon
Where,[],The Ikon
reflected,"['speculate', 'reverberate', 'reflect', 'contemplate', 'mull', 'shine', 'reflected', 'meditate', 'ponder', 'muse', 'mull_over', 'ruminate', 'excogitate', 'chew_over', 'think_over']",The Ikon
good,"['dependable', 'just', 'proficient', 'undecomposed', 'dear', 'salutary', 'serious', 'thoroughly', 'respectable', 'upright', 'right', 'well', 'adept', 'practiced', 'ripe', 'skillful', 'secure', 'unspoiled', 'expert', 'effective', 'in_force', 'near', 'honorable', 'unspoilt', 'trade_good', 'sound', 'estimable', 'good', 'beneficial', 'honest', 'skilful', 'full', 'goodness', 'in_effect', 'commodity', 'safe', 'soundly']",The Ikon
Pierre,"['Pierre', 'capital_of_South_Dakota']",The Ikon
near-strangers,[],The Ikon
tension,"['latent_hostility', 'stress', 'tensity', 'tautness', 'tension', 'tenseness']",The Ikon
.,[],The Ikon
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",The Ikon
amidst,[],The Ikon
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",The Ikon
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",The Ikon
write,"['compose', 'write', 'publish', 'indite', 'drop_a_line', 'spell', 'pen', 'save']",The Ikon
Brittany,"['Breiz', 'Bretagne', 'Brittany']",The Ikon
release,"['let_go', 'liberation', 'resign', 'dismissal', 'discharge', 'let_go_of', 'button', 'bring_out', 'firing', 'unblock', 'publish', 'dismission', 'unfreeze', 'sack', 'outlet', 'put_out', 'turn', 'acquittance', 'departure', 'tone_ending', 'freeing', 'sacking', 'press_release', 'loss', 'eject', 'waiver', 'secrete', 'handout', 'relinquish', 'spill', 'exhaust', 'spillage', 'expiration', 'unloosen', 'passing', 'going', 'issue', 'unloose', 'release', 'expel', 'vent', 'liberate', 'give_up', 'exit', 'loose', 'free']",The Ikon
vague,"['obscure', 'shadowy', 'vague', 'wispy', 'dim', 'undefined', 'faint']",The Ikon
immobility,"['immobility', 'stationariness', 'fixedness']",The Ikon
spot,"['office', 'make_out', 'slur', 'post', 'spy', 'situation', 'espy', 'discern', 'speckle', 'blot', 'place', 'distinguish', 'topographic_point', 'berth', 'point', 'smudge', 'stain', 'recognize', 'blemish', 'tell_apart', 'descry', 'position', 'recognise', 'spotlight', 'maculation', 'dapple', 'pick_out', 'smirch', 'billet', 'daub', 'touch', 'bit', 'spot', 'patch', 'smear', 'blob', 'fleck', 'pip']",The Ikon
granted,"['granted', 'yield', 'allot', 'given', 'accord', 'grant', 'concede', 'give', 'deed_over', 'award', 'cede', 'allow']",The Ikon
tread,"['step', 'trample', 'stride', 'tread', 'pace']",The Ikon
anybody,[],The Ikon
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",The Ikon
concertina,['concertina'],The Ikon
hadn't,[],The Ikon
must,"['moldiness', 'mustiness', 'must']",The Ikon
fact,['fact'],The Ikon
itself,[],The Ikon
briefing,"['brief', 'briefing']",The Ikon
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",The Ikon
under,"['below', 'under', 'nether']",The Ikon
awake,"['alive', 'arouse', 'alert', 'wake', 'come_alive', 'awake', 'wake_up', 'waken', 'awaken']",The Ikon
between,"['betwixt', ""'tween"", 'between']",The Ikon
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",The Ikon
testicle,"['ball', 'testis', 'ballock', 'nut', 'orchis', 'egg', 'bollock', 'testicle']",The Ikon
their,[],The Ikon
if,[],The Ikon
ask,"['require', 'involve', 'need', 'enquire', 'postulate', 'take', 'expect', 'necessitate', 'demand', 'ask', 'inquire', 'call_for']",The Ikon
most,"['to_the_highest_degree', 'most', 'nearly', 'well-nigh', 'almost', 'nigh', 'virtually', 'near', 'about']",The Ikon
would,[],The Ikon
stood,"['tolerate', 'brook', 'endure', 'stomach', 'bear', 'support', 'stand_up', 'place_upright', 'fend', 'stand', 'digest', 'resist', 'put_up', 'abide', 'suffer', 'stick_out', 'remain_firm']",The Ikon
before,"['ahead', 'in_front', 'before', 'earlier']",The Ikon
cloud,"['mottle', 'obscure', 'sully', 'swarm', 'fog', 'defile', 'taint', 'cloud', 'becloud', 'befog', 'overcast', 'corrupt', 'mist', 'obnubilate', 'haze_over', 'dapple']",The Ikon
watched,"['watch', 'catch', 'look_on', 'check', 'view', 'watch_over', 'see', 'watch_out', 'keep_an_eye_on', 'follow', 'ascertain', 'determine', 'find_out', 'learn', 'look_out', 'observe', 'take_in']",The Ikon
vouching,"['guarantee', 'vouch']",The Ikon
wait,"['hold', 'hold_off', 'waitress', 'wait', 'waiting', 'delay', 'expect', 'time_lag', 'await', 'hold_back', 'look', 'postponement']",The Ikon
slope's,[],The Ikon
addition,"['plus', 'accession', 'summation', 'add-on', 'addition', 'increase', 'gain', 'improver']",The Ikon
nine,"['ennead', 'IX', 'ball_club', 'baseball_club', 'Nina_from_Carolina', '9', 'nine-spot', 'club', 'niner', 'nine', 'ix']",The Ikon
sure,"['surely', 'sure', 'certainly', 'sure_as_shooting', 'for_sure', 'certain', 'for_certain', 'sure_enough', 'indisputable', 'trusted']",The Ikon
diluting,"['stretch', 'thin_out', 'thin', 'load', 'dilute', 'adulterate', 'debase', 'cut', 'reduce']",The Ikon
my,[],The Ikon
extended,"['reach_out', 'extensive', 'strain', 'cover', 'expand', 'gallop', 'lengthy', 'offer', 'protracted', 'widen', 'put_out', 'broaden', 'extend', 'stretch', 'run', 'continue', 'extended', 'hold_out', 'elongated', 'protract', 'draw_out', 'exsert', 'poke_out', 'prolong', 'carry', 'lengthened', 'stretch_out', 'drawn-out', 'go', 'unfold', 'pass', 'prolonged', 'lead', 'stretch_forth']",The Ikon
And,[],The Ikon
defied,"['dare', 'hold', 'hold_up', 'withstand', 'resist', 'refuse', 'defy']",The Ikon
hoops,"['basketball_game', 'wicket', 'ring', 'basketball', 'hoops', 'basket', 'hoop', 'basketball_hoop']",The Ikon
for,[],The Ikon
united,"['link', 'merge', 'united', 'join', 'unify', 'combine', 'joined', 'connect', 'unite', 'link_up']",The Ikon
clump,"['clunk', 'chunk', 'bunch', 'bunch_up', 'glob', 'ball', 'clomp', 'clop', 'bundle', 'thump', 'flock', 'clod', 'clump', 'clustering', 'thumping', 'constellate', 'thud', 'lump', 'plunk', 'cluster']",The Ikon
extra,"['duplicate', 'special', 'redundant', 'supernumerary', 'superfluous', 'surplus', 'spear_carrier', 'excess', 'supererogatory', 'spare', 'extra', 'additional']",The Ikon
peninsula,['peninsula'],The Ikon
forgotten,"['blank_out', 'forgotten', 'leave', 'draw_a_blank', 'disregarded', 'bury', 'block', 'forget']",The Ikon
thoughts,"['thought', 'thinking', 'view', 'mentation', 'sentiment', 'thought_process', 'cerebration', 'intellection', 'persuasion', 'idea', 'opinion']",The Ikon
wounded,"['injure', 'offend', 'hurt', 'spite', 'wound', 'wounded', 'maimed', 'bruise']",The Ikon
mercifully,['mercifully'],The Ikon
filed,"['file_away', 'register', 'lodge', 'charge', 'file']",The Ikon
Wait,"['hold', 'hold_off', 'waitress', 'wait', 'waiting', 'delay', 'expect', 'time_lag', 'await', 'hold_back', 'look', 'postponement']",The Ikon
footstep,"['step', 'footfall', 'footstep', 'stride', 'pace']",The Ikon
abbey,['abbey'],The Ikon
bounced,"['take_a_hop', 'rebound', 'resile', 'jounce', 'bounce', 'spring', 'reverberate', 'ricochet', 'bound', 'recoil']",The Ikon
parlor,"['living_room', 'front_room', 'parlour', 'living-room', 'parlor', 'sitting_room']",The Ikon
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",The Ikon
land,"['domain', 'land', 'acres', 'set_down', 'realm', 'Land', 'shoot_down', 'solid_ground', 'farming', 'state', 'Din_Land', 'bring', 'landed_estate', 'ground', 'commonwealth', 'soil', 'demesne', 'dry_land', 'nation', 'shore', 'put_down', 'country', 'estate', 'terra_firma', 'kingdom', 'body_politic', 'bring_down', 'set_ashore', 'Edwin_Herbert_Land', 'down', 'earth', 'res_publica']",The Ikon
ones,"['I', 'unity', '1', 'single', 'one', 'ace']",The Ikon
provides,"['offer', 'allow_for', 'leave', 'allow', 'cater', 'ply', 'put_up', 'bring_home_the_bacon', 'provide', 'furnish', 'render', 'supply']",The Ikon
dark,"['nighttime', 'morose', 'drear', 'dreary', 'wickedness', 'dark', 'benighted', 'gloomy', 'sinister', 'dark-skinned', 'non-white', 'dingy', 'glum', 'grim', 'night', 'disconsolate', 'iniquity', 'obscure', 'darkness', 'drab', 'sorry', 'coloured', 'dour', 'glowering', 'shadow', 'black', 'sullen', 'saturnine', 'colored', 'moody', 'sour', 'dismal', 'blue']",The Ikon
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",The Ikon
oui,[],The Ikon
next,"['following', 'adjacent', 'future', 'succeeding', 'side_by_side', 'next']",The Ikon
range,"['orbit', 'mountain_chain', 'range_of_a_function', 'grasp', 'stove', 'pasture', 'kitchen_stove', 'straddle', 'place', 'range', 'kitchen_range', 'compass', 'lay_out', 'range_of_mountains', 'vagabond', 'tramp', 'image', 'drift', 'mountain_range', 'swan', 'order', 'reach', 'rove', 'graze', 'rank', 'run', 'roll', 'set_out', 'array', 'cast', 'cooking_stove', 'rate', 'chain_of_mountains', 'scope', 'chain', 'browse', 'stray', 'ambit', 'crop', 'wander', 'roam', 'ramble', 'grade']",The Ikon
bones,"['castanets', 'grind_away', 'swot_up', 'swot', 'cram', 'bone_up', 'bones', 'clappers', 'mug_up', 'get_up', 'off-white', 'os', 'ivory', 'drum', 'finger_cymbals', 'osseous_tissue', 'debone', 'pearl', 'bone']",The Ikon
