w,vector_semantico
packet,"['parcel', 'packet_boat', 'package', 'mailboat', 'bundle', 'packet', 'mail_boat']",Organizing the Local Church
discipleship,['discipleship'],Organizing the Local Church
end,"['close', 'end', 'terminal', 'finish', 'stop', 'last', 'conclusion', 'goal', 'final_stage', 'death', 'cease', 'ending', 'remainder', 'oddment', 'remnant', 'destruction', 'terminate', 'closing']",Organizing the Local Church
Kingdom,"['kingdom', 'realm', 'land']",Organizing the Local Church
readings,"['register', 'show', 'scan', 'read', 'Reading', 'indication', 'study', 'record', 'meter_reading', 'learn', 'reading', 'reading_material', 'understand', 'interpret', 'recitation', 'say', 'recital', 'translate', 'version', 'take', 'interpretation']",Organizing the Local Church
Me,"['ME', 'Pine_Tree_State', 'Maine']",Organizing the Local Church
Sponsors,"['patron', 'frequent', 'shop', 'patronize', 'buy_at', 'sponsor', 'patronise', 'supporter', 'shop_at', 'presenter']",Organizing the Local Church
Many,['many'],Organizing the Local Church
Room,"['way', 'elbow_room', 'room', 'board']",Organizing the Local Church
completed,"['complete', 'finish', 'dispatch', 'realized', 'fill_in', 'nail', 'accomplished', 'discharge', 'make_out', 'fill_out', 'completed', 'realised']",Organizing the Local Church
Preparation,"['formulation', 'planning', 'grooming', 'cookery', 'preparation', 'prep', 'homework', 'readying', 'training', 'provision', 'preparedness', 'cooking', 'readiness']",Organizing the Local Church
A,"['vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'adenine', 'a', 'group_A', 'amp', 'ampere', 'angstrom', 'type_A', 'antiophthalmic_factor', 'axerophthol', 'angstrom_unit']",Organizing the Local Church
acquainted,"['familiarise', 'introduce', 'acquainted', 'acquaint', 'present', 'familiarize']",Organizing the Local Church
'',[],Organizing the Local Church
reported,"['cover', 'reported', 'report', 'account', 'describe']",Organizing the Local Church
fellowship,"['family', 'companionship', 'society', 'fellowship', 'company']",Organizing the Local Church
than,[],Organizing the Local Church
deeper,"['thick', 'cryptical', 'profoundly', 'inscrutable', 'rich', 'deeply', 'mysterious', 'mystifying', 'abstruse', 'deep', 'cryptic', 'bass', 'recondite']",Organizing the Local Church
beginning,"['rootage', 'beginning', 'source', 'kickoff', 'showtime', 'set_about', 'get_down', 'lead_off', 'origin', 'set_out', 'first', 'start', 'begin', 'offset', 'root', 'starting_time', 'outset', 'start_out', 'commence', 'get-go', 'get', 'commencement']",Organizing the Local Church
leaflet,"['folder', 'leaflet', 'booklet', 'cusp', 'pamphlet', 'brochure']",Organizing the Local Church
cent,"['centime', 'penny', 'cent']",Organizing the Local Church
budget,['budget'],Organizing the Local Church
Give,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'spring', 'springiness', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'afford', 'sacrifice', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",Organizing the Local Church
attention,"['tending', 'care', 'aid', 'attending', 'attention']",Organizing the Local Church
devotions,"['veneration', 'devotion', 'idolatry', 'devotedness', 'cultism']",Organizing the Local Church
as,"['adenine', 'group_A', 'arsenic', 'AS', 'angstrom_unit', 'As', 'as', 'Eastern_Samoa', 'angstrom', 'every_bit', 'a', 'ampere', 'type_A', 'axerophthol', 'atomic_number_33', 'vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'equally', 'amp', 'American_Samoa', 'antiophthalmic_factor']",Organizing the Local Church
book,"['Christian_Bible', 'account_book', 'Scripture', 'leger', 'hold', 'Quran', 'rule_book', 'record', 'book', 'Koran', 'Word', 'Book', 'Bible', 'record_book', 'script', 'volume', ""al-Qur'an"", 'ledger', 'Word_of_God', 'Holy_Writ', 'Holy_Scripture', 'reserve', 'book_of_account', 'playscript', 'Good_Book']",Organizing the Local Church
pastors,"['subgenus_Pastor', 'minister', 'rector', 'parson', 'pastor', 'minister_of_religion', 'Pastor', 'curate']",Organizing the Local Church
Pledge,"['toast', 'pledge', 'assurance', 'subscribe', 'drink', 'salute', 'plight', 'wassail']",Organizing the Local Church
Additional,"['additional', 'extra']",Organizing the Local Church
they,[],Organizing the Local Church
E.,[],Organizing the Local Church
provided,"['cater', 'allow_for', 'ply', 'allow', 'supply', 'offer', 'leave', 'bring_home_the_bacon', 'provide', 'render', 'put_up', 'furnish']",Organizing the Local Church
significance,"['import', 'signification', 'implication', 'significance', 'meaning']",Organizing the Local Church
introductory,"['prefatory', 'prefatorial', 'basic', 'introductory']",Organizing the Local Church
members,"['member', 'extremity', 'penis', 'appendage', 'phallus', 'fellow_member']",Organizing the Local Church
When,[],Organizing the Local Church
George,"['George', 'George_III', 'St._George', 'George_II', 'Saint_George', 'George_VI', 'George_V', 'George_I', 'George_IV']",Organizing the Local Church
average,"['average', 'modal', 'mediocre', 'norm', 'medium', 'intermediate', 'ordinary', 'mean', 'fair', 'median', 'average_out', 'middling']",Organizing the Local Church
illustrated,"['instance', 'exemplify', 'illustrate']",Organizing the Local Church
inaction,"['inactivity', 'inaction', 'inactiveness']",Organizing the Local Church
appointment,"['date', 'naming', 'appointment', 'engagement', 'assignment', 'appointee', 'designation', 'fitting']",Organizing the Local Church
information,"['data', 'entropy', 'information', 'selective_information', 'info']",Organizing the Local Church
importance,"['grandness', 'importance']",Organizing the Local Church
persons,"['someone', 'individual', 'mortal', 'soul', 'person', 'somebody']",Organizing the Local Church
dealing,"['contend', 'administer', 'dole_out', 'allot', 'look_at', 'mete_out', 'parcel_out', 'conduct', 'plow', 'trade', 'portion_out', 'manage', 'cover', 'dish_out', 'consider', 'grapple', 'distribute', 'make_out', 'shell_out', 'make_do', 'dealings', 'deal_out', 'divvy_up', 'lot', 'dealing', 'carry_on', 'cope', 'apportion', 'address', 'transaction', 'care', 'deal', 'dispense', 'get_by', 'share', 'take', 'handle', 'sell', 'treat']",Organizing the Local Church
desire,"['desire', 'hope', 'trust', 'want']",Organizing the Local Church
at,"['At', 'atomic_number_85', 'astatine', 'at']",Organizing the Local Church
reports,"['write_up', 'reputation', 'theme', 'report_card', 'written_report', 'cover', 'story', 'composition', 'paper', 'news_report', 'report', 'account', 'describe', 'study']",Organizing the Local Church
door,"['door', 'doorway', 'room_access', 'threshold']",Organizing the Local Church
much,"['a_good_deal', 'often', 'a_lot', 'a_great_deal', 'very_much', 'much', 'lots', 'practically']",Organizing the Local Church
One,"['ane', 'unitary', 'peerless', 'unity', 'single', 'unrivaled', 'unmatched', '1', 'one_and_only', 'unrivalled', 'I', 'unmatchable', 'i', 'one', 'nonpareil', 'ace', 'matchless']",Organizing the Local Church
unconcerned,['unconcerned'],Organizing the Local Church
their,[],Organizing the Local Church
if,[],Organizing the Local Church
Extend,"['put_out', 'widen', 'offer', 'draw_out', 'stretch_forth', 'extend', 'lead', 'cover', 'expand', 'run', 'go', 'stretch', 'poke_out', 'carry', 'prolong', 'broaden', 'reach_out', 'protract', 'strain', 'hold_out', 'stretch_out', 'continue', 'pass', 'gallop', 'exsert', 'unfold']",Organizing the Local Church
our,[],Organizing the Local Church
together,"['together', 'unitedly', 'in_concert']",Organizing the Local Church
numbers,"['number', 'numbers_pool', 'bit', 'figure', 'enumerate', 'numbers_racket', 'numeral', 'numerate', 'telephone_number', 'Book_of_Numbers', 'act', 'turn', 'keep_down', 'phone_number', 'issue', 'Numbers', 'count', 'numbers', 'total', 'come', 'list', 'add_up', 'amount', 'routine', 'identification_number', 'numbers_game']",Organizing the Local Church
the,[],Organizing the Local Church
planning,"['planning', 'be_after', 'project', 'preparation', 'design', 'plan', 'provision', 'contrive']",Organizing the Local Church
"7,360,187",[],Organizing the Local Church
parlor,"['sitting_room', 'parlor', 'front_room', 'living-room', 'parlour', 'living_room']",Organizing the Local Church
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",Organizing the Local Church
youth,"['juvenility', 'early_days', 'youthfulness', 'youth', 'spring_chicken', 'young', 'younker', 'young_person']",Organizing the Local Church
participating,"['participating', 'take_part', 'participate', 'active', 'enter']",Organizing the Local Church
which,[],Organizing the Local Church
nearly,"['near', 'nigh', 'well-nigh', 'nearly', 'almost', 'about', 'intimately', 'closely', 'virtually', 'most']",Organizing the Local Church
using,"['expend', 'exploitation', 'utilise', 'practice', 'utilize', 'habituate', 'using', 'employ', 'victimisation', 'victimization', 'use', 'apply']",Organizing the Local Church
Creative,"['originative', 'creative']",Organizing the Local Church
men's,"[""men's"", ""men's_room""]",Organizing the Local Church
check,"['chequer', 'go_over', 'stoppage', 'cheque', 'assure', 'gibe', 'hitch', 'find_out', 'determine', 'hold', 'checkout', 'ensure', 'check_up_on', 'stop', 'condition', 'mark', 'turn_back', 'halt', 'retard', 'learn', 'train', 'check-out_procedure', 'delay', 'look_into', 'balk', 'assay', 'check_off', 'crack', 'check_out', 'hold_in', 'moderate', 'watch', 'tab', 'verification', 'tally', 'curb', 'chink', 'check_over', 'hinderance', 'baulk', 'handicap', 'see_to_it', 'hold_back', 'hindrance', 'fit', 'correspond', 'break', 'substantiation', 'jibe', 'chit', 'deterrent', 'checker', 'stay', 'check_into', 'mark_off', 'tick', 'bridle', 'discipline', 'chip', 'control', 'impediment', 'bank_check', 'match', 'confirmation', 'check_mark', 'ascertain', 'agree', 'tick_off', 'suss_out', 'check', 'arrest', 'contain', 'insure', 'see']",Organizing the Local Church
pledges,"['toast', 'pledge', 'assurance', 'subscribe', 'drink', 'salute', 'plight', 'wassail']",Organizing the Local Church
opportunity,"['opportunity', 'chance']",Organizing the Local Church
vital,"['full_of_life', 'critical', 'life-sustaining', 'lively', 'vital']",Organizing the Local Church
unconcern,"['unconcern', 'indifference', 'nonchalance']",Organizing the Local Church
(,[],Organizing the Local Church
Still,"['stillness', 'nonetheless', 'quieten', 'quiet', 'withal', 'placid', 'nevertheless', 'hush', 'inactive', 'calm', 'smooth', 'static', 'even_so', 'tranquil', 'ease', 'yet', 'notwithstanding', 'distillery', 'hush_up', 'unruffled', 'lull', 'however', 'tranquillize', 'even', 'allay', 'silence', 'still', 'soundless', 'relieve', 'silent', 'all_the_same', 'shut_up', 'tranquillise', 'tranquilize', 'motionless', 'stock-still', 'calm_down', 'noneffervescent']",Organizing the Local Church
step,"['gradation', 'step', 'whole_tone', 'whole_step', 'tread', 'stair', 'dance_step', 'pace', 'footstep', 'footfall', 'mistreat', 'stride', 'maltreat', 'tone', 'footprint', 'ill-treat', 'ill-use', ""stone's_throw"", 'abuse', 'measure', 'footmark']",Organizing the Local Church
B,"['B', 'bacillus', 'B_vitamin', 'b', 'barn', 'vitamin_B_complex', 'B_complex', 'group_B', 'boron', 'type_B', 'atomic_number_5', 'vitamin_B', 'B-complex_vitamin', 'Bel']",Organizing the Local Church
logical,"['coherent', 'legitimate', 'logical', 'ordered', 'lucid', 'consistent']",Organizing the Local Church
seven,"['septet', 'vii', 'heptad', 'seven-spot', 'sevener', 'seven', 'septenary', '7', 'VII']",Organizing the Local Church
Opportunities,"['opportunity', 'chance']",Organizing the Local Church
Urge,"['urge', 'exhort', 'press', 'cheer', 'pep_up', 'impulse', 'itch', 'recommend', 'advocate', 'barrack', 'inspire', 'urge_on', 'root_on']",Organizing the Local Church
ago,"['agone', 'ago']",Organizing the Local Church
Inspiring,"['exhort', 'animate', 'prompt', 'barrack', 'urge_on', 'enliven', 'revolutionize', 'revolutionise', 'breathe_in', 'inspiring', 'urge', 'cheer', 'pep_up', 'inspire', 'invigorate', 'inhale', 'instigate', 'root_on', 'exalt']",Organizing the Local Church
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']",Organizing the Local Church
suggestions,"['hint', 'prompting', 'proffer', 'trace', 'hypnotism', 'suggestion', 'mesmerism', 'proposition']",Organizing the Local Church
It,"['IT', 'information_technology']",Organizing the Local Church
"9,910,741",[],Organizing the Local Church
handed,"['pass_on', 'handed', 'pass', 'give', 'reach', 'hand', 'turn_over']",Organizing the Local Church
aids,"['economic_aid', 'tending', 'care', 'aid', 'help', 'assist', 'assistance', 'attention', 'acquired_immune_deficiency_syndrome', 'AIDS', 'financial_aid']",Organizing the Local Church
dinner,"['dinner', 'dinner_party']",Organizing the Local Church
Very,"['really', 'rattling', 'identical', 'real', 'very', 'selfsame']",Organizing the Local Church
appalling,"['scandalize', 'dismay', 'offend', 'appalling', 'shock', 'outrage', 'dismaying', 'alarm', 'scandalise', 'appall', 'appal', 'horrify']",Organizing the Local Church
interest,"['concern', 'involvement', 'pastime', 'interest', 'occupy', 'matter_to', 'sake', 'stake', 'interest_group', 'pursuit', 'interestingness', 'worry']",Organizing the Local Church
halfway,"['halfway', 'middle', 'midway', 'center']",Organizing the Local Church
enclosed,"['confine', 'introduce', 'hold_in', 'put_in', 'wrap', 'close_in', 'enwrap', 'envelop', 'stick_in', 'shut_in', 'enclosed', 'insert', 'inclose', 'enfold', 'enclose']",Organizing the Local Church
Responsibility,"['province', 'duty', 'obligation', 'responsibleness', 'responsibility']",Organizing the Local Church
literature,"['literature', 'lit']",Organizing the Local Church
among,[],Organizing the Local Church
sense,"['signified', 'sensory_faculty', 'feel', 'sentiency', 'smell', 'mother_wit', 'gumption', 'sensation', 'common_sense', 'sense', 'horse_sense', 'sentience', 'good_sense', 'smell_out']",Organizing the Local Church
achieve,"['attain', 'accomplish', 'achieve', 'reach']",Organizing the Local Church
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",Organizing the Local Church
asking,"['inquire', 'call_for', 'enquire', 'request', 'involve', 'need', 'asking', 'take', 'expect', 'postulate', 'ask', 'require', 'demand', 'necessitate']",Organizing the Local Church
See,"['image', 'project', 'assure', 'come_across', 'realize', 'find_out', 'regard', 'determine', 'take_in', 'catch', 'figure', 'ensure', 'reckon', 'look', 'construe', 'hear', 'run_across', 'fancy', 'consider', 'learn', 'realise', 'get_word', 'visit', 'discover', 'go_through', 'watch', 'examine', 'escort', 'understand', 'get_a_line', 'go_steady', 'witness', 'pick_up', 'see_to_it', 'view', 'visualize', 'encounter', 'find', 'go_out', 'envision', 'run_into', 'interpret', 'date', 'take_care', 'picture', 'control', 'ascertain', 'get_wind', 'visualise', 'check', 'attend', 'experience', 'insure', 'see', 'meet']",Organizing the Local Church
before,"['ahead', 'before', 'in_front', 'earlier']",Organizing the Local Church
demand,"['exact', 'requirement', 'call_for', 'involve', 'need', 'take', 'postulate', 'ask', 'require', 'demand', 'necessitate']",Organizing the Local Church
scarcely,"['barely', 'scarce', 'just', 'hardly', 'scarcely']",Organizing the Local Church
receiving,"['welcome', 'receive', 'experience', 'incur', 'pick_up', 'get', 'encounter', 'find', 'take_in', 'invite', 'obtain', 'have', 'meet']",Organizing the Local Church
implications,"['import', 'logical_implication', 'implication', 'deduction', 'significance', 'entailment', 'conditional_relation']",Organizing the Local Church
section,"['part', 'division', 'surgical_incision', 'section', 'subdivision', 'segment', 'discussion_section', 'plane_section', 'incision', 'department']",Organizing the Local Church
example,"['good_example', 'case', 'example', 'representative', 'model', 'instance', 'lesson', 'exemplar', 'object_lesson', 'illustration', 'exercise', 'deterrent_example']",Organizing the Local Church
denominational,['denominational'],Organizing the Local Church
help,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']",Organizing the Local Church
:,[],Organizing the Local Church
naturally,"['of_course', 'naturally', 'by_nature', 'course']",Organizing the Local Church
Join,"['get_together', 'connect', 'link', 'fall_in', 'join', 'bring_together', 'conjoin', 'articulation', 'link_up', 'union', 'unite', 'junction', 'sum', 'joint', 'juncture']",Organizing the Local Church
Studies,"['analyze', 'read', 'canvass', 'report', 'study', 'cogitation', 'consider', 'learn', 'work', 'contemplate', 'meditate', 'hit_the_books', 'bailiwick', 'field', 'sketch', 'examine', 'subject', 'subject_area', 'written_report', 'analyse', 'canvas', 'discipline', 'subject_field', 'survey', 'take', 'field_of_study']",Organizing the Local Church
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",Organizing the Local Church
conference,"['group_discussion', 'league', 'conference']",Organizing the Local Church
He,"['helium', 'He', 'atomic_number_2', 'he']",Organizing the Local Church
guests,"['node', 'Edgar_Guest', 'guest', 'Guest', 'Edgar_Albert_Guest', 'client', 'invitee']",Organizing the Local Church
fail,"['break_down', 'run_out', 'fail', 'die', 'bomb', 'flush_it', 'conk_out', 'neglect', 'give_way', 'give_out', 'go_bad', 'go', 'break', 'miscarry', 'go_wrong', 'flunk', 'betray']",Organizing the Local Church
call,"['Call', 'phone_call', 'anticipate', 'call_off', 'birdcall', 'claim', 'vociferation', 'ring', 'margin_call', 'cry', 'send_for', 'visit', 'name', 'scream', 'yell', 'foretell', 'shout', 'call_in', 'birdsong', 'holler', 'squall', 'forebode', 'telephone_call', 'hollo', 'bid', 'outcry', 'address', 'predict', 'song', 'call', 'phone', 'prognosticate', 'telephone', 'call_up', 'shout_out', 'promise', 'call_option']",Organizing the Local Church
other,"['other', 'early', 'former']",Organizing the Local Church
card,"['plug-in', 'bill', 'tease', 'wit', 'notice', 'add-in', 'circuit_card', 'scorecard', 'bill_of_fare', 'wag', 'menu', 'posting', 'lineup', 'placard', 'batting_order', 'identity_card', 'poster', 'carte_du_jour', 'card', 'carte', 'visiting_card', 'calling_card', 'board', 'circuit_board']",Organizing the Local Church
program,"['computer_programme', 'course_of_study', 'platform', 'programme', 'curriculum', 'political_program', 'broadcast', 'program', 'computer_program', 'plan', 'political_platform', 'syllabus']",Organizing the Local Church
follow,"['conform_to', 'keep_abreast', 'come_after', 'espouse', 'watch_over', 'adopt', 'trace', 'travel_along', 'pursue', 'keep_up', 'stick_to', 'observe', 'fall_out', 'watch', 'stick_with', 'accompany', 'succeed', 'surveil', 'come', 'postdate', 'follow', 'abide_by', 'be', 'take_after', 'play_along', 'survey', 'comply', 'keep_an_eye_on']",Organizing the Local Church
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",Organizing the Local Church
growth,"['development', 'ontogenesis', 'increment', 'emergence', 'increase', 'maturation', 'outgrowth', 'growth', 'growing', 'ontogeny']",Organizing the Local Church
active,"['fighting', 'participating', 'active_agent', 'dynamic', 'active_voice', 'active', 'alive', 'combat-ready']",Organizing the Local Church
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",Organizing the Local Church
2,"['deuce', 'two', 'II', 'ii', '2']",Organizing the Local Church
Question,"['dubiousness', 'query', 'interrogation', 'inquiry', 'head', 'call_into_question', 'interrogate', 'enquiry', 'oppugn', 'doubtfulness', 'interrogative_sentence', 'doubt', 'interview', 'wonder', 'motion', 'question', 'interrogative']",Organizing the Local Church
areas,"['field', 'arena', 'country', 'region', 'orbit', 'surface_area', 'sphere', 'expanse', 'domain', 'area']",Organizing the Local Church
receive,"['welcome', 'receive', 'experience', 'incur', 'pick_up', 'get', 'encounter', 'find', 'take_in', 'invite', 'obtain', 'have', 'meet']",Organizing the Local Church
show,"['point', 'prove', 'show_up', 'register', 'evince', 'show', 'read', 'indicate', 'designate', 'record', 'present', 'exhibit', 'depict', 'express', 'testify', 'shew', 'appearance', 'usher', 'demonstrate', 'establish', 'bear_witness', 'picture', 'display', 'evidence', 'demo', 'render']",Organizing the Local Church
its,"['IT', 'information_technology']",Organizing the Local Church
order,"['parliamentary_procedure', 'parliamentary_law', 'regularise', 'purchase_order', 'ordination', 'dictate', 'order', 'monastic_order', 'ordering', 'lodge', 'rules_of_order', 'arrange', 'guild', 'tell', 'place', 'put', 'rate', 'ordain', 'social_club', 'Order', 'rank', 'govern', 'consecrate', 'society', 'club', 'rescript', 'prescribe', 'orderliness', 'order_of_magnitude', 'enjoin', 'Holy_Order', 'gild', 'edict', 'decree', 'fiat', 'grade', 'say', 'regularize', 'set_up', 'regulate', 'range', 'ordinate']",Organizing the Local Church
sample,"['sample', 'taste', 'sample_distribution', 'try', 'try_out', 'sampling']",Organizing the Local Church
happened,"['materialize', 'pass_off', 'come_about', 'bump', 'pass', 'bechance', 'materialise', 'hap', 'take_place', 'go_on', 'encounter', 'find', 'chance', 'fall_out', 'befall', 'occur', 'happen']",Organizing the Local Church
cover,"['compensate', 'natural_covering', 'top', 'spread_over', 'screen', 'encompass', 'overcompensate', 'incubate', 'covering_fire', 'cut_through', 'cross', 'report', 'enshroud', 'plow', 'track', 'extend', 'cover', 'binding', 'hide', 'overlay', 'wrap_up', 'screening', 'underwrite', 'cover_version', 'back', 'pass_over', 'breed', 'get_over', 'comprehend', 'embrace', 'book_binding', 'masking', 'concealment', 'cut_across', 'address', 'shroud', 'covert', 'cover_up', 'continue', 'cover_song', 'hatch', 'insure', 'deal', 'blanket', 'traverse', 'get_across', 'covering', 'cover_charge', 'handle', 'brood', 'treat']",Organizing the Local Church
Invite,"['ask_for', 'ask_over', 'call_for', 'tempt', 'receive', 'pay_for', 'ask_in', 'invite', 'take_in', 'bid', 'ask_round']",Organizing the Local Church
pictures,"['image', 'motion_picture', 'pic', 'project', 'painting', 'delineation', 'show', 'word_picture', 'figure', 'word-painting', 'film', 'characterization', 'fancy', 'mental_picture', 'depict', 'exposure', 'movie', 'ikon', 'photo', 'picture_show', 'pictorial_matter', 'motion-picture_show', 'visualize', 'impression', 'envision', 'flick', 'scene', 'picture', 'characterisation', 'photograph', 'icon', 'moving_picture', 'video', 'visualise', 'moving-picture_show', 'render', 'see', 'depiction']",Organizing the Local Church
rule,"['pattern', 'dominate', 'harness', 'linguistic_rule', 'predominate', 'prescript', 'rule', 'normal', 'ruler', 'reign', 'prevail', 'regulation', 'govern', 'dominion', 'principle', 'find', 'decree', 'convention', 'rein', 'formula']",Organizing the Local Church
because,[],Organizing the Local Church
satisfaction,"['atonement', 'satisfaction', 'gratification', 'expiation']",Organizing the Local Church
drifting,"['roam', 'vagabond', 'vagrant', 'drifting', 'rove', 'blow', 'ramble', 'wander', 'floating', 'cast', 'drift', 'roll', 'swan', 'aimless', 'tramp', 'err', 'stray', 'be_adrift', 'float', 'freewheel', 'range']",Organizing the Local Church
earnestly,"['in_earnest', 'earnestly', 'seriously']",Organizing the Local Church
people,"['multitude', 'masses', 'hoi_polloi', 'citizenry', 'the_great_unwashed', 'people', 'mass']",Organizing the Local Church
attitude,"['attitude', 'mental_attitude', 'position', 'posture']",Organizing the Local Church
meaningful,['meaningful'],Organizing the Local Church
situation,"['billet', 'position', 'office', 'spot', 'berth', 'state_of_affairs', 'site', 'post', 'place', 'situation']",Organizing the Local Church
or,"['operating_theater', 'operating_theatre', 'surgery', 'Oregon', 'OR', 'operating_room', 'Beaver_State']",Organizing the Local Church
headquarters,"['headquarters', 'main_office', 'home_base', 'HQ', 'headquarter', 'home_office', 'central_office', 'military_headquarters']",Organizing the Local Church
recordings,"['record', 'memorialise', 'register', 'show', 'commemorate', 'immortalize', 'immortalise', 'put_down', 'recording', 'memorialize', 'read', 'transcription', 'tape', 'enter']",Organizing the Local Church
What,[],Organizing the Local Church
often,"['frequently', 'often', 'a_great_deal', 'ofttimes', 'oftentimes', 'oft', 'much']",Organizing the Local Church
pastor,"['subgenus_Pastor', 'minister', 'rector', 'parson', 'pastor', 'minister_of_religion', 'Pastor', 'curate']",Organizing the Local Church
opportunities,"['opportunity', 'chance']",Organizing the Local Church
topics,"['topic', 'issue', 'theme', 'matter', 'subject']",Organizing the Local Church
hours,"['minute', 'hour', '60_minutes', 'hours', 'time_of_day', 'hr']",Organizing the Local Church
momentous,['momentous'],Organizing the Local Church
away,"['out', 'by', 'off', 'away', 'aside', 'outside', 'forth']",Organizing the Local Church
basic,"['canonic', 'BASIC', 'basic', 'staple', 'introductory', 'canonical']",Organizing the Local Church
recreational,"['recreational', 'amateur', 'unpaid']",Organizing the Local Church
Friends,"['champion', 'acquaintance', 'admirer', 'Quaker', 'friend', 'Friend', 'protagonist', 'ally', 'supporter', 'booster']",Organizing the Local Church
welfare,"['public_assistance', 'well-being', 'eudaimonia', 'social_welfare', 'upbeat', 'benefit', 'eudaemonia', 'wellbeing', 'welfare']",Organizing the Local Church
experiences,"['go_through', 'feel', 'receive', 'know', 'get', 'live', 'experience', 'have', 'see']",Organizing the Local Church
denomination,"['designation', 'appellation', 'denomination', 'appellative']",Organizing the Local Church
