w,taza
"('caused', 'so')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('so', 'much')",0.0,Will Aircraft or Missiles Win Wars?
"('much', 'apprehension')",0.08333333333333333,Will Aircraft or Missiles Win Wars?
"('apprehension', 'and')",0.2,Will Aircraft or Missiles Win Wars?
"('and', 'fear')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('fear', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'Nuclear')",0.0,Will Aircraft or Missiles Win Wars?
"('Nuclear', 'weapons')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('weapons', 'are')",0.25,Will Aircraft or Missiles Win Wars?
"('are', 'fearsome')",0.42857142857142855,Will Aircraft or Missiles Win Wars?
"('fearsome', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'but')",0.0,Will Aircraft or Missiles Win Wars?
"('but', 'the')",0.2,Will Aircraft or Missiles Win Wars?
"('the', 'long-range')",0.1,Will Aircraft or Missiles Win Wars?
"('long-range', 'ballistic')",0.15384615384615385,Will Aircraft or Missiles Win Wars?
"('ballistic', 'missile')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('missile', 'gives')",0.42857142857142855,Will Aircraft or Missiles Win Wars?
"('gives', 'them')",0.125,Will Aircraft or Missiles Win Wars?
"('them', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'stealth')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('stealth', 'and')",0.125,Will Aircraft or Missiles Win Wars?
"('and', 'merciless')",0.0,Will Aircraft or Missiles Win Wars?
"('merciless', 'swiftness')",0.2727272727272727,Will Aircraft or Missiles Win Wars?
"('swiftness', 'which')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('which', 'is')",0.2,Will Aircraft or Missiles Win Wars?
"('is', 'much')",0.0,Will Aircraft or Missiles Win Wars?
"('much', 'more')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('more', 'terrifying')",0.2,Will Aircraft or Missiles Win Wars?
"('terrifying', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'A')",0.0,Will Aircraft or Missiles Win Wars?
"('A', 'great')",0.0,Will Aircraft or Missiles Win Wars?
"('great', 'many')",0.125,Will Aircraft or Missiles Win Wars?
"('many', 'writers')",0.0,Will Aircraft or Missiles Win Wars?
"('writers', 'are')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('are', 'bewitched')",0.1,Will Aircraft or Missiles Win Wars?
"('bewitched', 'by')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('by', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', 'apparently')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('apparently', 'overwhelming')",0.26666666666666666,Will Aircraft or Missiles Win Wars?
"('overwhelming', 'advantage')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('advantage', 'an')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('an', 'attacker')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('attacker', 'would')",0.0,Will Aircraft or Missiles Win Wars?
"('would', 'have')",0.0,Will Aircraft or Missiles Win Wars?
"('have', 'if')",0.0,Will Aircraft or Missiles Win Wars?
"('if', 'he')",0.0,Will Aircraft or Missiles Win Wars?
"('he', 'were')",0.25,Will Aircraft or Missiles Win Wars?
"('were', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'strike')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('strike', 'with')",0.25,Will Aircraft or Missiles Win Wars?
"('with', 'complete')",0.1,Will Aircraft or Missiles Win Wars?
"('complete', 'surprise')",0.18181818181818182,Will Aircraft or Missiles Win Wars?
"('surprise', 'using')",0.375,Will Aircraft or Missiles Win Wars?
"('using', 'nuclear')",0.2,Will Aircraft or Missiles Win Wars?
"('nuclear', 'rockets')",0.2727272727272727,Will Aircraft or Missiles Win Wars?
"('rockets', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'It')",0.0,Will Aircraft or Missiles Win Wars?
"('It', 'is')",0.0,Will Aircraft or Missiles Win Wars?
"('is', 'relatively')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('relatively', 'easy')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('easy', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'go')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('go', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'step')",0.0,Will Aircraft or Missiles Win Wars?
"('step', 'further')",0.25,Will Aircraft or Missiles Win Wars?
"('further', 'and')",0.0,Will Aircraft or Missiles Win Wars?
"('and', 'reason')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('reason', 'that')",0.125,Will Aircraft or Missiles Win Wars?
"('that', 'an')",0.25,Will Aircraft or Missiles Win Wars?
"('attacker', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'in')",0.0,Will Aircraft or Missiles Win Wars?
"('in', 'possession')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('possession', 'of')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('of', 'such')",0.0,Will Aircraft or Missiles Win Wars?
"('such', 'absolute')",0.2,Will Aircraft or Missiles Win Wars?
"('absolute', 'power')",0.18181818181818182,Will Aircraft or Missiles Win Wars?
"('power', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'would')",0.0,Will Aircraft or Missiles Win Wars?
"('would', 'simultaneously')",0.23076923076923078,Will Aircraft or Missiles Win Wars?
"('simultaneously', 'destroy')",0.38461538461538464,Will Aircraft or Missiles Win Wars?
"('destroy', 'his')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('his', ""opponent's"")",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"(""opponent's"", 'cities')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('cities', 'and')",0.0,Will Aircraft or Missiles Win Wars?
"('and', 'people')",0.0,Will Aircraft or Missiles Win Wars?
"('people', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'With')",0.0,Will Aircraft or Missiles Win Wars?
"('With', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'nation')",0.2,Will Aircraft or Missiles Win Wars?
"('nation', 'defenseless')",0.1,Will Aircraft or Missiles Win Wars?
"('defenseless', 'before')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('before', 'it')",0.0,Will Aircraft or Missiles Win Wars?
"('it', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'why')",0.0,Will Aircraft or Missiles Win Wars?
"('why', 'would')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('would', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', 'attacker')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('attacker', 'spare')",0.375,Will Aircraft or Missiles Win Wars?
"('spare', 'the')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('the', ""victim's"")",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"(""victim's"", 'people')",0.0,Will Aircraft or Missiles Win Wars?
"('people', '?')",0.0,Will Aircraft or Missiles Win Wars?
"('?', '?')",1.0,Will Aircraft or Missiles Win Wars?
"('?', ""Wouldn't"")",0.0,Will Aircraft or Missiles Win Wars?
"(""Wouldn't"", 'the')",0.1,Will Aircraft or Missiles Win Wars?
"('the', 'wanton')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('wanton', 'destruction')",0.25,Will Aircraft or Missiles Win Wars?
"('destruction', 'of')",0.09090909090909091,Will Aircraft or Missiles Win Wars?
"('of', 'cities')",0.0,Will Aircraft or Missiles Win Wars?
"('people', 'be')",0.2,Will Aircraft or Missiles Win Wars?
"('be', 'the')",0.25,Will Aircraft or Missiles Win Wars?
"('the', 'logical')",0.0,Will Aircraft or Missiles Win Wars?
"('logical', 'act')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('act', 'of')",0.0,Will Aircraft or Missiles Win Wars?
"('of', 'complete')",0.125,Will Aircraft or Missiles Win Wars?
"('complete', 'subjugation')",0.13333333333333333,Will Aircraft or Missiles Win Wars?
"('subjugation', '?')",0.0,Will Aircraft or Missiles Win Wars?
"('?', 'The')",0.0,Will Aircraft or Missiles Win Wars?
"('The', 'nation')",0.0,Will Aircraft or Missiles Win Wars?
"('nation', 'would')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('would', 'be')",0.0,Will Aircraft or Missiles Win Wars?
"('be', 'utterly')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('utterly', 'devastated')",0.2,Will Aircraft or Missiles Win Wars?
"('devastated', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('The', 'will')",0.0,Will Aircraft or Missiles Win Wars?
"('will', 'of')",0.0,Will Aircraft or Missiles Win Wars?
"('of', 'its')",0.0,Will Aircraft or Missiles Win Wars?
"('its', 'people')",0.0,Will Aircraft or Missiles Win Wars?
"('people', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'so')",0.0,Will Aircraft or Missiles Win Wars?
"('so', 'crucial')",0.0,Will Aircraft or Missiles Win Wars?
"('crucial', 'in')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('in', 'time')",0.2,Will Aircraft or Missiles Win Wars?
"('time', 'of')",0.0,Will Aircraft or Missiles Win Wars?
"('of', 'peril')",0.0,Will Aircraft or Missiles Win Wars?
"('peril', ',')",0.0,Will Aircraft or Missiles Win Wars?
"('be', 'broken')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('broken', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('weapons', 'have')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('have', 'given')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('given', 'the')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('the', 'world')",0.0,Will Aircraft or Missiles Win Wars?
"('world', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', 'means')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('means', 'for')",0.0,Will Aircraft or Missiles Win Wars?
"('for', 'self-destruction')",0.23076923076923078,Will Aircraft or Missiles Win Wars?
"('self-destruction', 'in')",0.15384615384615385,Will Aircraft or Missiles Win Wars?
"('in', 'hours')",0.0,Will Aircraft or Missiles Win Wars?
"('hours', 'or')",0.4,Will Aircraft or Missiles Win Wars?
"('or', 'days')",0.0,Will Aircraft or Missiles Win Wars?
"('days', ';')",0.0,Will Aircraft or Missiles Win Wars?
"(';', ';')",1.0,Will Aircraft or Missiles Win Wars?
"(';', 'and')",0.0,Will Aircraft or Missiles Win Wars?
"('and', 'now')",0.2,Will Aircraft or Missiles Win Wars?
"('now', 'rockets')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('rockets', 'have')",0.1,Will Aircraft or Missiles Win Wars?
"('given', 'it')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('it', 'the')",0.25,Will Aircraft or Missiles Win Wars?
"('means', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'destroy')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('destroy', 'itself')",0.3,Will Aircraft or Missiles Win Wars?
"('itself', 'in')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('in', 'minutes')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('minutes', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'At')",0.0,Will Aircraft or Missiles Win Wars?
"('At', 'this')",0.2,Will Aircraft or Missiles Win Wars?
"('this', 'point')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('point', 'it')",0.4,Will Aircraft or Missiles Win Wars?
"('it', 'should')",0.0,Will Aircraft or Missiles Win Wars?
"('should', 'be')",0.0,Will Aircraft or Missiles Win Wars?
"('be', 'painfully')",0.0,Will Aircraft or Missiles Win Wars?
"('painfully', 'obvious')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('obvious', 'that')",0.0,Will Aircraft or Missiles Win Wars?
"('that', 'cities')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('cities', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'being')",0.0,Will Aircraft or Missiles Win Wars?
"('being', '``')",0.0,Will Aircraft or Missiles Win Wars?
"('``', 'soft')",0.0,Will Aircraft or Missiles Win Wars?
"('soft', ""''"")",0.0,Will Aircraft or Missiles Win Wars?
"(""''"", ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'and')",0.0,Will Aircraft or Missiles Win Wars?
"('and', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', 'people')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('people', 'within')",0.0,Will Aircraft or Missiles Win Wars?
"('within', 'them')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('them', 'are')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('are', 'ideally')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('ideally', 'suited')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('suited', 'to')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('to', 'destruction')",0.2,Will Aircraft or Missiles Win Wars?
"('destruction', 'by')",0.0,Will Aircraft or Missiles Win Wars?
"('by', 'nuclear')",0.0,Will Aircraft or Missiles Win Wars?
"('nuclear', 'weapons')",0.2727272727272727,Will Aircraft or Missiles Win Wars?
"('weapons', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'However')",0.0,Will Aircraft or Missiles Win Wars?
"('However', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'because')",0.0,Will Aircraft or Missiles Win Wars?
"('because', 'this')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('this', 'vulnerability')",0.15384615384615385,Will Aircraft or Missiles Win Wars?
"('vulnerability', 'is')",0.08333333333333333,Will Aircraft or Missiles Win Wars?
"('is', 'mutual')",0.0,Will Aircraft or Missiles Win Wars?
"('mutual', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'it')",0.0,Will Aircraft or Missiles Win Wars?
"('it', 'is')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('is', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'the')",0.25,Will Aircraft or Missiles Win Wars?
"('the', 'advantage')",0.25,Will Aircraft or Missiles Win Wars?
"('advantage', 'of')",0.0,Will Aircraft or Missiles Win Wars?
"('of', 'neither')",0.0,Will Aircraft or Missiles Win Wars?
"('neither', 'side')",0.25,Will Aircraft or Missiles Win Wars?
"('side', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('destroy', 'the')",0.25,Will Aircraft or Missiles Win Wars?
"('the', ""opponent's"")",0.25,Will Aircraft or Missiles Win Wars?
"(',', 'at')",0.0,Will Aircraft or Missiles Win Wars?
"('at', 'least')",0.4,Will Aircraft or Missiles Win Wars?
"('least', 'so')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('so', 'long')",0.2,Will Aircraft or Missiles Win Wars?
"('long', 'as')",0.0,Will Aircraft or Missiles Win Wars?
"('as', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', 'opponent')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('opponent', 'has')",0.0,Will Aircraft or Missiles Win Wars?
"('has', 'nuclear')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('weapons', 'with')",0.1,Will Aircraft or Missiles Win Wars?
"('with', 'which')",0.6,Will Aircraft or Missiles Win Wars?
"('which', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'effect')",0.2,Will Aircraft or Missiles Win Wars?
"('effect', 'reprisal')",0.1,Will Aircraft or Missiles Win Wars?
"('reprisal', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('It', 'should')",0.0,Will Aircraft or Missiles Win Wars?
"('be', 'appallingly')",0.0,Will Aircraft or Missiles Win Wars?
"('appallingly', 'apparent')",0.3,Will Aircraft or Missiles Win Wars?
"('apparent', 'that')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('that', 'city-trading')",0.18181818181818182,Will Aircraft or Missiles Win Wars?
"('city-trading', 'is')",0.09090909090909091,Will Aircraft or Missiles Win Wars?
"('is', 'not')",0.0,Will Aircraft or Missiles Win Wars?
"('not', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'profitable')",0.1,Will Aircraft or Missiles Win Wars?
"('profitable', 'military')",0.4166666666666667,Will Aircraft or Missiles Win Wars?
"('military', 'tactic')",0.375,Will Aircraft or Missiles Win Wars?
"('tactic', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'ICBMs')",0.0,Will Aircraft or Missiles Win Wars?
"('ICBMs', 'have')",0.0,Will Aircraft or Missiles Win Wars?
"('given', 'us')",0.0,Will Aircraft or Missiles Win Wars?
"('us', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'capability')",0.125,Will Aircraft or Missiles Win Wars?
"('capability', 'which')",0.2,Will Aircraft or Missiles Win Wars?
"('which', 'could')",0.125,Will Aircraft or Missiles Win Wars?
"('could', 'be')",0.0,Will Aircraft or Missiles Win Wars?
"('be', 'used')",0.2,Will Aircraft or Missiles Win Wars?
"('used', 'in')",0.0,Will Aircraft or Missiles Win Wars?
"('in', 'two')",0.0,Will Aircraft or Missiles Win Wars?
"('two', 'different')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('different', 'ways')",0.0,Will Aircraft or Missiles Win Wars?
"('ways', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'They')",0.0,Will Aircraft or Missiles Win Wars?
"('They', 'could')",0.0,Will Aircraft or Missiles Win Wars?
"('used', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'attack')",0.2,Will Aircraft or Missiles Win Wars?
"('attack', 'a')",0.25,Will Aircraft or Missiles Win Wars?
"('a', ""nation's"")",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"(""nation's"", 'people')",0.1,Will Aircraft or Missiles Win Wars?
"('people', '(')",0.0,Will Aircraft or Missiles Win Wars?
"('(', 'which')",0.0,Will Aircraft or Missiles Win Wars?
"('which', 'would')",0.125,Will Aircraft or Missiles Win Wars?
"('would', 'inevitably')",0.07692307692307693,Will Aircraft or Missiles Win Wars?
"('inevitably', 'mean')",0.3,Will Aircraft or Missiles Win Wars?
"('mean', 'the')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('the', 'loss')",0.0,Will Aircraft or Missiles Win Wars?
"('loss', 'of')",0.25,Will Aircraft or Missiles Win Wars?
"('of', 'the')",0.0,Will Aircraft or Missiles Win Wars?
"('the', ""attacker's"")",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"(""attacker's"", 'own')",0.0,Will Aircraft or Missiles Win Wars?
"('own', 'people')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('people', ')')",0.0,Will Aircraft or Missiles Win Wars?
"(')', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'or')",0.0,Will Aircraft or Missiles Win Wars?
"('or', 'they')",0.0,Will Aircraft or Missiles Win Wars?
"('they', 'could')",0.0,Will Aircraft or Missiles Win Wars?
"('used', 'with')",0.0,Will Aircraft or Missiles Win Wars?
"('with', 'discrimination')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('discrimination', 'to')",0.2,Will Aircraft or Missiles Win Wars?
"('the', ""enemy's"")",0.125,Will Aircraft or Missiles Win Wars?
"(""enemy's"", 'military')",0.18181818181818182,Will Aircraft or Missiles Win Wars?
"('military', 'force')",0.09090909090909091,Will Aircraft or Missiles Win Wars?
"('force', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'If')",0.0,Will Aircraft or Missiles Win Wars?
"('If', 'our')",0.0,Will Aircraft or Missiles Win Wars?
"('our', 'national')",0.125,Will Aircraft or Missiles Win Wars?
"('national', 'interest')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('interest', 'lies')",0.42857142857142855,Will Aircraft or Missiles Win Wars?
"('lies', 'in')",0.2,Will Aircraft or Missiles Win Wars?
"('in', 'being')",0.4,Will Aircraft or Missiles Win Wars?
"('being', 'able')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('able', 'to')",0.0,Will Aircraft or Missiles Win Wars?
"('to', 'fight')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('fight', 'and')",0.0,Will Aircraft or Missiles Win Wars?
"('and', 'win')",0.2,Will Aircraft or Missiles Win Wars?
"('win', 'a')",0.0,Will Aircraft or Missiles Win Wars?
"('a', 'war')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('war', 'rather')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('rather', 'than')",0.5,Will Aircraft or Missiles Win Wars?
"('than', 'committing')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('committing', 'national')",0.4444444444444444,Will Aircraft or Missiles Win Wars?
"('national', 'suicide')",0.09090909090909091,Will Aircraft or Missiles Win Wars?
"('suicide', ',')",0.0,Will Aircraft or Missiles Win Wars?
"(',', 'then')",0.0,Will Aircraft or Missiles Win Wars?
"('then', 'we')",0.2,Will Aircraft or Missiles Win Wars?
"('we', 'must')",0.0,Will Aircraft or Missiles Win Wars?
"('must', 'take')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('take', 'a')",0.25,Will Aircraft or Missiles Win Wars?
"('a', 'much')",0.0,Will Aircraft or Missiles Win Wars?
"('more', 'penetrating')",0.2,Will Aircraft or Missiles Win Wars?
"('penetrating', 'look')",0.0,Will Aircraft or Missiles Win Wars?
"('look', 'at')",0.0,Will Aircraft or Missiles Win Wars?
"('at', 'ballistic')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('ballistic', 'missiles')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('missiles', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'We')",0.0,Will Aircraft or Missiles Win Wars?
"('We', 'must')",0.0,Will Aircraft or Missiles Win Wars?
"('must', 'determine')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('determine', 'whether')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('whether', 'missiles')",0.1111111111111111,Will Aircraft or Missiles Win Wars?
"('missiles', 'can')",0.0,Will Aircraft or Missiles Win Wars?
"('can', 'win')",0.2,Will Aircraft or Missiles Win Wars?
"('war', 'all')",0.25,Will Aircraft or Missiles Win Wars?
"('all', 'by')",0.0,Will Aircraft or Missiles Win Wars?
"('by', 'themselves')",0.0,Will Aircraft or Missiles Win Wars?
"('themselves', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('must', 'make')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('make', 'certain')",0.2222222222222222,Will Aircraft or Missiles Win Wars?
"('certain', 'that')",0.25,Will Aircraft or Missiles Win Wars?
"('that', 'the')",0.5,Will Aircraft or Missiles Win Wars?
"('the', 'aircraft')",0.125,Will Aircraft or Missiles Win Wars?
"('aircraft', 'is')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('is', 'finished')",0.2857142857142857,Will Aircraft or Missiles Win Wars?
"('finished', 'before')",0.2,Will Aircraft or Missiles Win Wars?
"('before', 'we')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('we', 'give')",0.2,Will Aircraft or Missiles Win Wars?
"('give', 'the')",0.16666666666666666,Will Aircraft or Missiles Win Wars?
"('the', 'entire')",0.3333333333333333,Will Aircraft or Missiles Win Wars?
"('entire', 'job')",0.0,Will Aircraft or Missiles Win Wars?
"('job', 'to')",0.25,Will Aircraft or Missiles Win Wars?
"('the', 'missile')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('missile', '.')",0.0,Will Aircraft or Missiles Win Wars?
"('.', 'Missiles')",0.0,Will Aircraft or Missiles Win Wars?
"('Missiles', 'are')",0.14285714285714285,Will Aircraft or Missiles Win Wars?
"('are', 'very')",0.4,Will Aircraft or Missiles Win Wars?
"('very', 'valuable')",0.25,Will Aircraft or Missiles Win Wars?
"('valuable', 'weapons')",0.18181818181818182,Will Aircraft or Missiles Win Wars?
