w,taza
"('papers', 'in')",0.0,A Wreath for Garibaldi
"('the', 'hated')",0.6,A Wreath for Garibaldi
"('hated', ',')",0.0,A Wreath for Garibaldi
"(',', 'flat')",0.0,A Wreath for Garibaldi
"('flat', ',')",0.0,A Wreath for Garibaldi
"(',', 'dialect')",0.0,A Wreath for Garibaldi
"('dialect', 'mispronunciation')",0.2857142857142857,A Wreath for Garibaldi
"('mispronunciation', 'of')",0.08333333333333333,A Wreath for Garibaldi
"('of', ""Mussolini's"")",0.1111111111111111,A Wreath for Garibaldi
"(""Mussolini's"", 'home')",0.09090909090909091,A Wreath for Garibaldi
"('home', 'district')",0.0,A Wreath for Garibaldi
"('district', '--')",0.0,A Wreath for Garibaldi
"('--', 'Dogumenti')",0.0,A Wreath for Garibaldi
"('Dogumenti', ',')",0.0,A Wreath for Garibaldi
"(',', 'per')",0.0,A Wreath for Garibaldi
"('per', 'favore')",0.2857142857142857,A Wreath for Garibaldi
"('favore', '.')",0.0,A Wreath for Garibaldi
"('.', 'But')",0.0,A Wreath for Garibaldi
"('But', ',')",0.0,A Wreath for Garibaldi
"(',', 'who')",0.0,A Wreath for Garibaldi
"('who', 'knew')",0.16666666666666666,A Wreath for Garibaldi
"('knew', ',')",0.0,A Wreath for Garibaldi
"(',', 'that')",0.0,A Wreath for Garibaldi
"('that', 'might')",0.3333333333333333,A Wreath for Garibaldi
"('might', 'be')",0.0,A Wreath for Garibaldi
"('be', 'coming')",0.0,A Wreath for Garibaldi
"('coming', 'one')",0.2857142857142857,A Wreath for Garibaldi
"('one', 'of')",0.25,A Wreath for Garibaldi
"('of', 'these')",0.0,A Wreath for Garibaldi
"('these', 'days')",0.14285714285714285,A Wreath for Garibaldi
"('days', '.')",0.0,A Wreath for Garibaldi
"('.', 'There')",0.0,A Wreath for Garibaldi
"('There', 'were')",0.4,A Wreath for Garibaldi
"('were', 'other')",0.3333333333333333,A Wreath for Garibaldi
"('other', 'Italians')",0.09090909090909091,A Wreath for Garibaldi
"('Italians', 'who')",0.0,A Wreath for Garibaldi
"('who', 'still')",0.0,A Wreath for Garibaldi
"('still', 'bore')",0.0,A Wreath for Garibaldi
"('bore', 'scars')",0.14285714285714285,A Wreath for Garibaldi
"('scars', 'they')",0.0,A Wreath for Garibaldi
"('they', 'had')",0.16666666666666666,A Wreath for Garibaldi
"('had', 'earned')",0.3333333333333333,A Wreath for Garibaldi
"('earned', 'in')",0.16666666666666666,A Wreath for Garibaldi
"('in', 'police')",0.14285714285714285,A Wreath for Garibaldi
"('police', 'station')",0.2,A Wreath for Garibaldi
"('station', 'basements')",0.4444444444444444,A Wreath for Garibaldi
"('basements', ',')",0.0,A Wreath for Garibaldi
"(',', 'resisting')",0.0,A Wreath for Garibaldi
"('resisting', '.')",0.0,A Wreath for Garibaldi
"('.', 'They')",0.0,A Wreath for Garibaldi
"('They', 'laughed')",0.2222222222222222,A Wreath for Garibaldi
"('laughed', 'and')",0.25,A Wreath for Garibaldi
"('and', ',')",0.0,A Wreath for Garibaldi
"(',', 'true')",0.0,A Wreath for Garibaldi
"('true', 'to')",0.2,A Wreath for Garibaldi
"('to', 'national')",0.3333333333333333,A Wreath for Garibaldi
"('national', 'form')",0.1111111111111111,A Wreath for Garibaldi
"('form', 'and')",0.0,A Wreath for Garibaldi
"('and', 'manners')",0.2857142857142857,A Wreath for Garibaldi
"('manners', ',')",0.0,A Wreath for Garibaldi
"(',', 'never')",0.0,A Wreath for Garibaldi
"('never', 'talked')",0.1111111111111111,A Wreath for Garibaldi
"('talked', 'long')",0.1111111111111111,A Wreath for Garibaldi
"('long', 'or')",0.2,A Wreath for Garibaldi
"('or', 'solemnly')",0.125,A Wreath for Garibaldi
"('solemnly', 'on')",0.2857142857142857,A Wreath for Garibaldi
"('on', 'any')",0.25,A Wreath for Garibaldi
"('any', 'subject')",0.0,A Wreath for Garibaldi
"('subject', 'at')",0.125,A Wreath for Garibaldi
"('at', 'all')",0.3333333333333333,A Wreath for Garibaldi
"('all', ',')",0.0,A Wreath for Garibaldi
"('but', 'some')",0.0,A Wreath for Garibaldi
"('some', 'of')",0.2,A Wreath for Garibaldi
"('of', 'them')",0.0,A Wreath for Garibaldi
"('them', 'worried')",0.1111111111111111,A Wreath for Garibaldi
"('worried', 'out')",0.125,A Wreath for Garibaldi
"('out', 'loud')",0.4,A Wreath for Garibaldi
"('loud', 'about')",0.2857142857142857,A Wreath for Garibaldi
"('about', 'short')",0.25,A Wreath for Garibaldi
"('short', 'memories')",0.375,A Wreath for Garibaldi
"('memories', 'and')",0.0,A Wreath for Garibaldi
"('and', 'ghosts')",0.0,A Wreath for Garibaldi
"('ghosts', '.')",0.0,A Wreath for Garibaldi
"('.', 'We')",0.0,A Wreath for Garibaldi
"('We', 'saw')",0.0,A Wreath for Garibaldi
"('saw', 'Giuseppe')",0.125,A Wreath for Garibaldi
"('Giuseppe', 'Berto')",0.1,A Wreath for Garibaldi
"('Berto', 'at')",0.16666666666666666,A Wreath for Garibaldi
"('at', 'a')",0.5,A Wreath for Garibaldi
"('a', 'party')",0.2,A Wreath for Garibaldi
"('party', 'once')",0.0,A Wreath for Garibaldi
"('once', 'in')",0.2,A Wreath for Garibaldi
"('in', 'a')",0.0,A Wreath for Garibaldi
"('a', 'while')",0.0,A Wreath for Garibaldi
"('while', ',')",0.0,A Wreath for Garibaldi
"(',', 'tall')",0.0,A Wreath for Garibaldi
"('tall', ',')",0.0,A Wreath for Garibaldi
"(',', 'lean')",0.0,A Wreath for Garibaldi
"('lean', ',')",0.0,A Wreath for Garibaldi
"(',', 'nervous')",0.0,A Wreath for Garibaldi
"('nervous', 'and')",0.1111111111111111,A Wreath for Garibaldi
"('and', 'handsome')",0.375,A Wreath for Garibaldi
"('handsome', ',')",0.0,A Wreath for Garibaldi
"(',', 'and')",0.0,A Wreath for Garibaldi
"(',', 'in')",0.0,A Wreath for Garibaldi
"('in', 'our')",0.0,A Wreath for Garibaldi
"('our', 'opinion')",0.16666666666666666,A Wreath for Garibaldi
"('opinion', ',')",0.0,A Wreath for Garibaldi
"('the', 'best')",0.4,A Wreath for Garibaldi
"('best', 'novelist')",0.3333333333333333,A Wreath for Garibaldi
"('novelist', 'of')",0.1111111111111111,A Wreath for Garibaldi
"('them', 'all')",0.0,A Wreath for Garibaldi
"('all', 'except')",0.0,A Wreath for Garibaldi
"('except', 'Pavese')",0.1111111111111111,A Wreath for Garibaldi
"('Pavese', ',')",0.0,A Wreath for Garibaldi
"('and', 'Pavese')",0.14285714285714285,A Wreath for Garibaldi
"('Pavese', 'is')",0.16666666666666666,A Wreath for Garibaldi
"('is', 'dead')",0.0,A Wreath for Garibaldi
"('dead', '.')",0.0,A Wreath for Garibaldi
"('.', ""Berto's"")",0.0,A Wreath for Garibaldi
"(""Berto's"", 'The')",0.1111111111111111,A Wreath for Garibaldi
"('The', 'Sky')",0.0,A Wreath for Garibaldi
"('Sky', 'Is')",0.0,A Wreath for Garibaldi
"('Is', 'Red')",0.0,A Wreath for Garibaldi
"('Red', 'had')",0.2,A Wreath for Garibaldi
"('been', 'a')",0.0,A Wreath for Garibaldi
"('a', 'small')",0.25,A Wreath for Garibaldi
"('small', 'masterpiece')",0.3,A Wreath for Garibaldi
"('masterpiece', 'and')",0.09090909090909091,A Wreath for Garibaldi
"('in', 'its')",0.25,A Wreath for Garibaldi
"('its', 'special')",0.25,A Wreath for Garibaldi
"('special', 'way')",0.1111111111111111,A Wreath for Garibaldi
"('way', 'the')",0.0,A Wreath for Garibaldi
"('best', 'book')",0.16666666666666666,A Wreath for Garibaldi
"('book', 'to')",0.25,A Wreath for Garibaldi
"('to', 'come')",0.2,A Wreath for Garibaldi
"('come', 'out')",0.16666666666666666,A Wreath for Garibaldi
"('out', 'of')",0.25,A Wreath for Garibaldi
"('.', 'Now')",0.0,A Wreath for Garibaldi
"('Now', 'he')",0.0,A Wreath for Garibaldi
"('he', 'was')",0.0,A Wreath for Garibaldi
"('was', 'married')",0.125,A Wreath for Garibaldi
"('married', 'to')",0.0,A Wreath for Garibaldi
"('to', 'a')",0.0,A Wreath for Garibaldi
"('a', 'beautiful')",0.125,A Wreath for Garibaldi
"('beautiful', 'girl')",0.2,A Wreath for Garibaldi
"('girl', ',')",0.0,A Wreath for Garibaldi
"(',', 'had')",0.0,A Wreath for Garibaldi
"('had', 'a')",0.3333333333333333,A Wreath for Garibaldi
"('small', 'son')",0.16666666666666666,A Wreath for Garibaldi
"('son', ',')",0.0,A Wreath for Garibaldi
"('and', 'lived')",0.14285714285714285,A Wreath for Garibaldi
"('lived', 'in')",0.16666666666666666,A Wreath for Garibaldi
"('in', 'an')",0.3333333333333333,A Wreath for Garibaldi
"('an', 'expensive')",0.125,A Wreath for Garibaldi
"('expensive', 'apartment')",0.2727272727272727,A Wreath for Garibaldi
"('apartment', 'and')",0.25,A Wreath for Garibaldi
"('and', 'worked')",0.125,A Wreath for Garibaldi
"('worked', 'for')",0.2857142857142857,A Wreath for Garibaldi
"('for', 'the')",0.0,A Wreath for Garibaldi
"('the', 'movies')",0.125,A Wreath for Garibaldi
"('movies', '.')",0.0,A Wreath for Garibaldi
"('.', 'On')",0.0,A Wreath for Garibaldi
"('On', 'his')",0.0,A Wreath for Garibaldi
"('his', 'desk')",0.16666666666666666,A Wreath for Garibaldi
"('desk', 'was')",0.16666666666666666,A Wreath for Garibaldi
"('was', 'a')",0.3333333333333333,A Wreath for Garibaldi
"('a', 'slowly')",0.0,A Wreath for Garibaldi
"('slowly', 'accumulating')",0.07692307692307693,A Wreath for Garibaldi
"('accumulating', 'treatment')",0.36363636363636365,A Wreath for Garibaldi
"('treatment', 'and')",0.2857142857142857,A Wreath for Garibaldi
"('and', 'script')",0.0,A Wreath for Garibaldi
"('script', 'of')",0.0,A Wreath for Garibaldi
"('of', 'The')",0.0,A Wreath for Garibaldi
"('The', 'Count')",0.0,A Wreath for Garibaldi
"('Count', 'Of')",0.0,A Wreath for Garibaldi
"('Of', 'Monte')",0.0,A Wreath for Garibaldi
"('Monte', 'Cristo')",0.2222222222222222,A Wreath for Garibaldi
"('Cristo', '.')",0.0,A Wreath for Garibaldi
"('his', 'bookshelves')",0.2222222222222222,A Wreath for Garibaldi
"('bookshelves', 'were')",0.1,A Wreath for Garibaldi
"('were', 'some')",0.16666666666666666,A Wreath for Garibaldi
"('the', 'latest')",0.3333333333333333,A Wreath for Garibaldi
"('latest', 'American')",0.18181818181818182,A Wreath for Garibaldi
"('American', 'novels')",0.16666666666666666,A Wreath for Garibaldi
"('novels', ',')",0.0,A Wreath for Garibaldi
"(',', 'including')",0.0,A Wreath for Garibaldi
"('including', ""Bellow's"")",0.07692307692307693,A Wreath for Garibaldi
"(""Bellow's"", 'Seize')",0.1,A Wreath for Garibaldi
"('Seize', 'The')",0.16666666666666666,A Wreath for Garibaldi
"('The', 'Day')",0.0,A Wreath for Garibaldi
"('Day', ',')",0.0,A Wreath for Garibaldi
"('but', 'he')",0.0,A Wreath for Garibaldi
"('he', ""hadn't"")",0.14285714285714285,A Wreath for Garibaldi
"(""hadn't"", 'read')",0.25,A Wreath for Garibaldi
"('read', 'them')",0.14285714285714285,A Wreath for Garibaldi
"('them', '(')",0.0,A Wreath for Garibaldi
"('(', 'they')",0.0,A Wreath for Garibaldi
"('they', 'were')",0.16666666666666666,A Wreath for Garibaldi
"('were', 'sent')",0.16666666666666666,A Wreath for Garibaldi
"('sent', 'by')",0.0,A Wreath for Garibaldi
"('by', 'American')",0.0,A Wreath for Garibaldi
"('American', 'publishers')",0.21428571428571427,A Wreath for Garibaldi
"('publishers', ')')",0.0,A Wreath for Garibaldi
"(')', 'and')",0.0,A Wreath for Garibaldi
"('and', ""wasn't"")",0.2857142857142857,A Wreath for Garibaldi
"(""wasn't"", 'especially')",0.16666666666666666,A Wreath for Garibaldi
"('especially', 'interested')",0.25,A Wreath for Garibaldi
"('interested', 'in')",0.2857142857142857,A Wreath for Garibaldi
"('in', 'what')",0.0,A Wreath for Garibaldi
"('what', 'the')",0.4,A Wreath for Garibaldi
"('the', 'American')",0.1,A Wreath for Garibaldi
"('American', 'writers')",0.2727272727272727,A Wreath for Garibaldi
"('writers', 'were')",0.5,A Wreath for Garibaldi
"('were', 'up')",0.0,A Wreath for Garibaldi
"('up', 'to')",0.0,A Wreath for Garibaldi
"('to', '.')",0.0,A Wreath for Garibaldi
"('.', 'He')",0.0,A Wreath for Garibaldi
"('He', 'was')",0.0,A Wreath for Garibaldi
"('was', 'interested')",0.1111111111111111,A Wreath for Garibaldi
"('in', 'Robert')",0.0,A Wreath for Garibaldi
"('Robert', ""Musil's"")",0.0,A Wreath for Garibaldi
"(""Musil's"", 'The')",0.0,A Wreath for Garibaldi
"('The', 'Man')",0.0,A Wreath for Garibaldi
"('Man', 'Without')",0.0,A Wreath for Garibaldi
"('Without', 'Qualities')",0.2727272727272727,A Wreath for Garibaldi
"('Qualities', '.')",0.0,A Wreath for Garibaldi
"('.', 'So')",0.0,A Wreath for Garibaldi
"('So', 'were')",0.0,A Wreath for Garibaldi
"('were', 'a')",0.0,A Wreath for Garibaldi
"('a', 'lot')",0.0,A Wreath for Garibaldi
"('lot', 'of')",0.25,A Wreath for Garibaldi
"('of', 'other')",0.16666666666666666,A Wreath for Garibaldi
"('other', 'people')",0.2857142857142857,A Wreath for Garibaldi
"('people', '.')",0.0,A Wreath for Garibaldi
"('in', 'Italo')",0.0,A Wreath for Garibaldi
"('Italo', 'Svevo')",0.125,A Wreath for Garibaldi
"('Svevo', '.')",0.0,A Wreath for Garibaldi
"('was', 'thinking')",0.0,A Wreath for Garibaldi
"('thinking', 'his')",0.2857142857142857,A Wreath for Garibaldi
"('his', 'way')",0.0,A Wreath for Garibaldi
"('way', 'into')",0.0,A Wreath for Garibaldi
"('into', 'a')",0.0,A Wreath for Garibaldi
"('a', 'new')",0.0,A Wreath for Garibaldi
"('new', 'novel')",0.3333333333333333,A Wreath for Garibaldi
"('novel', ',')",0.0,A Wreath for Garibaldi
"(',', 'a')",0.0,A Wreath for Garibaldi
"('a', 'big')",0.0,A Wreath for Garibaldi
"('big', 'one')",0.0,A Wreath for Garibaldi
"('one', ',')",0.0,A Wreath for Garibaldi
"(',', 'one')",0.0,A Wreath for Garibaldi
"('one', 'that')",0.0,A Wreath for Garibaldi
"('that', 'people')",0.0,A Wreath for Garibaldi
"('people', 'had')",0.0,A Wreath for Garibaldi
"('been', 'waiting')",0.125,A Wreath for Garibaldi
"('waiting', 'for')",0.0,A Wreath for Garibaldi
"('for', '.')",0.0,A Wreath for Garibaldi
"('.', 'It')",0.0,A Wreath for Garibaldi
"('It', 'was')",0.0,A Wreath for Garibaldi
"('was', 'going')",0.0,A Wreath for Garibaldi
"('going', 'to')",0.2,A Wreath for Garibaldi
"('to', 'be')",0.0,A Wreath for Garibaldi
"('be', 'hard')",0.0,A Wreath for Garibaldi
"('hard', 'going')",0.0,A Wreath for Garibaldi
"('going', 'all')",0.0,A Wreath for Garibaldi
"('all', 'the')",0.0,A Wreath for Garibaldi
"('the', 'way')",0.0,A Wreath for Garibaldi
"('way', 'because')",0.125,A Wreath for Garibaldi
"('because', 'he')",0.14285714285714285,A Wreath for Garibaldi
"(""hadn't"", 'written')",0.2,A Wreath for Garibaldi
"('written', 'seriously')",0.2727272727272727,A Wreath for Garibaldi
"('seriously', 'for')",0.2222222222222222,A Wreath for Garibaldi
"('for', 'a')",0.0,A Wreath for Garibaldi
"(',', 'except')",0.0,A Wreath for Garibaldi
"('except', 'for')",0.0,A Wreath for Garibaldi
"('a', 'few')",0.0,A Wreath for Garibaldi
"('few', 'stories')",0.125,A Wreath for Garibaldi
"('stories', ',')",0.0,A Wreath for Garibaldi
"(',', 'was')",0.0,A Wreath for Garibaldi
"('was', 'tired')",0.0,A Wreath for Garibaldi
"('tired', 'of')",0.0,A Wreath for Garibaldi
"('the', 'old')",0.0,A Wreath for Garibaldi
"('old', 'method')",0.2857142857142857,A Wreath for Garibaldi
"('method', 'of')",0.14285714285714285,A Wreath for Garibaldi
"('of', 'realismo')",0.1111111111111111,A Wreath for Garibaldi
"('realismo', 'he')",0.1111111111111111,A Wreath for Garibaldi
"('he', 'had')",0.25,A Wreath for Garibaldi
"('had', 'so')",0.0,A Wreath for Garibaldi
"('so', 'successfully')",0.125,A Wreath for Garibaldi
"('successfully', 'used')",0.375,A Wreath for Garibaldi
"('used', 'in')",0.0,A Wreath for Garibaldi
"('in', 'The')",0.0,A Wreath for Garibaldi
"('Red', '.')",0.0,A Wreath for Garibaldi
"('.', 'This')",0.0,A Wreath for Garibaldi
"('This', 'one')",0.0,A Wreath for Garibaldi
"('one', 'was')",0.0,A Wreath for Garibaldi
"('be', 'different')",0.125,A Wreath for Garibaldi
"('different', '.')",0.0,A Wreath for Garibaldi
"('He', 'had')",0.0,A Wreath for Garibaldi
"('had', 'bought')",0.125,A Wreath for Garibaldi
"('bought', 'a')",0.0,A Wreath for Garibaldi
"('a', 'little')",0.0,A Wreath for Garibaldi
"('little', 'piece')",0.3333333333333333,A Wreath for Garibaldi
"('piece', 'of')",0.0,A Wreath for Garibaldi
"('of', 'property')",0.14285714285714285,A Wreath for Garibaldi
"('property', 'down')",0.1111111111111111,A Wreath for Garibaldi
"('down', 'along')",0.2857142857142857,A Wreath for Garibaldi
"('along', 'the')",0.0,A Wreath for Garibaldi
"('the', 'coast')",0.14285714285714285,A Wreath for Garibaldi
"('coast', 'of')",0.16666666666666666,A Wreath for Garibaldi
"('the', 'hard')",0.16666666666666666,A Wreath for Garibaldi
"('hard', 'country')",0.1,A Wreath for Garibaldi
"('country', 'of')",0.125,A Wreath for Garibaldi
"('of', 'Calabria')",0.0,A Wreath for Garibaldi
"('Calabria', 'that')",0.125,A Wreath for Garibaldi
"('that', 'he')",0.25,A Wreath for Garibaldi
"('he', 'knew')",0.2,A Wreath for Garibaldi
"('knew', 'so')",0.0,A Wreath for Garibaldi
"('so', 'well')",0.0,A Wreath for Garibaldi
"('well', '.')",0.0,A Wreath for Garibaldi
"('to', 'do')",0.3333333333333333,A Wreath for Garibaldi
"('do', 'one')",0.25,A Wreath for Garibaldi
"('one', 'or')",0.25,A Wreath for Garibaldi
"('or', 'two')",0.25,A Wreath for Garibaldi
"('two', 'more')",0.16666666666666666,A Wreath for Garibaldi
"('more', 'films')",0.125,A Wreath for Garibaldi
"('films', 'for')",0.14285714285714285,A Wreath for Garibaldi
"('for', 'cash')",0.0,A Wreath for Garibaldi
"('cash', 'and')",0.16666666666666666,A Wreath for Garibaldi
"('and', 'then')",0.16666666666666666,A Wreath for Garibaldi
"('then', 'chuck')",0.14285714285714285,A Wreath for Garibaldi
"('chuck', 'it')",0.0,A Wreath for Garibaldi
"('it', 'all')",0.0,A Wreath for Garibaldi
"(',', 'leave')",0.0,A Wreath for Garibaldi
"('leave', 'Rome')",0.14285714285714285,A Wreath for Garibaldi
"('Rome', 'and')",0.0,A Wreath for Garibaldi
"('and', 'its')",0.0,A Wreath for Garibaldi
"('its', 'intellectual')",0.2222222222222222,A Wreath for Garibaldi
"('intellectual', 'cliques')",0.5,A Wreath for Garibaldi
"('cliques', 'and')",0.0,A Wreath for Garibaldi
"('and', 'money-fed')",0.2222222222222222,A Wreath for Garibaldi
"('money-fed', 'life')",0.2,A Wreath for Garibaldi
"('life', ',')",0.0,A Wreath for Garibaldi
"(',', 'go')",0.0,A Wreath for Garibaldi
"('go', 'back')",0.0,A Wreath for Garibaldi
"('back', 'to')",0.0,A Wreath for Garibaldi
"('to', 'Calabria')",0.0,A Wreath for Garibaldi
"('Calabria', '.')",0.0,A Wreath for Garibaldi
"('.', 'Berto')",0.0,A Wreath for Garibaldi
"('Berto', 'seemed')",0.125,A Wreath for Garibaldi
"('seemed', 'worried')",0.25,A Wreath for Garibaldi
"('worried', ',')",0.0,A Wreath for Garibaldi
"(',', 'too')",0.0,A Wreath for Garibaldi
"('too', '.')",0.0,A Wreath for Garibaldi
"('He', 'knew')",0.2,A Wreath for Garibaldi
"('knew', 'all')",0.0,A Wreath for Garibaldi
"('all', 'about')",0.16666666666666666,A Wreath for Garibaldi
"('about', 'it')",0.16666666666666666,A Wreath for Garibaldi
"('it', 'and')",0.0,A Wreath for Garibaldi
"('and', 'had')",0.5,A Wreath for Garibaldi
"('had', 'put')",0.0,A Wreath for Garibaldi
"('put', 'it')",0.25,A Wreath for Garibaldi
"('it', 'down')",0.0,A Wreath for Garibaldi
"('down', 'in')",0.2,A Wreath for Garibaldi
"('in', 'journal')",0.125,A Wreath for Garibaldi
"('journal', 'form')",0.2222222222222222,A Wreath for Garibaldi
"('form', 'in')",0.0,A Wreath for Garibaldi
"('The', 'War')",0.0,A Wreath for Garibaldi
"('War', 'In')",0.0,A Wreath for Garibaldi
"('In', 'A')",0.0,A Wreath for Garibaldi
"('A', 'Black')",0.0,A Wreath for Garibaldi
"('Black', 'Shirt')",0.0,A Wreath for Garibaldi
"('Shirt', ',')",0.0,A Wreath for Garibaldi
"('a', 'wonderful')",0.0,A Wreath for Garibaldi
"('wonderful', 'book')",0.09090909090909091,A Wreath for Garibaldi
"('book', 'not')",0.2,A Wreath for Garibaldi
"('not', ',')",0.0,A Wreath for Garibaldi
"(',', 'for')",0.0,A Wreath for Garibaldi
"('for', 'some')",0.16666666666666666,A Wreath for Garibaldi
"('some', 'strange')",0.2222222222222222,A Wreath for Garibaldi
"('strange', 'reason')",0.625,A Wreath for Garibaldi
"('reason', ',')",0.0,A Wreath for Garibaldi
"(',', 'published')",0.0,A Wreath for Garibaldi
"('published', 'in')",0.1,A Wreath for Garibaldi
"('the', 'U.S.')",0.0,A Wreath for Garibaldi
"('U.S.', '.')",0.3333333333333333,A Wreath for Garibaldi
"('about', 'the')",0.14285714285714285,A Wreath for Garibaldi
"('the', 'appeal')",0.16666666666666666,A Wreath for Garibaldi
"('appeal', 'of')",0.0,A Wreath for Garibaldi
"('of', 'a')",0.0,A Wreath for Garibaldi
"('a', 'black')",0.2,A Wreath for Garibaldi
"('black', 'shirt')",0.0,A Wreath for Garibaldi
"('shirt', 'and')",0.0,A Wreath for Garibaldi
"('and', 'jackboots')",0.1,A Wreath for Garibaldi
"('jackboots', 'to')",0.25,A Wreath for Garibaldi
"('a', 'poor')",0.0,A Wreath for Garibaldi
"('poor', ',')",0.0,A Wreath for Garibaldi
"(',', 'southern')",0.0,A Wreath for Garibaldi
"('southern', ',')",0.0,A Wreath for Garibaldi
"(',', 'peasant')",0.0,A Wreath for Garibaldi
"('peasant', 'boy')",0.0,A Wreath for Garibaldi
"('boy', '.')",0.0,A Wreath for Garibaldi
"('the', 'infection')",0.25,A Wreath for Garibaldi
"('infection', 'and')",0.1111111111111111,A Wreath for Garibaldi
"('and', 'the')",0.0,A Wreath for Garibaldi
